,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202111200IND,IND,IND,NOP,"Gainbridge Fieldhouse, Indianapolis, Indiana",none,2021-11-20 19:00:00,2021-11-20 21:00:00,"['Brandon Adair', 'Jenna Schroeder', 'Josh Tiven']",15081,0,32,26,38,15,[],111,-3,1.0,"['turnemy01', 'brogdma01', 'sabondo01', 'holidju01', 'leverca01', 'martike03', 'duartch01', 'craigto01', 'mccontj01', 'bitadgo01', 'lambje01', 'wanambr01', 'brissos01']","[6, 11]",0,361633931,27817994.69,17,19,27,18,30,[],94,1,1.0,"['ingrabr01', 'alexani01', 'hartjo01', 'valanjo01', 'satorto01', 'lewiski01', 'murphtr02', 'hayesja02', 'joneshe01', 'marshna01', 'alvarjo01', 'templga01', 'hernawi01', 'louzama01']","[3, 14]",0,340385905,24313278.93,17
202111200MIL,MIL,MIL,ORL,"Fiserv Forum, Milwaukee, Wisconsin",conference,2021-11-20 20:00:00,2021-11-20 22:00:00,"['Ray Acosta', 'Sean Corbin', 'Mitchell Ervin']",17341,0,36,26,34,21,[],117,2,1.0,"['portibo01', 'antetgi01', 'middlkh01', 'holidjr01', 'allengr01', 'connapa01', 'hillge01', 'hoodro01', 'antetth01', 'robinju01', 'kalaige01', 'nworajo01']","[8, 8]",0,692179698,57681641.5,16,24,26,21,37,[],108,-1,1.0,"['suggsja01', 'bambamo01', 'harriga01', 'wagnefr01', 'cartewe01', 'hamptrj01', 'okekech01', 'rosste01', 'lopezro01', 'muldemy01', 'brazdig01', 'wagnemo01', 'anthoco01']","[4, 12]",0,346464313,26651101.0,16
202111200MIN,MIN,MIN,MEM,"Target Center, Minneapolis, Minnesota",conference,2021-11-20 20:00:00,2021-11-20 22:00:00,"['Suyash Mehta', 'Gediminas Petraitis', 'Ben Taylor']",17136,0,40,32,41,25,[],138,2,2.0,"['russeda01', 'edwaran01', 'vandeja01', 'townska01', 'beverpa01', 'beaslma01', 'mcdanja02', 'princta02', 'reidna01', 'mclaujo01', 'knighna01', 'nowelja01', 'laymaja01', 'bolmale01']","[6, 9]",0,419710024,29979287.43,15,23,20,28,24,[],95,2,2.0,"['moranja01', 'jacksja02', 'banede01', 'anderky01', 'adamsst01', 'konchjo01', 'willizi02', 'tillmxa01', 'jonesty01', 'clarkbr01', 'aldamsa01', 'culveja01', 'tilliki02']","[8, 7]",1,304331558,23410119.85,15
202111200NYK,NYK,NYK,HOU,"Madison Square Garden (IV), New York, New York",none,2021-11-20 17:00:00,2021-11-20 19:00:00,"['Bennie Adams', 'Curtis Blair', 'Karl Lane']",19812,0,13,34,25,34,[],106,-1,3.0,"['randlju01', 'fournev01', 'barrerj01', 'walkeke02', 'robinmi01', 'noelne01', 'burksal01', 'quickim01', 'rosede01', 'toppiob01', 'simsje01', 'seldewa01', 'grimequ01', 'mcbrimi01', 'knoxke01']","[8, 7]",0,674768791,44984586.07,15,21,26,26,26,[],99,-3,3.0,"['woodch01', 'gordoer01', 'greenja05', 'tateja01', 'theisda01', 'sengual01', 'martike04', 'mathega01', 'augusdj01', 'brookar01', 'houseda01', 'chrisjo01', 'nwabada01']","[1, 14]",0,320962115,24689393.46,15
202111200POR,POR,POR,PHI,"Moda Center, Portland, Oregon",none,2021-11-20 22:00:00,2021-11-21 00:00:00,"['Marc Davis', 'Brett Nansel', 'Dedric Taylor']",17027,0,30,25,31,32,[],118,2,3.0,"['lillada01', 'mccolcj01', 'powelno01', 'covinro01', 'nurkiju01', 'nancela02', 'simonan01', 'littlna01', 'snellto01', 'zelleco01', 'smithde03', 'browngr01', 'ellebcj01', 'mclembe01']","[8, 8]",0,753378987,53812784.79,16,25,21,32,33,[],111,1,2.0,"['harrito02', 'maxeyty01', 'niangge01', 'curryse01', 'drumman01', 'korkmfu01', 'thybuma01', 'miltosh01', 'bassech01', 'joeis01', 'reedpa01']","[9, 7]",1,391200375,35563670.45,16
202111200SAC,UTA,SAC,UTA,"Golden 1 Center, Sacramento, California",conference,2021-11-20 22:00:00,2021-11-21 00:00:00,"['Mousa Dagher', 'Lauren Holtkamp-Sterling', 'Tre Maddox']",13180,0,28,21,31,25,[],105,-2,1.0,"['halibty01', 'barneha02', 'foxde01', 'holmeri01', 'metuch01', 'hieldbu01', 'harklma01', 'mitchda01', 'lenal01', 'jonesda03', 'ramseja01', 'daviste02', 'thomptr01', 'baglema01', 'woodaro01']","[6, 10]",0,576429644,38428642.93,16,29,25,30,39,[],123,2,2.0,"['mitchdo01', 'bogdabo02', 'goberru01', 'onealro01', 'conlemi01', 'clarkjo01', 'inglejo01', 'whiteha01', 'gayru01', 'forretr01', 'onimi01', 'pascher01']","[10, 5]",2,942592661,78549388.42,15
202111200WAS,WAS,WAS,MIA,"Capital One Arena, Washington, District of Columbia",division,2021-11-20 19:00:00,2021-11-20 21:00:00,"['Scott Foster', 'Jacyn Goble', 'Andy Nagy']",20476,0,26,15,30,32,[],103,-2,2.0,"['bealbr01', 'dinwisp01', 'kuzmaky01', 'caldwke01', 'gaffoda01', 'avdijde01', 'harremo01', 'netora01', 'kispeco01', 'holidaa01', 'ayayijo01', 'toddis01', 'winstca01', 'gillan01']","[10, 5]",0,395742034,28267288.14,15,25,18,32,25,[],100,4,2.0,"['butleji01', 'lowryky01', 'tuckepj01', 'adebaba01', 'robindu01', 'herroty01', 'strusma01', 'martica02', 'dedmode01', 'okpalkz01', 'yurtsom01', 'vincega01', 'hasleud01']","[11, 5]",1,645347213,49642093.31,16
202111210CHI,CHI,CHI,NYK,"United Center, Chicago, Illinois",conference,2021-11-21 20:00:00,2021-11-21 22:00:00,"['Marat Kogut', 'Jonathan Sterling', 'Sean Wright']",21813,0,25,26,21,37,[],109,1,2.0,"['derozde01', 'lavinza01', 'balllo01', 'carusal01', 'bradlto01', 'jonesde02', 'whiteco01', 'dosunay01', 'greenja02', 'johnsal02', 'thomama02', 'browntr01']","[11, 5]",0,434259255,36188271.25,16,20,25,29,29,[],103,1,1.0,"['randlju01', 'barrerj01', 'noelne01', 'fournev01', 'walkeke02', 'rosede01', 'burksal01', 'quickim01', 'toppiob01', 'simsje01', 'grimequ01', 'seldewa01', 'mcbrimi01', 'knoxke01']","[9, 7]",1,668257721,47732694.36,16
202111210DET,LAL,DET,LAL,"Little Caesars Arena, Detroit, Michigan",none,2021-11-21 18:00:00,2021-11-21 20:00:00,"['Scott Foster', 'Phenizee Ransom', 'Justin Van Duyne']",15532,0,26,42,31,17,[],116,-1,2.0,"['josepco01', 'cunnica01', 'grantje01', 'beysa01', 'stewais01', 'jacksfr01', 'diallha01', 'jacksjo02', 'lylestr01', 'garzalu01', 'leesa01', 'mcgruro01']","[4, 11]",0,236128534,19677377.83,15,30,31,23,37,[],121,-3,2.0,"['davisan02', 'westbru01', 'bradlav01', 'jamesle01', 'jordade01', 'hortota01', 'anthoca01', 'howardw01', 'monkma01', 'ellinwa01', 'rondora01', 'bazemke01', 'reaveau01']","[8, 9]",0,1891303507,145484885.2,17
202111210GSW,GSW,GSW,TOR,"Chase Center, San Francisco, California",none,2021-11-21 20:30:00,2021-11-21 22:30:00,"['Bill Kennedy', 'Evan Scott', 'Aaron Smith']",18064,0,36,25,31,27,[],119,3,2.0,"['curryst01', 'wiggian01', 'greendr01', 'poolejo01', 'looneke01', 'porteot01', 'chiozch01', 'toscaju01', 'leeda03', 'kuminjo01', 'bjeline01', 'moodymo01']","[14, 2]",0,732577674,61048139.5,16,24,23,30,27,[],104,1,2.0,"['vanvlfr01', 'siakapa01', 'trentga02', 'barnesc01', 'birchkh01', 'achiupr01', 'bantoda01', 'mykhasv01', 'bouchch01', 'flynnma01', 'champju01', 'dragigo01']","[8, 9]",0,356984525,29748710.42,17
202111210LAC,LAC,LAC,DAL,"Crypto.com Arena, Los Angeles, California",conference,2021-11-21 15:30:00,2021-11-21 17:30:00,"['J.B. DeRosa', 'Nate Green', 'James Williams']",17149,0,19,27,25,26,[],97,-2,2.0,"['georgpa01', 'jacksre01', 'zubaciv01', 'bledser01', 'coffeam01', 'kennalu01', 'mannte01', 'ibakase01', 'winslju01', 'harteis01', 'bostobr01', 'scrubja01', 'batumni01']","[9, 7]",0,855371269,65797789.92,16,22,25,15,29,[],91,-2,2.0,"['hardati02', 'brunsja01', 'porzikr01', 'finnedo01', 'poweldw01', 'bullore01', 'klebima01', 'burketr01', 'caulewi01', 'ntilila01', 'brownst02', 'marjabo01', 'greenjo02', 'brownmo01']","[9, 6]",0,461917216,32994086.86,15
202111210PHO,PHO,PHO,DEN,"Phoenix Suns Arena, Phoenix, Arizona",conference,2021-11-21 20:00:00,2021-11-21 22:00:00,"['Mousa Dagher', 'Kane Fitzgerald', 'Natalie Sago']",16072,0,48,25,27,26,[],126,1,2.0,"['bridgmi01', 'bookede01', 'aytonde01', 'paulch01', 'crowdja01', 'shamela01', 'johnsca02', 'payneca01', 'mcgeeja01', 'paytoel01', 'smithja04', 'wainris01', 'hutchch01', 'naderab01']","[12, 3]",0,712271900,50876564.29,15,28,32,18,19,[],97,-3,2.0,"['greenje02', 'gordoaa01', 'bartowi01', 'greenja01', 'morrimo01', 'riverau01', 'campafa01', 'doziepj01', 'howarma02', 'bolbo01', 'cornepe01', 'hylanbo01', 'jokicni01']","[9, 7]",1,478768069,36828313.0,16
202111220ATL,ATL,ATL,OKC,"State Farm Arena, Atlanta, Georgia",none,2021-11-22 19:30:00,2021-11-22 21:30:00,"['Curtis Blair', 'Matt Boland', 'Phenizee Ransom']",15806,0,32,34,27,20,[],113,4,2.0,"['collijo01', 'youngtr01', 'huertke01', 'capelca01', 'bogdabo01', 'gallida01', 'reddica01', 'willilo02', 'wrighde01', 'coopesh01', 'dienggo01', 'johnsja05', 'luwawti01', 'mayssk01', 'hillso01']","[8, 9]",0,659039908,43935993.87,17,27,33,11,30,[],101,-2,2.0,"['bazleda01', 'robinje02', 'giddejo01', 'dortlu01', 'favorde01', 'pokusal01', 'wiggiaa01', 'muscami01', 'jeromty01', 'willike04', 'robyis01', 'deckga01']","[6, 10]",0,189781679,15815139.92,16
202111220BOS,BOS,BOS,HOU,"TD Garden, Boston, Massachusetts",none,2021-11-22 19:30:00,2021-11-22 21:30:00,"['Brian Forte', 'Matt Myers', 'Michael Smith']",19156,0,22,30,34,22,[],108,2,2.0,"['tatumja01', 'smartma01', 'horfoal01', 'williro04', 'brownja02', 'schrode01', 'willigr01', 'langfro01', 'kanteen01', 'nesmiaa01', 'pritcpa01', 'hernaju01', 'hausesa01', 'fernabr01', 'parkeja01']","[9, 8]",1,739339237,49289282.47,17,21,26,16,27,[],90,-4,2.0,"['greenja05', 'gordoer01', 'woodch01', 'theisda01', 'tateja01', 'brookar01', 'martike04', 'sengual01', 'mathega01', 'augusdj01', 'houseda01', 'chrisjo01', 'nwabada01']","[1, 15]",0,320962115,24689393.46,16
202111220CHI,IND,CHI,IND,"United Center, Chicago, Illinois",division,2021-11-22 20:00:00,2021-11-22 22:00:00,"['Pat Fraher', 'Leon Wood']",21586,0,16,30,15,16,[],77,2,1.0,"['derozde01', 'lavinza01', 'balllo01', 'whiteco01', 'bradlto01', 'browntr01', 'dosunay01', 'jonesde02', 'greenja02', 'thomama02', 'dotsode01', 'simonma01', 'johnsal02', 'cookty01']","[12, 5]",0,421874507,30133893.36,17,31,36,22,20,[],109,1,2.0,"['brogdma01', 'sabondo01', 'turnemy01', 'holidju01', 'leverca01', 'duartch01', 'mccontj01', 'martike03', 'craigto01', 'lambje01', 'brissos01', 'wanambr01', 'bitadgo01', 'jacksis01']","[7, 11]",0,364085051,26006075.07,18
202111220CLE,BRK,CLE,BRK,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",conference,2021-11-22 19:00:00,2021-11-22 21:00:00,"['Courtney Kirkland', 'Jenna Schroeder', 'Justin Van Duyne']",17387,0,27,36,19,30,[],112,-3,4.0,"['garlada01', 'allenja01', 'okorois01', 'wadede01', 'markkla01', 'rubiori01', 'loveke01', 'davised01', 'windldy01', 'fallta01', 'nembhrj01', 'pangoke01', 'valende01']","[9, 8]",0,534255139,41096549.15,17,24,28,32,33,[],117,2,3.0,"['duranke01', 'hardeja01', 'millspa02', 'bembrde01', 'griffbl01', 'aldrila01', 'johnsja01', 'thomaca02', 'millspa01', 'carteje01', 'edwarke02', 'sharpda01']","[12, 5]",1,1423759912,118646659.3,17
202111220MIL,MIL,MIL,ORL,"Fiserv Forum, Milwaukee, Wisconsin",conference,2021-11-22 20:00:00,2021-11-22 22:00:00,"['Jacyn Goble', 'Suyash Mehta', 'Rodney Mott']",17341,0,36,41,28,18,[],123,3,2.0,"['antetgi01', 'holidjr01', 'portibo01', 'middlkh01', 'allengr01', 'nworajo01', 'connapa01', 'hoodro01', 'hillge01', 'robinju01', 'antetth01', 'kalaige01']","[9, 8]",1,692179698,57681641.5,17,16,20,20,36,[],92,-2,2.0,"['cartewe01', 'muldemy01', 'wagnefr01', 'bambamo01', 'suggsja01', 'hamptrj01', 'okekech01', 'wagnemo01', 'rosste01', 'lopezro01', 'brazdig01', 'anthoco01', 'harriga01']","[4, 13]",0,346464313,26651101.0,17
202111220NOP,MIN,NOP,MIN,"Smoothie King Center, New Orleans, Louisiana",conference,2021-11-22 20:00:00,2021-11-22 22:00:00,"['Brent Barnaky', 'Tyler Ford', 'Danielle Scott']",15689,0,29,21,19,27,[],96,-1,2.0,"['ingrabr01', 'hartjo01', 'valanjo01', 'templga01', 'satorto01', 'lewiski01', 'joneshe01', 'alexani01', 'hernawi01', 'marshna01', 'murphtr02', 'alvarjo01', 'louzama01', 'grahade01', 'hayesja02']","[3, 15]",1,355455082,23697005.47,18,28,38,23,21,[],110,3,2.0,"['townska01', 'edwaran01', 'russeda01', 'beverpa01', 'vandeja01', 'mcdanja02', 'beaslma01', 'princta02', 'reidna01', 'knighna01', 'bolmale01', 'laymaja01', 'mclaujo01', 'nowelja01', 'wrighmc01']","[7, 9]",1,419710024,27980668.27,16
202111220SAC,PHI,SAC,PHI,"Golden 1 Center, Sacramento, California",none,2021-11-22 22:00:00,2021-11-23 00:00:00,"['John Butler', 'Kevin Cutler', 'J.B. DeRosa']",13948,0,33,19,30,12,[],94,-3,2.0,"['foxde01', 'barneha02', 'halibty01', 'holmeri01', 'harklma01', 'hieldbu01', 'mitchda01', 'baglema01', 'thomptr01', 'lenal01', 'metuch01', 'jonesda03', 'daviste02']","[6, 11]",0,570893682,43914898.62,17,28,27,22,25,[],102,-1,2.0,"['niangge01', 'maxeyty01', 'thybuma01', 'drumman01', 'korkmfu01', 'miltosh01', 'joeis01', 'bassech01', 'reedpa01', 'curryse01', 'harrito02']","[9, 8]",0,391200375,35563670.45,17
202111220SAS,PHO,SAS,PHO,"AT&T Center, San Antonio, Texas",conference,2021-11-22 20:30:00,2021-11-22 22:30:00,"['Mitchell Ervin', 'Tre Maddox', 'Andy Nagy']",14715,0,20,24,31,36,[],111,-4,4.0,"['whitede01', 'murrade01', 'poeltja01', 'johnske04', 'bateske01', 'vassede01', 'walkelo01', 'eubandr01', 'jonestr01', 'forbebr01', 'youngth01']","[4, 11]",0,277830328,25257302.55,15,24,33,33,25,[],115,2,1.0,"['bridgmi01', 'bookede01', 'aytonde01', 'paulch01', 'crowdja01', 'shamela01', 'johnsca02', 'payneca01', 'mcgeeja01', 'hutchch01', 'smithja04', 'wainris01', 'paytoel01', 'naderab01']","[13, 3]",0,712271900,50876564.29,16
202111220UTA,MEM,UTA,MEM,"Vivint Smart Home Arena, Salt Lake City, Utah",conference,2021-11-22 21:00:00,2021-11-22 23:00:00,"['Brett Nansel', 'Dedric Taylor', 'James Williams']",18306,0,30,30,36,22,[],118,3,2.0,"['mitchdo01', 'goberru01', 'conlemi01', 'bogdabo02', 'onealro01', 'inglejo01', 'clarkjo01', 'gayru01', 'whiteha01', 'forretr01', 'butleja02', 'azubuud01', 'hugheel01', 'pascher01', 'onimi01']","[11, 5]",0,949987090,63332472.67,16,27,27,38,27,[],119,-1,2.0,"['moranja01', 'banede01', 'jacksja02', 'adamsst01', 'anderky01', 'willizi02', 'clarkbr01', 'konchjo01', 'jonesty01', 'tilliki02', 'culveja01', 'aldamsa01', 'tillmxa01']","[8, 8]",0,304331558,23410119.85,16
202111220WAS,CHO,WAS,CHO,"Capital One Arena, Washington, District of Columbia",division,2021-11-22 19:00:00,2021-11-22 21:00:00,"['John Conley', 'Mark Lindsay', 'Derek Richardson']",16575,0,27,23,23,30,[],103,1,2.0,"['bealbr01', 'kuzmaky01', 'dinwisp01', 'caldwke01', 'gaffoda01', 'harremo01', 'avdijde01', 'holidaa01', 'kispeco01', 'netora01', 'toddis01', 'winstca01', 'ayayijo01', 'gillan01']","[11, 5]",0,395742034,28267288.14,16,26,33,24,26,[],109,-1,2.0,"['bridgmi02', 'ballla01', 'roziete01', 'haywago01', 'plumlma01', 'martico01', 'oubreke01', 'richani01', 'mcdanja01', 'smithis01', 'joneska01', 'bouknja01']","[10, 8]",1,480570126,40047510.5,18
202111230DET,MIA,DET,MIA,"Little Caesars Arena, Detroit, Michigan",conference,2021-11-23 19:00:00,2021-11-23 21:00:00,"['Matt Kallio', 'Karl Lane', 'Ed Malloy']",13123,0,25,28,23,16,[],92,-2,2.0,"['beysa01', 'grantje01', 'josepco01', 'cunnica01', 'garzalu01', 'jacksfr01', 'lylestr01', 'diallha01', 'jacksjo02', 'leesa01', 'mcgruro01', 'stewais01']","[4, 12]",0,236128534,19677377.83,16,20,26,21,33,[],100,-1,3.0,"['lowryky01', 'butleji01', 'adebaba01', 'robindu01', 'tuckepj01', 'herroty01', 'martica02', 'vincega01', 'dedmode01', 'strusma01', 'hasleud01', 'okpalkz01', 'yurtsom01']","[11, 6]",0,645347213,49642093.31,17
202111230LAC,DAL,LAC,DAL,"Crypto.com Arena, Los Angeles, California",conference,2021-11-23 22:30:00,2021-11-24 00:30:00,"['Kane Fitzgerald', 'Natalie Sago', 'Scott Twardoski']",17067,0,26,22,28,27,[],104,1,2.0,"['georgpa01', 'jacksre01', 'morrima03', 'zubaciv01', 'bledser01', 'kennalu01', 'coffeam01', 'mannte01', 'harteis01', 'ibakase01', 'winslju01', 'bostobr01']","[10, 7]",1,762564556,63547046.33,17,21,21,38,23,[],112,-3,2.0,"['finnedo01', 'doncilu01', 'hardati02', 'porzikr01', 'caulewi01', 'klebima01', 'brunsja01', 'brownst02', 'burketr01', 'poweldw01', 'marjabo01', 'brownmo01', 'greenjo02']","[9, 7]",0,445312689,34254822.23,16
202111230NYK,NYK,NYK,LAL,"Madison Square Garden (IV), New York, New York",none,2021-11-23 19:30:00,2021-11-23 21:30:00,"['Nick Buchert', 'Josh Tiven', 'Scott Wall']",19812,0,36,27,20,23,[],106,-1,2.0,"['fournev01', 'noelne01', 'randlju01', 'barrerj01', 'walkeke02', 'burksal01', 'quickim01', 'toppiob01', 'grimequ01', 'simsje01', 'seldewa01', 'mcbrimi01', 'knoxke01']","[9, 8]",0,518377397,39875184.38,17,20,31,30,19,[],100,1,2.0,"['westbru01', 'davisan02', 'bradlav01', 'hortota01', 'jordade01', 'monkma01', 'anthoca01', 'ellinwa01', 'howardw01', 'rondora01', 'bazemke01', 'jamesle01', 'reaveau01']","[9, 9]",0,1891303507,145484885.2,18
202111230POR,POR,POR,DEN,"Moda Center, Portland, Oregon",division,2021-11-23 22:00:00,2021-11-24 00:00:00,"['Brandon Adair', 'David Guthrie', 'Aaron Smith']",17052,0,33,33,24,29,[],119,3,3.0,"['mccolcj01', 'lillada01', 'covinro01', 'powelno01', 'nurkiju01', 'littlna01', 'simonan01', 'nancela02', 'snellto01', 'zelleco01', 'browngr01', 'ellebcj01', 'mclembe01', 'smithde03']","[9, 8]",0,753378987,53812784.79,17,27,25,27,21,[],100,-4,2.0,"['greenje02', 'bartowi01', 'gordoaa01', 'morrimo01', 'greenja01', 'campafa01', 'riverau01', 'nnajize01', 'doziepj01', 'howarma02', 'cancavl01', 'bolbo01', 'cornepe01']","[9, 8]",1,370387610,28491354.62,17
202111240BOS,BRK,BOS,BRK,"TD Garden, Boston, Massachusetts",division,2021-11-24 19:30:00,2021-11-24 21:30:00,"['Matt Boland', 'Tony Brothers', 'Evan Scott']",19156,0,22,27,27,28,[],104,3,2.0,"['smartma01', 'tatumja01', 'horfoal01', 'brownja02', 'willigr01', 'schrode01', 'langfro01', 'parkeja01', 'nesmiaa01', 'kanteen01', 'pritcpa01', 'hernaju01', 'fernabr01']","[10, 8]",0,729741644,56133972.62,18,29,33,35,26,[],123,3,2.0,"['duranke01', 'hardeja01', 'millspa02', 'aldrila01', 'bembrde01', 'thomaca02', 'johnsja01', 'millspa01', 'carteje01', 'sharpda01', 'edwarke02', 'griffbl01']","[13, 5]",0,1423759912,118646659.3,18
202111240CLE,PHO,CLE,PHO,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",none,2021-11-24 19:00:00,2021-11-24 21:00:00,"['Ray Acosta', 'Sean Corbin', 'Suyash Mehta']",18055,0,33,33,20,29,[],115,-4,2.0,"['allenja01', 'markkla01', 'okorois01', 'garlada01', 'wadede01', 'rubiori01', 'osmande01', 'loveke01', 'valende01', 'fallta01', 'davised01', 'pangoke01', 'nembhrj01', 'windldy01']","[9, 9]",0,559554053,39968146.64,18,36,25,26,33,[],120,3,2.0,"['bookede01', 'bridgmi01', 'paulch01', 'crowdja01', 'aytonde01', 'payneca01', 'johnsca02', 'mcgeeja01', 'shamela01', 'hutchch01', 'wainris01', 'smithja04', 'paytoel01', 'naderab01']","[14, 3]",1,712271900,50876564.29,17
202111240GSW,GSW,GSW,PHI,"Chase Center, San Francisco, California",none,2021-11-24 22:00:00,2021-11-25 00:00:00,"['Brandon Adair', 'Kane Fitzgerald', 'Ben Taylor']",18064,0,23,29,34,30,[],116,4,3.0,"['curryst01', 'wiggian01', 'poolejo01', 'greendr01', 'looneke01', 'toscaju01', 'porteot01', 'paytoga02', 'leeda03', 'bjeline01', 'kuminjo01', 'moodymo01']","[15, 2]",0,736368418,61364034.83,17,34,27,23,12,[],96,1,2.0,"['curryse01', 'thybuma01', 'maxeyty01', 'drumman01', 'niangge01', 'miltosh01', 'korkmfu01', 'greenda02', 'joeis01', 'bassech01', 'reedpa01']","[10, 8]",0,309928131,28175284.64,18
202111240HOU,HOU,HOU,CHI,"Toyota Center, Houston, Texas",none,2021-11-24 20:00:00,2021-11-24 22:00:00,"['Brent Barnaky', 'Tre Maddox', 'Phenizee Ransom']",16074,0,30,25,35,28,[],118,-5,2.0,"['porteke02', 'woodch01', 'gordoer01', 'tateja01', 'greenja05', 'mathega01', 'brookar01', 'houseda01', 'sengual01', 'augusdj01', 'martike04', 'nwabada01', 'theisda01']","[1, 16]",0,323494437,24884187.46,17,32,32,18,31,[],113,-1,2.0,"['balllo01', 'lavinza01', 'derozde01', 'greenja02', 'vucevni01', 'carusal01', 'dosunay01', 'whiteco01', 'jonesde02', 'bradlto01', 'dotsode01', 'cookty01', 'johnsal02', 'thomama02', 'browntr01']","[12, 6]",0,569062880,37937525.33,18
202111240IND,LAL,IND,LAL,"Gainbridge Fieldhouse, Indianapolis, Indiana",none,2021-11-24 19:00:00,2021-11-24 21:00:00,"['Matt Kallio', 'Karl Lane', 'Rodney Mott']",15572,0,31,35,18,28,[],116,2,2.0,"['brogdma01', 'turnemy01', 'holidju01', 'sabondo01', 'leverca01', 'duartch01', 'mccontj01', 'craigto01', 'martike03', 'bitadgo01', 'wanambr01', 'brissos01', 'jacksis01', 'lambje01']","[8, 11]",0,364085051,26006075.07,19,26,34,22,30,[],124,-1,1.0,"['jamesle01', 'westbru01', 'hortota01', 'bradlav01', 'jordade01', 'monkma01', 'ellinwa01', 'anthoca01', 'howardw01', 'davisan02', 'rondora01', 'bazemke01', 'reaveau01']","[9, 10]",0,1891303507,145484885.2,19
202111240MEM,TOR,MEM,TOR,"FedEx Forum, Memphis, Tennessee",none,2021-11-24 20:00:00,2021-11-24 22:00:00,"['James Capers Jr.', 'Mitchell Ervin', 'Robert Hussey']",15409,0,32,39,21,21,[],113,1,2.0,"['moranja01', 'banede01', 'brookdi01', 'jacksja02', 'adamsst01', 'clarkbr01', 'anderky01', 'willizi02', 'konchjo01', 'jonesty01', 'tillmxa01', 'tilliki02', 'aldamsa01', 'culveja01']","[9, 8]",0,331743935,23695995.36,17,25,34,32,35,[],126,-1,3.0,"['trentga02', 'barnesc01', 'vanvlfr01', 'siakapa01', 'achiupr01', 'mykhasv01', 'bantoda01', 'watanyu01', 'flynnma01', 'bouchch01', 'dragigo01', 'champju01', 'johnsda08', 'bongais01']","[8, 10]",0,350288560,25020611.43,18
202111240MIL,MIL,MIL,DET,"Fiserv Forum, Milwaukee, Wisconsin",division,2021-11-24 20:00:00,2021-11-24 22:00:00,"['Kevin Cutler', 'Bill Kennedy', 'Danielle Scott']",17341,0,32,32,24,26,[],114,4,2.0,"['holidjr01', 'antetgi01', 'portibo01', 'middlkh01', 'allengr01', 'hillge01', 'connapa01', 'nworajo01', 'hoodro01', 'mamuksa01', 'robinju01', 'antetth01', 'kalaige01']","[10, 8]",1,692179698,53244592.15,18,26,26,22,19,[],93,-3,1.0,"['beysa01', 'cunnica01', 'grantje01', 'garzalu01', 'josepco01', 'leesa01', 'jacksfr01', 'lylestr01', 'jacksjo02', 'diallha01', 'mcgruro01', 'stewais01']","[4, 13]",0,236128534,19677377.83,17
202111240MIN,MIN,MIN,MIA,"Target Center, Minneapolis, Minnesota",none,2021-11-24 20:00:00,2021-11-24 22:00:00,"['Curtis Blair', 'Andy Nagy', 'Michael Smith']",17136,0,30,24,32,27,[],113,4,2.0,"['edwaran01', 'russeda01', 'townska01', 'vandeja01', 'beverpa01', 'beaslma01', 'mcdanja02', 'reidna01', 'princta02', 'mclaujo01', 'wrighmc01', 'bolmale01', 'laymaja01', 'nowelja01', 'okogijo01']","[8, 9]",0,431140368,28742691.2,17,27,35,20,19,[],101,1,1.0,"['butleji01', 'robindu01', 'adebaba01', 'tuckepj01', 'lowryky01', 'herroty01', 'vincega01', 'martica02', 'dedmode01', 'strusma01', 'yurtsom01', 'okpalkz01', 'hasleud01']","[12, 6]",0,645347213,49642093.31,18
202111240NOP,NOP,NOP,WAS,"Smoothie King Center, New Orleans, Louisiana",none,2021-11-24 20:00:00,2021-11-24 22:00:00,"['Eric Lewis', 'Dedric Taylor']",14659,0,36,36,23,32,[],127,-2,2.0,"['hartjo01', 'ingrabr01', 'joneshe01', 'valanjo01', 'grahade01', 'alexani01', 'hernawi01', 'satorto01', 'templga01', 'lewiski01', 'murphtr02', 'marshna01', 'alvarjo01', 'louzama01', 'hayesja02']","[3, 16]",0,355455082,23697005.47,19,27,23,23,29,[],102,-1,2.0,"['bealbr01', 'kuzmaky01', 'dinwisp01', 'caldwke01', 'gaffoda01', 'avdijde01', 'harremo01', 'netora01', 'bertada01', 'holidaa01', 'kispeco01', 'gillan01']","[11, 6]",1,441098116,36758176.33,17
