gameid,ref,att
201511020LAC,"['David Guthrie', 'Marat Kogut', 'Ken Mauer']",19060
201511020MIN,"['Tony Brown', 'Nick Buchert', 'Kevin Cutler']",18903
201511020NYK,"['Ed Malloy', 'Michael Smith', 'Scott Twardoski']",19812
201511020PHI,"['Mike Callahan', 'Tyler Ford', 'Brian Forte']",18094
201511030CHO,"['Marc Davis', 'Mark Lindsay', 'Ben Taylor']",15136
201511030DAL,"['Derek Richardson', 'Bill Spooner', 'James Williams']",20034
201511030DET,"['James Capers Jr.', 'Kevin Scott', 'Gary Zielinski']",13325
201511030LAL,"['Matt Boland', 'Derrick Stafford', 'Haywoode Workman']",18997
201511030MIA,"['Scott Foster', 'Pat Fraher', 'Leroy Richardson']",19600
201511030NOP,"['Brent Barnaky', 'Ron Garretson', 'Tre Maddox']",16876
201511030SAC,"['Bill Kennedy', 'Eli Roe', 'Zach Zarba']",17317
201511040ATL,"['Dan Crawford', 'Eric Lewis', 'Gediminas Petraitis']",14044
201511040CLE,"['Kevin Cutler', 'Courtney Kirkland', 'Jason Phillips']",20562
201511040GSW,"['Rodney Mott', 'Eli Roe', 'Zach Zarba']",19596
201511040HOU,"['Scott Foster', 'Mark Lindsay', 'Brett Nansel']",16735
201511040IND,"['Tony Brothers', 'Eric Dalen', 'Kane Fitzgerald']",14022
201511040MIL,"['Steve Anderson', 'Derrick Collins', 'Michael Smith']",12437
201511040OKC,"['Sean Corbin', 'Dedric Taylor', 'Sean Wright']",18203
201511040PHO,"['David Jones', 'Ed Malloy', 'Haywoode Workman']",16497
201511040UTA,"['David Guthrie', 'Marat Kogut', 'Ken Mauer']",19911
201511040WAS,"['Nick Buchert', 'Mike Callahan', 'Tyler Ford']",17721
201511050CHI,"['Tony Brown', 'James Capers Jr.', 'Karl Lane']",21861
201511050DAL,"['Pat Fraher', 'Ron Garretson', 'Tre Maddox']",19635
201511050DEN,"['Bill Kennedy', 'J.T. Orr', 'Bill Spooner']",9906
201511050MIN,"['Steve Anderson', 'John Goble', 'James Williams']",11794
201511050POR,"['Kevin Scott', 'Derrick Stafford', 'Scott Wall']",19393
201511060BOS,"['Brent Barnaky', 'Joe Crawford', 'Justin Van Duyne']",18624
201511060BRK,"['Kane Fitzgerald', 'Jason Phillips', 'Dedric Taylor']",17732
201511060CLE,"['Mitchell Ervin', 'Eric Lewis', 'Monty McCutchen']",20562
201511060GSW,"['David Jones', 'Ed Malloy', 'Ben Taylor']",19596
201511060IND,"['Marc Davis', 'Karl Lane', 'Mark Lindsay']",16914
201511060NOP,"['Derrick Collins', 'Michael Smith', 'Scott Twardoski']",16983
201511060NYK,"['Gediminas Petraitis', 'Josh Tiven', 'Tom Washington']",19812
201511060ORL,"['Mark Ayotte', 'Eric Dalen', 'Brian Forte']",16578
201511060PHO,"['Matt Boland', 'Eli Roe', 'Zach Zarba']",16676
201511060SAC,"['Marat Kogut', 'Ken Mauer', 'Gary Zielinski']",16983
201511070ATL,"['Steve Anderson', 'James Capers Jr.', 'Kane Fitzgerald']",18047
201511070CHI,"['Tony Brothers', 'Sean Corbin', 'Tyler Ford']",21988
201511070DAL,"['Mike Callahan', 'David Guthrie', 'Lauren Holtkamp-Sterling']",20454
201511070LAC,"['Kevin Cutler', 'Derrick Stafford', 'Scott Wall']",19361
201511070MIL,"['Courtney Kirkland', 'Rodney Mott', 'Haywoode Workman']",15228
201511070PHI,"['Tony Brown', 'Dedric Taylor', 'James Williams']",15207
201511070SAC,"['Matt Boland', 'John Goble', 'Kevin Scott']",17317
201511070SAS,"['Curtis Blair', 'Derrick Collins', 'Sean Wright']",18418
201511070UTA,"['Bennie Adams', 'Ed Malloy', 'Leon Wood']",19456
201511080CLE,"['Brent Barnaky', 'Joe Crawford', 'Justin Van Duyne']",20562
201511080MIA,"['Mitchell Ervin', 'Monty McCutchen', 'Josh Tiven']",19600
201511080NYK,"['Mark Ayotte', 'Marc Davis', 'Derek Richardson']",19812
201511080OKC,"['Bill Kennedy', 'Jason Phillips', 'Scott Twardoski']",18203
201511080POR,"['John Goble', 'David Jones', 'Ben Taylor']",19393
201511090ATL,"['Mike Callahan', 'Rodney Mott', 'Leon Wood']",12016
201511090DEN,"['Matt Boland', 'Brian Forte', 'Scott Twardoski']",9153
201511090GSW,"['Tre Maddox', 'Bill Spooner', 'Scott Wall']",19596
201511090IND,"['Curtis Blair', 'Sean Corbin', 'Tom Washington']",13104
201511090LAC,"['Tony Brothers', 'Pat Fraher', 'J.T. Orr']",19060
201511090PHI,"['Dan Crawford', 'Leroy Richardson', 'Haywoode Workman']",13879
201511090SAC,"['Bennie Adams', 'Derrick Stafford', 'Ben Taylor']",17317
201511100CLE,"['Mark Lindsay', 'C.J. Washington', 'Zach Zarba']",20562
201511100MIA,"['Brent Barnaky', 'Ron Garretson', 'Gediminas Petraitis']",19825
201511100MIL,"['Kane Fitzgerald', 'Scott Foster', 'Aaron Smith']",11822
201511100MIN,"['David Guthrie', 'Bill Kennedy', 'Justin Van Duyne']",14722
201511100NOP,"['Steve Anderson', 'Nick Buchert', 'Jason Phillips']",17128
201511100TOR,"['Tony Brown', 'Tyler Ford', 'Ed Malloy']",19800
201511100WAS,"['Mark Ayotte', 'Eric Dalen', 'Eric Lewis']",20356
201511110ATL,"['Scott Foster', 'Eli Roe', 'Gary Zielinski']",15597
201511110BOS,"['Derrick Collins', 'Courtney Kirkland', 'Kevin Scott']",17879
201511110CHO,"['Brent Barnaky', 'Ron Garretson', 'David Jones']",16643
201511110DAL,"['Dan Crawford', 'Josh Tiven', 'Leon Wood']",19805
201511110DEN,"['John Goble', 'Tre Maddox', 'Scott Wall']",9403
201511110HOU,"['Bennie Adams', 'Lauren Holtkamp-Sterling', 'Sean Wright']",18155
201511110MEM,"['Steve Anderson', 'James Capers Jr.', 'Rodney Mott']",18119
201511110ORL,"['Marat Kogut', 'Ken Mauer', 'Michael Smith']",18846
201511110PHI,"['Curtis Blair', 'Kane Fitzgerald', 'Tom Washington']",12744
201511110POR,"['Tony Brothers', 'J.T. Orr', 'James Williams']",19393
201511110SAC,"['Kevin Cutler', 'Brian Forte', 'Pat Fraher']",17317
201511120MIA,"['Mike Callahan', 'Eric Lewis', 'Brett Nansel']",19600
201511120MIN,"['Karl Lane', 'Leroy Richardson', 'Zach Zarba']",16130
201511120PHO,"['Mark Ayotte', 'Brian Forte', 'Monty McCutchen']",17204
201511130BOS,"['Mark Lindsay', 'Derek Richardson', 'Derrick Stafford']",17138
201511130CHI,"['Courtney Kirkland', 'Eli Roe', 'Sean Wright']",21749
201511130DAL,"['Bennie Adams', 'Ed Malloy', 'Scott Twardoski']",20260
201511130DEN,"['Kevin Cutler', 'Pat Fraher', 'Josh Tiven']",16113
201511130IND,"['Ron Garretson', 'David Jones', 'Gediminas Petraitis']",16797
201511130MEM,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Leroy Richardson']",16919
201511130NYK,"['Derrick Collins', 'Eric Dalen', 'Eric Lewis']",19812
201511130OKC,"['Marat Kogut', 'Ken Mauer', 'Rodney Mott']",18203
201511130ORL,"['Steve Anderson', 'James Capers Jr.', 'Gary Zielinski']",16709
201511130SAC,"['Tony Brothers', 'Nick Buchert', 'Tre Maddox']",17131
201511130TOR,"['Matt Boland', 'Sean Corbin', 'Ben Taylor']",19800
201511140GSW,"['Mitchell Ervin', 'Monty McCutchen', 'James Williams']",19596
201511140HOU,"['Brent Barnaky', 'Mike Callahan', 'David Guthrie']",18231
201511140LAC,"['Kane Fitzgerald', 'Jason Phillips', 'Dedric Taylor']",19060
201511140MIL,"['Matt Boland', 'Marc Davis', 'Karl Lane']",18717
201511140PHO,"['Nick Buchert', 'Bill Kennedy', 'Leon Wood']",16722
201511140SAS,"['Brian Forte', 'Ed Malloy', 'Scott Twardoski']",18418
201511140WAS,"['Tony Brown', 'John Goble', 'Haywoode Workman']",18311
201511150ATL,"['Brent Barnaky', 'Ron Garretson', 'Justin Van Duyne']",14436
201511150CHO,"['Derek Richardson', 'Derrick Stafford', 'Gary Zielinski']",15317
201511150LAL,"['Tony Brothers', 'Tre Maddox', 'Josh Tiven']",18997
201511150MIN,"['Sean Corbin', 'Marat Kogut', 'Ken Mauer']",12086
201511150NYK,"['Mark Lindsay', 'J.T. Orr', 'Bill Spooner']",19812
201511150OKC,"['Lauren Holtkamp-Sterling', 'David Jones', 'Zach Zarba']",18203
201511150SAC,"['Mitchell Ervin', 'Monty McCutchen', 'James Williams']",17006
201511160CHI,"['John Goble', 'Michael Smith', 'Haywoode Workman']",21660
201511160HOU,"['Brian Forte', 'Ed Malloy', 'Eli Roe']",17005
201511160MEM,"['Dan Crawford', 'Gediminas Petraitis', 'Scott Wall']",17270
201511160PHI,"['Mark Lindsay', 'J.T. Orr', 'Sean Wright']",11555
201511160PHO,"['Kane Fitzgerald', 'Jason Phillips', 'Dedric Taylor']",18055
201511160SAS,"['Mark Ayotte', 'Mike Callahan', 'Tyler Ford']",18418
201511170BRK,"['Curtis Blair', 'Sean Corbin', 'Bill Spooner']",12241
201511170DET,"['David Jones', 'Aaron Smith', 'Michael Smith']",18442
201511170GSW,"['Bill Kennedy', 'Josh Tiven', 'Leon Wood']",19596
201511170MIA,"['Matt Boland', 'Justin Van Duyne', 'Tom Washington']",19600
201511170NOP,"['Lauren Holtkamp-Sterling', 'Courtney Kirkland', 'Derrick Stafford']",17269
201511170NYK,"['David Guthrie', 'Marat Kogut', 'Zach Zarba']",19812
201511170WAS,"['Ken Mauer', 'Leroy Richardson', 'Ben Taylor']",15485
201511180ATL,"['Pat Fraher', 'Kevin Scott', 'Sean Wright']",13008
201511180BOS,"['Tony Brothers', 'Tony Brown', 'Ben Taylor']",17262
201511180CHO,"['John Goble', 'Eric Lewis', 'Aaron Smith']",14040
201511180HOU,"['Marc Davis', 'Mitchell Ervin', 'Scott Wall']",17107
201511180OKC,"['Mark Ayotte', 'Tre Maddox', 'Ed Malloy']",18203
201511180ORL,"['Derrick Collins', 'Monty McCutchen', 'Eli Roe']",16048
201511180PHI,"['Bennie Adams', 'Tyler Ford', 'Scott Foster']",11080
201511180PHO,"['Dan Crawford', 'Kevin Cutler', 'James Williams']",17377
201511180SAS,"['James Capers Jr.', 'Rodney Mott', 'C.J. Washington']",18418
201511180UTA,"['Kane Fitzgerald', 'Jason Phillips', 'Dedric Taylor']",18741
201511190CLE,"['David Guthrie', 'Lauren Holtkamp-Sterling', 'Tom Washington']",20562
201511190LAC,"['Ron Garretson', 'Scott Twardoski', 'Gary Zielinski']",19528
201511190MIA,"['Nick Buchert', 'J.T. Orr', 'Bill Spooner']",19600
201511200BOS,"['Bennie Adams', 'Mike Callahan', 'Tyler Ford']",18361
201511200CHO,"['James Capers Jr.', 'Pat Fraher', 'Brett Nansel']",17926
201511200DAL,"['Scott Foster', 'Tre Maddox', 'Rodney Mott']",20028
201511200DEN,"['Marc Davis', 'Karl Lane', 'Eric Lewis']",12264
201511200GSW,"['Brent Barnaky', 'Jason Phillips', 'Derek Richardson']",19596
201511200LAL,"['Dan Crawford', 'Gediminas Petraitis', 'Leroy Richardson']",18997
201511200MEM,"['Mark Lindsay', 'Kevin Scott', 'Zach Zarba']",17555
201511200MIN,"['Mark Ayotte', 'Eric Dalen', 'Derrick Stafford']",13445
201511200NOP,"['Tony Brown', 'Kevin Cutler', 'Ken Mauer']",16698
201511200OKC,"['Derrick Collins', 'Brian Forte', 'Sean Wright']",18203
201511200POR,"['Kane Fitzgerald', 'Bill Kennedy', 'Dedric Taylor']",19393
201511210CLE,"['Mark Ayotte', 'Tony Brothers', 'Ben Taylor']",20562
201511210DET,"['Matt Boland', 'Mitchell Ervin', 'Monty McCutchen']",15890
201511210HOU,"['Nick Buchert', 'Ron Garretson', 'J.T. Orr']",18226
201511210IND,"['Courtney Kirkland', 'Ed Malloy', 'Brett Nansel']",17137
201511210MIA,"['John Goble', 'Scott Wall', 'C.J. Washington']",19673
201511210ORL,"['Curtis Blair', 'Josh Tiven', 'Tom Washington']",16104
201511210SAS,"['Tre Maddox', 'Bill Spooner', 'James Williams']",18418
201511220BRK,"['James Capers Jr.', 'Kevin Cutler', 'David Guthrie']",14866
201511220DEN,"['Dan Crawford', 'Gediminas Petraitis', 'Leroy Richardson']",17689
201511220LAC,"['Scott Foster', 'Mark Lindsay', 'Derek Richardson']",19060
201511220LAL,"['Brent Barnaky', 'Eric Lewis', 'Justin Van Duyne']",18997
201511220NOP,"['Pat Fraher', 'Rodney Mott', 'Eli Roe']",16680
201511220OKC,"['Eric Dalen', 'Derrick Stafford', 'Gary Zielinski']",18203
201511230CHO,"['Steve Anderson', 'Jason Phillips', 'James Williams']",14163
201511230CLE,"['John Goble', 'Bill Kennedy', 'Leon Wood']",20562
201511230MIA,"['Lauren Holtkamp-Sterling', 'Ken Mauer', 'Josh Tiven']",19777
201511230MIL,"['Sean Corbin', 'Scott Twardoski', 'Sean Wright']",12319
201511230MIN,"['Tony Brothers', 'Michael Smith', 'Haywoode Workman']",11382
201511230SAS,"['Ron Garretson', 'Kevin Scott', 'Gary Zielinski']",18418
201511230UTA,"['Marc Davis', 'David Jones', 'Karl Lane']",19911
201511240ATL,"['Bill Kennedy', 'Marat Kogut', 'Tom Washington']",18968
201511240DEN,"['Brent Barnaky', 'Rodney Mott', 'Justin Van Duyne']",13257
201511240GSW,"['Mark Ayotte', 'Scott Foster', 'Mark Lindsay']",19596
201511240MEM,"['Bennie Adams', 'Mitchell Ervin', 'Monty McCutchen']",17381
201511240POR,"['Marc Davis', 'Karl Lane', 'Leroy Richardson']",19393
201511240WAS,"['Aaron Smith', 'Derrick Stafford', 'Scott Wall']",15486
201511250BOS,"['Nick Buchert', 'Sean Corbin', 'Eric Dalen']",17588
201511250CHO,"['Tony Brothers', 'Kevin Scott', 'Josh Tiven']",17064
201511250DET,"['David Guthrie', 'Jason Phillips', 'Dedric Taylor']",15119
201511250HOU,"['Ken Mauer', 'Michael Smith', 'Ben Taylor']",18143
201511250LAC,"['Eric Lewis', 'J.T. Orr', 'Bill Spooner']",19060
201511250MIL,"['Derrick Collins', 'Eli Roe', 'Zach Zarba']",14120
201511250MIN,"['Ed Malloy', 'Scott Twardoski', 'James Williams']",14289
201511250OKC,"['Ron Garretson', 'Courtney Kirkland', 'Brett Nansel']",18203
201511250ORL,"['Kane Fitzgerald', 'Pat Fraher', 'Aaron Smith']",18846
201511250PHO,"['Scott Foster', 'Mark Lindsay', 'Derek Richardson']",16338
201511250SAS,"['Dan Crawford', 'David Jones', 'Haywoode Workman']",18418
201511250TOR,"['Mike Callahan', 'Brian Forte', 'Lauren Holtkamp-Sterling']",20140
201511270BOS,"['Brian Forte', 'Ed Malloy', 'Eli Roe']",18624
201511270CHO,"['Karl Lane', 'Scott Wall', 'Zach Zarba']",19093
201511270DEN,"['Curtis Blair', 'Courtney Kirkland', 'Tom Washington']",17121
201511270HOU,"['Kane Fitzgerald', 'Jason Phillips', 'Dedric Taylor']",17306
201511270IND,"['Nick Buchert', 'Mitchell Ervin', 'Monty McCutchen']",18165
201511270LAC,"['Mark Ayotte', 'Marat Kogut', 'Ken Mauer']",19162
201511270MEM,"['Derrick Collins', 'Eric Dalen', 'Sean Wright']",17684
201511270NYK,"['Brent Barnaky', 'Tre Maddox', 'Derrick Stafford']",19812
201511270OKC,"['Tony Brothers', 'Pat Fraher', 'Kevin Scott']",18203
201511270ORL,"['Marc Davis', 'David Jones', 'Haywoode Workman']",16317
201511270PHO,"['J.T. Orr', 'Michael Smith', 'Bill Spooner']",18055
201511270SAC,"['Bill Kennedy', 'Leon Wood', 'Gary Zielinski']",17317
201511280CLE,"['Derrick Collins', 'Scott Foster', 'Derek Richardson']",20562
201511280DAL,"['Steve Anderson', 'James Capers Jr.', 'Kane Fitzgerald']",20339
201511280GSW,"['Bennie Adams', 'Ron Garretson', 'Scott Twardoski']",19596
201511280POR,"['Mike Callahan', 'Tyler Ford', 'Rodney Mott']",20019
201511280SAS,"['Marc Davis', 'Ben Taylor', 'Josh Tiven']",18418
201511280UTA,"['Curtis Blair', 'Sean Corbin', 'Tom Washington']",19911
201511280WAS,"['Dan Crawford', 'Eric Lewis', 'Gediminas Petraitis']",16841
201511290BRK,"['Brian Forte', 'Eli Roe', 'Zach Zarba']",12823
201511290CHO,"['Nick Buchert', 'Eric Dalen', 'Ed Malloy']",14224
201511290LAC,"['Kevin Cutler', 'Courtney Kirkland', 'Michael Smith']",19060
201511290LAL,"['Marat Kogut', 'Ken Mauer', 'Gary Zielinski']",18997
201511290MEM,"['Brent Barnaky', 'Tony Brothers', 'Leroy Richardson']",15322
201511290NYK,"['John Goble', 'David Jones', 'Haywoode Workman']",19812
201511290ORL,"['Mitchell Ervin', 'Scott Wall', 'Sean Wright']",16209
201511290TOR,"['Pat Fraher', 'Karl Lane', 'Derrick Stafford']",19800
201511300ATL,"['Kane Fitzgerald', 'Monty McCutchen', 'Leroy Richardson']",17768
201511300CHI,"['Matt Boland', 'Leon Wood', 'Zach Zarba']",21909
201511300DET,"['Marc Davis', 'Karl Lane', 'Josh Tiven']",14818
201511300LAC,"['Bennie Adams', 'Curtis Blair', 'Tom Washington']",19060
201511300MIA,"['Steve Anderson', 'James Capers Jr.', 'James Williams']",19600
201511300MIL,"['Dan Crawford', 'Brian Forte', 'Derek Richardson']",10187
201511300SAC,"['Sean Corbin', 'Kevin Cutler', 'Bill Spooner']",16937
201511300UTA,"['Mike Callahan', 'Tyler Ford', 'Courtney Kirkland']",19911
201512010BRK,"['Eric Lewis', 'Mark Lindsay', 'Tre Maddox']",12787
201512010CLE,"['Brent Barnaky', 'Derrick Stafford', 'Justin Van Duyne']",20562
201512010MIN,"['Derrick Collins', 'Lauren Holtkamp-Sterling', 'Rodney Mott']",10694
201512010NOP,"['Mitchell Ervin', 'Ed Malloy', 'James Williams']",16020
201512010PHI,"['Eric Dalen', 'John Goble', 'Scott Wall']",20510
201512010POR,"['Marat Kogut', 'Ken Mauer', 'Michael Smith']",19393
201512020ATL,"['Tony Brothers', 'Nick Buchert', 'Leon Wood']",12559
201512020CHI,"['Brent Barnaky', 'Lauren Holtkamp-Sterling', 'Jason Phillips']",21349
201512020CHO,"['Leroy Richardson', 'Dedric Taylor', 'Sean Wright']",19542
201512020DET,"['Derrick Collins', 'Courtney Kirkland', 'Justin Van Duyne']",13985
201512020HOU,"['Brian Forte', 'Kevin Scott', 'Gary Zielinski']",17339
201512020LAC,"['Mike Callahan', 'Sean Corbin', 'Tyler Ford']",19060
201512020NYK,"['Matt Boland', 'Monty McCutchen', 'Derek Richardson']",19812
201512020SAS,"['Kane Fitzgerald', 'Scott Foster', 'Scott Twardoski']",18418
201512020WAS,"['Tony Brown', 'David Jones', 'Karl Lane']",20356
201512030MEM,"['Ron Garretson', 'Eric Lewis', 'Dedric Taylor']",17013
201512030MIA,"['Dan Crawford', 'David Guthrie', 'Eli Roe']",19600
201512030POR,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",19206
201512030SAC,"['Bennie Adams', 'Bill Kennedy', 'Ben Taylor']",18660
201512030TOR,"['John Goble', 'Tre Maddox', 'Scott Wall']",19800
201512030UTA,"['Mark Ayotte', 'Kevin Cutler', 'Bill Spooner']",19247
201512040ATL,"['Brian Forte', 'Ed Malloy', 'Derek Richardson']",19051
201512040DAL,"['Brent Barnaky', 'Gediminas Petraitis', 'Tom Washington']",20339
201512040DET,"['Tony Brown', 'Ken Mauer', 'Leon Wood']",16963
201512040NOP,"['Curtis Blair', 'Kane Fitzgerald', 'Jason Phillips']",17906
201512040NYK,"['Marc Davis', 'Pat Fraher', 'Justin Van Duyne']",19812
201512040WAS,"['Nick Buchert', 'Monty McCutchen', 'Scott Twardoski']",17255
201512050CHI,"['Michael Smith', 'Derrick Stafford', 'Scott Wall']",21770
201512050HOU,"['Mark Ayotte', 'Dan Crawford', 'Lauren Holtkamp-Sterling']",17318
201512050LAC,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",19146
201512050MIA,"['Bill Kennedy', 'Scott Twardoski', 'Sean Wright']",19600
201512050MIL,"['Tony Brothers', 'Tyler Ford', 'Leroy Richardson']",16223
201512050MIN,"['Ron Garretson', 'Courtney Kirkland', 'Haywoode Workman']",16203
201512050PHI,"['Mike Callahan', 'Mark Lindsay', 'Kevin Scott']",15677
201512050SAS,"['Derrick Collins', 'Gediminas Petraitis', 'Tom Washington']",18418
201512050TOR,"['David Guthrie', 'Eric Lewis', 'Zach Zarba']",20160
201512050UTA,"['Tre Maddox', 'Rodney Mott', 'Gary Zielinski']",19500
201512060BRK,"['Eric Dalen', 'Ken Mauer', 'James Williams']",17732
201512060DET,"['Nick Buchert', 'Kevin Cutler', 'Scott Foster']",20228
201512060MEM,"['Pat Fraher', 'John Goble', 'J.T. Orr']",16022
201512060OKC,"['Tony Brown', 'Marc Davis', 'Leon Wood']",18203
201512060WAS,"['Matt Boland', 'Leroy Richardson', 'Bill Spooner']",16394
201512070CHI,"['Mark Ayotte', 'Tony Brothers', 'Eli Roe']",21337
201512070CHO,"['Mike Callahan', 'Tyler Ford', 'Bill Kennedy']",15481
201512070MIA,"['Mark Lindsay', 'Kevin Scott', 'Michael Smith']",19600
201512070MIL,"['Karl Lane', 'Rodney Mott', 'Tom Washington']",14389
201512070MIN,"['Bennie Adams', 'Dan Crawford', 'Ben Taylor']",11467
201512070NOP,"['Ron Garretson', 'David Guthrie', 'Scott Twardoski']",15715
201512070NYK,"['Scott Foster', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",19812
201512070PHI,"['Sean Corbin', 'Marat Kogut', 'Zach Zarba']",14449
201512070TOR,"['Brent Barnaky', 'Curtis Blair', 'Sean Wright']",20163
201512080BRK,"['Mitchell Ervin', 'David Jones', 'Bill Spooner']",13319
201512080CLE,"['Pat Fraher', 'Ken Mauer', 'Aaron Smith']",20562
201512080DEN,"['Brian Forte', 'Ed Malloy', 'Dedric Taylor']",13925
201512080IND,"['Mark Ayotte', 'J.T. Orr', 'Jason Phillips']",18165
201512080MEM,"['Bill Kennedy', 'Derrick Stafford', 'Haywoode Workman']",16415
201512080SAC,"['Steve Anderson', 'James Capers Jr.', 'Josh Tiven']",16505
201512090BOS,"['Curtis Blair', 'Tony Brown', 'Scott Foster']",17318
201512090CHO,"['Matt Boland', 'Eric Lewis', 'Rodney Mott']",17404
201512090DAL,"['Mike Callahan', 'Derrick Collins', 'Tre Maddox']",19936
201512090DET,"['Dan Crawford', 'Michael Smith', 'Ben Taylor']",13411
201512090MIL,"['Brent Barnaky', 'Sean Corbin', 'Kevin Scott']",14224
201512090MIN,"['Eli Roe', 'Scott Wall', 'Tom Washington']",18076
201512090PHO,"['Ron Garretson', 'Leon Wood', 'Gary Zielinski']",17637
201512090TOR,"['Eric Dalen', 'Monty McCutchen', 'James Williams']",19800
201512090UTA,"['Bennie Adams', 'Gediminas Petraitis', 'Zach Zarba']",18586
201512090WAS,"['Kane Fitzgerald', 'Tyler Ford', 'John Goble']",16041
201512100BRK,"['Kevin Cutler', 'Rodney Mott', 'Sean Wright']",13266
201512100CHI,"['Marc Davis', 'David Jones', 'Karl Lane']",21491
201512100OKC,"['Nick Buchert', 'Marat Kogut', 'Ken Mauer']",18203
201512100SAC,"['Brian Forte', 'Ed Malloy', 'Scott Twardoski']",17317
201512110BOS,"['Kane Fitzgerald', 'Monty McCutchen', 'Aaron Smith']",18624
201512110DEN,"['Mark Ayotte', 'Justin Van Duyne', 'Zach Zarba']",12533
201512110IND,"['Sean Corbin', 'Marc Davis', 'Lauren Holtkamp-Sterling']",16184
201512110MEM,"['Curtis Blair', 'David Guthrie', 'Courtney Kirkland']",17111
201512110NOP,"['Scott Foster', 'Gediminas Petraitis', 'Gary Zielinski']",16875
