,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912220MIL,MIL,MIL,IND,7:00p,"Fiserv Forum, Milwaukee, Wisconsin",21,38,24,34,[],117,2,1.0,"['antetgi01', 'middlkh01', 'matthwe02', 'lopezbr01', 'divindo01', 'hillge01', 'connapa01', 'korveky01', 'lopezro01', 'ilyaser01', 'masonfr01', 'wilsodj01', 'brownst02']","[26, 4]",1,22,33,18,16,[],89,5,2.0,"['holidaa01', 'sabondo01', 'brogdma01', 'warretj01', 'turnemy01', 'mcderdo01', 'holidju01', 'sumneed01', 'mccontj01', 'bitadgo01', 'sampsja02', 'leaftj01']","[20, 9]",0,division,987970060.0,371861311.0,75997696.92307693,30988442.58333333,30,29
201912220OKC,OKC,OKC,LAC,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",27,30,29,32,[],118,3,2.0,"['paulch01', 'gilgesh01', 'adamsst01', 'fergute01', 'bazleda01', 'schrode01', 'noelne01', 'naderab01', 'burtode02', 'muscami01', 'diallha01']","[14, 14]",0,33,30,26,23,[],112,1,1.0,"['willilo02', 'georgpa01', 'harklma01', 'zubaciv01', 'pattepa01', 'shamela01', 'harremo01', 'greenja01', 'mcgruro01', 'waltode01', 'leonaka01', 'kabenmf01', 'robinje01']","[22, 9]",1,conference,645988350.0,740036733.0,58726213.63636363,56925902.538461536,28,31
201912220TOR,TOR,TOR,DAL,3:30p,"Scotiabank Arena, Toronto, Canada",20,22,21,47,[],110,4,2.0,"['lowryky01', 'anunoog01', 'vanvlfr01', 'mccawpa01', 'ibakase01', 'holliro01', 'bouchch01', 'daviste02', 'millema01', 'johnsst04', 'thomama02', 'brissos01']","[20, 8]",0,17,34,35,21,[],107,1,2.0,"['porzikr01', 'hardati02', 'brunsja01', 'finnedo01', 'poweldw01', 'wrighde01', 'curryse01', 'broekry01', 'klebima01', 'marjabo01', 'leeco01', 'jacksju01', 'bareajo01']","[19, 9]",1,none,514305571.0,547433138.0,42858797.583333336,42110241.38461538,28,28
201912230CLE,CLE,CLE,ATL,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",42,29,23,27,[],121,2,3.0,"['sextoco01', 'loveke01', 'osmande01', 'thomptr01', 'garlada01', 'porteke02', 'hensojo01', 'dellama01', 'knighbr03', 'mckinal01', 'zizican01', 'clarkjo01']","[8, 21]",0,32,32,30,24,[],118,-7,2.0,"['huntede01', 'youngtr01', 'collijo01', 'huertke01', 'fernabr01', 'reddica01', 'bembrde01', 'parkeja01', 'cartevi01', 'jonesda03', 'lenal01', 'crabbal01', 'parsoch01']","[6, 24]",0,conference,691339803.0,603293878.0,57611650.25,46407221.38461538,29,30
201912230DET,PHI,DET,PHI,7:00p,"Little Caesars Arena, Detroit, Michigan",23,29,34,23,[],109,-4,2.0,"['mykhasv01', 'snellto01', 'griffbl01', 'fraziti01', 'makerth01', 'drumman01', 'gallola01', 'rosede01', 'morrima02', 'woodch01', 'doumbse01', 'kinglo02']","[11, 19]",0,30,30,34,31,[],125,1,2.0,"['simmobe01', 'harrito02', 'richajo01', 'horfoal01', 'embiijo01', 'ennisja01', 'korkmfu01', 'scottmi01', 'burketr01', 'miltosh01', 'netora01', 'pelleno01', 'oquinky01']","[21, 10]",1,conference,750002376.0,799159929.0,62500198.0,61473840.692307696,30,31
201912230GSW,GSW,GSW,MIN,10:30p,"Chase Center, San Francisco, California",22,35,27,29,[],113,1,3.0,"['burksal01', 'russeda01', 'greendr01', 'caulewi01', 'leeda03', 'bowmaky01', 'pascher01', 'chrisma01', 'evansja02', 'looneke01', 'poolejo01', 'spellom01', 'smailal01']","[6, 24]",0,22,21,24,37,[],104,0,2.0,"['wiggian01', 'dienggo01', 'okogijo01', 'culveja01', 'covinro01', 'mclaujo01', 'grahatr01', 'teaguje01', 'vonleno01', 'martike03', 'nowelja01', 'bateske01', 'belljo01']","[10, 18]",1,conference,397323696.0,444955301.0,30563361.230769232,34227330.84615385,30,28
201912230IND,IND,IND,TOR,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",30,24,24,29,[],120,-1,1.0,"['warretj01', 'sabondo01', 'turnemy01', 'lambje01', 'holidaa01', 'mccontj01', 'mcderdo01', 'holidju01', 'sumneed01', 'leaftj01', 'bitadgo01', 'johnsal02', 'sampsja02']","[20, 10]",0,19,25,35,28,[],115,5,1.0,"['lowryky01', 'anunoog01', 'ibakase01', 'vanvlfr01', 'mccawpa01', 'holliro01', 'daviste02', 'bouchch01', 'millema01', 'brissos01', 'johnsst04', 'thomama02']","[21, 8]",0,conference,371427106.0,514305571.0,28571315.846153848,42858797.583333336,30,29
201912230MEM,SAS,MEM,SAS,8:00p,"FedEx Forum, Memphis, Tennessee",31,30,28,26,[],115,1,2.0,"['jacksja02', 'moranja01', 'crowdja01', 'brookdi01', 'valanjo01', 'clarkbr01', 'meltode01', 'jonesty01', 'allengr01', 'hillso01', 'anderky01', 'cabocbr01', 'gudurma01']","[11, 19]",1,46,26,36,37,[],145,-1,2.0,"['aldrila01', 'derozde01', 'murrade01', 'lylestr01', 'forbebr01', 'belinma01', 'whitede01', 'gayru01', 'millspa02', 'poeltja01', 'metuch01', 'walkelo01', 'carrode01']","[11, 17]",0,division,431016857.0,933758232.0,33155142.846153848,71827556.3076923,30,28
201912230MIA,MIA,MIA,UTA,7:30p,"AmericanAirlines Arena, Miami, Florida",32,21,23,31,[],107,2,3.0,"['adebaba01', 'butleji01', 'nunnke01', 'leoname01', 'robindu01', 'jonesde02', 'dragigo01', 'herroty01', 'olynyke01', 'winslju01', 'hasleud01', 'silvach01', 'johnsja01']","[21, 8]",0,28,24,29,23,[],104,5,2.0,"['mitchdo01', 'inglejo01', 'goberru01', 'onealro01', 'bogdabo02', 'mudiaem01', 'greenje02', 'davised01', 'niangge01', 'brantja01', 'onimi01', 'bradlto01']","[18, 11]",0,none,756081495.0,519046232.0,58160115.0,43253852.66666666,29,29
201912230NYK,WAS,NYK,WAS,7:00p,"Madison Square Garden (IV), New York, New York",37,27,27,24,[],115,-2,2.0,"['randlju01', 'barrerj01', 'paytoel01', 'knoxke01', 'robinmi01', 'dotsoda01', 'portibo01', 'trieral01', 'ntilila01', 'smithde03', 'morrima03', 'gibsota01', 'brazdig01']","[7, 23]",0,32,31,31,27,[],121,-3,2.0,"['bealbr01', 'mahinia01', 'smithis01', 'schofad01', 'bongais01', 'paytoga02', 'browntr01', 'pasecan01', 'mathega01', 'robinju01', 'mcraejo01', 'bryanth01']","[8, 20]",0,conference,401474500.0,362971409.0,30882653.846153848,30247617.416666668,30,28
201912230ORL,ORL,ORL,CHI,7:00p,"Amway Center, Orlando, Florida",28,23,32,20,[],103,-3,3.0,"['isaacjo01', 'fournev01', 'gordoaa01', 'vucevni01', 'fultzma01', 'rosste01', 'augusdj01', 'bambamo01', 'iwundwe01', 'birchkh01', 'jeffeam01', 'frazime01', 'johnsbj01']","[12, 17]",0,28,26,27,14,[],95,2,2.0,"['lavinza01', 'satorto01', 'dunnkr01', 'markkla01', 'cartewe01', 'youngth01', 'whiteco01', 'arcidry01', 'gaffoda01', 'valende01', 'kornelu01', 'harrish01', 'feliccr01']","[12, 19]",0,conference,626842056.0,437483335.0,48218619.692307696,33652564.23076923,29,31
201912230PHO,DEN,PHO,DEN,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",22,27,32,30,[],111,-6,2.0,"['oubreke01', 'bookede01', 'rubiori01', 'baynear01', 'saricda01', 'bridgmi01', 'johnsca02', 'kaminfr01', 'carteje01', 'jeromty01', 'okoboel01', 'johnsty01', 'diallch01']","[11, 18]",0,34,22,26,31,[],113,6,1.0,"['murraja01', 'harriga01', 'bartowi01', 'jokicni01', 'millspa01', 'beaslma01', 'grantje01', 'plumlma01', 'morrimo01', 'portemi01', 'hernaju01', 'cancavl01', 'craigto01']","[20, 8]",2,conference,467936977.0,755592384.0,35995152.07692308,58122491.07692308,29,28
201912230POR,NOP,POR,NOP,10:00p,"Moda Center, Portland, Oregon",31,25,21,17,[],94,4,2.0,"['mccolcj01', 'anthoca01', 'lillada01', 'whiteha01', 'bazemke01', 'simonan01', 'labissk01', 'trentga02', 'littlna01', 'hoodro01', 'hezonma01', 'tollian01']","[14, 16]",0,31,23,28,20,[],102,-1,3.0,"['holidjr01', 'ingrabr01', 'favorde01', 'redicjj01', 'balllo01', 'mooreet01', 'willike04', 'hartjo01', 'hayesja02', 'mellini01', 'jacksfr01', 'alexani01', 'okafoja01']","[7, 23]",1,conference,920544274.0,683148923.0,76712022.83333333,52549917.15384615,30,30
201912230SAC,HOU,SAC,HOU,10:00p,"Golden 1 Center, Sacramento, California",21,36,22,25,[],104,-3,2.0,"['foxde01', 'holmeri01', 'barneha02', 'hieldbu01', 'baglema01', 'arizatr01', 'bjeline01', 'josepco01', 'jamesju01', 'dedmode01', 'ferreyo01', 'gilesha01', 'bogdabo01']","[12, 17]",1,37,28,32,16,[],113,3,2.0,"['capelca01', 'westbru01', 'tuckepj01', 'hardeja01', 'houseda01', 'mclembe01', 'riverau01', 'clarkga01', 'chandty01', 'frazimi01', 'clemoch01', 'harteis01']","[20, 9]",0,conference,668053471.0,988964543.0,51388728.538461536,82413711.91666667,29,29
201912250DEN,NOP,DEN,NOP,10:30p,"Pepsi Center, Denver, Colorado",26,29,25,20,[],100,7,2.0,"['harriga01', 'bartowi01', 'jokicni01', 'murraja01', 'millspa01', 'grantje01', 'morrimo01', 'beaslma01', 'plumlma01', 'portemi01', 'cancavl01', 'hernaju01', 'craigto01']","[21, 8]",0,29,29,26,28,[],112,1,2.0,"['balllo01', 'ingrabr01', 'holidjr01', 'favorde01', 'redicjj01', 'hartjo01', 'mooreet01', 'okafoja01', 'willike04', 'hayesja02', 'jacksfr01', 'mellini01', 'alexani01']","[8, 23]",1,conference,755592384.0,683148923.0,58122491.07692308,52549917.15384615,29,31
201912250GSW,GSW,GSW,HOU,5:00p,"Chase Center, San Francisco, California",28,36,28,24,[],116,2,2.0,"['robingl02', 'greendr01', 'caulewi01', 'leeda03', 'russeda01', 'burksal01', 'bowmaky01', 'chrisma01', 'evansja02', 'pascher01', 'spellom01', 'poolejo01', 'smailal01']","[7, 24]",0,29,39,19,17,[],104,4,2.0,"['westbru01', 'hardeja01', 'tuckepj01', 'houseda01', 'capelca01', 'mclembe01', 'riverau01', 'clarkga01', 'chandty01', 'frazimi01', 'clemoch01', 'harteis01']","[21, 9]",1,conference,388322158.0,988964543.0,29870935.230769232,82413711.91666667,31,30
201912250LAL,LAC,LAL,LAC,8:00p,"STAPLES Center, Los Angeles, California",33,30,23,20,[],106,-3,3.0,"['davisan02', 'jamesle01', 'greenda02', 'bradlav01', 'mcgeeja01', 'caldwke01', 'kuzmaky01', 'rondora01', 'howardw01', 'carusal01', 'dudleja01', 'danietr01', 'cookqu01']","[24, 6]",0,31,20,35,25,[],111,-1,3.0,"['leonaka01', 'georgpa01', 'beverpa01', 'zubaciv01', 'pattepa01', 'harremo01', 'willilo02', 'shamela01', 'harklma01', 'greenja01', 'robinje01', 'mcgruro01', 'waltode01']","[22, 10]",1,division,1368623258.0,800634228.0,105278712.15384616,61587248.307692304,30,32
201912250PHI,PHI,PHI,MIL,2:30p,"Wells Fargo Center, Philadelphia, Pennsylvania",38,31,31,21,[],121,2,2.0,"['simmobe01', 'richajo01', 'harrito02', 'horfoal01', 'embiijo01', 'korkmfu01', 'scottmi01', 'ennisja01', 'burketr01', 'netora01', 'miltosh01', 'pelleno01', 'oquinky01']","[22, 10]",0,30,18,25,36,[],109,3,3.0,"['middlkh01', 'lopezbr01', 'antetgi01', 'divindo01', 'matthwe02', 'hillge01', 'korveky01', 'ilyaser01', 'brownst02', 'connapa01', 'lopezro01', 'antetth01', 'wilsodj01']","[27, 4]",0,conference,799159929.0,990389828.0,61473840.692307696,76183832.92307693,32,31
201912250TOR,BOS,TOR,BOS,12:00p,"Scotiabank Arena, Toronto, Canada",19,28,22,33,[],102,-1,2.0,"['lowryky01', 'vanvlfr01', 'mccawpa01', 'anunoog01', 'ibakase01', 'bouchch01', 'daviste02', 'holliro01', 'millema01', 'johnsst04', 'brissos01', 'thomama02']","[21, 9]",0,28,27,33,30,[],118,3,3.0,"['brownja02', 'tatumja01', 'walkeke02', 'haywago01', 'theisda01', 'langfro01', 'wanambr01', 'kanteen01', 'willigr01', 'ojelese01', 'greenja02', 'watertr01', 'edwarca01']","[20, 7]",1,division,514305571.0,663431244.0,42858797.583333336,51033172.615384616,30,27
201912260BRK,NYK,BRK,NYK,7:30p,"Barclays Center, Brooklyn, New York",15,26,20,21,[],82,1,5.0,"['dinwisp01', 'harrijo01', 'templga01', 'princta02', 'allenja01', 'luwawti01', 'kurucro01', 'chandwi01', 'jordade01', 'pinsoth01', 'musadz01', 'ellenhe01']","[16, 13]",2,24,22,33,15,[],94,-3,3.0,"['randlju01', 'morrima03', 'paytoel01', 'barrerj01', 'gibsota01', 'robinmi01', 'dotsoda01', 'portibo01', 'ntilila01', 'knoxke01', 'allenka01', 'brazdig01', 'trieral01']","[7, 24]",0,division,470143201.0,382496687.0,39178600.083333336,29422822.07692308,29,31
201912260DAL,DAL,DAL,SAS,8:00p,"American Airlines Center, Dallas, Texas",20,32,27,23,[],102,-1,4.0,"['porzikr01', 'finnedo01', 'doncilu01', 'poweldw01', 'hardati02', 'klebima01', 'wrighde01', 'curryse01', 'brunsja01', 'broekry01', 'bareajo01', 'jacksju01', 'marjabo01']","[19, 10]",1,24,23,27,24,[],98,1,3.0,"['derozde01', 'aldrila01', 'murrade01', 'forbebr01', 'lylestr01', 'gayru01', 'whitede01', 'millspa02', 'poeltja01', 'belinma01', 'carrode01', 'walkelo01', 'metuch01']","[12, 17]",0,division,504472736.0,933758232.0,38805595.07692308,71827556.3076923,29,29
201912260DET,DET,DET,WAS,7:00p,"Little Caesars Arena, Detroit, Michigan",31,37,38,26,[],132,-5,3.0,"['fraziti01', 'griffbl01', 'mykhasv01', 'drumman01', 'snellto01', 'brownbr01', 'woodch01', 'rosede01', 'gallola01', 'makerth01', 'morrima02', 'kinglo02']","[11, 20]",0,23,25,28,26,[],102,1,3.0,"['bealbr01', 'smithis01', 'schofad01', 'mahinia01', 'bongais01', 'willijo04', 'paytoga02', 'browntr01', 'pasecan01', 'mcraejo01', 'robinju01', 'mathega01', 'thomais02']","[9, 20]",2,conference,748309455.0,370292447.0,62359121.25,28484034.384615384,31,29
201912260OKC,MEM,OKC,MEM,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",18,29,27,23,[],97,4,4.0,"['gilgesh01', 'fergute01', 'paulch01', 'adamsst01', 'bazleda01', 'schrode01', 'naderab01', 'noelne01', 'muscami01', 'burtode02', 'herveke01', 'diallha01']","[15, 14]",1,23,26,37,24,[],110,-1,3.0,"['jacksja02', 'valanjo01', 'moranja01', 'crowdja01', 'brookdi01', 'jonesty01', 'meltode01', 'clarkbr01', 'hillso01', 'allengr01', 'anderky01', 'gudurma01', 'cabocbr01']","[11, 20]",0,conference,645988350.0,431016857.0,53832362.5,33155142.846153848,29,31
201912260SAC,MIN,SAC,MIN,10:00p,"Golden 1 Center, Sacramento, California",26,22,31,11,[7],104,-4,3.0,"['holmeri01', 'barneha02', 'hieldbu01', 'baglema01', 'foxde01', 'bogdabo01', 'josepco01', 'arizatr01', 'bjeline01', 'ferreyo01', 'dedmode01', 'jamesju01', 'gilesha01']","[12, 18]",0,21,29,21,19,[7],105,-1,3.0,"['wiggian01', 'dienggo01', 'covinro01', 'grahatr01', 'napiesh01', 'teaguje01', 'okogijo01', 'vonleno01', 'culveja01', 'bateske01', 'martike03', 'mclaujo01', 'belljo01']","[10, 19]",0,conference,668053471.0,450286982.0,51388728.538461536,34637460.15384615,30,29
201912260UTA,UTA,UTA,POR,10:30p,"Vivint Smart Home Arena, Salt Lake City, Utah",37,25,34,25,[],121,-1,3.0,"['mitchdo01', 'bogdabo02', 'goberru01', 'inglejo01', 'onealro01', 'clarkjo01', 'mudiaem01', 'niangge01', 'davised01', 'bradlto01', 'tuckera01', 'willini01', 'morgaju01']","[18, 12]",0,22,30,24,39,[],115,-1,3.0,"['mccolcj01', 'lillada01', 'anthoca01', 'bazemke01', 'whiteha01', 'simonan01', 'labissk01', 'trentga02', 'littlna01', 'tollian01', 'hoodro01', 'hezonma01']","[14, 17]",0,division,516546641.0,920544274.0,39734357.0,76712022.83333333,30,31
201912270ATL,MIL,ATL,MIL,7:30p,"State Farm Arena, Atlanta, Georgia",19,21,23,23,[],86,-8,4.0,"['huertke01', 'collijo01', 'huntede01', 'fernabr01', 'youngtr01', 'reddica01', 'crabbal01', 'jonesda03', 'bembrde01', 'goodwbr01', 'cartevi01', 'parsoch01', 'turneev01']","[6, 25]",0,32,31,21,28,[],112,-1,2.0,"['middlkh01', 'ilyaser01', 'lopezbr01', 'divindo01', 'matthwe02', 'brownst02', 'connapa01', 'lopezro01', 'hillge01', 'korveky01', 'wilsodj01', 'antetth01']","[27, 5]",2,conference,611345845.0,842429718.0,47026603.461538464,70202476.5,31,32
201912270BOS,BOS,BOS,CLE,4:00p,"TD Garden, Boston, Massachusetts",33,29,30,37,[],129,4,2.0,"['tatumja01', 'walkeke02', 'brownja02', 'haywago01', 'theisda01', 'kanteen01', 'wanambr01', 'willigr01', 'langfro01', 'greenja02', 'watertr01', 'edwarca01', 'ojelese01']","[21, 7]",2,22,25,34,36,[],117,3,4.0,"['loveke01', 'sextoco01', 'thomptr01', 'osmande01', 'garlada01', 'porteke02', 'nancela02', 'dellama01', 'exumda01', 'zizican01', 'mckinal01', 'hensojo01', 'knighbr03']","[9, 21]",0,conference,663431244.0,701927159.0,51033172.615384616,53994396.84615385,28,30
201912270CHO,OKC,CHO,OKC,7:00p,"Spectrum Center, Charlotte, North Carolina",18,25,22,29,[],102,-3,5.0,"['grahade01', 'washipj01', 'roziete01', 'bridgmi02', 'biyombi01', 'zelleco01', 'monkma01', 'martico01', 'willima02', 'bacondw01', 'batumni01', 'kiddgmi01', 'hernawi01']","[13, 20]",0,26,27,19,22,[],104,-1,1.0,"['gilgesh01', 'paulch01', 'adamsst01', 'fergute01', 'bazleda01', 'schrode01', 'burtode02', 'noelne01', 'naderab01', 'dortlu01', 'muscami01', 'herveke01']","[15, 15]",0,none,674901300.0,640325422.0,51915484.615384616,53360451.833333336,33,30
201912270GSW,GSW,GSW,PHO,10:30p,"Chase Center, San Francisco, California",25,18,23,39,[],105,3,2.0,"['leeda03', 'russeda01', 'robingl02', 'greendr01', 'caulewi01', 'burksal01', 'bowmaky01', 'chrisma01', 'evansja02', 'smailal01', 'spellom01']","[8, 24]",0,29,22,27,18,[],96,-7,4.0,"['bookede01', 'rubiori01', 'baynear01', 'oubreke01', 'saricda01', 'johnsca02', 'bridgmi01', 'carteje01', 'kaminfr01', 'johnsty01', 'okoboel01', 'jeromty01', 'diallch01']","[11, 19]",1,division,377933766.0,467936977.0,34357615.09090909,35995152.07692308,32,30
201912270MIA,MIA,MIA,IND,8:00p,"AmericanAirlines Arena, Miami, Florida",25,33,26,29,[],113,3,4.0,"['adebaba01', 'butleji01', 'nunnke01', 'robindu01', 'leoname01', 'dragigo01', 'jonesde02', 'herroty01', 'olynyke01', 'hasleud01', 'silvach01', 'johnsja01', 'waitedi01']","[22, 8]",0,27,28,27,30,[],112,1,4.0,"['sabondo01', 'warretj01', 'lambje01', 'holidaa01', 'turnemy01', 'holidju01', 'mcderdo01', 'mccontj01', 'sumneed01', 'bitadgo01', 'johnsal02', 'leaftj01', 'sampsja02']","[21, 10]",0,conference,782472856.0,371427106.0,60190219.692307696,28571315.846153848,30,31
201912270ORL,ORL,ORL,PHI,7:00p,"Amway Center, Orlando, Florida",19,27,25,27,[],98,1,4.0,"['gordoaa01', 'fournev01', 'vucevni01', 'isaacjo01', 'fultzma01', 'rosste01', 'augusdj01', 'birchkh01', 'iwundwe01', 'jeffeam01', 'frazime01']","[13, 17]",1,21,26,21,29,[],97,3,2.0,"['simmobe01', 'harrito02', 'richajo01', 'horfoal01', 'embiijo01', 'korkmfu01', 'ennisja01', 'scottmi01', 'burketr01', 'netora01', 'pelleno01', 'oquinky01', 'miltosh01']","[23, 10]",0,conference,602503591.0,799159929.0,54773053.72727273,61473840.692307696,30,33
201912280BOS,TOR,BOS,TOR,7:00p,"TD Garden, Boston, Massachusetts",25,29,25,18,[],97,5,1.0,"['walkeke02', 'brownja02', 'tatumja01', 'haywago01', 'theisda01', 'smartma01', 'kanteen01', 'wanambr01', 'willigr01', 'langfro01', 'edwarca01', 'greenja02', 'ojelese01']","[22, 7]",2,36,23,30,24,[],113,-2,3.0,"['mccawpa01', 'lowryky01', 'vanvlfr01', 'ibakase01', 'anunoog01', 'daviste02', 'holliro01', 'bouchch01', 'brissos01', 'johnsst04', 'millema01', 'thomama02']","[21, 10]",0,division,728785952.0,514305571.0,56060457.84615385,42858797.583333336,29,31
201912280CHI,CHI,CHI,ATL,8:00p,"United Center, Chicago, Illinois",35,29,19,33,[],116,-1,5.0,"['dunnkr01', 'lavinza01', 'satorto01', 'cartewe01', 'markkla01', 'whiteco01', 'youngth01', 'gaffoda01', 'valende01', 'arcidry01', 'kornelu01', 'harrish01', 'mokokad01']","[12, 20]",2,19,24,22,16,[],81,-9,1.0,"['collijo01', 'huntede01', 'huertke01', 'reddica01', 'fernabr01', 'crabbal01', 'bembrde01', 'lenal01', 'goodwbr01', 'cartevi01', 'jonesda03', 'turneev01', 'parsoch01']","[6, 26]",0,conference,404083609.0,620544486.0,31083354.53846154,47734191.23076923,32,32
201912280DEN,DEN,DEN,MEM,5:00p,"Pepsi Center, Denver, Colorado",26,24,32,37,[],119,-1,3.0,"['harriga01', 'bartowi01', 'murraja01', 'jokicni01', 'plumlma01', 'grantje01', 'portemi01', 'morrimo01', 'hernaju01', 'beaslma01', 'cancavl01', 'vandeja01', 'craigto01']","[21, 9]",1,11,28,29,42,[],110,1,2.0,"['moranja01', 'jacksja02', 'brookdi01', 'crowdja01', 'valanjo01', 'clarkbr01', 'hillso01', 'jonesty01', 'allengr01', 'meltode01', 'anderky01', 'cabocbr01', 'gudurma01']","[12, 20]",0,conference,567687800.0,431016857.0,43668292.307692304,33155142.846153848,30,32
201912280GSW,DAL,GSW,DAL,8:30p,"Chase Center, San Francisco, California",41,33,24,23,[],121,4,1.0,"['leeda03', 'russeda01', 'robingl02', 'greendr01', 'caulewi01', 'burksal01', 'bowmaky01', 'smailal01', 'chrisma01', 'evansja02', 'pascher01']","[9, 24]",0,41,31,45,24,[],141,1,2.0,"['doncilu01', 'finnedo01', 'porzikr01', 'poweldw01', 'hardati02', 'curryse01', 'wrighde01', 'jacksju01', 'klebima01', 'brunsja01', 'broekry01', 'marjabo01', 'bareajo01']","[20, 10]",1,conference,376626118.0,504472736.0,34238738.0,38805595.07692308,33,30
201912280HOU,HOU,HOU,BRK,8:00p,"Toyota Center, Houston, Texas",42,21,25,20,[],108,-1,3.0,"['houseda01', 'hardeja01', 'westbru01', 'tuckepj01', 'chandty01', 'mclembe01', 'harteis01', 'riverau01', 'clemoch01', 'clarkga01', 'sefolth01']","[21, 10]",0,20,34,25,19,[],98,-1,2.0,"['dinwisp01', 'harrijo01', 'princta02', 'templga01', 'allenja01', 'luwawti01', 'jordade01', 'chandwi01', 'kurucro01', 'pinsoth01', 'musadz01', 'ellenhe01']","[16, 14]",1,none,966825055.0,470143201.0,87893186.81818181,39178600.083333336,31,30
201912280LAC,UTA,LAC,UTA,10:30p,"STAPLES Center, Los Angeles, California",32,31,29,15,[],107,1,3.0,"['georgpa01', 'leonaka01', 'zubaciv01', 'beverpa01', 'harklma01', 'willilo02', 'shamela01', 'greenja01', 'mcgruro01', 'pattepa01', 'robinje01', 'waltode01', 'motlejo01']","[23, 10]",1,22,39,32,27,[],120,1,2.0,"['goberru01', 'mitchdo01', 'bogdabo02', 'onealro01', 'inglejo01', 'clarkjo01', 'mudiaem01', 'niangge01', 'bradlto01', 'morgaju01', 'tuckera01', 'davised01']","[19, 12]",1,conference,766138946.0,515046641.0,58933765.07692308,42920553.41666666,33,31
201912280MIA,MIA,MIA,PHI,8:00p,"AmericanAirlines Arena, Miami, Florida",28,26,31,23,[],117,4,1.0,"['butleji01', 'adebaba01', 'leoname01', 'nunnke01', 'robindu01', 'jonesde02', 'dragigo01', 'herroty01', 'olynyke01', 'waitedi01', 'hasleud01', 'silvach01', 'johnsja01']","[23, 8]",1,33,26,20,29,[],116,-1,1.0,"['simmobe01', 'richajo01', 'embiijo01', 'harrito02', 'horfoal01', 'burketr01', 'ennisja01', 'scottmi01', 'korkmfu01', 'pelleno01', 'miltosh01', 'netora01', 'oquinky01']","[23, 11]",1,conference,782472856.0,799159929.0,60190219.692307696,61473840.692307696,31,34
201912280MIL,MIL,MIL,ORL,8:30p,"Fiserv Forum, Milwaukee, Wisconsin",37,19,22,33,[],111,1,1.0,"['middlkh01', 'lopezbr01', 'ilyaser01', 'divindo01', 'matthwe02', 'lopezro01', 'connapa01', 'korveky01', 'hillge01', 'wilsodj01', 'brownst02', 'antetth01', 'bendedr01']","[28, 5]",2,25,21,28,26,[],100,2,1.0,"['fournev01', 'vucevni01', 'isaacjo01', 'fultzma01', 'gordoaa01', 'augusdj01', 'rosste01', 'iwundwe01', 'birchkh01', 'magetjo01', 'frazime01', 'jeffeam01']","[14, 17]",0,conference,857704674.0,602585269.0,65977282.615384616,50215439.083333336,33,31
201912280MIN,CLE,MIN,CLE,8:00p,"Target Center, Minneapolis, Minnesota",21,22,17,28,[],88,1,2.0,"['covinro01', 'grahatr01', 'culveja01', 'dienggo01', 'napiesh01', 'martike03', 'teaguje01', 'vonleno01', 'okogijo01', 'bateske01', 'wiggian01', 'belljo01']","[11, 19]",0,27,22,18,27,[],94,-1,1.0,"['thomptr01', 'sextoco01', 'nancela02', 'garlada01', 'osmande01', 'porteke02', 'exumda01', 'dellama01', 'hensojo01', 'mckinal01', 'knighbr03', 'zizican01']","[9, 22]",0,none,448286982.0,464146348.0,37357248.5,38678862.333333336,30,31
201912280NOP,NOP,NOP,IND,7:00p,"Smoothie King Center, New Orleans, Louisiana",19,29,38,34,[],120,2,3.0,"['ingrabr01', 'balllo01', 'holidjr01', 'favorde01', 'redicjj01', 'hartjo01', 'hayesja02', 'mooreet01', 'willike04', 'jacksfr01', 'alexani01', 'mellini01', 'okafoja01']","[9, 23]",0,32,13,23,30,[],98,-1,1.0,"['holidaa01', 'sabondo01', 'warretj01', 'lambje01', 'turnemy01', 'holidju01', 'mccontj01', 'mcderdo01', 'sumneed01', 'bitadgo01', 'johnsal02', 'leaftj01', 'sampsja02']","[21, 11]",0,none,683148923.0,371427106.0,52549917.15384615,28571315.846153848,32,32
