,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912280POR,LAL,POR,LAL,10:00p,"Moda Center, Portland, Oregon",32,32,31,25,[],120,-2,2.0,"['lillada01', 'mccolcj01', 'whiteha01', 'anthoca01', 'labissk01', 'bazemke01', 'simonan01', 'tollian01', 'littlna01', 'trentga02', 'hezonma01', 'hoodro01']","[14, 18]",0,34,37,32,25,[],128,-4,3.0,"['jamesle01', 'davisan02', 'greenda02', 'bradlav01', 'mcgeeja01', 'caldwke01', 'kuzmaky01', 'carusal01', 'howardw01', 'rondora01', 'dudleja01', 'cookqu01', 'danietr01']","[24, 7]",1,conference,920544274.0,1368623258.0,76712022.83333333,105278712.15384616,32,31
201912280SAC,PHO,SAC,PHO,9:00p,"Golden 1 Center, Sacramento, California",30,19,28,33,[],110,-5,2.0,"['barneha02', 'hieldbu01', 'holmeri01', 'josepco01', 'bjeline01', 'bogdabo01', 'ferreyo01', 'jamesju01', 'gabriwe01', 'dedmode01', 'arizatr01', 'gilesha01', 'swanica01']","[12, 19]",1,31,28,22,31,[],112,-8,1.0,"['oubreke01', 'bookede01', 'rubiori01', 'baynear01', 'saricda01', 'bridgmi01', 'johnsca02', 'okoboel01', 'diallch01', 'kaminfr01', 'carteje01', 'jeromty01', 'johnsty01']","[11, 20]",1,division,587972665.0,467936977.0,45228666.538461536,35995152.07692308,31,31
201912280SAS,SAS,SAS,DET,8:30p,"AT&T Center, San Antonio, Texas",30,29,42,35,[],136,-1,2.0,"['derozde01', 'aldrila01', 'forbebr01', 'murrade01', 'lylestr01', 'poeltja01', 'gayru01', 'whitede01', 'walkelo01', 'millspa02', 'eubandr01', 'belinma01', 'carrode01']","[12, 18]",0,28,27,25,29,[],109,1,2.0,"['drumman01', 'griffbl01', 'fraziti01', 'snellto01', 'mykhasv01', 'brownbr01', 'rosede01', 'gallola01', 'woodch01', 'makerth01', 'kinglo02']","[12, 20]",1,none,932850504.0,698418818.0,71757731.07692307,63492619.81818182,30,32
201912280WAS,NYK,WAS,NYK,8:00p,"Capital One Arena, Washington, District of Columbia",23,35,20,22,[],100,-1,2.0,"['browntr01', 'paytoga02', 'thomais02', 'mahinia01', 'willijo04', 'mcraejo01', 'smithis01', 'bongais01', 'pasecan01', 'mathega01', 'schofad01', 'robinju01']","[9, 21]",1,33,26,27,21,[],107,1,2.0,"['randlju01', 'barrerj01', 'paytoel01', 'morrima03', 'gibsota01', 'dotsoda01', 'portibo01', 'knoxke01', 'ntilila01', 'robinmi01', 'trieral01', 'ellinwa01', 'allenka01']","[8, 24]",0,conference,192437736.0,428367332.0,16036478.0,32951333.230769232,30,32
201912290DEN,DEN,DEN,SAC,8:00p,"Pepsi Center, Denver, Colorado",31,31,26,32,[],120,1,1.0,"['grantje01', 'murraja01', 'bartowi01', 'jokicni01', 'portemi01', 'beaslma01', 'plumlma01', 'hernaju01', 'morrimo01', 'craigto01', 'cancavl01', 'vandeja01', 'harriga01']","[22, 9]",1,32,25,24,34,[],115,-6,1.0,"['hieldbu01', 'foxde01', 'bjeline01', 'holmeri01', 'barneha02', 'bogdabo01', 'josepco01', 'arizatr01', 'gilesha01', 'gabriwe01', 'dedmode01', 'jamesju01', 'ferreyo01']","[12, 20]",1,conference,567687800.0,635409592.0,43668292.307692304,48877660.92307692,31,32
201912290LAL,LAL,LAL,DAL,9:30p,"STAPLES Center, Los Angeles, California",25,29,30,24,[],108,1,1.0,"['davisan02', 'jamesle01', 'bradlav01', 'greenda02', 'mcgeeja01', 'kuzmaky01', 'caldwke01', 'howardw01', 'rondora01', 'carusal01', 'danietr01', 'cookqu01', 'dudleja01']","[25, 7]",1,19,24,26,26,[],95,2,1.0,"['poweldw01', 'finnedo01', 'doncilu01', 'porzikr01', 'hardati02', 'curryse01', 'jacksju01', 'wrighde01', 'klebima01', 'bareajo01', 'broekry01', 'brunsja01', 'marjabo01']","[21, 10]",1,conference,1368623258.0,504472736.0,105278712.15384616,38805595.07692308,32,31
201912290MEM,MEM,MEM,CHO,8:00p,"FedEx Forum, Memphis, Tennessee",31,25,30,31,[],117,-1,1.0,"['moranja01', 'jacksja02', 'brookdi01', 'valanjo01', 'anderky01', 'allengr01', 'clarkbr01', 'meltode01', 'hillso01', 'jonesty01', 'cabocbr01', 'konchjo01', 'gudurma01']","[12, 21]",1,20,26,29,29,[],104,-4,2.0,"['roziete01', 'grahade01', 'washipj01', 'bridgmi02', 'biyombi01', 'monkma01', 'willima02', 'zelleco01', 'martico01', 'kiddgmi01', 'hernawi01', 'bacondw01', 'batumni01']","[13, 21]",0,none,379829468.0,674901300.0,29217651.384615384,51915484.615384616,33,34
201912290NOP,NOP,NOP,HOU,8:00p,"Smoothie King Center, New Orleans, Louisiana",36,28,22,41,[],127,3,1.0,"['balllo01', 'ingrabr01', 'holidjr01', 'favorde01', 'redicjj01', 'hartjo01', 'mooreet01', 'willike04', 'okafoja01', 'jacksfr01', 'hayesja02', 'mellini01', 'alexani01']","[10, 23]",0,37,27,29,19,[],112,1,1.0,"['harteis01', 'tuckepj01', 'houseda01', 'riverau01', 'gordoer01', 'clemoch01', 'mclembe01', 'clarkga01', 'sefolth01', 'hardeja01', 'chandty01']","[22, 10]",2,division,683148923.0,833479453.0,52549917.15384615,75770859.36363636,33,32
201912290TOR,OKC,TOR,OKC,6:00p,"Scotiabank Arena, Toronto, Canada",20,27,33,17,[],97,1,1.0,"['lowryky01', 'vanvlfr01', 'mccawpa01', 'ibakase01', 'anunoog01', 'daviste02', 'bouchch01', 'brissos01', 'holliro01', 'pondssh01', 'johnsst04', 'millema01']","[22, 10]",0,22,25,29,22,[],98,1,2.0,"['gilgesh01', 'fergute01', 'paulch01', 'bazleda01', 'adamsst01', 'naderab01', 'noelne01', 'dortlu01', 'burtode02', 'herveke01', 'muscami01']","[16, 15]",0,none,510220102.0,564424560.0,42518341.833333336,51311323.63636363,32,31
201912300CHI,MIL,CHI,MIL,8:00p,"United Center, Chicago, Illinois",20,32,25,25,[],102,1,2.0,"['lavinza01', 'cartewe01', 'markkla01', 'satorto01', 'dunnkr01', 'whiteco01', 'youngth01', 'gaffoda01', 'valende01', 'arcidry01', 'harrish01', 'kornelu01', 'mokokad01']","[13, 20]",0,31,24,40,28,[],123,2,2.0,"['middlkh01', 'antetgi01', 'lopezbr01', 'divindo01', 'bledser01', 'connapa01', 'korveky01', 'lopezro01', 'hillge01', 'ilyaser01', 'antetth01', 'wilsodj01', 'brownst02']","[29, 5]",2,division,404083609.0,1005316404.0,31083354.53846154,77332031.07692307,33,34
201912300MIN,MIN,MIN,BRK,8:00p,"Target Center, Minneapolis, Minnesota",27,22,25,29,[],122,-1,2.0,"['culveja01', 'covinro01', 'martike03', 'napiesh01', 'dienggo01', 'bateske01', 'teaguje01', 'reidna01', 'okogijo01', 'belljo01', 'vonleno01', 'grahatr01']","[11, 20]",1,29,21,30,23,[],115,-2,2.0,"['harrijo01', 'templga01', 'dinwisp01', 'princta02', 'allenja01', 'jordade01', 'chandwi01', 'luwawti01', 'kurucro01', 'pinsoth01', 'ellenhe01', 'musadz01']","[16, 15]",0,none,313542372.0,470143201.0,26128531.0,39178600.083333336,31,31
201912300ORL,ATL,ORL,ATL,7:00p,"Amway Center, Orlando, Florida",21,36,15,21,[],93,-1,2.0,"['fournev01', 'vucevni01', 'isaacjo01', 'fultzma01', 'iwundwe01', 'augusdj01', 'rosste01', 'bambamo01', 'jeffeam01', 'frazime01', 'birchkh01', 'magetjo01']","[14, 18]",0,25,22,27,27,[],101,0,2.0,"['huntede01', 'huertke01', 'collijo01', 'reddica01', 'fernabr01', 'lenal01', 'goodwbr01', 'cartevi01', 'bembrde01', 'crabbal01', 'jonesda03', 'turneev01', 'brownch02']","[6, 27]",1,division,532666231.0,493789417.0,44388852.583333336,37983801.307692304,32,33
201912300POR,PHO,POR,PHO,10:00p,"Moda Center, Portland, Oregon",38,26,25,27,[],116,-3,2.0,"['lillada01', 'mccolcj01', 'whiteha01', 'anthoca01', 'bazemke01', 'simonan01', 'trentga02', 'littlna01', 'tollian01', 'brownmo01', 'hezonma01', 'labissk01']","[14, 19]",1,19,36,28,39,[],122,1,2.0,"['oubreke01', 'bookede01', 'rubiori01', 'baynear01', 'saricda01', 'bridgmi01', 'aytonde01', 'johnsca02', 'carteje01', 'okoboel01', 'diallch01', 'johnsty01', 'kaminfr01']","[12, 20]",0,conference,895796847.0,501406847.0,74649737.25,38569757.461538464,33,32
201912300UTA,UTA,UTA,DET,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",19,20,29,36,[],104,2,2.0,"['bogdabo02', 'goberru01', 'mitchdo01', 'inglejo01', 'onealro01', 'clarkjo01', 'mudiaem01', 'niangge01', 'bradlto01', 'morgaju01', 'tuckera01', 'willini01', 'davised01']","[20, 12]",0,21,19,18,23,[],81,-1,2.0,"['brownbr01', 'drumman01', 'mykhasv01', 'snellto01', 'fraziti01', 'woodch01', 'rosede01', 'gallola01', 'makerth01', 'kinglo02', 'doumbse01', 'griffbl01']","[12, 21]",0,none,516546641.0,708767018.0,39734357.0,59063918.16666666,32,33
201912300WAS,WAS,WAS,MIA,7:00p,"Capital One Arena, Washington, District of Columbia",29,42,19,33,[],123,-2,2.0,"['mahinia01', 'browntr01', 'thomais02', 'willijo04', 'paytoga02', 'mcraejo01', 'smithis01', 'mathega01', 'pasecan01', 'bongais01', 'schofad01', 'robinju01']","[9, 22]",0,39,24,18,24,[],105,5,2.0,"['butleji01', 'adebaba01', 'nunnke01', 'robindu01', 'leoname01', 'jonesde02', 'dragigo01', 'herroty01', 'olynyke01', 'silvach01', 'waitedi01', 'johnsja01', 'hasleud01']","[24, 8]",1,division,192437736.0,782472856.0,16036478.0,60190219.692307696,31,32
201912310CHO,BOS,CHO,BOS,3:00p,"Spectrum Center, Charlotte, North Carolina",18,25,30,19,[],92,-5,2.0,"['grahade01', 'washipj01', 'roziete01', 'bridgmi02', 'biyombi01', 'bacondw01', 'martico01', 'zelleco01', 'monkma01', 'willima02', 'hernawi01', 'batumni01', 'kiddgmi01']","[13, 22]",0,24,26,30,29,[],109,-1,3.0,"['tatumja01', 'haywago01', 'walkeke02', 'smartma01', 'theisda01', 'kanteen01', 'wanambr01', 'ojelese01', 'greenja02', 'willigr01', 'langfro01']","[22, 8]",2,conference,674901300.0,654508454.0,51915484.615384616,59500768.54545455,35,30
201912310HOU,HOU,HOU,DEN,7:00p,"Toyota Center, Houston, Texas",38,31,23,38,[],130,-1,2.0,"['hardeja01', 'tuckepj01', 'westbru01', 'houseda01', 'capelca01', 'gordoer01', 'harteis01', 'mclembe01', 'riverau01', 'clarkga01', 'clemoch01', 'sefolth01', 'chandty01']","[22, 11]",0,26,26,37,15,[],104,2,2.0,"['bartowi01', 'jokicni01', 'murraja01', 'millspa01', 'craigto01', 'morrimo01', 'beaslma01', 'grantje01', 'plumlma01', 'portemi01', 'vandeja01', 'hernaju01', 'cancavl01']","[23, 9]",1,conference,1194811929.0,682198946.0,91908609.92307691,52476842.0,33,32
201912310IND,IND,IND,PHI,3:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",29,38,29,19,[],115,-2,3.0,"['sabondo01', 'warretj01', 'turnemy01', 'lambje01', 'brogdma01', 'holidaa01', 'holidju01', 'mccontj01', 'mcderdo01', 'bitadgo01', 'leaftj01', 'sumneed01', 'sampsja02']","[21, 12]",0,27,16,23,31,[],97,-2,3.0,"['simmobe01', 'richajo01', 'horfoal01', 'oquinky01', 'harrito02', 'ennisja01', 'miltosh01', 'scottmi01', 'burketr01', 'korkmfu01', 'pelleno01', 'netora01']","[23, 12]",1,conference,433729027.0,665085623.0,33363771.307692308,55423801.91666666,33,35
201912310OKC,OKC,OKC,DAL,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",20,30,27,29,[],106,2,2.0,"['paulch01', 'gilgesh01', 'gallida01', 'adamsst01', 'fergute01', 'schrode01', 'noelne01', 'diallha01', 'bazleda01', 'naderab01', 'burtode02', 'muscami01']","[17, 15]",0,32,19,27,23,[],101,-1,2.0,"['doncilu01', 'klebima01', 'finnedo01', 'poweldw01', 'brunsja01', 'curryse01', 'wrighde01', 'jacksju01', 'marjabo01', 'bareajo01', 'leeco01']","[21, 11]",0,conference,823674164.0,372301738.0,68639513.66666667,33845612.54545455,32,32
201912310SAC,LAC,SAC,LAC,5:00p,"Golden 1 Center, Sacramento, California",23,17,33,14,[],87,-7,2.0,"['hieldbu01', 'barneha02', 'foxde01', 'holmeri01', 'bjeline01', 'bogdabo01', 'arizatr01', 'gilesha01', 'josepco01', 'jamesju01', 'ferreyo01', 'gabriwe01', 'dedmode01']","[12, 21]",0,28,29,31,17,[],105,-1,3.0,"['georgpa01', 'leonaka01', 'shamela01', 'zubaciv01', 'harklma01', 'greenja01', 'harremo01', 'waltode01', 'mcgruro01', 'robinje01', 'motlejo01', 'coffeam01', 'pattepa01']","[23, 11]",0,division,635409592.0,648553363.0,48877660.92307692,49888720.23076923,33,34
201912310SAS,SAS,SAS,GSW,7:00p,"AT&T Center, San Antonio, Texas",25,28,24,23,[],117,1,3.0,"['aldrila01', 'derozde01', 'forbebr01', 'murrade01', 'lylestr01', 'millspa02', 'whitede01', 'gayru01', 'poeltja01', 'belinma01', 'walkelo01', 'carrode01', 'metuch01']","[13, 18]",1,32,23,20,25,[],113,-1,3.0,"['robingl02', 'leeda03', 'burksal01', 'greendr01', 'chrisma01', 'bowmaky01', 'pascher01', 'evansja02', 'spellom01', 'smailal01', 'russeda01']","[9, 25]",0,conference,933758232.0,356284637.0,71827556.3076923,32389512.454545453,31,34
201912310TOR,TOR,TOR,CLE,7:00p,"Scotiabank Arena, Toronto, Canada",27,32,27,31,[],117,-1,2.0,"['lowryky01', 'ibakase01', 'vanvlfr01', 'holliro01', 'mccawpa01', 'anunoog01', 'daviste02', 'bouchch01', 'brissos01', 'pondssh01', 'johnsst04', 'millema01']","[22, 11]",1,25,18,26,28,[],97,1,3.0,"['garlada01', 'thomptr01', 'sextoco01', 'loveke01', 'osmande01', 'porteke02', 'nancela02', 'dellama01', 'exumda01', 'hensojo01', 'zizican01', 'knighbr03', 'mckinal01']","[10, 22]",0,conference,510220102.0,701927159.0,42518341.833333336,53994396.84615385,33,32
202001010LAL,LAL,LAL,PHO,10:30p,"STAPLES Center, Los Angeles, California",43,31,27,16,[],117,2,3.0,"['jamesle01', 'davisan02', 'bradlav01', 'greenda02', 'mcgeeja01', 'kuzmaky01', 'caldwke01', 'howardw01', 'rondora01', 'danietr01', 'carusal01', 'dudleja01', 'cookqu01']","[26, 7]",1,17,24,38,28,[],107,2,2.0,"['bookede01', 'oubreke01', 'rubiori01', 'baynear01', 'saricda01', 'aytonde01', 'bridgmi01', 'johnsty01', 'johnsca02', 'okoboel01', 'diallch01', 'carteje01', 'jeromty01']","[13, 20]",0,division,1368623258.0,488021253.0,105278712.15384616,37540096.38461538,33,33
202001010MIL,MIL,MIL,MIN,8:00p,"Fiserv Forum, Milwaukee, Wisconsin",19,33,25,29,[],106,3,2.0,"['middlkh01', 'antetgi01', 'lopezbr01', 'divindo01', 'bledser01', 'connapa01', 'hillge01', 'korveky01', 'ilyaser01', 'lopezro01', 'brownst02', 'antetth01', 'wilsodj01']","[30, 5]",1,23,28,20,33,[],104,1,2.0,"['covinro01', 'culveja01', 'napiesh01', 'dienggo01', 'martike03', 'okogijo01', 'bateske01', 'reidna01', 'nowelja01', 'belljo01', 'grahatr01', 'vonleno01', 'teaguje01']","[12, 20]",0,none,1005316404.0,318242974.0,77332031.07692307,24480228.769230768,35,32
202001010NYK,NYK,NYK,POR,7:30p,"Madison Square Garden (IV), New York, New York",25,26,32,34,[],117,2,4.0,"['morrima03', 'randlju01', 'paytoel01', 'barrerj01', 'gibsota01', 'robinmi01', 'ntilila01', 'portibo01', 'knoxke01', 'bullore01', 'dotsoda01', 'ellinwa01', 'trieral01']","[9, 24]",0,27,21,29,16,[],93,-4,2.0,"['lillada01', 'whiteha01', 'mccolcj01', 'anthoca01', 'bazemke01', 'simonan01', 'tollian01', 'trentga02', 'littlna01', 'brownmo01', 'hezonma01', 'nurkiju01']","[14, 20]",1,none,456961136.0,945884903.0,35150856.615384616,78823741.91666667,33,34
202001010WAS,ORL,WAS,ORL,6:00p,"Capital One Arena, Washington, District of Columbia",29,29,25,18,[],101,1,2.0,"['bealbr01', 'mahinia01', 'thomais02', 'willijo04', 'paytoga02', 'mcraejo01', 'smithis01', 'browntr01', 'pasecan01', 'mathega01', 'bongais01', 'robinju01', 'schofad01']","[10, 22]",0,31,31,32,28,[],122,-2,2.0,"['fournev01', 'vucevni01', 'fultzma01', 'iwundwe01', 'isaacjo01', 'augusdj01', 'birchkh01', 'rosste01', 'bambamo01', 'jeffeam01', 'frazime01', 'magetjo01']","[14, 19]",2,division,370292447.0,532666231.0,28484034.384615384,44388852.583333336,32,33
202001020CHI,UTA,CHI,UTA,8:00p,"United Center, Chicago, Illinois",22,29,19,28,[],98,-1,3.0,"['lavinza01', 'cartewe01', 'satorto01', 'markkla01', 'dunnkr01', 'whiteco01', 'youngth01', 'gaffoda01', 'harrish01', 'valende01', 'arcidry01', 'kornelu01', 'mokokad01']","[13, 21]",0,25,22,29,26,[],102,3,3.0,"['mitchdo01', 'goberru01', 'inglejo01', 'bogdabo02', 'onealro01', 'clarkjo01', 'niangge01', 'mudiaem01', 'bradlto01', 'morgaju01', 'davised01', 'tuckera01']","[21, 12]",0,none,404083609.0,515046641.0,31083354.53846154,42920553.41666666,34,33
202001020CLE,CHO,CLE,CHO,7:00p,"Rocket Mortgage Fieldhouse, Cleveland, Ohio",29,30,26,21,[],106,-1,2.0,"['sextoco01', 'garlada01', 'loveke01', 'thomptr01', 'osmande01', 'porteke02', 'nancela02', 'hensojo01', 'exumda01', 'dellama01', 'zizican01', 'mckinal01', 'knighbr03']","[10, 23]",1,31,21,30,27,[],109,-6,2.0,"['grahade01', 'roziete01', 'washipj01', 'biyombi01', 'bridgmi02', 'bacondw01', 'zelleco01', 'monkma01', 'willima02', 'batumni01', 'martico01', 'hernawi01', 'kiddgmi01']","[13, 23]",0,conference,701927159.0,674901300.0,53994396.84615385,51915484.615384616,33,36
202001020DAL,DAL,DAL,BRK,8:30p,"American Airlines Center, Dallas, Texas",31,29,33,30,[],123,-2,2.0,"['doncilu01', 'finnedo01', 'jacksju01', 'poweldw01', 'bareajo01', 'curryse01', 'klebima01', 'wrighde01', 'marjabo01', 'brunsja01', 'leeco01', 'reavejo02']","[21, 12]",0,30,35,28,18,[],111,-3,3.0,"['harrijo01', 'princta02', 'dinwisp01', 'jordade01', 'kurucro01', 'luwawti01', 'pinsoth01', 'allenja01', 'chandwi01', 'musadz01', 'ellenhe01']","[16, 16]",0,none,372301738.0,427958100.0,31025144.83333333,38905281.81818182,33,32
202001020IND,DEN,IND,DEN,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",37,27,24,28,[],116,1,2.0,"['sabondo01', 'warretj01', 'lambje01', 'turnemy01', 'holidaa01', 'mccontj01', 'holidju01', 'mcderdo01', 'bitadgo01', 'leaftj01', 'johnsal02', 'sampsja02']","[22, 12]",0,27,35,30,32,[],124,-1,2.0,"['murraja01', 'harriga01', 'bartowi01', 'millspa01', 'jokicni01', 'plumlma01', 'portemi01', 'grantje01', 'morrimo01', 'vandeja01', 'craigto01', 'beaslma01', 'hernaju01']","[23, 10]",0,none,364497312.0,759312649.0,30374776.0,58408665.307692304,34,33
202001020LAC,LAC,LAC,DET,10:30p,"STAPLES Center, Los Angeles, California",30,39,37,20,[],126,1,2.0,"['shamela01', 'harklma01', 'leonaka01', 'zubaciv01', 'georgpa01', 'willilo02', 'harremo01', 'greenja01', 'robinje01', 'mcgruro01', 'waltode01', 'motlejo01', 'pattepa01']","[24, 11]",0,33,30,16,33,[],112,-2,3.0,"['mykhasv01', 'doumbse01', 'drumman01', 'snellto01', 'fraziti01', 'brownbr01', 'rosede01', 'woodch01', 'gallola01', 'makerth01', 'kinglo02', 'griffbl01']","[12, 22]",0,none,735608194.0,708767018.0,56585245.692307696,59063918.16666666,35,34
202001020MIA,MIA,MIA,TOR,7:30p,"AmericanAirlines Arena, Miami, Florida",18,24,21,21,[],84,-1,3.0,"['nunnke01', 'adebaba01', 'butleji01', 'leoname01', 'robindu01', 'herroty01', 'jonesde02', 'dragigo01', 'silvach01', 'olynyke01', 'hasleud01', 'waitedi01', 'johnsja01']","[24, 9]",1,20,19,21,16,[],76,1,2.0,"['lowryky01', 'vanvlfr01', 'anunoog01', 'ibakase01', 'mccawpa01', 'holliro01', 'daviste02', 'bouchch01', 'johnsst04', 'brissos01', 'millema01', 'thomama02']","[23, 11]",0,conference,782472856.0,514305571.0,60190219.692307696,42858797.583333336,33,34
202001020MIN,MIN,MIN,GSW,8:00p,"Target Center, Minneapolis, Minnesota",34,24,23,18,[],99,-1,1.0,"['napiesh01', 'culveja01', 'covinro01', 'martike03', 'dienggo01', 'okogijo01', 'reidna01', 'bateske01', 'mclaujo01', 'nowelja01', 'belljo01', 'vonleno01', 'teaguje01']","[12, 21]",1,19,22,26,17,[],84,-2,2.0,"['robingl02', 'leeda03', 'greendr01', 'chrisma01', 'burksal01', 'bowmaky01', 'pascher01', 'evansja02', 'spellom01', 'smailal01', 'russeda01']","[9, 26]",1,conference,315153934.0,356284637.0,24242610.307692308,32389512.454545453,33,35
202001020SAC,SAC,SAC,MEM,10:00p,"Golden 1 Center, Sacramento, California",26,37,27,38,[],128,-8,2.0,"['barneha02', 'holmeri01', 'hieldbu01', 'foxde01', 'bjeline01', 'arizatr01', 'bogdabo01', 'josepco01', 'gilesha01', 'jamesju01', 'gabriwe01', 'ferreyo01', 'swanica01']","[12, 22]",0,42,18,37,26,[],123,1,4.0,"['moranja01', 'jacksja02', 'crowdja01', 'valanjo01', 'brookdi01', 'meltode01', 'clarkbr01', 'jonesty01', 'hillso01', 'anderky01', 'allengr01', 'cabocbr01', 'gudurma01']","[13, 21]",1,conference,600897714.0,431016857.0,46222901.07692308,33155142.846153848,34,34
202001020SAS,OKC,SAS,OKC,8:30p,"AT&T Center, San Antonio, Texas",27,28,21,27,[],103,2,2.0,"['derozde01', 'aldrila01', 'forbebr01', 'murrade01', 'lylestr01', 'whitede01', 'millspa02', 'walkelo01', 'gayru01', 'poeltja01', 'metuch01', 'carrode01', 'belinma01']","[14, 18]",1,27,19,28,35,[],109,3,2.0,"['gilgesh01', 'paulch01', 'gallida01', 'adamsst01', 'fergute01', 'schrode01', 'noelne01', 'diallha01', 'bazleda01', 'naderab01', 'muscami01', 'burtode02']","[18, 15]",0,conference,933758232.0,823674164.0,71827556.3076923,68639513.66666667,32,33
202001030BOS,BOS,BOS,ATL,7:00p,"TD Garden, Boston, Massachusetts",19,34,29,27,[],109,1,3.0,"['haywago01', 'tatumja01', 'smartma01', 'brownja02', 'theisda01', 'kanteen01', 'wanambr01', 'willigr01', 'watertr01', 'langfro01', 'ojelese01', 'greenja02']","[23, 8]",0,32,23,25,26,[],106,1,4.0,"['huertke01', 'youngtr01', 'huntede01', 'reddica01', 'collijo01', 'crabbal01', 'lenal01', 'parkeja01', 'bembrde01', 'goodwbr01', 'fernabr01', 'jonesda03', 'cartevi01']","[7, 27]",0,conference,563554167.0,478519135.0,46962847.25,36809164.23076923,31,34
202001030HOU,HOU,HOU,PHI,8:00p,"Toyota Center, Houston, Texas",20,40,36,22,[],118,1,3.0,"['hardeja01', 'capelca01', 'tuckepj01', 'westbru01', 'houseda01', 'gordoer01', 'mclembe01', 'harteis01', 'riverau01', 'sefolth01', 'clarkga01', 'chandty01', 'clemoch01']","[23, 11]",0,27,26,31,24,[],108,-3,3.0,"['simmobe01', 'harrito02', 'richajo01', 'horfoal01', 'embiijo01', 'korkmfu01', 'burketr01', 'scottmi01', 'netora01', 'pelleno01', 'miltosh01', 'oquinky01', 'smithzh01']","[23, 13]",0,none,1194811929.0,790288932.0,91908609.92307691,60791456.307692304,34,36
202001030LAL,LAL,LAL,NOP,10:30p,"STAPLES Center, Los Angeles, California",42,32,31,18,[],123,3,2.0,"['davisan02', 'jamesle01', 'greenda02', 'bradlav01', 'mcgeeja01', 'caldwke01', 'kuzmaky01', 'howardw01', 'rondora01', 'danietr01', 'dudleja01', 'cookqu01']","[27, 7]",1,30,32,21,30,[],113,4,5.0,"['holidjr01', 'ingrabr01', 'favorde01', 'balllo01', 'redicjj01', 'mooreet01', 'hartjo01', 'hayesja02', 'willike04', 'jacksfr01', 'okafoja01', 'alexani01', 'mellini01']","[11, 23]",0,conference,1354468607.0,683148923.0,112872383.91666669,52549917.15384615,34,34
202001030ORL,ORL,ORL,MIA,7:00p,"Amway Center, Orlando, Florida",27,29,28,21,[],105,1,2.0,"['vucevni01', 'fultzma01', 'gordoaa01', 'fournev01', 'birchkh01', 'augusdj01', 'rosste01', 'iwundwe01', 'bambamo01', 'magetjo01', 'jeffeam01', 'frazime01']","[15, 19]",0,22,22,35,6,[],85,1,1.0,"['adebaba01', 'butleji01', 'robindu01', 'leoname01', 'nunnke01', 'jonesde02', 'herroty01', 'dragigo01', 'olynyke01', 'silvach01', 'hasleud01', 'waitedi01', 'johnsja01']","[25, 9]",0,division,586961285.0,782472856.0,48913440.41666666,60190219.692307696,34,34
202001030PHO,PHO,PHO,NYK,9:00p,"Talking Stick Resort Arena, Phoenix, Arizona",29,22,32,37,[],120,-1,2.0,"['oubreke01', 'bookede01', 'aytonde01', 'rubiori01', 'baynear01', 'bridgmi01', 'johnsca02', 'okoboel01', 'diallch01', 'saricda01', 'johnsty01', 'jeromty01', 'carteje01']","[13, 21]",0,37,24,26,25,[],112,3,2.0,"['morrima03', 'randlju01', 'paytoel01', 'barrerj01', 'gibsota01', 'robinmi01', 'portibo01', 'bullore01', 'ntilila01', 'knoxke01', 'ellinwa01', 'trieral01', 'dotsoda01']","[10, 24]",0,none,488021253.0,456961136.0,37540096.38461538,35150856.615384616,34,34
202001030WAS,POR,WAS,POR,7:00p,"Capital One Arena, Washington, District of Columbia",31,27,20,25,[],103,-1,2.0,"['paytoga02', 'browntr01', 'mahinia01', 'willijo04', 'thomais02', 'smithis01', 'mcraejo01', 'mathega01', 'pasecan01', 'schofad01', 'bongais01', 'bryanth01', 'robinju01', 'bealbr01']","[10, 23]",0,27,39,25,31,[],122,-5,2.0,"['mccolcj01', 'bazemke01', 'lillada01', 'whiteha01', 'anthoca01', 'trentga02', 'hezonma01', 'simonan01', 'tollian01', 'hoardja01', 'littlna01', 'nurkiju01']","[14, 21]",0,none,397486304.0,942914124.0,28391878.85714286,78576177.0,33,35
