gameid,ref,att
201911030MIA,"['Sean Corbin', 'Jonathan Sterling', 'Dedric Taylor']",19724
201911030NYK,"['Marc Davis', 'Gediminas Petraitis', 'C.J. Washington']",19812
201911030SAS,"['Mark Ayotte', 'Scott Foster', 'Justin Van Duyne']",18610
201911040BRK,"['Tyler Ford', 'Jenna Schroeder', 'Sean Wright']",17194
201911040GSW,"['Derrick Collins', 'Ken Mauer', 'Derek Richardson']",18064
201911040MEM,"['Brian Forte', 'Jacyn Goble', 'James Williams']",14197
201911040MIN,"['Kane Fitzgerald', 'Brett Nansel', 'Scott Wall']",16271
201911040PHO,"['Courtney Kirkland', 'J.T. Orr', 'Tom Washington']",14285
201911040WAS,"['Tony Brown', 'Mark Lindsay', 'Natalie Sago']",13052
201911050ATL,"['Curtis Blair', 'Pat Fraher', 'C.J. Washington']",14025
201911050CHI,"['Kevin Cutler', 'John Goble', 'Suyash Mehta']",21193
201911050CHO,"['Scott Foster', 'Mark Lindsay', 'Justin Van Duyne']",13341
201911050CLE,"['Nick Buchert', 'Simone Jelks', 'Ed Malloy']",17709
201911050DEN,"['James Capers Jr.', 'Marat Kogut', 'Tre Maddox']",18010
201911050OKC,"['Kevin Scott', 'Scott Twardoski', 'Leon Wood']",18203
201911060ATL,"['David Guthrie', 'Aaron Smith', 'Justin Van Duyne']",15049
201911060DAL,"['Tyler Ford', 'Jacyn Goble', 'Rodney Mott']",19487
201911060DET,"['Brent Barnaky', 'Ashley Moyer-Gleich', 'Ben Taylor']",15463
201911060HOU,"['Eric Dalen', 'Marc Davis', 'Karl Lane']",18055
201911060IND,"['Nick Buchert', 'Kane Fitzgerald', 'Andy Nagy']",16171
201911060LAC,"['Mitchell Ervin', 'Courtney Kirkland', 'Zach Zarba']",19068
201911060MEM,"['Ray Acosta', 'Eric Lewis', 'Phenizee Ransom']",13503
201911060TOR,"['John Conley', 'Michael Smith', 'Josh Tiven']",19800
201911060UTA,"['Derrick Collins', 'Jason Goldenberg', 'Ken Mauer']",18306
201911070CHO,"['Matt Boland', 'Pat Fraher', 'Leon Wood']",18487
201911070LAC,"['James Capers Jr.', 'Marat Kogut', 'Gediminas Petraitis']",19068
201911070PHO,"['Mark Ayotte', 'Derrick Collins', 'Jason Goldenberg']",15498
201911070SAS,"['Eric Dalen', 'Marc Davis', 'Haywoode Workman']",18354
201911080ATL,"['Mousa Dagher', 'J.T. Orr', 'Kevin Scott']",16447
201911080DAL,"['Curtis Blair', 'David Guthrie', 'Simone Jelks']",20257
201911080DEN,"['Brandon Adair', 'Ed Malloy', 'Scott Wall']",19520
201911080IND,"['Tyler Ford', 'Jenna Schroeder', 'Tom Washington']",15544
201911080LAL,"['J.B. DeRosa', 'Courtney Kirkland', 'Ken Mauer']",18997
201911080MIN,"['Tony Brothers', 'John Butler', 'Tre Maddox']",15647
201911080NOP,"['Brian Forte', 'Nate Green', 'Rodney Mott']",16337
201911080ORL,"['Sean Corbin', 'Karl Lane', 'Justin Van Duyne']",17021
201911080POR,"['Mitchell Ervin', 'Scott Twardoski', 'Zach Zarba']",20089
201911080UTA,"['Mark Ayotte', 'Leroy Richardson', 'James Williams']",18306
201911080WAS,"['Ben Taylor', 'Dedric Taylor', 'Josh Tiven']",16946
201911090CHI,"['Brent Barnaky', 'John Butler', 'Eric Lewis']",20482
201911090CHO,"['Tony Brown', 'Evan Scott', 'Michael Smith']",18513
201911090MEM,"['John Goble', 'Ben Taylor', 'C.J. Washington']",15753
201911090OKC,"['Curtis Blair', 'James Capers Jr.', 'Marat Kogut']",18203
201911090SAS,"['Kevin Cutler', 'Jacyn Goble', 'Sean Wright']",18354
201911100LAL,"['Leroy Richardson', 'James Williams', 'Zach Zarba']",18997
201911100MIN,"['Nick Buchert', 'Mitchell Ervin', 'Rodney Mott']",13553
201911100NYK,"['Kane Fitzgerald', 'Tre Maddox', 'Brett Nansel']",19812
201911100OKC,"['Brandon Adair', 'Brian Forte', 'Tom Washington']",18203
201911100ORL,"['Ray Acosta', 'Derrick Collins', 'Josh Tiven']",17118
201911100PHI,"['Marc Davis', 'J.T. Orr', 'Haywoode Workman']",20311
201911100PHO,"['J.B. DeRosa', 'Ken Mauer', 'Gediminas Petraitis']",17290
201911100POR,"['Matt Boland', 'Ed Malloy', 'Scott Wall']",20041
201911110BOS,"['Eric Lewis', 'Mark Lindsay', 'Jenna Schroeder']",18624
201911110DET,"['Tony Brown', 'Eric Dalen', 'Aaron Smith']",12526
201911110GSW,"['J.B. DeRosa', 'Gediminas Petraitis', 'Sean Wright']",18064
201911110LAC,"['Matt Boland', 'Tyler Ford', 'Ed Malloy']",19068
201911110NOP,"['Kevin Cutler', 'John Goble', 'C.J. Washington']",16695
201911110SAS,"['Matt Myers', 'Kevin Scott', 'Michael Smith']",18627
201911120CHI,"['James Capers Jr.', 'Nate Green', 'J.T. Orr']",18668
201911120DEN,"['Leroy Richardson', 'James Williams', 'Zach Zarba']",18327
201911120IND,"['Courtney Kirkland', 'Aaron Smith', 'Jonathan Sterling']",15838
201911120MIA,"['Nick Buchert', 'Brian Forte', 'Jacyn Goble']",19600
201911120PHI,"['Derrick Collins', 'Sean Corbin', 'Mousa Dagher']",20294
201911120PHO,"['Scott Foster', 'Justin Van Duyne', 'Scott Wall']",18055
201911120SAC,"['Kane Fitzgerald', 'Karl Lane', 'Leon Wood']",16358
201911120UTA,"['Tyler Ford', 'David Guthrie', 'Natalie Sago']",18306
201911130BOS,"['Brent Barnaky', 'Mitchell Ervin', 'Tre Maddox']",19156
201911130CHO,"['Curtis Blair', 'Jason Goldenberg', 'Eric Lewis']",13155
201911130HOU,"['Tony Brothers', 'Tony Brown', 'Derek Richardson']",18055
201911130LAL,"['Matt Boland', 'Karl Lane', 'Ed Malloy']",18997
201911130MIN,"['Mark Lindsay', 'Phenizee Ransom', 'Ben Taylor']",11581
201911130ORL,"['Nick Buchert', 'Kevin Scott', 'Dedric Taylor']",15113
201911130POR,"['J.B. DeRosa', 'Gediminas Petraitis', 'Sean Wright']",19544
201911140CLE,"['Eric Dalen', 'Phenizee Ransom', 'Josh Tiven']",17374
201911140DEN,"['Mark Ayotte', 'Scott Foster', 'Jonathan Sterling']",18394
201911140MIL,"['Sean Corbin', 'Evan Scott', 'Ben Taylor']",17627
201911140NOP,"['Curtis Blair', 'Pat Fraher', 'Ashley Moyer-Gleich']",17147
201911140NYK,"['Ray Acosta', 'Derrick Collins', 'Tom Washington']",19812
201911140PHO,"['Kane Fitzgerald', 'Tyler Ford', 'Natalie Sago']",15143
201911150CHO,"['Tre Maddox', 'Matt Myers', 'Kevin Scott']",16778
201911150GSW,"['David Guthrie', 'J.T. Orr', 'Michael Smith']",18064
201911150HOU,"['Nick Buchert', 'Ken Mauer', 'Leon Wood']",18055
201911150LAL,"['Rodney Mott', 'Natalie Sago', 'Sean Wright']",18997
201911150MEM,"['Matt Boland', 'James Capers Jr.', 'Mark Lindsay']",16422
201911150MIN,"['Marc Davis', 'Dedric Taylor', 'Haywoode Workman']",12716
201911150OKC,"['Tony Brothers', 'Karl Lane', 'Derek Richardson']",18203
201911150ORL,"['Tony Brown', 'Marat Kogut', 'Aaron Smith']",16296
201911160CHI,"['Curtis Blair', 'John Goble', 'C.J. Washington']",19148
201911160DAL,"['Kevin Cutler', 'Evan Scott', 'Josh Tiven']",19926
201911160IND,"['Ed Malloy', 'Phenizee Ransom', 'Scott Wall']",17024
201911160LAC,"['Brian Forte', 'Scott Foster', 'Justin Van Duyne']",19068
201911160MIA,"['Brent Barnaky', 'Leroy Richardson', 'Zach Zarba']",19600
201911160MIN,"['Ray Acosta', 'Jonathan Sterling', 'James Williams']",18978
201911160NYK,"['Brandon Adair', 'Sean Corbin', 'Mitchell Ervin']",19401
201911160SAS,"['Tony Brothers', 'Eric Dalen', 'Jason Goldenberg']",18534
201911170CLE,"['Tyler Ford', 'Eric Lewis', 'Andy Nagy']",19432
201911170LAL,"['David Guthrie', 'Ashley Moyer-Gleich', 'Michael Smith']",18997
201911170MEM,"['Pat Fraher', 'Matt Myers', 'Dedric Taylor']",14227
201911170NOP,"['Mark Lindsay', 'Ken Mauer', 'Leon Wood']",16812
201911170ORL,"['James Capers Jr.', 'Suyash Mehta', 'Ben Taylor']",16344
201911170SAC,"['Mark Ayotte', 'Jacyn Goble', 'Scott Twardoski']",16633
201911180BRK,"['John Butler', 'Eric Lewis', 'Gediminas Petraitis']",14140
201911180CHI,"['Pat Fraher', 'Jason Goldenberg', 'Karl Lane']",17565
201911180DAL,"['Brent Barnaky', 'Kane Fitzgerald', 'Leroy Richardson']",19637
201911180HOU,"['Mark Lindsay', 'Jenna Schroeder', 'Tom Washington']",18055
201911180LAC,"['Jacyn Goble', 'Josh Tiven', 'Scott Twardoski']",19068
201911180NYK,"['John Goble', 'C.J. Washington', 'James Williams']",17097
201911180PHO,"['Kevin Cutler', 'Rodney Mott', 'Ashley Moyer-Gleich']",15193
201911180TOR,"['Tony Brown', 'Phenizee Ransom', 'Scott Wall']",19800
201911180UTA,"['Brian Forte', 'Scott Foster', 'Justin Van Duyne']",18306
201911190LAL,"['Marc Davis', 'Tre Maddox', 'J.T. Orr']",18997
201911190MEM,"['Marat Kogut', 'Natalie Sago', 'Kevin Scott']",14511
201911190NOP,"['James Capers Jr.', 'Jonathan Sterling', 'Ben Taylor']",15021
201911190SAC,"['David Guthrie', 'Derek Richardson', 'Michael Smith']",16732
201911200ATL,"['Ray Acosta', 'Mitchell Ervin', 'Kane Fitzgerald']",16441
201911200BRK,"['Pat Fraher', 'Simone Jelks', 'Karl Lane']",14011
201911200CHI,"['Tony Brothers', 'Derrick Collins', 'Ashley Moyer-Gleich']",18119
201911200DAL,"['J.B. DeRosa', 'Ed Malloy', 'Scott Twardoski']",19569
201911200DEN,"['Jacyn Goble', 'Rodney Mott', 'Josh Tiven']",17778
201911200LAC,"['Nick Buchert', 'Eric Dalen', 'Marc Davis']",19068
201911200MIA,"['Courtney Kirkland', 'Tom Washington', 'Haywoode Workman']",19600
201911200MIN,"['Tyler Ford', 'Jenna Schroeder', 'Sean Wright']",13177
201911200PHI,"['Ken Mauer', 'Gediminas Petraitis', 'Dedric Taylor']",20384
201911200TOR,"['Mark Ayotte', 'Matt Myers', 'Zach Zarba']",19800
201911200WAS,"['Matt Boland', 'Mousa Dagher', 'James Williams']",14579
201911210MIL,"['John Goble', 'Kevin Scott', 'Aaron Smith']",17385
201911210PHO,"['Eric Dalen', 'Tre Maddox', 'Josh Tiven']",13903
201911220BRK,"['Kevin Cutler', 'Kane Fitzgerald', 'C.J. Washington']",15619
201911220CHI,"['Scott Foster', 'Scott Twardoski', 'Justin Van Duyne']",18953
201911220DAL,"['Ray Acosta', 'Nate Green', 'Rodney Mott']",19639
201911220DEN,"['Tony Brothers', 'Derrick Collins', 'Jason Goldenberg']",19520
201911220DET,"['Curtis Blair', 'Mousa Dagher', 'Kevin Scott']",15399
201911220LAC,"['Brent Barnaky', 'Eric Lewis', 'Leon Wood']",19068
201911220OKC,"['J.B. DeRosa', 'Mitchell Ervin', 'Ed Malloy']",18203
201911220PHI,"['Mark Ayotte', 'Marat Kogut', 'Zach Zarba']",20927
201911220UTA,"['Nick Buchert', 'Sean Corbin', 'Brett Nansel']",18306
201911220WAS,"['John Butler', 'Brian Forte', 'Gediminas Petraitis']",15053
201911230ATL,"['Ken Mauer', 'J.T. Orr', 'Jonathan Sterling']",16931
201911230CHO,"['Jacyn Goble', 'Marat Kogut', 'James Williams']",17891
201911230CLE,"['John Butler', 'Pat Fraher', 'Gediminas Petraitis']",19432
201911230IND,"['Eric Dalen', 'John Goble', 'Leroy Richardson']",16446
201911230MEM,"['David Guthrie', 'Jenna Schroeder', 'Aaron Smith']",17794
201911230MIL,"['Scott Foster', 'Courtney Kirkland', 'Justin Van Duyne']",17585
201911230MIN,"['Simone Jelks', 'Karl Lane', 'Tom Washington']",17362
201911230NYK,"['James Capers Jr.', 'Evan Scott', 'Michael Smith']",19320
201911230PHI,"['Tony Brown', 'Brian Forte', 'Suyash Mehta']",21017
201911230UTA,"['Brent Barnaky', 'Eric Lewis', 'Derek Richardson']",18306
201911240DEN,"['Nick Buchert', 'Sean Corbin', 'Brett Nansel']",19520
201911240HOU,"['Derrick Collins', 'Mitchell Ervin', 'Sean Wright']",18055
201911240LAC,"['Tony Brothers', 'Jason Goldenberg', 'Rodney Mott']",19068
201911240NYK,"['Mark Lindsay', 'Natalie Sago', 'Ben Taylor']",18770
201911240WAS,"['Mark Ayotte', 'J.B. DeRosa', 'Tyler Ford']",15885
201911250ATL,"['Kevin Cutler', 'Courtney Kirkland', 'Dedric Taylor']",16218
201911250BOS,"['Tony Brown', 'Marat Kogut', 'Matt Myers']",19156
201911250CHI,"['Brian Forte', 'Ken Mauer', 'Jonathan Sterling']",18776
201911250CLE,"['Leroy Richardson', 'Kevin Scott', 'Michael Smith']",17143
201911250DET,"['Tyler Ford', 'Tre Maddox', 'Phenizee Ransom']",14695
201911250GSW,"['Brent Barnaky', 'Tony Brothers', 'Jason Goldenberg']",18064
201911250IND,"['James Capers Jr.', 'J.T. Orr', 'Justin Van Duyne']",15141
201911250MIA,"['David Guthrie', 'Jenna Schroeder', 'Scott Wall']",19600
201911250MIL,"['Karl Lane', 'Haywoode Workman', 'Zach Zarba']",17385
201911250SAS,"['Ray Acosta', 'Curtis Blair', 'Eric Lewis']",18498
201911250TOR,"['John Goble', 'Ben Taylor', 'C.J. Washington']",19800
201911260DAL,"['Eric Dalen', 'Brian Forte', 'Gediminas Petraitis']",20407
201911260DEN,"['Pat Fraher', 'Derek Richardson', 'Scott Twardoski']",18673
201911270BOS,"['James Capers Jr.', 'Jonathan Sterling', 'Scott Wall']",19156
201911270CHO,"['Karl Lane', 'J.T. Orr', 'Tom Washington']",15535
201911270CLE,"['Scott Foster', 'Ben Taylor', 'C.J. Washington']",17712
201911270GSW,"['Mousa Dagher', 'Pat Fraher', 'Aaron Smith']",18064
201911270HOU,"['Brandon Adair', 'Curtis Blair', 'Kevin Scott']",18055
201911270IND,"['Sean Corbin', 'Marat Kogut', 'Ashley Moyer-Gleich']",17027
201911270MEM,"['Ray Acosta', 'Kevin Cutler', 'Kane Fitzgerald']",16721
201911270MIL,"['Andy Nagy', 'Michael Smith', 'Josh Tiven']",17525
201911270NOP,"['Derrick Collins', 'Dedric Taylor', 'Zach Zarba']",18626
201911270PHI,"['Nick Buchert', 'Jacyn Goble', 'James Williams']",20592
201911270PHO,"['Tony Brothers', 'Courtney Kirkland', 'Leon Wood']",14123
201911270POR,"['Mark Lindsay', 'Rodney Mott', 'Phenizee Ransom']",19870
201911270SAS,"['Nate Green', 'Ed Malloy', 'Gediminas Petraitis']",18354
201911270TOR,"['J.B. DeRosa', 'Tyler Ford', 'Tre Maddox']",19800
201911290BRK,"['Brent Barnaky', 'J.B. DeRosa', 'Tom Washington']",17732
201911290CLE,"['David Guthrie', 'Tre Maddox', 'Ashley Moyer-Gleich']",19432
201911290DET,"['Marc Davis', 'Brett Nansel', 'Gediminas Petraitis']",15006
201911290IND,"['Derrick Collins', 'Kane Fitzgerald', 'Matt Myers']",15827
201911290LAL,"['Kevin Cutler', 'Rodney Mott', 'Phenizee Ransom']",18997
201911290MEM,"['Curtis Blair', 'Tony Brown', 'Mitchell Ervin']",16605
201911290MIA,"['Sean Corbin', 'Eric Lewis', 'Dedric Taylor']",19600
201911290NYK,"['Jason Goldenberg', 'Scott Wall', 'Sean Wright']",18109
201911290OKC,"['Ray Acosta', 'Jacyn Goble', 'Ken Mauer']",18203
201911290ORL,"['Ed Malloy', 'Evan Scott', 'Michael Smith']",17014
201911290PHO,"['Mousa Dagher', 'Pat Fraher', 'Mark Lindsay']",18055
201911290POR,"['Mark Ayotte', 'Courtney Kirkland', 'Derek Richardson']",20139
201911290SAS,"['John Goble', 'Simone Jelks', 'Scott Twardoski']",18354
201911300HOU,"['John Goble', 'Karl Lane', 'Leroy Richardson']",18055
201911300MIL,"['Eric Dalen', 'Tyler Ford', 'James Williams']",17550
201911300PHI,"['Brent Barnaky', 'Tony Brothers', 'Natalie Sago']",20517
201911300SAC,"['Kevin Scott', 'Aaron Smith', 'Leon Wood']",17583
201912010BRK,"['Scott Twardoski', 'Haywoode Workman', 'Zach Zarba']",17026
201912010DET,"['Brian Forte', 'Scott Foster', 'C.J. Washington']",14270
201912010LAC,"['Mark Lindsay', 'Kevin Scott', 'Aaron Smith']",19068
201912010LAL,"['Mark Ayotte', 'Tony Brown', 'Derek Richardson']",18997
201912010MIN,"['John Butler', 'Pat Fraher', 'Courtney Kirkland']",12276
201912010NOP,"['Sean Corbin', 'J.B. DeRosa', 'Sean Wright']",15427
201912010NYK,"['Matt Boland', 'Ashley Moyer-Gleich', 'Josh Tiven']",18005
201912010ORL,"['Brandon Adair', 'James Capers Jr.', 'Scott Wall']",15052
201912010TOR,"['Marc Davis', 'Brett Nansel', 'Gediminas Petraitis']",18132
201912020ATL,"['Jason Goldenberg', 'Scott Twardoski', 'Tom Washington']",14278
201912020CHO,"['David Guthrie', 'Tre Maddox', 'Natalie Sago']",11221
201912020MEM,"['Karl Lane', 'Ken Mauer', 'Jonathan Sterling']",11919
201912020MIL,"['Ray Acosta', 'Brian Forte', 'Eric Lewis']",17385
201912020PHI,"['Kane Fitzgerald', 'Ben Taylor', 'Justin Van Duyne']",20208
201912020SAC,"['Tony Brown', 'Mark Lindsay', 'J.T. Orr']",17257
201912030CLE,"['Nick Buchert', 'John Conley', 'Zach Zarba']",17504
201912030DEN,"['Mousa Dagher', 'Michael Smith', 'James Williams']",19658
201912030LAC,"['Derrick Collins', 'Scott Foster', 'Jacyn Goble']",19068
201912030NOP,"['Tony Brothers', 'Eric Dalen', 'Tyler Ford']",14664
201912030SAS,"['John Butler', 'James Capers Jr.', 'Kevin Scott']",18354
201912030TOR,"['Kane Fitzgerald', 'Marat Kogut', 'Andy Nagy']",19800
201912030WAS,"['Brent Barnaky', 'Brett Nansel', 'Josh Tiven']",13159
201912040ATL,"['Nick Buchert', 'Ed Malloy', 'Suyash Mehta']",15694
201912040BOS,"['Karl Lane', 'Derek Richardson', 'Sean Wright']",19156
201912040CHI,"['Simone Jelks', 'Ben Taylor', 'Tom Washington']",15017
201912040CHO,"['Ken Mauer', 'Aaron Smith', 'Jonathan Sterling']",14355
201912040DAL,"['Brandon Adair', 'David Guthrie', 'J.T. Orr']",19671
201912040DET,"['Matt Boland', 'Pat Fraher', 'Scott Twardoski']",15742
201912040OKC,"['Eric Lewis', 'Leroy Richardson', 'Scott Wall']",18203
201912040ORL,"['Sean Corbin', 'Courtney Kirkland', 'C.J. Washington']",15176
201912040POR,"['Kevin Cutler', 'Mousa Dagher', 'James Williams']",19393
201912040UTA,"['Derrick Collins', 'Scott Foster', 'Jacyn Goble']",18306
201912050NOP,"['John Butler', 'James Capers Jr.', 'Michael Smith']",15607
201912050NYK,"['Eric Dalen', 'Marc Davis', 'Dedric Taylor']",18171
201912050TOR,"['Pat Fraher', 'Mark Lindsay', 'Natalie Sago']",19800
201912050WAS,"['Mitchell Ervin', 'Jason Goldenberg', 'Sean Wright']",16554
201912060BOS,"['Mark Lindsay', 'Ed Malloy', 'Justin Van Duyne']",19156
201912060CHI,"['Lauren Holtkamp-Sterling', 'Eric Lewis', 'Gediminas Petraitis']",18841
201912060CHO,"['Curtis Blair', 'Brett Nansel', 'Josh Tiven']",15075
201912060CLE,"['Brian Forte', 'Nate Green', 'Karl Lane']",18446
201912060DET,"['Tony Brothers', 'Jacyn Goble', 'Aaron Smith']",14894
201912060MIA,"['Courtney Kirkland', 'Ken Mauer', 'Leroy Richardson']",19600
201912060MIL,"['Kane Fitzgerald', 'Jonathan Sterling', 'Ben Taylor']",17732
201912060OKC,"['Mark Ayotte', 'Scott Foster', 'Haywoode Workman']",18203
201912060POR,"['John Goble', 'Tre Maddox', 'Leon Wood']",19912
201912060SAS,"['Matt Boland', 'J.B. DeRosa', 'David Guthrie']",18354
201912070DAL,"['Nick Buchert', 'Sean Corbin', 'Ashley Moyer-Gleich']",19456
201912070HOU,"['Tony Brown', 'Jason Goldenberg', 'Marat Kogut']",18055
201912070NYK,"['Simone Jelks', 'J.T. Orr', 'Tom Washington']",19110
201912070PHI,"['Kevin Cutler', 'Jenna Schroeder', 'Josh Tiven']",20844
201912070UTA,"['John Goble', 'Suyash Mehta', 'Scott Wall']",18306
201912080BRK,"['Derrick Collins', 'Courtney Kirkland', 'Leroy Richardson']",16679
201912080CHO,"['J.B. DeRosa', 'Gediminas Petraitis', 'Zach Zarba']",15489
