,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201502090PHI,GSW,PHI,GSW,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",24,20,17,23,[],84,1,2.0,"['fraziti01', 'mbahalu01', 'noelne01', 'covinro01', 'sampsja02', 'thompho01', 'grantje01', 'mcdankj01', 'simshe01', 'thomama01', 'cartemi01', 'aldemfu01']","[12, 40]",0,20,26,21,22,[],89,1,2.0,"['curryst01', 'bogutan01', 'thompkl01', 'greendr01', 'barneha02', 'iguodan01', 'barbole01', 'leeda02', 'livinsh01', 'speigma01', 'rushbr01', 'holidju01', 'ezelife01']","[40, 9]",1,none,249955087.0,1319277492.0
201502090WAS,WAS,WAS,ORL,7:00p,"Verizon Center, Washington, District of Columbia",24,19,31,22,[],96,1,2.0,"['walljo01', 'gortama01', 'templga01', 'piercpa01', 'hilarne01', 'butlera01', 'goodedr01', 'serapke01', 'millean02', 'webstma02', 'porteot01', 'humphkr01', 'blairde01']","[32, 20]",3,16,19,19,26,[],80,-1,1.0,"['oladivi01', 'paytoel01', 'vucevni01', 'fryech01', 'gordoaa01', 'fournev01', 'greenwi01', 'dedmode01', 'oquinky01', 'harklma01', 'gordobe01', 'marblde01', 'nichoan01']","[16, 38]",0,division,1156086673.0,799015657.0
201502100CHI,CHI,CHI,SAC,8:00p,"United Center, Chicago, Illinois",30,27,27,20,[],104,2,2.0,"['gasolpa01', 'rosede01', 'dunlemi02', 'butleji01', 'noahjo01', 'snellto01', 'gibsota01', 'brookaa01', 'mirotni01', 'mooreet01', 'mcderdo01', 'bairsca01', 'mohamna01']","[32, 20]",0,26,23,15,22,[],86,1,2.0,"['gayru01', 'mclembe01', 'couside01', 'sessira01', 'thompja02', 'mccalra01', 'landrca01', 'casspom01', 'evansre01', 'holliry01', 'stausni01', 'willide02']","[18, 32]",1,none,1139554214.0,525090437.0
201502100CHO,DET,CHO,DET,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",27,19,14,18,[],78,-2,2.0,"['roberbr01', 'hendege02', 'tayloje03', 'jeffeal01', 'zelleco01', 'hairspj02', 'willima02', 'stephla01', 'maxieja01', 'vonleno01', 'willima01', 'kiddgmi01', 'danietr01']","[22, 29]",0,26,28,29,23,[],106,-1,2.0,"['monrogr01', 'drumman01', 'augusdj01', 'singlky01', 'caldwke01', 'meeksjo01', 'tollian01', 'lucasjo02', 'jerebjo01', 'anthojo01', 'datomlu01', 'dinwisp01', 'martica01']","[20, 32]",0,conference,622562562.0,559208663.0
201502100LAL,DEN,LAL,DEN,10:30p,"STAPLES Center, Los Angeles, California",29,19,23,25,[],96,-4,2.0,"['ellinwa01', 'clarkjo01', 'kellyry01', 'sacrero01', 'blackta01', 'boozeca01', 'youngni01', 'johnswe01', 'davised01', 'linje01', 'pricero01', 'hilljo01', 'bryanko01']","[13, 38]",1,24,21,26,35,[],106,-6,1.0,"['lawsoty01', 'chandwi01', 'afflaar01', 'farieke01', 'nurkiju01', 'arthuda01', 'hicksjj01', 'foyera01', 'gallida01', 'mcgeeja01', 'harriga01', 'greener01', 'geeal01']","[19, 33]",1,conference,849624601.0,735023373.0
201502100MEM,MEM,MEM,BRK,8:00p,"FedEx Forum, Memphis, Tennessee",32,20,23,20,[],95,1,2.0,"['greenje02', 'randoza01', 'gasolma01', 'conlemi01', 'leeco01', 'allento01', 'udrihbe01', 'koufoko01', 'leuerjo01', 'calatni01', 'greenja01', 'adamsjo01']","[38, 13]",1,15,25,22,24,[],86,-2,1.0,"['johnsjo02', 'plumlma01', 'jackja01', 'anderal01', 'garneke01', 'willide01', 'lopezbr01', 'jordaje01', 'bogdabo02', 'jeffeco01', 'brownma02', 'morrida01', 'karasse01']","[21, 30]",0,none,990993874.0,1096934470.0
201502100PHO,HOU,PHO,HOU,8:00p,"US Airways Center, Phoenix, Arizona",23,38,28,29,[],118,-1,2.0,"['bledser01', 'tuckepj01', 'dragigo01', 'morrima02', 'plumlmi01', 'thomais02', 'morrima03', 'greenge01', 'wrighbr03', 'warretj01', 'lenal01', 'ennisty01', 'dragizo01']","[29, 24]",0,41,29,18,39,[],127,-1,2.0,"['hardeja01', 'arizatr01', 'beverpa01', 'motiedo01', 'dorsejo01', 'smithjo03', 'breweco01', 'papanko01', 'terryja01', 'johnsni01', 'capelca01', 'canaais01']","[35, 16]",2,conference,715747292.0,833891013.0
201502110BOS,BOS,BOS,ATL,7:30p,"TD Garden, Boston, Massachusetts",13,21,27,28,[],89,-1,4.0,"['turneev01', 'bradlav01', 'sullija01', 'smartma01', 'bassbr01', 'princta01', 'thornma01', 'youngja01', 'zellety01', 'crowdja01', 'wallage01', 'randosh01', 'pressph01']","[19, 31]",0,23,26,23,16,[],88,1,2.0,"['korveky01', 'horfoal01', 'millspa01', 'carrode01', 'teaguje01', 'bazemke01', 'schrode01', 'scottmi01', 'anticpe01', 'muscami01', 'macksh01', 'jenkijo01', 'brandel01']","[43, 10]",2,conference,584724921.0,1098404162.0
201502110CLE,CLE,CLE,MIA,8:00p,"Quicken Loans Arena, Cleveland, Ohio",38,21,26,28,[],113,1,3.0,"['irvinky01', 'mozgoti01', 'smithjr01', 'jamesle01', 'loveke01', 'thomptr01', 'shumpim01', 'dellama01', 'mariosh01', 'harrijo01', 'haywobr01', 'jonesja02', 'millemi01']","[32, 21]",0,23,25,21,24,[],93,1,2.0,"['denglu01', 'chalmma01', 'boshch01', 'whiteha01', 'napiesh01', 'coleno01', 'anderch01', 'johnsty01', 'hasleud01', 'grangda01', 'hamilju01', 'willish03']","[22, 29]",1,conference,1578260539.0,811066544.0
201502110DAL,DAL,DAL,UTA,8:30p,"American Airlines Center, Dallas, Texas",22,17,25,23,[],87,-1,2.0,"['ellismo01', 'bareajo01', 'parsoch01', 'nowitdi01', 'smithgr02', 'harride01', 'jamesbe01', 'aminual01', 'villach01', 'jefferi01', 'poweldw01', 'ledori01', 'feltora01']","[35, 19]",2,9,28,20,25,[],82,2,2.0,"['haywago01', 'millsel01', 'favorde01', 'exumda01', 'kanteen01', 'burketr01', 'goberru01', 'booketr01', 'novakst01', 'clarkia01', 'inglejo01', 'evansje01']","[19, 33]",0,conference,966177080.0,777187408.0
201502110DET,SAS,DET,SAS,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",12,27,24,24,[],87,1,1.0,"['caldwke01', 'drumman01', 'augusdj01', 'monrogr01', 'singlky01', 'meeksjo01', 'tollian01', 'jerebjo01', 'lucasjo02', 'anthojo01', 'datomlu01', 'dinwisp01', 'martica01']","[21, 32]",1,20,28,34,22,[],104,1,2.0,"['parketo01', 'greenda02', 'leonaka01', 'baynear01', 'duncati01', 'ginobma01', 'belinma01', 'splitti01', 'millspa02', 'diawbo01', 'josepco01', 'bonnema01', 'pendeje02']","[33, 19]",0,none,559208663.0,1216511612.0
201502110LAC,LAC,LAC,HOU,10:30p,"STAPLES Center, Los Angeles, California",26,28,26,30,[],110,1,2.0,"['jordade01', 'paulch01', 'redicjj01', 'barnema02', 'hawessp01', 'crawfja01', 'davisgl01', 'riverau01', 'turkohe01', 'wilcocj01', 'udohek01', 'jonesda02', 'griffbl01']","[34, 19]",1,26,30,23,16,[],95,1,1.0,"['arizatr01', 'hardeja01', 'beverpa01', 'motiedo01', 'dorsejo01', 'smithjo03', 'breweco01', 'papanko01', 'terryja01', 'canaais01', 'capelca01', 'johnsni01']","[36, 16]",0,conference,1304870170.0,833891013.0
201502110MIL,MIL,MIL,SAC,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",29,31,27,24,[],111,2,2.0,"['antetgi01', 'knighbr03', 'dudleja01', 'middlkh01', 'hensojo01', 'pachuza01', 'mayooj01', 'gutiejo01', 'obryajo01', 'bayleje01', 'ilyaser01', 'sandela01', 'martike01']","[29, 23]",1,29,22,18,34,[],103,-1,1.0,"['gayru01', 'couside01', 'mclembe01', 'sessira01', 'casspom01', 'willide02', 'mccalra01', 'thompja02', 'landrca01', 'stausni01', 'holliry01', 'evansre01']","[18, 33]",0,none,875558754.0,525090437.0
201502110MIN,GSW,MIN,GSW,8:00p,"Target Center, Minneapolis, Minnesota",25,21,21,24,[],91,-1,2.0,"['wiggian01', 'youngth01', 'martike02', 'pekovni01', 'rubiori01', 'lavinza01', 'muhamsh01', 'dienggo01', 'bennean01', 'budinch01', 'robingl02', 'paynead01', 'brownlo01']","[11, 41]",0,28,28,17,21,[],94,2,2.0,"['greendr01', 'curryst01', 'bogutan01', 'thompkl01', 'barneha02', 'iguodan01', 'barbole01', 'speigma01', 'leeda02', 'livinsh01', 'rushbr01', 'holidju01', 'ezelife01']","[41, 9]",2,conference,768221703.0,1319277492.0
201502110NOP,IND,NOP,IND,8:00p,"Smoothie King Center, New Orleans, Louisiana",18,17,25,33,[],93,-2,2.0,"['asikom01', 'ajincal01', 'gordoer01', 'evansty01', 'cunnida01', 'babbilu01', 'douglto01', 'pondequ01', 'fredeji01', 'witheje01', 'salmojo01', 'davisan02', 'anderry01']","[27, 25]",0,32,25,32,17,[],106,-1,2.0,"['hillge01', 'westda01', 'hillso01', 'milescj01', 'hibbero01', 'watsocj01', 'rudezda01', 'mahinia01', 'scolalu01', 'stuckro01', 'sloando01', 'whittsh01', 'copelch01']","[20, 33]",1,none,771452233.0,624224778.0
201502110OKC,OKC,OKC,MEM,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",35,31,19,20,[],105,2,2.0,"['duranke01', 'westbru01', 'perkike01', 'ibakase01', 'roberan03', 'collini01', 'waitedi01', 'morroan01', 'jacksre01', 'mcgarmi01', 'jonespe01', 'smithis01', 'lambje01']","[27, 25]",0,26,22,21,20,[],89,2,1.0,"['randoza01', 'greenje02', 'gasolma01', 'leeco01', 'conlemi01', 'allento01', 'koufoko01', 'calatni01', 'udrihbe01', 'leuerjo01', 'adamsjo01', 'smithru01', 'greenja01']","[39, 13]",2,conference,1193613881.0,992626838.0
201502110ORL,ORL,ORL,NYK,7:00p,"Amway Center, Orlando, Florida",27,17,20,25,[],89,-2,2.0,"['vucevni01', 'oladivi01', 'paytoel01', 'fournev01', 'fryech01', 'greenwi01', 'dedmode01', 'oquinky01', 'ridnolu01', 'gordoaa01', 'gordobe01', 'nichoan01', 'harklma01']","[16, 39]",1,24,23,13,23,[],83,-4,2.0,"['caldejo01', 'smithja02', 'hardati02', 'gallola01', 'amundlo01', 'larkish01', 'prigipa01', 'bargnan01', 'earlycl01', 'stoudam01', 'aldrico01', 'acyqu01', 'weartr01']","[10, 42]",1,conference,842555197.0,551512755.0
201502110POR,POR,POR,LAL,10:00p,"Moda Center, Portland, Oregon",32,22,34,14,[],102,1,3.0,"['batumni01', 'matthwe02', 'aldrila01', 'lillada01', 'lopezro01', 'leoname01', 'blakest01', 'mccolcj01', 'robinth01', 'crabbal01', 'bartowi01', 'clavevi01', 'wrighdo01']","[35, 17]",2,24,22,19,21,[],86,-5,1.0,"['ellinwa01', 'clarkjo01', 'sacrero01', 'kellyry01', 'blackta01', 'davised01', 'johnswe01', 'boozeca01', 'linje01', 'youngni01', 'pricero01', 'hilljo01', 'bryanko01']","[13, 39]",0,conference,1218197733.0,849624601.0
201502110TOR,TOR,TOR,WAS,7:30p,"Air Canada Centre, Toronto, Canada",27,22,26,20,[],95,2,3.0,"['derozde01', 'johnsam01', 'lowryky01', 'johnsja01', 'valanjo01', 'willilo02', 'pattepa01', 'vasqugr01', 'rosste01', 'hansbty01', 'stiemgr01', 'hayesch01', 'fieldla01']","[35, 17]",2,25,22,29,17,[],93,2,2.0,"['walljo01', 'piercpa01', 'gortama01', 'hilarne01', 'porteot01', 'goodedr01', 'templga01', 'butlera01', 'serapke01', 'millean02', 'webstma02', 'humphkr01', 'blairde01']","[33, 20]",0,conference,995106462.0,1156086673.0
201502120CHI,CHI,CHI,CLE,8:00p,"United Center, Chicago, Illinois",30,25,32,26,[],113,3,2.0,"['rosede01', 'snellto01', 'gasolpa01', 'noahjo01', 'dunlemi02', 'gibsota01', 'mirotni01', 'brookaa01', 'mcderdo01', 'mooreet01', 'mohamna01', 'bairsca01']","[33, 20]",0,26,22,29,21,[],98,2,1.0,"['irvinky01', 'jamesle01', 'thomptr01', 'smithjr01', 'mozgoti01', 'jonesja02', 'shumpim01', 'dellama01', 'mariosh01', 'millemi01', 'loveke01', 'haywobr01']","[33, 21]",2,division,958617748.0,1524597293.0
201502190LAC,LAC,LAC,SAS,10:30p,"STAPLES Center, Los Angeles, California",27,25,38,29,[],119,2,8.0,"['paulch01', 'redicjj01', 'jordade01', 'barnema02', 'hawessp01', 'crawfja01', 'davisgl01', 'turkohe01', 'wilcocj01', 'udohek01', 'riverau01', 'jonesda02', 'griffbl01']","[35, 19]",1,24,31,33,27,[],115,2,8.0,"['parketo01', 'duncati01', 'greenda02', 'leonaka01', 'baynear01', 'belinma01', 'ginobma01', 'diawbo01', 'splitti01', 'millspa02', 'bonnema01', 'josepco01', 'pendeje02']","[34, 19]",2,conference,1304870170.0,1216511612.0
201502190OKC,OKC,OKC,DAL,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",25,27,31,21,[],104,3,8.0,"['ibakase01', 'duranke01', 'westbru01', 'collini01', 'roberan03', 'morroan01', 'waitedi01', 'mcgarmi01', 'jonespe01', 'lambje01', 'adamsst01']","[28, 25]",0,19,17,29,24,[],89,1,8.0,"['parsoch01', 'ellismo01', 'chandty01', 'nowitdi01', 'rondora01', 'harride01', 'aminual01', 'bareajo01', 'villach01', 'jamesbe01', 'jefferi01', 'smithgr02', 'feltora01']","[36, 19]",1,conference,1126806952.0,1211766830.0
201502200ATL,TOR,ATL,TOR,7:30p,"Philips Arena, Atlanta, Georgia",26,19,13,22,[],80,-1,9.0,"['millspa01', 'carrode01', 'korveky01', 'horfoal01', 'teaguje01', 'scottmi01', 'schrode01', 'bazemke01', 'macksh01', 'anticpe01', 'jenkijo01', 'muscami01', 'brandel01']","[43, 11]",1,26,23,28,28,[],105,3,9.0,"['derozde01', 'johnsam01', 'lowryky01', 'valanjo01', 'johnsja01', 'willilo02', 'vasqugr01', 'rosste01', 'pattepa01', 'hansbty01', 'hayesch01', 'fieldla01', 'stiemgr01']","[36, 17]",2,conference,1098404162.0,995106462.0
201502200DAL,DAL,DAL,HOU,8:30p,"American Airlines Center, Dallas, Texas",24,30,33,24,[],111,-1,1.0,"['chandty01', 'ellismo01', 'parsoch01', 'nowitdi01', 'rondora01', 'aminual01', 'harride01', 'villach01', 'bareajo01', 'jefferi01', 'smithgr02', 'jamesbe01', 'feltora01']","[36, 20]",0,20,23,24,33,[],100,-1,9.0,"['hardeja01', 'arizatr01', 'beverpa01', 'motiedo01', 'dorsejo01', 'joneste01', 'smithjo03', 'breweco01', 'terryja01', 'papanko01', 'prigipa01', 'mcdankj01', 'capelca01']","[36, 17]",2,division,1211766830.0,847867877.0
201502200DET,DET,DET,CHI,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",22,23,32,23,[],100,-1,9.0,"['drumman01', 'monrogr01', 'butleca01', 'dinwisp01', 'caldwke01', 'tollian01', 'meeksjo01', 'lucasjo02', 'martica01', 'princta01', 'jacksre01', 'anthojo01']","[21, 33]",0,23,30,15,23,[],91,4,8.0,"['butleji01', 'noahjo01', 'rosede01', 'gasolpa01', 'dunlemi02', 'gibsota01', 'hinriki01', 'brookaa01', 'snellto01', 'mirotni01', 'mooreet01', 'mohamna01', 'mcderdo01']","[34, 20]",1,division,700252635.0,1209894087.0
201502200GSW,GSW,GSW,SAS,10:30p,"Oracle Arena, Oakland, California",27,35,27,21,[],110,3,9.0,"['greendr01', 'thompkl01', 'curryst01', 'barneha02', 'bogutan01', 'iguodan01', 'leeda02', 'livinsh01', 'barbole01', 'speigma01', 'ezelife01', 'holidju01', 'rushbr01']","[42, 9]",0,29,26,13,31,[],99,-1,1.0,"['baynear01', 'duncati01', 'parketo01', 'greenda02', 'leonaka01', 'millspa02', 'diawbo01', 'belinma01', 'ginobma01', 'splitti01', 'josepco01', 'willire02', 'bonnema01']","[34, 20]",1,conference,1319277492.0,1216408424.0
201502200LAL,BRK,LAL,BRK,10:30p,"STAPLES Center, Los Angeles, California",32,25,20,28,[],105,-6,9.0,"['clarkjo01', 'kellyry01', 'ellinwa01', 'sacrero01', 'blackta01', 'hilljo01', 'davised01', 'pricero01', 'youngni01', 'linje01', 'johnswe01', 'bryanko01', 'boozeca01']","[13, 40]",0,34,22,40,18,[],114,-3,10.0,"['willide01', 'bogdabo02', 'johnsjo02', 'anderal01', 'plumlma01', 'lopezbr01', 'brownma02', 'youngth01', 'morrida01', 'jeffeco01', 'jordaje01', 'karasse01', 'jackja01']","[21, 31]",0,none,849624601.0,890194859.0
201502200MIL,MIL,MIL,DEN,8:30p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",19,23,28,19,[],89,3,9.0,"['dudleja01', 'bayleje01', 'middlkh01', 'antetgi01', 'hensojo01', 'pachuza01', 'mayooj01', 'ennisty01', 'obryajo01', 'plumlmi01', 'ilyaser01', 'cartemi01']","[30, 23]",0,21,23,21,16,[],81,1,10.0,"['chandwi01', 'nelsoja01', 'gallida01', 'nurkiju01', 'farieke01', 'foyera01', 'arthuda01', 'hicksjj01', 'greener01', 'harriga01', 'lawsoty01', 'lauvejo01']","[20, 33]",0,none,733678738.0,669699953.0
201502200MIN,MIN,MIN,PHO,8:00p,"Target Center, Minneapolis, Minnesota",26,26,28,31,[],111,-2,9.0,"['wiggian01', 'rubiori01', 'pekovni01', 'martike02', 'bennean01', 'dienggo01', 'paynead01', 'muhamsh01', 'lavinza01', 'nealga01', 'robingl02', 'budinch01', 'brownlo01']","[11, 42]",0,24,18,35,32,[],109,-2,10.0,"['morrima02', 'bledser01', 'lenal01', 'greenge01', 'tuckepj01', 'morrima03', 'goodwar01', 'wrighbr03', 'warretj01', 'bullore01', 'thornma01', 'knighbr03', 'grangda01']","[29, 25]",2,conference,641902693.0,683589457.0
201502200NYK,MIA,NYK,MIA,7:30p,"Madison Square Garden (IV), New York, New York",26,22,20,19,[],87,-5,9.0,"['gallola01', 'caldejo01', 'earlycl01', 'smithja02', 'amundlo01', 'hardati02', 'bargnan01', 'thomala01', 'weartr01', 'acyqu01', 'aldrico01', 'shvedal01', 'larkish01']","[10, 43]",0,25,33,29,24,[],111,-1,9.0,"['chalmma01', 'denglu01', 'hasleud01', 'wadedw01', 'whiteha01', 'napiesh01', 'johnsty01', 'anderch01', 'ennisja01', 'mcrobjo01', 'boshch01']","[22, 30]",2,conference,411692474.0,958075305.0
201502200ORL,ORL,ORL,NOP,7:00p,"Amway Center, Orlando, Florida",19,24,30,22,[],95,1,9.0,"['fournev01', 'vucevni01', 'paytoel01', 'oladivi01', 'fryech01', 'greenwi01', 'nichoan01', 'dedmode01', 'ridnolu01', 'gordoaa01', 'oquinky01', 'harklma01', 'gordobe01']","[17, 39]",0,20,27,24,13,[],84,-3,9.0,"['davisan02', 'gordoer01', 'evansty01', 'asikom01', 'cunnida01', 'pondequ01', 'anderry01', 'fredeji01', 'ajincal01', 'babbilu01', 'witheje01']","[27, 26]",1,none,842555197.0,702925282.0
201502200PHI,IND,PHI,IND,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",16,24,28,27,[],95,-1,11.0,"['noelne01', 'fraziti01', 'mbahalu01', 'covinro01', 'richaja01', 'grantje01', 'thompho01', 'sampsja02', 'simshe01', 'mcgeeja01', 'aldemfu01', 'thomama01']","[12, 41]",1,23,35,29,19,[],106,1,9.0,"['milescj01', 'westda01', 'hillge01', 'hibbero01', 'hillso01', 'stuckro01', 'scolalu01', 'rudezda01', 'watsocj01', 'mahinia01', 'allenla01', 'sloando01', 'copelch01']","[21, 33]",1,conference,395849139.0,638054150.0
201502200SAC,SAC,SAC,BOS,10:00p,"Sleep Train Arena, Sacramento, California",28,28,26,27,[],109,-2,9.0,"['mclembe01', 'gayru01', 'couside01', 'mccalra01', 'landrca01', 'casspom01', 'thompja02', 'millean02', 'willide02', 'stockda01', 'stausni01', 'holliry01']","[18, 34]",0,27,24,23,27,[],101,1,9.0,"['bradlav01', 'turneev01', 'bassbr01', 'smartma01', 'zellety01', 'crowdja01', 'youngja01', 'randosh01', 'wallage01', 'pressph01', 'olynyke01']","[20, 31]",1,none,555930014.0,524680727.0
201502200UTA,UTA,UTA,POR,9:00p,"EnergySolutions Arena, Salt Lake City, Utah",18,21,26,27,[],92,-1,9.0,"['favorde01', 'inglejo01', 'haywago01', 'goberru01', 'exumda01', 'burketr01', 'millsel01', 'booketr01', 'evansje01', 'hoodro01', 'clarkia01']","[19, 34]",0,24,19,16,17,[],76,2,9.0,"['lillada01', 'aldrila01', 'batumni01', 'matthwe02', 'lopezro01', 'mccolcj01', 'blakest01', 'kamanch01', 'leoname01', 'crabbal01', 'wrighdo01']","[36, 17]",1,division,678881732.0,1221503928.0
201502200WAS,CLE,WAS,CLE,8:00p,"Verizon Center, Washington, District of Columbia",26,25,20,18,[],89,-1,9.0,"['walljo01', 'porteot01', 'piercpa01', 'gortama01', 'hilarne01', 'webstma02', 'butlera01', 'humphkr01', 'blairde01', 'goodedr01', 'templga01', 'sessira01', 'serapke01']","[33, 21]",1,35,30,29,33,[],127,-1,8.0,"['irvinky01', 'loveke01', 'mozgoti01', 'smithjr01', 'jamesle01', 'dellama01', 'thomptr01', 'shumpim01', 'millemi01', 'jonesja02', 'harrijo01', 'haywobr01', 'mariosh01']","[33, 22]",1,conference,1093124134.0,1578260539.0
201502210CHI,CHI,CHI,PHO,8:00p,"United Center, Chicago, Illinois",33,19,29,31,[],112,-1,1.0,"['butleji01', 'noahjo01', 'gasolpa01', 'dunlemi02', 'rosede01', 'gibsota01', 'brookaa01', 'snellto01', 'mirotni01', 'mooreet01', 'mohamna01', 'mcderdo01', 'bairsca01']","[34, 21]",0,28,28,27,24,[],107,-3,1.0,"['morrima02', 'lenal01', 'bledser01', 'tuckepj01', 'greenge01', 'morrima03', 'knighbr03', 'wrighbr03', 'goodwar01', 'warretj01', 'thornma01', 'bullore01', 'barroea01']","[29, 26]",1,none,1139554214.0,615715730.0
201502210CHO,OKC,CHO,OKC,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",30,26,27,20,[],103,-3,11.0,"['willima01', 'jeffeal01', 'hendege02', 'kiddgmi01', 'zelleco01', 'willima02', 'stephla01', 'maxieja01', 'roberbr01', 'tayloje03', 'vonleno01', 'hairspj02', 'danietr01']","[22, 30]",0,28,31,27,24,[],110,4,2.0,"['westbru01', 'ibakase01', 'kanteen01', 'singlky01', 'roberan03', 'waitedi01', 'augusdj01', 'morroan01', 'collini01', 'mcgarmi01', 'novakst01', 'lambje01', 'jonespe01']","[29, 25]",1,none,622562562.0,902866896.0
201502210HOU,HOU,HOU,TOR,8:00p,"Toyota Center, Houston, Texas",20,20,28,30,[],98,-2,1.0,"['motiedo01', 'hardeja01', 'arizatr01', 'beverpa01', 'dorsejo01', 'breweco01', 'joneste01', 'smithjo03', 'terryja01', 'papanko01', 'mcdankj01', 'prigipa01']","[36, 18]",0,18,18,17,23,[],76,4,1.0,"['derozde01', 'lowryky01', 'johnsja01', 'valanjo01', 'johnsam01', 'pattepa01', 'vasqugr01', 'rosste01', 'hansbty01', 'fieldla01', 'hayesch01', 'noguelu01', 'stiemgr01']","[37, 17]",0,none,778512093.0,916371448.0
201502210LAC,LAC,LAC,SAC,10:00p,"STAPLES Center, Los Angeles, California",24,42,31,29,[],126,3,2.0,"['barnema02', 'paulch01', 'redicjj01', 'hawessp01', 'jordade01', 'riverau01', 'turkohe01', 'crawfja01', 'davisgl01', 'wilcocj01', 'jonesda02', 'udohek01', 'griffbl01']","[36, 19]",1,29,18,18,34,[],99,1,1.0,"['gayru01', 'mclembe01', 'couside01', 'mccalra01', 'thompja02', 'casspom01', 'millean02', 'willide02', 'stausni01', 'landrca01', 'holliry01', 'stockda01', 'collida01']","[19, 34]",1,division,1304870170.0,599424976.0
201502210MIA,NOP,MIA,NOP,7:30p,"AmericanAirlines Arena, Miami, Florida",14,28,23,26,[],91,1,1.0,"['dragigo01', 'denglu01', 'wadedw01', 'whiteha01', 'hasleud01', 'chalmma01', 'ennisja01', 'anderch01', 'napiesh01', 'johnsty01', 'walkebi01', 'dragizo01']","[23, 30]",0,25,27,33,20,[],105,-4,1.0,"['gordoer01', 'evansty01', 'asikom01', 'pondequ01', 'davisan02', 'coleno01', 'cunnida01', 'babbilu01', 'ajincal01', 'anderry01', 'witheje01', 'hamilju01', 'fredeji01']","[27, 27]",0,none,840399882.0,718312568.0
201502220DAL,DAL,DAL,CHO,7:30p,"American Airlines Center, Dallas, Texas",28,17,22,25,[],92,1,2.0,"['ellismo01', 'jefferi01', 'chandty01', 'rondora01', 'nowitdi01', 'aminual01', 'harride01', 'villach01', 'stoudam01', 'bareajo01', 'smithgr02', 'jamesbe01', 'feltora01']","[37, 20]",1,16,19,21,25,[],81,-4,1.0,"['willima01', 'jeffeal01', 'kiddgmi01', 'zelleco01', 'hendege02', 'stephla01', 'willima02', 'roberbr01', 'maxieja01', 'tayloje03', 'danietr01', 'vonleno01', 'hairspj02']","[22, 31]",0,none,1252285623.0,622562562.0
201502220DET,DET,DET,WAS,3:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",27,20,35,24,[],106,1,2.0,"['monrogr01', 'drumman01', 'caldwke01', 'jacksre01', 'butleca01', 'tollian01', 'meeksjo01', 'martica01', 'dinwisp01', 'princta01', 'millequ01', 'lucasjo02', 'anthojo01']","[22, 33]",0,22,30,19,18,[],89,-2,2.0,"['walljo01', 'gortama01', 'templga01', 'piercpa01', 'hilarne01', 'butlera01', 'porteot01', 'sessira01', 'humphkr01', 'serapke01', 'webstma02', 'blairde01', 'goodedr01']","[33, 22]",1,conference,701930463.0,1093124134.0
201502220IND,IND,IND,GSW,6:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",26,32,23,23,[],104,2,2.0,"['hillge01', 'westda01', 'milescj01', 'hibbero01', 'hillso01', 'stuckro01', 'watsocj01', 'mahinia01', 'scolalu01', 'rudezda01', 'sloando01', 'copelch01', 'allenla01']","[22, 33]",0,38,19,21,20,[],98,4,2.0,"['thompkl01', 'greendr01', 'barneha02', 'bogutan01', 'livinsh01', 'iguodan01', 'barbole01', 'leeda02', 'holidju01', 'rushbr01', 'speigma01', 'ezelife01', 'curryst01']","[43, 9]",1,none,638054150.0,1319277492.0
201502220LAL,LAL,LAL,BOS,9:30p,"STAPLES Center, Los Angeles, California",26,30,17,33,[],118,-7,2.0,"['ellinwa01', 'boozeca01', 'kellyry01', 'clarkjo01', 'sacrero01', 'johnswe01', 'linje01', 'davised01', 'youngni01', 'hilljo01', 'pricero01', 'blackta01', 'bryanko01']","[13, 41]",0,32,26,20,28,[],111,-1,2.0,"['bradlav01', 'bassbr01', 'zellety01', 'turneev01', 'smartma01', 'crowdja01', 'thomais02', 'youngja01', 'wallage01', 'jerebjo01', 'randosh01', 'pressph01', 'datomlu01']","[20, 32]",1,none,849624601.0,527476059.0
