,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202201030MIL,,,,,,1/3/2022 20:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,0.0,,,34
202201030NOP,,,,,,1/3/2022 20:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,1.0,,,36
202201030PHI,,,,,,1/3/2022 19:00,,,,,,,,,,4.0,,,,,,35,,,,,,,,2.0,,,0.0,,,37
202201030POR,,,,,,1/3/2022 22:00,,,,,,,,,,3.0,,,,,,35,,,,,,,,3.0,,,0.0,,,35
202201030WAS,,,,,,1/3/2022 19:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,1.0,,,2.0,,,37
202201040CLE,,,,,,1/4/2022 19:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,1.0,,,1.0,,,38
202201040LAL,,,,,,1/4/2022 22:30,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,1.0,,,38
202201040NOP,,,,,,1/4/2022 20:00,,,,,,,,,,1.0,,,,,,37,,,,,,,,2.0,,,1.0,,,36
202201040NYK,,,,,,1/4/2022 19:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,2.0,,,37
202201040TOR,,,,,,1/4/2022 19:00,,,,,,,,,,2.0,,,,,,33,,,,,,,,3.0,,,0.0,,,35
202201050BOS,,,,,,1/5/2022 19:30,,,,,,,,,,3.0,,,,,,37,,,,,,,,1.0,,,1.0,,,36
202201050CHO,,,,,,1/5/2022 19:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,0.0,,,35
202201050DAL,,,,,,1/5/2022 19:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,0.0,,,36
202201050DEN,,,,,,1/5/2022 22:00,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,1.0,,,37
202201050IND,,,,,,1/5/2022 19:30,,,,,,,,,,1.0,,,,,,38,,,,,,,,2.0,,,1.0,,,35
202201050MIL,,,,,,1/5/2022 20:00,,,,,,,,,,2.0,,,,,,39,,,,,,,,1.0,,,1.0,,,34
202201050MIN,,,,,,1/5/2022 20:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,3.0,,,0.0,,,36
202201050ORL,,,,,,1/5/2022 19:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,1.0,,,36
202201050POR,,,,,,1/5/2022 22:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,0.0,,,38
202201050SAC,,,,,,1/5/2022 22:00,,,,,,,,,,1.0,,,,,,39,,,,,,,,2.0,,,0.0,,,36
202201050WAS,,,,,,1/5/2022 19:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,0.0,,,38
202201060MEM,,,,,,1/6/2022 20:00,,,,,,,,,,2.0,,,,,,39,,,,,,,,1.0,,,0.0,,,36
202201060NOP,,,,,,1/6/2022 20:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,1.0,,,1.0,,,37
202201060NYK,,,,,,1/6/2022 19:30,,,,,,,,,,2.0,,,,,,38,,,,,,,,1.0,,,1.0,,,38
202201060PHO,,,,,,1/6/2022 22:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,3.0,,,1.0,,,38
202201070BRK,,,,,,1/7/2022 19:30,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,1.0,,,40
202201070CHI,,,,,,1/7/2022 20:00,,,,,,,,,,4.0,,,,,,35,,,,,,,,2.0,,,0.0,,,38
202201070DEN,,,,,,1/7/2022 21:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,2.0,,,0.0,,,40
202201070HOU,,,,,,1/7/2022 20:00,,,,,,,,,,2.0,,,,,,39,,,,,,,,2.0,,,1.0,,,38
202201070LAL,,,,,,1/7/2022 22:00,,,,,,,,,,3.0,,,,,,39,,,,,,,,2.0,,,0.0,,,37
202201070OKC,,,,,,1/7/2022 20:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,1.0,,,38
202201070PHI,,,,,,1/7/2022 19:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,0.0,,,37
202201070POR,,,,,,1/7/2022 22:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,3.0,,,1.0,,,38
202201070TOR,,,,,,1/7/2022 19:30,,,,,,,,,,2.0,,,,,,35,,,,,,,,2.0,,,1.0,,,38
202201080BOS,,,,,,1/8/2022 19:30,,,,,,,,,,2.0,,,,,,39,,,,,,,,2.0,,,2.0,,,39
202201080CHO,,,,,,1/8/2022 19:00,,,,,,,,,,3.0,,,,,,39,,,,,,,,1.0,,,1.0,,,41
202201080DET,,,,,,1/8/2022 19:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,3.0,,,0.0,,,39
202201080IND,,,,,,1/8/2022 19:00,,,,,,,,,,3.0,,,,,,39,,,,,,,,1.0,,,0.0,,,39
202201080LAC,,,,,,1/8/2022 15:30,,,,,,,,,,2.0,,,,,,39,,,,,,,,2.0,,,2.0,,,40
202201080PHO,,,,,,1/8/2022 21:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,3.0,,,0.0,,,39
202201090BRK,,,,,,1/9/2022 12:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,2.0,,,0.0,,,38
202201090DAL,,,,,,1/9/2022 19:30,,,,,,,,,,2.0,,,,,,39,,,,,,,,2.0,,,1.0,,,36
202201090GSW,,,,,,1/9/2022 20:30,,,,,,,,,,3.0,,,,,,38,,,,,,,,2.0,,,0.0,,,39
202201090HOU,,,,,,1/9/2022 19:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,1.0,,,39
202201090LAC,,,,,,1/9/2022 15:30,,,,,,,,,,1.0,,,,,,40,,,,,,,,2.0,,,0.0,,,38
202201090LAL,,,,,,1/9/2022 21:30,,,,,,,,,,2.0,,,,,,40,,,,,,,,1.0,,,2.0,,,41
202201090OKC,,,,,,1/9/2022 19:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,0.0,,,37
202201090ORL,,,,,,1/9/2022 18:00,,,,,,,,,,1.0,,,,,,40,,,,,,,,2.0,,,1.0,,,39
202201090POR,,,,,,1/9/2022 21:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,2.0,,,41
202201090TOR,,,,,,1/9/2022 18:00,,,,,,,,,,2.0,,,,,,36,,,,,,,,3.0,,,0.0,,,39
202201100BOS,,,,,,1/10/2022 19:30,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,0.0,,,40
202201100CHO,,,,,,1/10/2022 19:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,1.0,,,42
202201100DET,,,,,,1/10/2022 19:00,,,,,,,,,,2.0,,,,,,38,,,,,,,,2.0,,,0.0,,,40
202201100HOU,,,,,,1/10/2022 20:00,,,,,,,,,,1.0,,,,,,41,,,,,,,,3.0,,,1.0,,,38
202201100NYK,,,,,,1/10/2022 19:30,,,,,,,,,,2.0,,,,,,40,,,,,,,,1.0,,,0.0,,,39
202201100POR,,,,,,1/10/2022 22:00,,,,,,,,,,1.0,,,,,,39,,,,,,,,1.0,,,0.0,,,38
202201100SAC,,,,,,1/10/2022 22:00,,,,,,,,,,1.0,,,,,,42,,,,,,,,1.0,,,1.0,,,40
202201110CHI,,,,,,1/11/2022 20:00,,,,,,,,,,2.0,,,,,,37,,,,,,,,1.0,,,0.0,,,39
202201110LAC,,,,,,1/11/2022 22:30,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,1.0,,,38
202201110MEM,,,,,,1/11/2022 20:00,,,,,,,,,,2.0,,,,,,42,,,,,,,,2.0,,,1.0,,,39
202201110NOP,,,,,,1/11/2022 20:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,2.0,,,40
202201110TOR,,,,,,1/11/2022 19:30,,,,,,,,,,2.0,,,,,,37,,,,,,,,3.0,,,0.0,,,39
202201110WAS,,,,,,1/11/2022 19:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,0.0,,,39
202201120ATL,,,,,,1/12/2022 19:30,,,,,,,,,,3.0,,,,,,39,,,,,,,,4.0,,,0.0,,,40
202201120CHI,,,,,,1/12/2022 22:00,,,,,,,,,,1.0,,,,,,38,,,,,,,,2.0,,,0.0,,,39
202201120IND,,,,,,1/12/2022 19:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,1.0,,,41
202201120NYK,,,,,,1/12/2022 19:30,,,,,,,,,,2.0,,,,,,41,,,,,,,,3.0,,,0.0,,,40
202201120PHI,,,,,,1/12/2022 19:00,,,,,,,,,,2.0,,,,,,39,,,,,,,,2.0,,,0.0,,,41
202201120SAC,,,,,,1/12/2022 22:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,3.0,,,2.0,,,41
202201120SAS,,,,,,1/12/2022 20:30,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,0.0,,,42
202201120UTA,,,,,,1/12/2022 21:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,0.0,,,41
202201120WAS,,,,,,1/12/2022 19:00,,,,,,,,,,1.0,,,,,,41,,,,,,,,3.0,,,0.0,,,41
202201130BRK,,,,,,1/13/2022 20:30,,,,,,,,,,1.0,,,,,,40,,,,,,,,2.0,,,0.0,,,40
202201130DEN,,,,,,1/13/2022 22:00,,,,,,,,,,2.0,,,,,,39,,,,,,,,3.0,,,1.0,,,40
202201130MEM,,,,,,1/13/2022 20:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,1.0,,,41
202201130MIL,,,,,,1/13/2022 19:30,,,,,,,,,,3.0,,,,,,43,,,,,,,,2.0,,,0.0,,,40
202201130NOP,,,,,,1/13/2022 20:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,0.0,,,42
202201140CHI,,,,,,1/14/2022 19:30,,,,,,,,,,2.0,,,,,,39,,,,,,,,1.0,,,1.0,,,41
202201140CHO,,,,,,1/14/2022 19:00,,,,,,,,,,2.0,,,,,,42,,,,,,,,2.0,,,0.0,,,42
202201140DET,,,,,,1/14/2022 19:00,,,,,,,,,,3.0,,,,,,40,,,,,,,,3.0,,,0.0,,,38
202201140IND,,,,,,1/14/2022 19:00,,,,,,,,,,2.0,,,,,,42,,,,,,,,3.0,,,0.0,,,40
202201140MEM,,,,,,1/14/2022 22:00,,,,,,,,,,1.0,,,,,,44,,,,,,,,2.0,,,1.0,,,41
202201140MIA,,,,,,1/14/2022 20:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,0.0,,,40
202201140PHI,,,,,,1/14/2022 19:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,2.0,,,1.0,,,42
202201140SAC,,,,,,1/14/2022 22:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,43
202201140SAS,,,,,,1/14/2022 20:30,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,0.0,,,42
202201150ATL,,,,,,1/15/2022 19:30,,,,,,,,,,1.0,,,,,,41,,,,,,,,3.0,,,2.0,,,42
202201150BOS,,,,,,1/15/2022 20:30,,,,,,,,,,1.0,,,,,,43,,,,,,,,1.0,,,1.0,,,40
202201150BRK,,,,,,1/15/2022 19:30,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,0.0,,,42
202201150DAL,,,,,,1/15/2022 21:30,,,,,,,,,,1.0,,,,,,42,,,,,,,,1.0,,,0.0,,,43
202201150DEN,,,,,,1/15/2022 21:00,,,,,,,,,,2.0,,,,,,40,,,,,,,,3.0,,,0.0,,,42
202201150MIA,,,,,,1/15/2022 20:00,,,,,,,,,,1.0,,,,,,42,,,,,,,,1.0,,,0.0,,,41
202201150MIL,,,,,,1/15/2022 18:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,1.0,,,2.0,,,39
202201150OKC,,,,,,1/15/2022 20:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,1.0,,,0.0,,,43
202201150SAS,,,,,,1/15/2022 20:30,,,,,,,,,,1.0,,,,,,42,,,,,,,,2.0,,,1.0,,,43
202201150WAS,,,,,,1/15/2022 19:00,,,,,,,,,,3.0,,,,,,42,,,,,,,,2.0,,,0.0,,,41
202201160DEN,,,,,,1/16/2022 20:00,,,,,,,,,,1.0,,,,,,41,,,,,,,,4.0,,,2.0,,,42
202201160DET,,,,,,1/16/2022 13:00,,,,,,,,,,2.0,,,,,,41,,,,,,,,2.0,,,1.0,,,41
202201160MIN,,,,,,1/16/2022 20:00,,,,,,,,,,3.0,,,,,,42,,,,,,,,2.0,,,1.0,,,42
202201160SAC,,,,,,1/16/2022 18:00,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,0.0,,,44
202201170ATL,,,,,,1/17/2022 18:00,,,,,,,,,,2.0,,,,,,42,,,,,,,,2.0,,,0.0,,,45
202201170BOS,,,,,,1/17/2022 12:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,43
202201170CLE,,,,,,1/17/2022 15:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,2.0,,,42
202201170DAL,,,,,,1/17/2022 20:30,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,0.0,,,42
202201170LAC,,,,,,1/17/2022 15:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,3.0,,,0.0,,,43
202201170LAL,,,,,,1/17/2022 22:30,,,,,,,,,,2.0,,,,,,43,,,,,,,,1.0,,,0.0,,,43
202201170MEM,,,,,,1/17/2022 15:30,,,,,,,,,,3.0,,,,,,45,,,,,,,,2.0,,,0.0,,,41
202201170MIA,,,,,,1/17/2022 19:30,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,0.0,,,40
202201170NYK,,,,,,1/17/2022 13:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,3.0,,,1.0,,,43
202201170ORL,,,,,,1/17/2022 19:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,42
202201170SAS,,,,,,1/17/2022 20:30,,,,,,,,,,2.0,,,,,,43,,,,,,,,1.0,,,2.0,,,42
202201170WAS,,,,,,1/17/2022 14:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,1.0,,,42
202201180GSW,,,,,,1/18/2022 22:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,0.0,,,42
202201180NYK,,,,,,1/18/2022 19:30,,,,,,,,,,1.0,,,,,,44,,,,,,,,2.0,,,0.0,,,43
202201190ATL,,,,,,1/19/2022 19:30,,,,,,,,,,2.0,,,,,,43,,,,,,,,1.0,,,0.0,,,44
202201190BOS,,,,,,1/19/2022 19:30,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,0.0,,,44
202201190CHI,,,,,,1/19/2022 20:00,,,,,,,,,,2.0,,,,,,42,,,,,,,,2.0,,,1.0,,,45
202201190DAL,,,,,,1/19/2022 20:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,41
202201190DEN,,,,,,1/19/2022 22:00,,,,,,,,,,3.0,,,,,,42,,,,,,,,2.0,,,1.0,,,45
202201190LAL,,,,,,1/19/2022 22:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,44
202201190MIA,,,,,,1/19/2022 19:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,43
202201190MIL,,,,,,1/19/2022 20:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,0.0,,,46
202201190PHI,,,,,,1/19/2022 19:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,0.0,,,45
202201190SAC,,,,,,1/19/2022 22:00,,,,,,,,,,3.0,,,,,,46,,,,,,,,1.0,,,0.0,,,43
202201190SAS,,,,,,1/19/2022 20:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,1.0,,,43
202201190UTA,,,,,,1/19/2022 21:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,3.0,,,0.0,,,45
202201190WAS,,,,,,1/19/2022 19:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,1.0,,,43
202201200DAL,,,,,,1/20/2022 19:30,,,,,,,,,,1.0,,,,,,45,,,,,,,,3.0,,,2.0,,,43
202201200GSW,,,,,,1/20/2022 22:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,1.0,,,0.0,,,45
202201200NYK,,,,,,1/20/2022 19:30,,,,,,,,,,2.0,,,,,,45,,,,,,,,3.0,,,0.0,,,44
202201210ATL,,,,,,1/21/2022 19:30,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,2.0,,,45
202201210BOS,,,,,,1/21/2022 19:30,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,0.0,,,44
202201210CHO,,,,,,1/21/2022 19:00,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,0.0,,,44
202201210DEN,,,,,,1/21/2022 21:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,2.0,,,47
202201210GSW,,,,,,1/21/2022 22:00,,,,,,,,,,1.0,,,,,,45,,,,,,,,2.0,,,0.0,,,46
202201210MIL,,,,,,1/21/2022 20:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,2.0,,,0.0,,,43
202201210ORL,,,,,,1/21/2022 19:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,45
202201210PHI,,,,,,1/21/2022 19:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,46
202201210SAS,,,,,,1/21/2022 20:30,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,1.0,,,44
202201210UTA,,,,,,1/21/2022 21:00,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,1.0,,,44
202201210WAS,,,,,,1/21/2022 20:00,,,,,,,,,,2.0,,,,,,45,,,,,,,,2.0,,,2.0,,,42
202201220CLE,,,,,,1/22/2022 20:00,,,,,,,,,,3.0,,,,,,46,,,,,,,,1.0,,,0.0,,,45
202201220MIL,,,,,,1/22/2022 19:00,,,,,,,,,,1.0,,,,,,48,,,,,,,,3.0,,,0.0,,,47
202201220PHO,,,,,,1/22/2022 21:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,46
202201230CHO,,,,,,1/23/2022 19:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,45
202201230DAL,,,,,,1/23/2022 19:30,,,,,,,,,,3.0,,,,,,46,,,,,,,,2.0,,,1.0,,,48
202201230DEN,,,,,,1/23/2022 20:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,45
202201230GSW,,,,,,1/23/2022 20:30,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,0.0,,,46
202201230MIA,,,,,,1/23/2022 18:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,46
202201230MIN,,,,,,1/23/2022 20:00,,,,,,,,,,4.0,,,,,,45,,,,,,,,2.0,,,1.0,,,45
202201230NYK,,,,,,1/23/2022 13:00,,,,,,,,,,3.0,,,,,,46,,,,,,,,2.0,,,0.0,,,47
202201230ORL,,,,,,1/23/2022 18:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,2.0,,,2.0,,,44
202201230SAS,,,,,,1/23/2022 19:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,45
202201230TOR,,,,,,1/23/2022 18:00,,,,,,,,,,2.0,,,,,,43,,,,,,,,2.0,,,1.0,,,45
202201230WAS,,,,,,1/23/2022 15:30,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,0.0,,,47
202201240CLE,,,,,,1/24/2022 19:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,1.0,,,0.0,,,47
202201240NOP,,,,,,1/24/2022 20:00,,,,,,,,,,4.0,,,,,,45,,,,,,,,2.0,,,1.0,,,47
202201240OKC,,,,,,1/24/2022 20:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,1.0,,,0.0,,,45
202201240PHO,,,,,,1/24/2022 21:00,,,,,,,,,,2.0,,,,,,45,,,,,,,,1.0,,,0.0,,,47
202201250BOS,,,,,,1/25/2022 19:30,,,,,,,,,,2.0,,,,,,48,,,,,,,,3.0,,,0.0,,,48
202201250BRK,,,,,,1/25/2022 19:30,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,0.0,,,47
202201250DET,,,,,,1/25/2022 19:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,45
202201250GSW,,,,,,1/25/2022 22:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,2.0,,,1.0,,,47
202201250HOU,,,,,,1/25/2022 20:00,,,,,,,,,,4.0,,,,,,47,,,,,,,,2.0,,,0.0,,,47
202201250PHI,,,,,,1/25/2022 19:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,1.0,,,0.0,,,46
202201250POR,,,,,,1/25/2022 22:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,2.0,,,1.0,,,46
202201250TOR,,,,,,1/25/2022 19:00,,,,,,,,,,2.0,,,,,,44,,,,,,,,2.0,,,0.0,,,47
202201250WAS,,,,,,1/25/2022 19:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,2.0,,,0.0,,,48
202201260ATL,,,,,,1/26/2022 19:30,,,,,,,,,,3.0,,,,,,46,,,,,,,,1.0,,,0.0,,,49
202201260BRK,,,,,,1/26/2022 20:00,,,,,,,,,,1.0,,,,,,47,,,,,,,,1.0,,,0.0,,,46
202201260CHI,,,,,,1/26/2022 20:00,,,,,,,,,,2.0,,,,,,46,,,,,,,,1.0,,,0.0,,,45
202201260CLE,,,,,,1/26/2022 19:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,4.0,,,1.0,,,49
202201260IND,,,,,,1/26/2022 19:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,1.0,,,3.0,,,48
202201260MIA,,,,,,1/26/2022 19:30,,,,,,,,,,3.0,,,,,,47,,,,,,,,2.0,,,0.0,,,48
202201260ORL,,,,,,1/26/2022 19:00,,,,,,,,,,3.0,,,,,,48,,,,,,,,1.0,,,1.0,,,49
202201260POR,,,,,,1/26/2022 22:00,,,,,,,,,,1.0,,,,,,47,,,,,,,,1.0,,,1.0,,,48
202201260SAS,,,,,,1/26/2022 20:30,,,,,,,,,,1.0,,,,,,48,,,,,,,,3.0,,,1.0,,,49
202201260UTA,,,,,,1/26/2022 22:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,1.0,,,46
202201270GSW,,,,,,1/27/2022 22:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,1.0,,,47
202201270PHI,,,,,,1/27/2022 19:30,,,,,,,,,,2.0,,,,,,47,,,,,,,,2.0,,,0.0,,,48
202201280ATL,,,,,,1/28/2022 19:30,,,,,,,,,,2.0,,,,,,47,,,,,,,,3.0,,,0.0,,,49
202201280CHO,,,,,,1/28/2022 19:30,,,,,,,,,,2.0,,,,,,49,,,,,,,,1.0,,,1.0,,,49
202201280HOU,,,,,,1/28/2022 20:00,,,,,,,,,,3.0,,,,,,48,,,,,,,,2.0,,,1.0,,,48
202201280MEM,,,,,,1/28/2022 20:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,0.0,,,49
202201280MIA,,,,,,1/28/2022 20:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,1.0,,,50
202201280MIL,,,,,,1/28/2022 22:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,1.0,,,49
202201280NOP,,,,,,1/28/2022 20:00,,,,,,,,,,3.0,,,,,,47,,,,,,,,2.0,,,1.0,,,47
202201280OKC,,,,,,1/28/2022 20:00,,,,,,,,,,4.0,,,,,,47,,,,,,,,2.0,,,0.0,,,49
202201280ORL,,,,,,1/28/2022 19:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,3.0,,,2.0,,,47
202201280PHO,,,,,,1/28/2022 21:00,,,,,,,,,,2.0,,,,,,47,,,,,,,,1.0,,,0.0,,,48
202201280SAS,,,,,,1/28/2022 20:30,,,,,,,,,,2.0,,,,,,49,,,,,,,,2.0,,,0.0,,,47
202201290DAL,,,,,,1/29/2022 19:00,,,,,,,,,,3.0,,,,,,49,,,,,,,,1.0,,,1.0,,,50
202201290GSW,,,,,,1/29/2022 20:30,,,,,,,,,,2.0,,,,,,49,,,,,,,,3.0,,,0.0,,,48
202201290MEM,,,,,,1/29/2022 20:00,,,,,,,,,,1.0,,,,,,51,,,,,,,,4.0,,,1.0,,,48
202201290MIA,,,,,,1/29/2022 20:00,,,,,,,,,,1.0,,,,,,49,,,,,,,,3.0,,,0.0,,,46
202201290NOP,,,,,,1/29/2022 19:00,,,,,,,,,,1.0,,,,,,48,,,,,,,,1.0,,,1.0,,,50
202201290PHI,,,,,,1/29/2022 19:30,,,,,,,,,,2.0,,,,,,48,,,,,,,,3.0,,,0.0,,,50
202201300ATL,,,,,,1/30/2022 13:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,1.0,,,50
202201300CHI,,,,,,1/30/2022 15:30,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,1.0,,,49
202201300CHO,,,,,,1/30/2022 13:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,2.0,,,1.0,,,51
202201300DET,,,,,,1/30/2022 18:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,4.0,,,1.0,,,49
202201300MIL,,,,,,1/30/2022 19:00,,,,,,,,,,2.0,,,,,,51,,,,,,,,2.0,,,0.0,,,48
202201300MIN,,,,,,1/30/2022 20:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,2.0,,,3.0,,,50
202201300ORL,,,,,,1/30/2022 19:00,,,,,,,,,,2.0,,,,,,50,,,,,,,,1.0,,,1.0,,,50
202201300PHO,,,,,,1/30/2022 20:00,,,,,,,,,,2.0,,,,,,48,,,,,,,,2.0,,,0.0,,,50
202201310ATL,,,,,,1/31/2022 19:30,,,,,,,,,,1.0,,,,,,49,,,,,,,,2.0,,,0.0,,,47
202201310BOS,,,,,,1/31/2022 19:30,,,,,,,,,,2.0,,,,,,51,,,,,,,,2.0,,,0.0,,,50
202201310CLE,,,,,,1/31/2022 19:00,,,,,,,,,,1.0,,,,,,50,,,,,,,,2.0,,,1.0,,,49
202201310HOU,,,,,,1/31/2022 20:00,,,,,,,,,,3.0,,,,,,49,,,,,,,,2.0,,,2.0,,,50
202201310IND,,,,,,1/31/2022 19:00,,,,,,,,,,2.0,,,,,,51,,,,,,,,1.0,,,1.0,,,52
202201310NYK,,,,,,1/31/2022 19:30,,,,,,,,,,3.0,,,,,,50,,,,,,,,2.0,,,0.0,,,51
202201310OKC,,,,,,1/31/2022 20:00,,,,,,,,,,3.0,,,,,,48,,,,,,,,1.0,,,0.0,,,50
202201310PHI,,,,,,1/31/2022 19:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,2.0,,,1.0,,,52
202202010CHI,,,,,,2/1/2022 20:00,,,,,,,,,,2.0,,,,,,49,,,,,,,,2.0,,,1.0,,,51
