,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away,gameState,gameState
teamData,winner,teamHome,teamAway,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed,datetime,endtime
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201901190DEN,DEN,DEN,CLE,"Pepsi Center, Denver, Colorado",37,33,31,23,[],124,1,2.0,"['beaslma01', 'jokicni01', 'craigto01', 'murraja01', 'millspa01', 'bartowi01', 'plumlma01', 'lylestr01', 'morrimo01', 'harriga01', 'lydonty01', 'goodwbr01', 'hernaju01']","[30, 14]",1,25,21,30,26,[],102,-2,1.0,"['sextoco01', 'zizican01', 'osmande01', 'hoodro01', 'payneca01', 'clarkjo01', 'burksal01', 'blossja01', 'fryech01', 'dellama01', 'adelde01']","[9, 37]",0,none,704793362.0,353129622.0,54214874.0,32102692.90909091,44,46,2019-01-19 22:00:00,2019-01-20 00:00:00
201901190DET,SAC,DET,SAC,"Little Caesars Arena, Detroit, Michigan",30,27,25,19,[],101,2,1.0,"['griffbl01', 'pachuza01', 'bullore01', 'brownbr01', 'jacksre01', 'kennalu01', 'caldejo01', 'thomakh01', 'leuerjo01', 'johnsst04', 'robingl02', 'ellenhe01', 'gallola01']","[20, 24]",0,26,25,23,29,[],103,-1,2.0,"['hieldbu01', 'shumpim01', 'foxde01', 'caulewi01', 'bjeline01', 'baglema01', 'bogdabo01', 'gilesha01', 'jacksju01', 'ferreyo01', 'koufoko01', 'mclembe01', 'masonfr01']","[23, 22]",1,none,682743978.0,435077498.0,52518767.538461536,33467499.846153848,44,45,2019-01-19 19:00:00,2019-01-19 21:00:00
201901190HOU,HOU,HOU,LAL,"Toyota Center, Houston, Texas",26,20,36,38,[],138,-1,3.0,"['riverau01', 'hardeja01', 'tuckepj01', 'gordoer01', 'ennisja01', 'greenge01', 'hilarne01', 'clarkga01', 'nunnaja01', 'chrisma01', 'edwarvi01', 'harteis01']","[25, 19]",2,39,25,22,34,[],134,2,2.0,"['kuzmaky01', 'caldwke01', 'ingrabr01', 'balllo01', 'chandty01', 'hartjo01', 'stephla01', 'zubaciv01', 'mcgeeja01', 'mykhasv01', 'beaslmi01', 'wagnemo01']","[25, 21]",0,conference,741421314.0,626711752.0,61785109.5,52225979.333333336,44,46,2019-01-19 20:30:00,2019-01-19 22:30:00
201901190IND,IND,IND,DAL,"Bankers Life Fieldhouse, Indianapolis, Indiana",24,34,26,27,[],111,-1,2.0,"['bogdabo02', 'oladivi01', 'youngth01', 'turnemy01', 'collida01', 'sabondo01', 'evansty01', 'josepco01', 'mcderdo01', 'oquinky01', 'holidaa01', 'johnsal02', 'leaftj01']","[29, 15]",0,23,19,27,30,[],99,-2,3.0,"['barneha02', 'jordade01', 'matthwe02', 'doncilu01', 'klebima01', 'finnedo01', 'brunsja01', 'harride01', 'poweldw01', 'nowitdi01', 'broekry01', 'maconda01', 'mejrisa01']","[20, 24]",0,none,721341277.0,903948941.0,55487790.538461536,69534533.92307693,44,44,2019-01-19 19:00:00,2019-01-19 21:00:00
201901190ORL,MIL,ORL,MIL,"Amway Center, Orlando, Florida",24,22,36,26,[],108,-2,1.0,"['fournev01', 'vucevni01', 'isaacjo01', 'augusdj01', 'simmojo02', 'rosste01', 'briscis01', 'martija01', 'bambamo01', 'iwundwe01', 'gordoaa01', 'grantje02', 'birchkh01']","[19, 26]",0,33,26,28,31,[],118,3,3.0,"['antetgi01', 'bledser01', 'brogdma01', 'middlkh01', 'lopezbr01', 'hillge01', 'wilsodj01', 'brownst02', 'ilyaser01', 'snellto01', 'connapa01', 'makerth01', 'divindo01']","[32, 12]",1,conference,598470324.0,952451185.0,46036178.76923077,73265475.76923077,45,44,2019-01-19 19:00:00,2019-01-19 21:00:00
201901190PHI,OKC,PHI,OKC,"Wells Fargo Center, Philadelphia, Pennsylvania",25,31,23,36,[],115,3,2.0,"['butleji01', 'simmobe01', 'chandwi01', 'embiijo01', 'redicjj01', 'mccontj01', 'muscami01', 'shamela01', 'boldejo01', 'korkmfu01', 'johnsam01', 'breweco01']","[30, 16]",0,33,26,29,29,[],117,-2,2.0,"['georgpa01', 'westbru01', 'adamsst01', 'grantje01', 'fergute01', 'schrode01', 'pattepa01', 'noelne01', 'naderab01', 'diallha01', 'luwawti01', 'feltora01']","[26, 18]",0,none,793532011.0,949629252.0,66127667.583333336,79135771.0,46,44,2019-01-19 15:30:00,2019-01-19 17:30:00
201901190TOR,TOR,TOR,MEM,"Scotiabank Arena, Toronto, Canada",23,32,45,19,[],119,1,2.0,"['lowryky01', 'siakapa01', 'vanvlfr01', 'ibakase01', 'greenda02', 'wrighde01', 'powelno01', 'mccawpa01', 'milescj01', 'monrogr01', 'bouchch01', 'richama01', 'loydjo01']","[34, 13]",1,19,29,14,28,[],90,-4,1.0,"['holidju01', 'jacksja02', 'templga01', 'conlemi01', 'greenja01', 'casspom01', 'macksh01', 'carteje01', 'rabbiv01', 'watanyu01', 'gasolma01', 'noahjo01']","[19, 26]",0,none,827855764.0,749125895.0,63681212.615384616,62427157.91666666,47,45,2019-01-19 19:30:00,2019-01-19 21:30:00
201901200IND,IND,IND,CHO,"Bankers Life Fieldhouse, Indianapolis, Indiana",34,22,27,37,[],120,1,1.0,"['oladivi01', 'collida01', 'turnemy01', 'youngth01', 'bogdabo02', 'sabondo01', 'josepco01', 'evansty01', 'mcderdo01', 'leaftj01', 'holidaa01', 'johnsal02', 'oquinky01']","[30, 15]",0,26,15,30,24,[],95,3,1.0,"['walkeke02', 'batumni01', 'willima02', 'lambje01', 'biyombi01', 'kiddgmi01', 'hernawi01', 'monkma01', 'parketo01', 'bridgmi02', 'bacondw01', 'grahade01', 'kaminfr01']","[22, 23]",1,conference,721341277.0,928350767.0,55487790.538461536,71411597.46153846,45,45,2019-01-20 18:00:00,2019-01-20 20:00:00
201901200MIN,MIN,MIN,PHO,"Target Center, Minneapolis, Minnesota",29,35,27,25,[],116,-2,2.0,"['wiggian01', 'townska01', 'gibsota01', 'teaguje01', 'okogijo01', 'rosede01', 'bayleje01', 'saricda01', 'tollian01', 'denglu01', 'dienggo01', 'bateske01', 'willicj01']","[21, 24]",0,31,36,29,18,[],114,-3,1.0,"['warretj01', 'bookede01', 'bendedr01', 'bridgmi01', 'meltode01', 'oubreke01', 'jacksjo02', 'crawfja01', 'acyqu01', 'okoboel01', 'danietr01', 'anderry01']","[11, 36]",1,conference,955659209.0,552282121.0,73512246.84615384,46023510.083333336,45,47,2019-01-20 19:00:00,2019-01-20 21:00:00
201901200SAS,LAC,SAS,LAC,"AT&T Center, San Antonio, Texas",26,27,20,22,[],95,2,2.0,"['whitede01', 'aldrila01', 'derozde01', 'gayru01', 'forbebr01', 'belinma01', 'bertada01', 'millspa02', 'poeltja01', 'cunnida01', 'gasolpa01', 'pondequ01', 'walkelo01']","[27, 20]",2,38,22,20,23,[],103,-5,2.0,"['harrito02', 'beverpa01', 'bradlav01', 'gilgesh01', 'harremo01', 'motlejo01', 'thornsi01', 'wallaty01', 'robinje01', 'gortama01', 'scottmi01', 'willilo02', 'marjabo01']","[24, 21]",1,conference,1101421580.0,614123418.0,84724736.92307693,47240262.92307692,47,45,2019-01-20 19:00:00,2019-01-20 21:00:00
201901210ATL,ORL,ATL,ORL,"State Farm Arena, Atlanta, Georgia",31,26,21,25,[],103,-1,2.0,"['bembrde01', 'collijo01', 'youngtr01', 'dedmode01', 'princta02', 'linje01', 'spellom01', 'hamilda02', 'lenal01', 'dorsety01', 'cartevi01', 'anderju01', 'huertke01']","[14, 31]",0,28,32,31,31,[],122,-3,2.0,"['fournev01', 'vucevni01', 'isaacjo01', 'augusdj01', 'simmojo02', 'rosste01', 'briscis01', 'martija01', 'bambamo01', 'iwundwe01', 'birchkh01', 'grantje02', 'frazime01']","[19, 27]",0,division,450821856.0,506917716.0,34678604.307692304,38993670.461538464,45,46,2019-01-21 15:00:00,2019-01-21 17:00:00
201901210BOS,BOS,BOS,MIA,"TD Garden, Boston, Massachusetts",33,17,37,20,[],107,3,2.0,"['irvinky01', 'smartma01', 'horfoal01', 'tatumja01', 'morrima03', 'brownja02', 'haywago01', 'roziete01', 'baynear01', 'ojelese01', 'wanambr01', 'theisda01', 'yabusgu01']","[28, 18]",0,23,27,18,31,[],99,1,2.0,"['richajo01', 'winslju01', 'whiteha01', 'johnsja01', 'mcgruro01', 'jonesde02', 'johnsty01', 'adebaba01', 'waitedi01', 'wadedw01', 'hasleud01', 'olynyke01', 'ellinwa01']","[22, 22]",1,conference,1060327483.0,856073717.0,81563652.53846154,65851824.38461538,46,44,2019-01-21 18:00:00,2019-01-21 20:00:00
201901210BRK,BRK,BRK,SAC,"Barclays Center, Brooklyn, New York",29,26,38,30,[],123,3,3.0,"['russeda01', 'grahatr01', 'harrijo01', 'kurucro01', 'allenja01', 'dinwisp01', 'davised01', 'carrode01', 'holliro01', 'napiesh01', 'dudleja01']","[24, 23]",0,23,37,25,9,[],94,1,2.0,"['shumpim01', 'foxde01', 'hieldbu01', 'caulewi01', 'bjeline01', 'bogdabo01', 'jacksju01', 'baglema01', 'gilesha01', 'ferreyo01', 'masonfr01', 'mclembe01', 'koufoko01']","[24, 22]",0,none,456447261.0,435077498.0,41495205.54545455,33467499.846153848,47,46,2019-01-21 15:30:00,2019-01-21 17:30:00
201901210CLE,CHI,CLE,CHI,"Quicken Loans Arena, Cleveland, Ohio",18,24,25,21,[],88,-3,2.0,"['osmande01', 'sextoco01', 'zizican01', 'hoodro01', 'burksal01', 'payneca01', 'clarkjo01', 'fryech01', 'dellama01', 'blossja01', 'adelde01']","[9, 38]",0,31,17,28,28,[],104,0,2.0,"['hutchch01', 'markkla01', 'dunnkr01', 'lavinza01', 'lopezro01', 'seldewa01', 'arcidry01', 'portibo01', 'harrish01', 'parkeja01', 'blakean01', 'feliccr01']","[10, 36]",2,division,353129622.0,397029042.0,32102692.90909091,33085753.5,47,46,2019-01-21 13:00:00,2019-01-21 15:00:00
201901210LAL,GSW,LAL,GSW,"STAPLES Center, Los Angeles, California",24,31,25,31,[],111,-1,2.0,"['ingrabr01', 'kuzmaky01', 'caldwke01', 'hartjo01', 'chandty01', 'zubaciv01', 'mykhasv01', 'mcgeeja01', 'beaslmi01', 'stephla01', 'carusal01', 'wagnemo01', 'bongais01']","[25, 22]",1,29,36,45,20,[],130,7,3.0,"['duranke01', 'curryst01', 'thompkl01', 'greendr01', 'couside01', 'looneke01', 'mckinal01', 'iguodan01', 'livinsh01', 'cookqu01', 'jerebjo01', 'belljo01']","[32, 14]",0,division,594600060.0,1294309825.0,45738466.15384615,107859152.08333331,47,46,2019-01-21 22:30:00,2019-01-22 00:30:00
201901210MEM,NOP,MEM,NOP,"FedEx Forum, Memphis, Tennessee",28,22,18,17,[],85,-5,2.0,"['templga01', 'holidju01', 'conlemi01', 'gasolma01', 'jacksja02', 'greenja01', 'carteje01', 'macksh01', 'rabbiv01', 'watanyu01', 'washbju01', 'anderky01', 'casspom01']","[19, 27]",1,21,33,28,23,[],105,-2,3.0,"['holidjr01', 'okafoja01', 'paytoel01', 'randlju01', 'mooreet01', 'mirotni01', 'milleda01', 'jacksfr01', 'fraziti01', 'diallch01', 'johnswe01', 'hillso01', 'clarkia01']","[21, 25]",1,division,647091566.0,534079019.0,49776274.307692304,41083001.461538464,46,46,2019-01-21 17:30:00,2019-01-21 19:30:00
201901210MIL,MIL,MIL,DAL,"Fiserv Forum, Milwaukee, Wisconsin",35,22,35,24,[],116,4,2.0,"['antetgi01', 'lopezbr01', 'middlkh01', 'brogdma01', 'bledser01', 'hillge01', 'brownst02', 'wilsodj01', 'ilyaser01', 'snellto01', 'makerth01', 'connapa01', 'divindo01']","[33, 12]",0,26,33,25,22,[],106,-3,2.0,"['doncilu01', 'barneha02', 'matthwe02', 'jordade01', 'brunsja01', 'finnedo01', 'harride01', 'klebima01', 'poweldw01', 'antetko01', 'maconda01', 'nowitdi01', 'broekry01']","[20, 25]",0,none,952451185.0,898979634.0,73265475.76923077,69152279.53846154,45,45,2019-01-21 14:00:00,2019-01-21 16:00:00
201901210NYK,OKC,NYK,OKC,"Madison Square Garden (IV), New York, New York",16,31,35,27,[],109,-5,4.0,"['vonleno01', 'hardati02', 'knoxke01', 'mudiaem01', 'kornelu01', 'ntilila01', 'trieral01', 'dotsoda01', 'kanteen01', 'robinmi01', 'hezonma01', 'thomala01', 'leeco01']","[10, 34]",0,34,33,36,24,[],127,1,2.0,"['grantje01', 'georgpa01', 'adamsst01', 'westbru01', 'fergute01', 'schrode01', 'naderab01', 'noelne01', 'diallha01', 'pattepa01', 'luwawti01', 'abrinal01', 'feltora01']","[27, 18]",1,none,421382393.0,964924199.0,32414030.230769232,74224938.38461539,44,45,2019-01-21 12:30:00,2019-01-21 14:30:00
201901210PHI,PHI,PHI,HOU,"Wells Fargo Center, Philadelphia, Pennsylvania",30,35,29,27,[],121,-1,2.0,"['breweco01', 'redicjj01', 'simmobe01', 'chandwi01', 'embiijo01', 'muscami01', 'mccontj01', 'shamela01', 'boldejo01', 'korkmfu01', 'johnsam01', 'pattoju01']","[30, 17]",0,26,24,13,30,[],93,1,2.0,"['hardeja01', 'tuckepj01', 'gordoer01', 'riverau01', 'hilarne01', 'greenge01', 'ennisja01', 'farieke01', 'clarkga01', 'edwarvi01', 'chrisma01', 'knighbr03']","[26, 19]",0,none,619314304.0,872665344.0,51609525.333333336,72722112.0,47,45,2019-01-21 20:00:00,2019-01-21 22:00:00
201901210UTA,POR,UTA,POR,"Vivint Smart Home Arena, Salt Lake City, Utah",28,23,28,25,[],104,6,3.0,"['onealro01', 'inglejo01', 'mitchdo01', 'crowdja01', 'favorde01', 'goberru01', 'korveky01', 'rubiori01', 'niangge01', 'cavanty01', 'udohek01', 'mitrona01', 'allengr01']","[26, 21]",2,29,15,39,26,[],109,2,3.0,"['mccolcj01', 'lillada01', 'nurkiju01', 'aminual01', 'harklma01', 'turneev01', 'laymaja01', 'curryse01', 'leoname01', 'colliza01', 'stausni01', 'baldwwa01', 'swanica01']","[28, 19]",0,division,692211503.0,782603033.0,53247038.692307696,60200233.307692304,47,47,2019-01-21 21:00:00,2019-01-21 23:00:00
201901210WAS,WAS,WAS,DET,"Capital One Arena, Washington, District of Columbia",29,21,31,20,[],101,1,4.0,"['satorto01', 'bealbr01', 'arizatr01', 'bryanth01', 'greenje02', 'porteot01', 'mahinia01', 'dekkesa01', 'randlch01', 'browntr01', 'mcraejo01', 'paytoga02']","[19, 26]",0,17,17,30,23,[],87,-1,2.0,"['griffbl01', 'bullore01', 'pachuza01', 'jacksre01', 'brownbr01', 'johnsst04', 'kennalu01', 'gallola01', 'caldejo01', 'thomakh01', 'lucaska01', 'leuerjo01', 'robingl02']","[20, 25]",1,conference,685797560.0,676813291.0,57149796.66666666,52062560.84615385,45,45,2019-01-21 14:00:00,2019-01-21 16:00:00
201901220DAL,DAL,DAL,LAC,"American Airlines Center, Dallas, Texas",26,32,20,28,[],106,-4,1.0,"['smithde03', 'jordade01', 'barneha02', 'matthwe02', 'doncilu01', 'finnedo01', 'harride01', 'klebima01', 'nowitdi01', 'brunsja01', 'poweldw01', 'broekry01', 'mejrisa01']","[20, 26]",1,29,27,17,25,[],98,1,2.0,"['bradlav01', 'beverpa01', 'harrito02', 'harremo01', 'gilgesh01', 'willilo02', 'motlejo01', 'scottmi01', 'wallaty01', 'robinje01', 'thornsi01', 'gortama01', 'marjabo01']","[25, 21]",1,conference,922926754.0,614123418.0,70994365.6923077,47240262.92307692,46,46,2019-01-22 20:30:00,2019-01-22 22:30:00
201901220OKC,OKC,OKC,POR,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",25,37,31,30,[],123,2,1.0,"['georgpa01', 'westbru01', 'fergute01', 'adamsst01', 'grantje01', 'schrode01', 'pattepa01', 'noelne01', 'naderab01', 'abrinal01', 'luwawti01', 'feltora01', 'diallha01']","[28, 18]",1,25,30,32,27,[],114,3,1.0,"['lillada01', 'mccolcj01', 'nurkiju01', 'aminual01', 'harklma01', 'laymaja01', 'turneev01', 'leoname01', 'curryse01', 'colliza01', 'swanica01', 'baldwwa01', 'stausni01']","[29, 19]",0,division,964924199.0,782603033.0,74224938.38461539,60200233.307692304,46,48,2019-01-22 20:00:00,2019-01-22 22:00:00
201901220PHO,MIN,PHO,MIN,"Talking Stick Resort Arena, Phoenix, Arizona",27,22,22,20,[],91,-4,2.0,"['bendedr01', 'bridgmi01', 'bookede01', 'meltode01', 'warretj01', 'jacksjo02', 'oubreke01', 'crawfja01', 'acyqu01', 'danietr01', 'okoboel01', 'anderry01']","[11, 37]",1,32,32,29,25,[],118,1,2.0,"['wiggian01', 'townska01', 'okogijo01', 'gibsota01', 'rosede01', 'bayleje01', 'tollian01', 'saricda01', 'denglu01', 'terreja01', 'willicj01', 'bateske01', 'dienggo01']","[22, 24]",1,conference,552282121.0,856864339.0,46023510.083333336,65912641.461538464,48,46,2019-01-22 21:00:00,2019-01-22 23:00:00
201901220TOR,TOR,TOR,SAC,"Scotiabank Arena, Toronto, Canada",29,31,28,32,[],120,2,3.0,"['lowryky01', 'vanvlfr01', 'siakapa01', 'ibakase01', 'greenda02', 'wrighde01', 'powelno01', 'milescj01', 'bouchch01', 'monrogr01', 'mccawpa01', 'loydjo01', 'richama01']","[35, 13]",1,34,22,22,27,[],105,-1,1.0,"['ferreyo01', 'baglema01', 'bogdabo01', 'hieldbu01', 'caulewi01', 'gilesha01', 'jacksju01', 'mclembe01', 'masonfr01', 'koufoko01', 'shumpim01', 'foxde01', 'bjeline01']","[24, 23]",0,none,827855764.0,435077498.0,63681212.615384616,33467499.846153848,48,47,2019-01-22 19:00:00,2019-01-22 21:00:00
201901230BOS,BOS,BOS,CLE,"TD Garden, Boston, Massachusetts",27,38,27,31,[],123,4,2.0,"['tatumja01', 'roziete01', 'morrima03', 'smartma01', 'baynear01', 'haywago01', 'brownja02', 'wanambr01', 'theisda01', 'williro04', 'yabusgu01', 'ojelese01']","[29, 18]",1,30,20,30,23,[],103,-4,2.0,"['osmande01', 'zizican01', 'sextoco01', 'burksal01', 'hoodro01', 'clarkjo01', 'blossja01', 'dellama01', 'fryech01', 'payneca01', 'adelde01']","[9, 39]",0,conference,631560350.0,353129622.0,52630029.16666666,32102692.90909091,47,48,2019-01-23 19:30:00,2019-01-23 21:30:00
201901230BRK,BRK,BRK,ORL,"Barclays Center, Brooklyn, New York",26,30,33,25,[],114,4,2.0,"['russeda01', 'harrijo01', 'allenja01', 'grahatr01', 'kurucro01', 'carrode01', 'dinwisp01', 'davised01', 'napiesh01', 'holliro01', 'dudleja01', 'pinsoth01']","[25, 23]",1,25,31,30,24,[],110,1,2.0,"['isaacjo01', 'vucevni01', 'fournev01', 'augusdj01', 'gordoaa01', 'rosste01', 'simmojo02', 'grantje02', 'bambamo01', 'briscis01', 'martija01', 'birchkh01', 'iwundwe01']","[20, 27]",0,conference,458094771.0,598470324.0,38174564.25,46036178.76923077,48,47,2019-01-23 19:30:00,2019-01-23 21:30:00
201901230CHI,ATL,CHI,ATL,"United Center, Chicago, Illinois",25,35,23,18,[],101,1,2.0,"['markkla01', 'lavinza01', 'hutchch01', 'dunnkr01', 'lopezro01', 'portibo01', 'harrish01', 'seldewa01', 'arcidry01', 'blakean01', 'feliccr01', 'parkeja01']","[11, 36]",1,42,24,32,23,[],121,-2,2.0,"['youngtr01', 'collijo01', 'bembrde01', 'princta02', 'dedmode01', 'lenal01', 'linje01', 'spellom01', 'anderju01', 'hamilda02', 'dorsety01', 'cartevi01']","[14, 32]",0,conference,397029042.0,438919339.0,33085753.5,36576611.583333336,47,46,2019-01-23 20:00:00,2019-01-23 22:00:00
201901230IND,IND,IND,TOR,"Bankers Life Fieldhouse, Indianapolis, Indiana",24,35,25,26,[],110,2,3.0,"['turnemy01', 'bogdabo02', 'youngth01', 'collida01', 'oladivi01', 'josepco01', 'evansty01', 'mcderdo01', 'sabondo01', 'oquinky01', 'holidaa01', 'leaftj01', 'johnsal02']","[31, 15]",0,16,31,28,31,[],106,3,1.0,"['vanvlfr01', 'siakapa01', 'lowryky01', 'ibakase01', 'greenda02', 'powelno01', 'wrighde01', 'mccawpa01', 'milescj01', 'monrogr01', 'loydjo01', 'leonaka01']","[36, 13]",2,conference,721341277.0,998838113.0,55487790.538461536,83236509.41666667,46,49,2019-01-23 19:00:00,2019-01-23 21:00:00
201901230MEM,CHO,MEM,CHO,"FedEx Forum, Memphis, Tennessee",22,32,22,31,[],107,-6,2.0,"['holidju01', 'gasolma01', 'templga01', 'conlemi01', 'jacksja02', 'greenja01', 'macksh01', 'casspom01', 'carteje01', 'rabbiv01', 'watanyu01', 'washbju01']","[19, 28]",0,23,35,28,32,[],118,-1,3.0,"['walkeke02', 'batumni01', 'lambje01', 'willima02', 'biyombi01', 'kiddgmi01', 'hernawi01', 'monkma01', 'parketo01', 'bridgmi02', 'grahade01', 'kaminfr01']","[22, 24]",0,none,604354923.0,922859536.0,50362910.25,76904961.33333333,47,46,2019-01-23 20:00:00,2019-01-23 22:00:00
201901230MIA,LAC,MIA,LAC,"AmericanAirlines Arena, Miami, Florida",31,23,18,27,[],99,-1,2.0,"['richajo01', 'johnsty01', 'whiteha01', 'winslju01', 'johnsja01', 'waitedi01', 'wadedw01', 'adebaba01', 'jonesde02', 'olynyke01', 'hasleud01', 'ellinwa01', 'mcgruro01']","[22, 23]",1,27,27,23,34,[],111,-1,1.0,"['harrito02', 'bradlav01', 'beverpa01', 'gilgesh01', 'gortama01', 'harremo01', 'willilo02', 'robinje01', 'motlejo01', 'thornsi01', 'scottmi01', 'wallaty01', 'marjabo01']","[25, 22]",0,none,856073717.0,614123418.0,65851824.38461538,47240262.92307692,45,47,2019-01-23 19:30:00,2019-01-23 21:30:00
201901230NOP,DET,NOP,DET,"Smoothie King Center, New Orleans, Louisiana",28,19,23,24,[],94,1,2.0,"['holidjr01', 'randlju01', 'paytoel01', 'okafoja01', 'mooreet01', 'milleda01', 'mirotni01', 'jacksfr01', 'fraziti01', 'hillso01', 'johnswe01', 'diallch01', 'clarkia01']","[22, 25]",1,31,26,22,19,[],98,-2,2.0,"['griffbl01', 'pachuza01', 'jacksre01', 'bullore01', 'brownbr01', 'gallola01', 'kennalu01', 'caldejo01', 'leuerjo01', 'johnsst04', 'robingl02', 'thomakh01']","[20, 26]",0,none,534079019.0,676813291.0,41083001.461538464,56401107.583333336,47,46,2019-01-23 20:00:00,2019-01-23 22:00:00
201901230NYK,HOU,NYK,HOU,"Madison Square Garden (IV), New York, New York",31,32,15,32,[],110,-6,2.0,"['hardati02', 'knoxke01', 'vonleno01', 'mudiaem01', 'thomala01', 'trieral01', 'dotsoda01', 'ntilila01', 'robinmi01', 'burketr01', 'hezonma01', 'kanteen01', 'leeco01']","[10, 35]",0,28,30,30,26,[],114,-1,2.0,"['hardeja01', 'tuckepj01', 'gordoer01', 'riverau01', 'farieke01', 'greenge01', 'ennisja01', 'clarkga01', 'knighbr03', 'edwarvi01', 'chrisma01', 'hilarne01']","[26, 20]",0,none,436469916.0,872665344.0,33574608.92307692,72722112.0,45,46,2019-01-23 19:30:00,2019-01-23 21:30:00
201901230PHI,PHI,PHI,SAS,"Wells Fargo Center, Philadelphia, Pennsylvania",34,33,29,26,[],122,1,2.0,"['embiijo01', 'redicjj01', 'chandwi01', 'simmobe01', 'breweco01', 'shamela01', 'mccontj01', 'muscami01', 'boldejo01', 'korkmfu01', 'johnsam01']","[31, 17]",0,35,29,32,24,[],120,-1,3.0,"['derozde01', 'whitede01', 'aldrila01', 'forbebr01', 'gayru01', 'millspa02', 'belinma01', 'poeltja01', 'cunnida01', 'walkelo01', 'pondequ01', 'gasolpa01', 'metuch01']","[27, 21]",1,none,612595545.0,1059333610.0,55690504.09090909,81487200.76923077,48,48,2019-01-23 20:00:00,2019-01-23 22:00:00
201901230UTA,UTA,UTA,DEN,"Vivint Smart Home Arena, Salt Lake City, Utah",30,35,23,26,[],114,-1,2.0,"['mitchdo01', 'goberru01', 'inglejo01', 'rubiori01', 'favorde01', 'crowdja01', 'onealro01', 'korveky01', 'udohek01', 'niangge01', 'allengr01', 'mitrona01', 'cavanty01']","[26, 22]",0,24,34,22,28,[],108,2,4.0,"['craigto01', 'jokicni01', 'murraja01', 'harriga01', 'millspa01', 'bartowi01', 'morrimo01', 'lylestr01', 'beaslma01', 'hernaju01', 'plumlma01', 'lydonty01']","[31, 14]",1,division,692211503.0,702403332.0,53247038.692307696,58533611.0,48,45,2019-01-23 22:30:00,2019-01-24 00:30:00
201901240LAL,MIN,LAL,MIN,"STAPLES Center, Los Angeles, California",29,32,21,23,[],105,-2,3.0,"['rondora01', 'ingrabr01', 'kuzmaky01', 'caldwke01', 'zubaciv01', 'mcgeeja01', 'stephla01', 'hartjo01', 'beaslmi01', 'mykhasv01', 'wagnemo01', 'chandty01']","[25, 23]",1,28,30,26,36,[],120,2,2.0,"['okogijo01', 'wiggian01', 'townska01', 'gibsota01', 'rosede01', 'bayleje01', 'saricda01', 'dienggo01', 'denglu01', 'terreja01', 'tollian01', 'bateske01', 'teaguje01']","[23, 24]",2,conference,692533116.0,955284209.0,57711093.0,73483400.6923077,48,47,2019-01-24 22:30:00,2019-01-25 00:30:00
201901240OKC,OKC,OKC,NOP,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",28,37,33,24,[],122,3,2.0,"['georgpa01', 'westbru01', 'adamsst01', 'fergute01', 'grantje01', 'schrode01', 'pattepa01', 'noelne01', 'naderab01', 'abrinal01', 'diallha01', 'luwawti01', 'feltora01']","[29, 18]",1,28,25,29,34,[],116,-1,1.0,"['milleda01', 'hillso01', 'holidjr01', 'paytoel01', 'okafoja01', 'jacksfr01', 'diallch01', 'willike04', 'clarkia01', 'johnswe01', 'fraziti01', 'randlju01', 'mooreet01']","[22, 26]",1,conference,964924199.0,498703160.0,74224938.38461539,38361781.538461536,47,48,2019-01-24 20:00:00,2019-01-24 22:00:00
201901240PHO,POR,PHO,POR,"Talking Stick Resort Arena, Phoenix, Arizona",31,21,24,30,[],106,-5,2.0,"['bookede01', 'bridgmi01', 'jacksjo02', 'bendedr01', 'meltode01', 'oubreke01', 'okoboel01', 'crawfja01', 'acyqu01', 'danietr01', 'anderry01']","[11, 38]",0,30,26,32,32,[],120,-1,2.0,"['lillada01', 'mccolcj01', 'nurkiju01', 'harklma01', 'aminual01', 'laymaja01', 'curryse01', 'colliza01', 'turneev01', 'baldwwa01', 'swanica01', 'stausni01', 'leoname01']","[29, 20]",1,conference,495756070.0,782603033.0,45068733.63636363,60200233.307692304,49,49,2019-01-24 21:00:00,2019-01-24 23:00:00
201901240WAS,GSW,WAS,GSW,"Capital One Arena, Washington, District of Columbia",28,31,33,26,[],118,2,3.0,"['bealbr01', 'arizatr01', 'satorto01', 'greenje02', 'bryanth01', 'porteot01', 'dekkesa01', 'randlch01', 'browntr01', 'mcraejo01', 'mahinia01', 'paytoga02']","[20, 26]",0,37,30,37,22,[],126,8,3.0,"['duranke01', 'thompkl01', 'curryst01', 'greendr01', 'couside01', 'iguodan01', 'looneke01', 'mckinal01', 'livinsh01', 'derrima01', 'leeda03', 'belljo01', 'cookqu01']","[33, 14]",1,none,685797560.0,1263628784.0,57149796.66666666,97202214.15384616,46,47,2019-01-24 20:00:00,2019-01-24 22:00:00
