,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away,home,away,gameState,gameState
teamData,winner,teamHome,teamAway,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary,numberOfGamesPlayed,numberOfGamesPlayed,datetime,endtime
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201810200IND,IND,IND,BRK,"Bankers Life Fieldhouse, Indianapolis, Indiana",33,34,28,37,[],132,-1,1.0,"['oladivi01', 'bogdabo02', 'turnemy01', 'youngth01', 'collida01', 'mcderdo01', 'josepco01', 'evansty01', 'oquinky01', 'sumneed01', 'holidaa01', 'johnsal02', 'anigbik01']","[1, 1]",0,29,29,27,27,[],112,1,1.0,"['harrijo01', 'russeda01', 'leverca01', 'dudleja01', 'allenja01', 'dinwisp01', 'crabbal01', 'davised01', 'kurucro01', 'farieke01', 'musadz01', 'pinsoth01']","[1, 1]",0,conference,669543733.0,533220229.0,51503364.07692308,44435019.083333336,2,2,2018-10-20 19:00:00,2018-10-20 21:00:00
201810200LAL,HOU,LAL,HOU,"STAPLES Center, Los Angeles, California",28,34,35,18,[],115,-1,2.0,"['jamesle01', 'rondora01', 'ingrabr01', 'mcgeeja01', 'caldwke01', 'hartjo01', 'balllo01', 'kuzmaky01', 'stephla01', 'zubaciv01', 'beaslmi01', 'willijo04', 'mykhasv01']","[0, 1]",0,31,35,32,26,[],124,-1,3.0,"['hardeja01', 'tuckepj01', 'capelca01', 'paulch01', 'ennisja01', 'gordoer01', 'anthoca01', 'greenge01', 'cartemi01', 'clarkga01', 'hilarne01', 'harteis01']","[0, 1]",0,conference,937358382.0,1362359508.0,72104490.92307693,113529959.0,1,1,2018-10-20 22:30:00,2018-10-21 00:30:00
201810200MIA,CHO,MIA,CHO,"AmericanAirlines Arena, Miami, Florida",29,23,30,30,[],112,1,2.0,"['mcgruro01', 'dragigo01', 'jonesde02', 'richajo01', 'whiteha01', 'wadedw01', 'johnsty01', 'olynyke01', 'adebaba01', 'robindu01', 'hasleud01', 'ellinwa01', 'matenya01']","[1, 1]",0,34,38,20,21,[],113,1,1.0,"['batumni01', 'walkeke02', 'willima02', 'lambje01', 'zelleco01', 'kiddgmi01', 'monkma01', 'hernawi01', 'parketo01', 'grahade01', 'biyombi01', 'bridgmi02', 'kaminfr01']","[1, 1]",0,division,839049359.0,998659290.0,64542258.38461538,76819945.38461539,2,2,2018-10-20 20:00:00,2018-10-20 22:00:00
201810200NYK,BOS,NYK,BOS,"Madison Square Garden (IV), New York, New York",18,30,22,31,[],101,-1,1.0,"['hardati02', 'kanteen01', 'burketr01', 'ntilila01', 'thomala01', 'trieral01', 'dotsoda01', 'vonleno01', 'bakerro01', 'hezonma01', 'robinmi01', 'knoxke01', 'kornelu01']","[1, 1]",0,31,19,27,26,[],103,-1,1.0,"['brownja02', 'tatumja01', 'irvinky01', 'horfoal01', 'baynear01', 'smartma01', 'morrima03', 'roziete01', 'theisda01', 'yabusgu01', 'ojelese01', 'williro04', 'wanambr01']","[1, 1]",0,division,361691571.0,860263561.0,27822428.53846154,66174120.07692308,2,2,2018-10-20 19:30:00,2018-10-20 21:30:00
201810200PHI,PHI,PHI,ORL,"Wells Fargo Center, Philadelphia, Pennsylvania",30,33,26,27,[],116,1,2.0,"['covinro01', 'saricda01', 'embiijo01', 'fultzma01', 'simmobe01', 'redicjj01', 'mccontj01', 'shamela01', 'johnsam01', 'korkmfu01', 'miltosh01', 'jacksde01', 'boldejo01']","[1, 1]",0,32,20,34,29,[],115,-1,1.0,"['vucevni01', 'augusdj01', 'fournev01', 'gordoaa01', 'isaacjo01', 'rosste01', 'iwundwe01', 'bambamo01', 'grantje02', 'briscis01', 'frazime01', 'martija01', 'birchkh01']","[1, 1]",0,conference,620993962.0,586237447.0,47768766.307692304,45095188.23076923,2,2,2018-10-20 19:30:00,2018-10-20 21:30:00
201810200POR,POR,POR,SAS,"Moda Center, Portland, Oregon",22,37,38,24,[],121,1,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'nurkiju01', 'laymaja01', 'turneev01', 'stausni01', 'harklma01', 'colliza01', 'curryse01', 'leoname01', 'baldwwa01', 'swanica01']","[1, 0]",0,22,28,32,26,[],108,1,3.0,"['aldrila01', 'derozde01', 'forbebr01', 'gayru01', 'poeltja01', 'millspa02', 'bertada01', 'gasolpa01', 'belinma01', 'cunnida01', 'eubandr01', 'metuch01', 'pondequ01']","[1, 0]",0,conference,782603033.0,1073877845.0,60200233.307692304,82605988.07692307,1,1,2018-10-20 22:00:00,2018-10-21 00:00:00
201810200WAS,TOR,WAS,TOR,"Capital One Arena, Washington, District of Columbia",22,32,28,31,[],113,-1,2.0,"['bealbr01', 'walljo01', 'morrima02', 'porteot01', 'mahinia01', 'riverau01', 'greenje02', 'oubreke01', 'smithja02', 'satorto01', 'browntr01', 'bryanth01', 'mcraejo01']","[0, 1]",0,24,33,33,27,[],117,2,1.0,"['lowryky01', 'greenda02', 'anunoog01', 'powelno01', 'valanjo01', 'ibakase01', 'vanvlfr01', 'siakapa01', 'milescj01', 'brownlo01', 'monrogr01', 'richama01', 'loydjo01']","[2, 0]",0,conference,978128481.0,901165075.0,75240652.38461539,69320390.38461539,1,2,2018-10-20 19:00:00,2018-10-20 21:00:00
201810210CLE,ATL,CLE,ATL,"Quicken Loans Arena, Cleveland, Ohio",34,26,26,25,[],111,-2,2.0,"['osmande01', 'loveke01', 'hillge01', 'thomptr01', 'hoodro01', 'sextoco01', 'clarkjo01', 'nancela02', 'dekkesa01', 'zizican01', 'korveky01', 'smithjr01', 'fryech01']","[0, 2]",0,24,40,28,41,[],133,-2,2.0,"['youngtr01', 'lenal01', 'bazemke01', 'princta02', 'cartevi01', 'huertke01', 'poythal01', 'spellom01', 'bembrde01', 'linje01', 'adamsja01', 'plumlmi01', 'dorsety01']","[0, 2]",0,conference,912434274.0,503849458.0,70187251.84615384,38757650.615384616,2,2,2018-10-21 18:00:00,2018-10-21 20:00:00
201810210DEN,DEN,DEN,GSW,"Pepsi Center, Denver, Colorado",17,30,33,20,[],100,2,1.0,"['harriga01', 'jokicni01', 'craigto01', 'millspa01', 'murraja01', 'hernaju01', 'morrimo01', 'lylestr01', 'plumlma01', 'beaslma01', 'welshth01', 'akoonde01', 'lydonty01']","[2, 0]",0,25,24,21,28,[],98,2,2.0,"['curryst01', 'duranke01', 'thompkl01', 'greendr01', 'jonesda03', 'iguodan01', 'looneke01', 'jerebjo01', 'cookqu01', 'belljo01', 'mckinal01', 'evansja02', 'leeda03']","[2, 0]",0,conference,635793860.0,1162704964.0,48907220.0,89438843.38461539,2,2,2018-10-21 20:00:00,2018-10-21 22:00:00
201810210LAC,LAC,LAC,HOU,"STAPLES Center, Los Angeles, California",29,25,39,22,[],115,1,2.0,"['harrito02', 'gallida01', 'bradlav01', 'beverpa01', 'gortama01', 'gilgesh01', 'willilo02', 'harremo01', 'mbahalu01', 'scottmi01', 'marjabo01', 'wallaty01', 'teodomi01']","[1, 1]",0,24,29,31,28,[],112,1,1.0,"['hardeja01', 'tuckepj01', 'capelca01', 'gordoer01', 'ennisja01', 'anthoca01', 'greenge01', 'cartemi01', 'harteis01', 'clarkga01', 'paulch01', 'hilarne01']","[1, 1]",0,conference,821106950.0,1362359508.0,63162073.07692308,113529959.0,2,2,2018-10-21 21:00:00,2018-10-21 23:00:00
201810210OKC,SAC,OKC,SAC,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",32,24,34,30,[],120,-2,2.0,"['westbru01', 'adamsst01', 'georgpa01', 'fergute01', 'pattepa01', 'schrode01', 'grantje01', 'diallha01', 'noelne01', 'burtode02', 'abrinal01', 'luwawti01', 'feltora01']","[0, 2]",0,34,34,29,34,[],131,-2,2.0,"['foxde01', 'bjeline01', 'shumpim01', 'hieldbu01', 'caulewi01', 'jacksju01', 'baglema01', 'ferreyo01', 'gilesha01', 'mclembe01', 'labissk01', 'masonfr01']","[0, 2]",0,conference,958575593.0,330883955.0,73736584.07692307,27573662.916666668,2,2,2018-10-21 19:00:00,2018-10-21 21:00:00
201810220BOS,ORL,BOS,ORL,"TD Garden, Boston, Massachusetts",19,26,25,20,[],90,1,2.0,"['tatumja01', 'irvinky01', 'horfoal01', 'brownja02', 'haywago01', 'morrima03', 'smartma01', 'roziete01', 'theisda01', 'ojelese01', 'williro04', 'yabusgu01', 'wanambr01']","[2, 1]",0,28,20,27,18,[],93,-2,2.0,"['gordoaa01', 'fournev01', 'vucevni01', 'augusdj01', 'isaacjo01', 'simmojo02', 'rosste01', 'bambamo01', 'grantje02', 'iwundwe01', 'briscis01', 'birchkh01', 'martija01']","[1, 2]",0,conference,1031369417.0,598470324.0,79336109.0,46036178.76923077,3,3,2018-10-22 19:30:00,2018-10-22 21:30:00
201810220DAL,DAL,DAL,CHI,"American Airlines Center, Dallas, Texas",31,28,29,27,[],115,1,2.0,"['finnedo01', 'doncilu01', 'matthwe02', 'jordade01', 'smithde03', 'klebima01', 'bareajo01', 'poweldw01', 'brunsja01', 'broekry01', 'mejrisa01', 'spaldra01', 'maconda01']","[1, 1]",0,28,33,23,25,[],109,-2,2.0,"['lavinza01', 'holidju01', 'cartewe01', 'portibo01', 'dunnkr01', 'parkeja01', 'payneca01', 'hutchch01', 'lopezro01', 'blakean01', 'feliccr01', 'harrish01', 'arcidry01']","[0, 2]",0,none,484691839.0,426076575.0,37283987.615384616,32775121.153846152,2,2,2018-10-22 20:30:00,2018-10-22 22:30:00
201810220GSW,GSW,GSW,PHO,"Oracle Arena, Oakland, California",32,38,36,17,[],123,-1,1.0,"['curryst01', 'greendr01', 'duranke01', 'thompkl01', 'jonesda03', 'jerebjo01', 'cookqu01', 'iguodan01', 'mckinal01', 'looneke01', 'belljo01', 'evansja02', 'leeda03']","[2, 1]",0,23,24,34,22,[],103,-1,2.0,"['bookede01', 'arizatr01', 'aytonde01', 'canaais01', 'anderry01', 'warretj01', 'jacksjo02', 'bridgmi01', 'chandty01', 'crawfja01', 'holmeri01', 'bendedr01', 'meltode01']","[1, 1]",0,division,1162704964.0,855817114.0,89438843.38461539,65832085.692307696,3,2,2018-10-22 22:30:00,2018-10-23 00:30:00
201810220LAL,SAS,LAL,SAS,"STAPLES Center, Los Angeles, California",26,34,36,32,[],142,-2,2.0,"['kuzmaky01', 'jamesle01', 'balllo01', 'mcgeeja01', 'caldwke01', 'hartjo01', 'stephla01', 'mykhasv01', 'willijo04', 'beaslmi01', 'zubaciv01', 'rondora01', 'ingrabr01']","[0, 2]",0,40,25,34,29,[],143,-1,2.0,"['derozde01', 'aldrila01', 'forbebr01', 'gayru01', 'cunnida01', 'millspa02', 'belinma01', 'gasolpa01', 'bertada01', 'poeltja01', 'metuch01', 'pondequ01', 'eubandr01']","[1, 1]",0,conference,937358382.0,1073877845.0,72104490.92307693,82605988.07692307,2,2,2018-10-22 22:30:00,2018-10-23 00:30:00
201810220MIL,MIL,MIL,NYK,"Fiserv Forum, Milwaukee, Wisconsin",33,38,17,36,[],124,2,3.0,"['antetgi01', 'middlkh01', 'bledser01', 'brogdma01', 'lopezbr01', 'ilyaser01', 'divindo01', 'hensojo01', 'snellto01', 'brownst02', 'dellama01', 'connapa01', 'makerth01']","[2, 0]",0,29,23,35,26,[],113,-2,2.0,"['ntilila01', 'hardati02', 'kanteen01', 'burketr01', 'thomala01', 'dotsoda01', 'hezonma01', 'vonleno01', 'trieral01', 'bakerro01', 'kornelu01', 'robinmi01']","[1, 2]",0,conference,926417081.0,343136873.0,71262852.38461539,28594739.416666668,2,3,2018-10-22 20:00:00,2018-10-22 22:00:00
201810220MIN,MIN,MIN,IND,"Target Center, Minneapolis, Minnesota",25,25,22,29,[],101,-1,2.0,"['butleji01', 'townska01', 'gibsota01', 'teaguje01', 'wiggian01', 'rosede01', 'okogijo01', 'jonesty01', 'tollian01', 'dienggo01', 'denglu01', 'bateske01', 'nunnaja01']","[1, 2]",0,28,21,24,18,[],91,1,2.0,"['bogdabo02', 'oladivi01', 'youngth01', 'turnemy01', 'collida01', 'josepco01', 'sabondo01', 'mcderdo01', 'evansty01', 'oquinky01', 'johnsal02', 'holidaa01', 'sumneed01']","[2, 1]",0,none,1090338652.0,716695046.0,83872204.0,55130388.15384615,3,3,2018-10-22 20:00:00,2018-10-22 22:00:00
201810220POR,WAS,POR,WAS,"Moda Center, Portland, Oregon",32,30,15,34,[],124,2,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'nurkiju01', 'laymaja01', 'stausni01', 'turneev01', 'colliza01', 'harklma01', 'curryse01', 'baldwwa01', 'swanica01', 'leoname01']","[2, 0]",0,28,34,16,33,[],125,-2,2.0,"['porteot01', 'bealbr01', 'walljo01', 'morrima02', 'mahinia01', 'oubreke01', 'greenje02', 'riverau01', 'smithja02', 'satorto01', 'bryanth01', 'browntr01', 'mcraejo01']","[0, 2]",0,none,782603033.0,978128481.0,60200233.307692304,75240652.38461539,2,2,2018-10-22 22:00:00,2018-10-23 00:00:00
201810220TOR,TOR,TOR,CHO,"Scotiabank Arena, Toronto, Canada",31,31,35,30,[],127,3,2.0,"['lowryky01', 'leonaka01', 'greenda02', 'ibakase01', 'siakapa01', 'anunoog01', 'valanjo01', 'vanvlfr01', 'milescj01', 'powelno01', 'richama01', 'brownlo01', 'monrogr01']","[3, 0]",0,22,25,32,27,[],106,2,2.0,"['batumni01', 'walkeke02', 'lambje01', 'willima02', 'zelleco01', 'monkma01', 'bridgmi02', 'hernawi01', 'kiddgmi01', 'parketo01', 'biyombi01', 'grahade01', 'kaminfr01']","[2, 1]",0,conference,1092127609.0,998659290.0,84009816.07692307,76819945.38461539,3,3,2018-10-22 19:30:00,2018-10-22 21:30:00
201810220UTA,MEM,UTA,MEM,"Vivint Smart Home Arena, Salt Lake City, Utah",22,24,17,21,[],84,-1,3.0,"['mitchdo01', 'inglejo01', 'goberru01', 'rubiori01', 'favorde01', 'crowdja01', 'exumda01', 'onealro01', 'allengr01', 'niangge01', 'burksal01', 'udohek01', 'sefolth01']","[1, 1]",0,19,28,23,22,[],92,1,3.0,"['templga01', 'conlemi01', 'gasolma01', 'jacksja02', 'parsoch01', 'macksh01', 'seldewa01', 'brookdi01', 'anderky01', 'casspom01', 'brookma01', 'harrian01', 'rabbiv01']","[1, 1]",0,conference,769626862.0,734488739.0,59202066.307692304,56499133.76923077,2,2,2018-10-22 21:00:00,2018-10-22 23:00:00
201810230DEN,DEN,DEN,SAC,"Pepsi Center, Denver, Colorado",33,35,37,21,[],126,3,2.0,"['harriga01', 'jokicni01', 'craigto01', 'millspa01', 'murraja01', 'morrimo01', 'hernaju01', 'lylestr01', 'plumlma01', 'beaslma01', 'welshth01', 'lydonty01', 'akoonde01']","[3, 0]",0,26,29,26,31,[],112,1,2.0,"['caulewi01', 'hieldbu01', 'bjeline01', 'foxde01', 'shumpim01', 'baglema01', 'jacksju01', 'masonfr01', 'ferreyo01', 'gilesha01', 'mclembe01', 'labissk01']","[1, 2]",0,conference,635793860.0,330883955.0,48907220.0,27573662.916666668,3,3,2018-10-23 21:00:00,2018-10-23 23:00:00
201810230DET,DET,DET,PHI,"Little Caesars Arena, Detroit, Michigan",27,34,26,33,[],133,2,3.0,"['griffbl01', 'bullore01', 'jacksre01', 'drumman01', 'johnsst04', 'smithis01', 'gallola01', 'pachuza01', 'kennalu01', 'brownbr01', 'caldejo01', 'leuerjo01', 'robingl02']","[2, 0]",0,28,36,30,26,[],132,2,3.0,"['covinro01', 'embiijo01', 'saricda01', 'shamela01', 'fultzma01', 'redicjj01', 'mccontj01', 'muscami01', 'johnsam01', 'jacksde01', 'korkmfu01', 'boldejo01']","[2, 1]",0,conference,853926245.0,546568901.0,65686634.23076923,45547408.41666666,2,3,2018-10-23 19:00:00,2018-10-23 21:00:00
201810230NOP,NOP,NOP,LAC,"Smoothie King Center, New Orleans, Louisiana",27,32,32,25,[],116,2,4.0,"['davisan02', 'holidjr01', 'paytoel01', 'mooreet01', 'mirotni01', 'hillso01', 'randlju01', 'milleda01', 'clarkia01', 'jacksfr01', 'okafoja01', 'johnswe01', 'fraziti01']","[2, 0]",0,26,36,22,25,[],109,2,2.0,"['harrito02', 'gallida01', 'bradlav01', 'beverpa01', 'gortama01', 'willilo02', 'harremo01', 'gilgesh01', 'mbahalu01', 'scottmi01', 'marjabo01', 'wallaty01', 'teodomi01']","[2, 1]",0,conference,718617208.0,821106950.0,55278246.76923077,63162073.07692308,2,3,2018-10-23 20:00:00,2018-10-23 22:00:00
201810240ATL,ATL,ATL,DAL,"State Farm Arena, Atlanta, Georgia",22,26,32,31,[],111,1,3.0,"['princta02', 'bazemke01', 'lenal01', 'cartevi01', 'youngtr01', 'bembrde01', 'huertke01', 'spellom01', 'dedmode01', 'linje01', 'poythal01', 'dorsety01', 'plumlmi01']","[1, 2]",0,42,16,29,17,[],104,2,2.0,"['jordade01', 'matthwe02', 'doncilu01', 'smithde03', 'finnedo01', 'klebima01', 'bareajo01', 'brunsja01', 'poweldw01', 'broekry01', 'maconda01', 'spaldra01', 'mejrisa01']","[2, 1]",0,none,543100206.0,484691839.0,41776938.92307692,37283987.615384616,3,3,2018-10-24 19:00:00,2018-10-24 21:00:00
201810240CHI,CHI,CHI,CHO,"United Center, Chicago, Illinois",24,30,34,24,[],112,-3,2.0,"['holidju01', 'lavinza01', 'payneca01', 'cartewe01', 'portibo01', 'parkeja01', 'arcidry01', 'feliccr01', 'hutchch01', 'blakean01', 'harrish01', 'lopezro01']","[0, 3]",0,27,26,29,28,[],110,-1,2.0,"['batumni01', 'walkeke02', 'willima02', 'lambje01', 'zelleco01', 'monkma01', 'parketo01', 'kiddgmi01', 'hernawi01', 'bridgmi02', 'grahade01', 'kaminfr01', 'bacondw01']","[2, 2]",0,conference,398503859.0,915403030.0,33208654.916666668,70415617.6923077,3,4,2018-10-24 20:00:00,2018-10-24 22:00:00
201810240CLE,BRK,CLE,BRK,"Quicken Loans Arena, Cleveland, Ohio",17,28,17,24,[],86,-3,3.0,"['loveke01', 'hillge01', 'osmande01', 'thomptr01', 'hoodro01', 'sextoco01', 'clarkjo01', 'nancela02', 'korveky01', 'smithjr01', 'zizican01', 'dekkesa01', 'nwabada01']","[0, 3]",0,24,21,38,19,[],102,-1,4.0,"['leverca01', 'russeda01', 'allenja01', 'harrijo01', 'dudleja01', 'holliro01', 'dinwisp01', 'crabbal01', 'davised01', 'napiesh01', 'musadz01', 'farieke01', 'pinsoth01']","[1, 2]",0,conference,855509206.0,547760514.0,65808400.461538464,42135424.15384615,3,3,2018-10-24 19:00:00,2018-10-24 21:00:00
201810240GSW,GSW,GSW,WAS,"Oracle Arena, Oakland, California",46,34,35,29,[],144,1,2.0,"['curryst01', 'duranke01', 'thompkl01', 'greendr01', 'jonesda03', 'iguodan01', 'belljo01', 'livinsh01', 'jerebjo01', 'looneke01', 'cookqu01', 'mckinal01', 'evansja02']","[3, 1]",0,37,34,26,25,[],122,1,2.0,"['walljo01', 'porteot01', 'morrima02', 'bealbr01', 'smithja02', 'oubreke01', 'riverau01', 'greenje02', 'satorto01', 'mcraejo01', 'bryanth01', 'browntr01', 'mahinia01']","[1, 2]",0,none,1217765120.0,978128481.0,93674240.0,75240652.38461539,4,3,2018-10-24 22:30:00,2018-10-25 00:30:00
201810240HOU,UTA,HOU,UTA,"Toyota Center, Houston, Texas",29,15,22,23,[],89,-1,3.0,"['gordoer01', 'tuckepj01', 'capelca01', 'hardeja01', 'cartemi01', 'anthoca01', 'greenge01', 'harteis01', 'clarkga01', 'hilarne01', 'ennisja01', 'paulch01']","[1, 2]",0,24,28,23,25,[],100,-2,2.0,"['mitchdo01', 'goberru01', 'rubiori01', 'inglejo01', 'favorde01', 'crowdja01', 'onealro01', 'exumda01', 'burksal01', 'allengr01', 'niangge01', 'udohek01', 'sefolth01']","[1, 2]",0,conference,1362359508.0,769626862.0,113529959.0,59202066.307692304,3,3,2018-10-24 20:00:00,2018-10-24 22:00:00
201810240MIA,MIA,MIA,NYK,"AmericanAirlines Arena, Miami, Florida",16,31,45,18,[],110,-1,4.0,"['richajo01', 'mcgruro01', 'olynyke01', 'dragigo01', 'whiteha01', 'johnsty01', 'wadedw01', 'adebaba01', 'robindu01', 'hasleud01', 'winslju01', 'ellinwa01']","[1, 2]",0,27,18,20,22,[],87,-3,2.0,"['ntilila01', 'hardati02', 'thomala01', 'kanteen01', 'burketr01', 'dotsoda01', 'hezonma01', 'trieral01', 'bakerro01', 'vonleno01', 'robinmi01', 'kornelu01']","[1, 3]",0,conference,856985926.0,343136873.0,71415493.83333333,28594739.416666668,3,4,2018-10-24 19:30:00,2018-10-24 21:30:00
201810240MIL,MIL,MIL,PHI,"Fiserv Forum, Milwaukee, Wisconsin",22,49,21,31,[],123,3,2.0,"['antetgi01', 'brogdma01', 'middlkh01', 'bledser01', 'lopezbr01', 'divindo01', 'snellto01', 'hensojo01', 'ilyaser01', 'makerth01', 'woodch01', 'brownst02', 'connapa01']","[3, 0]",0,34,30,17,27,[],108,-1,1.0,"['simmobe01', 'embiijo01', 'saricda01', 'covinro01', 'fultzma01', 'redicjj01', 'muscami01', 'shamela01', 'johnsam01', 'korkmfu01', 'mccontj01', 'boldejo01', 'jacksde01']","[2, 2]",0,conference,915423679.0,636752487.0,70417206.07692307,48980960.538461536,3,4,2018-10-24 21:30:00,2018-10-24 23:30:00
201810240PHO,LAL,PHO,LAL,"Talking Stick Resort Arena, Phoenix, Arizona",30,24,32,27,[],113,-2,2.0,"['arizatr01', 'aytonde01', 'bookede01', 'canaais01', 'anderry01', 'warretj01', 'jacksjo02', 'chandty01', 'crawfja01', 'bridgmi01', 'holmeri01', 'danietr01', 'bendedr01']","[1, 2]",0,32,44,30,25,[],131,-3,2.0,"['kuzmaky01', 'balllo01', 'jamesle01', 'hartjo01', 'mcgeeja01', 'caldwke01', 'stephla01', 'mykhasv01', 'willijo04', 'zubaciv01', 'rondora01', 'ingrabr01', 'beaslmi01']","[0, 3]",0,division,849346925.0,937358382.0,65334378.84615385,72104490.92307693,3,3,2018-10-24 22:00:00,2018-10-25 00:00:00
201810240SAC,SAC,SAC,MEM,"Golden 1 Center, Sacramento, California",19,25,27,26,[],97,-1,1.0,"['hieldbu01', 'jacksju01', 'foxde01', 'caulewi01', 'bjeline01', 'baglema01', 'masonfr01', 'ferreyo01', 'gilesha01', 'mclembe01', 'labissk01', 'willitr02']","[1, 3]",0,28,24,19,21,[],92,2,2.0,"['conlemi01', 'gasolma01', 'jacksja02', 'templga01', 'anderky01', 'seldewa01', 'macksh01', 'brookdi01', 'brookma01', 'casspom01', 'harrian01', 'parsoch01', 'rabbiv01']","[2, 1]",0,conference,285386594.0,734488739.0,23782216.166666668,56499133.76923077,4,3,2018-10-24 22:00:00,2018-10-25 00:00:00
201810240SAS,IND,SAS,IND,"AT&T Center, San Antonio, Texas",22,28,21,25,[],96,1,2.0,"['derozde01', 'aldrila01', 'forbebr01', 'gayru01', 'poeltja01', 'millspa02', 'belinma01', 'bertada01', 'gasolpa01', 'cunnida01', 'metuch01', 'pondequ01', 'eubandr01']","[2, 1]",0,28,34,26,28,[],116,-1,2.0,"['oladivi01', 'youngth01', 'turnemy01', 'bogdabo02', 'collida01', 'josepco01', 'evansty01', 'sabondo01', 'leaftj01', 'mcderdo01', 'oquinky01', 'holidaa01', 'sumneed01']","[2, 2]",0,none,1073877845.0,724390430.0,82605988.07692307,55722340.76923077,3,4,2018-10-24 20:30:00,2018-10-24 22:30:00
201810240TOR,TOR,TOR,MIN,"Scotiabank Arena, Toronto, Canada",26,31,26,29,[],112,4,2.0,"['leonaka01', 'lowryky01', 'greenda02', 'ibakase01', 'siakapa01', 'anunoog01', 'valanjo01', 'powelno01', 'milescj01', 'brownlo01', 'wrighde01', 'richama01', 'monrogr01']","[4, 0]",0,19,29,26,31,[],105,1,2.0,"['butleji01', 'townska01', 'teaguje01', 'okogijo01', 'gibsota01', 'rosede01', 'tollian01', 'jonesty01', 'dienggo01', 'willicj01', 'bateske01', 'denglu01', 'nunnaja01']","[2, 2]",0,none,1065614339.0,951770130.0,81970333.76923077,73213086.92307693,4,4,2018-10-24 19:30:00,2018-10-24 21:30:00
201810250DET,DET,DET,CLE,"Little Caesars Arena, Detroit, Michigan",30,28,22,30,[],110,3,2.0,"['drumman01', 'griffbl01', 'bullore01', 'johnsst04', 'jacksre01', 'gallola01', 'smithis01', 'kennalu01', 'pachuza01', 'robingl02', 'brownbr01', 'caldejo01', 'leuerjo01']","[3, 0]",0,27,23,18,35,[],103,-4,1.0,"['hoodro01', 'osmande01', 'hillge01', 'fryech01', 'thomptr01', 'nancela02', 'sextoco01', 'korveky01', 'clarkjo01', 'smithjr01', 'zizican01', 'dekkesa01', 'nwabada01']","[0, 4]",0,division,853926245.0,686672109.0,65686634.23076923,52820931.461538464,3,4,2018-10-25 19:00:00,2018-10-25 21:00:00
201810250LAL,LAL,LAL,DEN,"STAPLES Center, Los Angeles, California",22,36,29,34,[],121,1,1.0,"['jamesle01', 'kuzmaky01', 'balllo01', 'hartjo01', 'mcgeeja01', 'stephla01', 'caldwke01', 'willijo04', 'mykhasv01', 'beaslmi01', 'rondora01', 'ingrabr01', 'zubaciv01']","[1, 3]",0,26,31,32,25,[],114,4,2.0,"['harriga01', 'murraja01', 'jokicni01', 'millspa01', 'craigto01', 'morrimo01', 'lylestr01', 'plumlma01', 'beaslma01', 'hernaju01', 'welshth01', 'akoonde01', 'lydonty01']","[4, 0]",0,conference,937358382.0,635793860.0,72104490.92307693,48907220.0,4,4,2018-10-25 22:30:00,2018-10-26 00:30:00
201810250OKC,BOS,OKC,BOS,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",22,28,23,22,[],95,-3,4.0,"['georgpa01', 'adamsst01', 'westbru01', 'grantje01', 'fergute01', 'schrode01', 'diallha01', 'abrinal01', 'pattepa01', 'noelne01', 'luwawti01', 'feltora01', 'burtode02']","[0, 3]",0,16,18,40,27,[],101,-1,3.0,"['tatumja01', 'irvinky01', 'horfoal01', 'brownja02', 'haywago01', 'morrima03', 'roziete01', 'smartma01', 'theisda01', 'ojelese01', 'williro04', 'wanambr01', 'yabusgu01']","[2, 2]",0,none,958575593.0,1031369417.0,73736584.07692307,79336109.0,3,4,2018-10-25 20:00:00,2018-10-25 22:00:00
201810250ORL,POR,ORL,POR,"Amway Center, Orlando, Florida",22,26,36,30,[],114,1,3.0,"['vucevni01', 'fournev01', 'isaacjo01', 'gordoaa01', 'augusdj01', 'rosste01', 'grantje02', 'simmojo02', 'bambamo01', 'briscis01', 'martija01', 'iwundwe01', 'birchkh01']","[2, 2]",0,33,25,33,37,[],128,-1,3.0,"['lillada01', 'aminual01', 'nurkiju01', 'mccolcj01', 'laymaja01', 'turneev01', 'curryse01', 'harklma01', 'colliza01', 'stausni01', 'leoname01', 'baldwwa01', 'swanica01']","[2, 1]",0,none,598470324.0,782603033.0,46036178.76923077,60200233.307692304,4,3,2018-10-25 19:00:00,2018-10-25 21:00:00
