gameid,ref,att
201411130TOR,"['Nick Buchert', 'Michael Smith', 'Derrick Stafford']",19800
201411140ATL,"['David Jones', 'J.T. Orr', 'Tom Washington']",17090
201411140BOS,"['Marat Kogut', 'Bill Spooner', 'Scott Wall']",18624
201411140HOU,"['Kane Fitzgerald', 'Monty McCutchen', 'Scott Twardoski']",18138
201411140IND,"['Marc Davis', 'Kevin Scott', 'Leon Wood']",16286
201411140LAL,"['Tony Brothers', 'Mark Lindsay', 'Haywoode Workman']",18997
201411140NOP,"['Brian Forte', 'Ed Malloy', 'C.J. Washington']",14775
201411140NYK,"['Matt Boland', 'James Capers Jr.', 'Josh Tiven']",19812
201411140OKC,"['Derrick Collins', 'Karl Lane', 'Zach Zarba']",18203
201411140ORL,"['Tony Brown', 'Kevin Cutler', 'Scott Foster']",15947
201411140PHO,"['Curtis Blair', 'Ken Mauer', 'Gary Zielinski']",16291
201411150CHI,"['Brent Barnaky', 'Josh Tiven', 'Tom Washington']",22248
201411150CLE,"['Nick Buchert', 'Gediminas Petraitis', 'Derrick Stafford']",20562
201411150DAL,"['Derrick Collins', 'Bill Kennedy', 'Eli Roe']",19730
201411150GSW,"['Mark Ayotte', 'Tony Brothers', 'Tre Maddox']",19596
201411150LAC,"['Dan Crawford', 'Mark Lindsay', 'Derek Richardson']",19060
201411150MEM,"['Ed Malloy', 'Kevin Scott', 'Sean Wright']",17215
201411150POR,"['Courtney Kirkland', 'Jason Phillips', 'Dedric Taylor']",19441
201411150SAC,"['Ron Garretson', 'David Guthrie', 'Justin Van Duyne']",17317
201411150TOR,"['Sean Corbin', 'Pat Fraher', 'James Williams']",19800
201411150WAS,"['Joe Crawford', 'John Goble', 'J.T. Orr']",19110
201411160LAL,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",18997
201411160MIA,"['Steve Anderson', 'Marc Davis', 'Michael Smith']",19680
201411160NYK,"['Tony Brown', 'David Jones', 'Ben Taylor']",19812
201411160OKC,"['Kevin Cutler', 'Brian Forte', 'Bill Kennedy']",18203
201411170BOS,"['Sean Corbin', 'Ed Malloy', 'Kevin Scott']",16726
201411170BRK,"['Derrick Stafford', 'Josh Tiven', 'James Williams']",17732
201411170CHO,"['Nick Buchert', 'Monty McCutchen', 'J.T. Orr']",15345
201411170CLE,"['John Goble', 'Haywoode Workman', 'Sean Wright']",20562
201411170DET,"['Eric Lewis', 'C.J. Washington', 'Tom Washington']",11619
201411170LAC,"['David Guthrie', 'Jason Phillips', 'Dedric Taylor']",19319
201411170MEM,"['Steve Anderson', 'Marc Davis', 'Leroy Richardson']",17012
201411170POR,"['Tony Brothers', 'Pat Fraher', 'Derek Richardson']",19441
201411170SAS,"['Bennie Adams', 'Joe Crawford', 'Tre Maddox']",18581
201411180ATL,"['Scott Foster', 'Eli Roe', 'Michael Smith']",17848
201411180MIL,"['Kane Fitzgerald', 'Marat Kogut', 'Zach Zarba']",12190
201411180SAC,"['Karl Lane', 'Mark Lindsay', 'Bill Spooner']",16526
201411180UTA,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Courtney Kirkland']",17190
201411190BRK,"['Eric Lewis', 'Ben Taylor', 'Tom Washington']",15694
201411190CLE,"['Derrick Collins', 'Ed Malloy', 'Leroy Richardson']",20562
201411190DEN,"['Pat Fraher', 'Jason Phillips', 'Dedric Taylor']",14140
201411190DET,"['Nick Buchert', 'Derrick Stafford', 'Scott Twardoski']",10686
201411190HOU,"['Bennie Adams', 'Joe Crawford', 'Tre Maddox']",18245
201411190IND,"['Sean Corbin', 'Ron Garretson', 'Haywoode Workman']",14748
201411190MIN,"['Dan Crawford', 'James Williams', 'Gary Zielinski']",15304
201411190ORL,"['Brian Forte', 'Monty McCutchen', 'Kevin Scott']",16034
201411190PHI,"['Steve Anderson', 'Marc Davis', 'Josh Tiven']",12701
201411190TOR,"['Mark Ayotte', 'Curtis Blair', 'John Goble']",19800
201411190WAS,"['Matt Boland', 'James Capers Jr.', 'David Jones']",16374
201411200MIA,"['Brent Barnaky', 'Ken Mauer', 'Scott Wall']",19685
201411200SAC,"['Kane Fitzgerald', 'Bill Kennedy', 'Leon Wood']",17317
201411210ATL,"['Joe Crawford', 'Brian Forte', 'Haywoode Workman']",16517
201411210CHO,"['Matt Boland', 'Tony Brown', 'Sean Wright']",18126
201411210DAL,"['Brent Barnaky', 'Curtis Blair', 'Dan Crawford']",20353
201411210DEN,"['Mike Callahan', 'Lauren Holtkamp-Sterling', 'Gary Zielinski']",15232
201411210GSW,"['Pat Fraher', 'J.T. Orr', 'Jason Phillips']",19596
201411210MEM,"['Marat Kogut', 'Eric Lewis', 'Zach Zarba']",17712
201411210MIN,"['Scott Foster', 'David Guthrie', 'Scott Twardoski']",12414
201411210OKC,"['David Jones', 'Derek Richardson', 'Michael Smith']",18203
201411210PHI,"['Mark Ayotte', 'James Capers Jr.', 'Gediminas Petraitis']",16789
201411210POR,"['Bennie Adams', 'Karl Lane', 'Bill Spooner']",19866
201411210TOR,"['Mark Lindsay', 'Ed Malloy', 'Eli Roe']",19800
201411210WAS,"['Sean Corbin', 'Ron Garretson', 'Justin Van Duyne']",20356
201411220CLE,"['Scott Foster', 'Dedric Taylor', 'Josh Tiven']",20562
201411220HOU,"['Tony Brothers', 'Derrick Collins', 'Kevin Scott']",18244
201411220IND,"['John Goble', 'Eric Lewis', 'James Williams']",16870
201411220MIL,"['Monty McCutchen', 'Leroy Richardson', 'Scott Twardoski']",14254
201411220MIN,"['Steve Anderson', 'Marc Davis', 'Brian Forte']",13191
201411220NYK,"['Kevin Cutler', 'Derrick Stafford', 'Scott Wall']",19812
201411220ORL,"['Nick Buchert', 'Marat Kogut', 'Zach Zarba']",18846
201411220SAS,"['Curtis Blair', 'Courtney Kirkland', 'Ken Mauer']",18581
201411220UTA,"['Kane Fitzgerald', 'Bill Kennedy', 'Tre Maddox']",18452
201411230BOS,"['Mark Ayotte', 'Ron Garretson', 'Justin Van Duyne']",16692
201411230LAL,"['Kane Fitzgerald', 'Karl Lane', 'Bill Spooner']",18997
201411230MEM,"['Sean Corbin', 'Dan Crawford', 'Eli Roe']",18119
201411230MIA,"['James Capers Jr.', 'David Guthrie', 'Derek Richardson']",19639
201411230OKC,"['Ben Taylor', 'Tom Washington', 'Sean Wright']",18203
201411240CHO,"['Bennie Adams', 'Kevin Cutler', 'John Goble']",17180
201411240CLE,"['Brent Barnaky', 'Mike Callahan', 'James Williams']",20562
201411240DAL,"['Marat Kogut', 'Mark Lindsay', 'Zach Zarba']",19850
201411240HOU,"['Curtis Blair', 'Ken Mauer', 'Leroy Richardson']",18133
201411240PHI,"['Joe Crawford', 'Michael Smith', 'Haywoode Workman']",11094
201411240TOR,"['Tony Brown', 'Monty McCutchen', 'Leon Wood']",19800
201411240UTA,"['Derrick Collins', 'David Jones', 'Ed Malloy']",18904
201411250DEN,"['Ron Garretson', 'Justin Van Duyne', 'Scott Wall']",17033
201411250MIA,"['Tony Brothers', 'Kevin Cutler', 'Leroy Richardson']",19647
201411250MIL,"['Tyler Ford', 'John Goble', 'Tom Washington']",15265
201411250NOP,"['Dan Crawford', 'Eric Lewis', 'Kevin Scott']",17037
201411250WAS,"['Scott Foster', 'Derek Richardson', 'Sean Wright']",15440
201411260ATL,"['Tony Brothers', 'Ben Taylor', 'Gary Zielinski']",16253
201411260CHO,"['Sean Corbin', 'Mitchell Ervin', 'Tom Washington']",16972
201411260CLE,"['Matt Boland', 'James Capers Jr.', 'David Guthrie']",20562
201411260DAL,"['Mike Callahan', 'Courtney Kirkland', 'Karl Lane']",20352
201411260DET,"['Marc Davis', 'Michael Smith', 'James Williams']",13461
201411260HOU,"['Mark Ayotte', 'Marat Kogut', 'Zach Zarba']",18058
201411260LAL,"['Nick Buchert', 'David Jones', 'Scott Twardoski']",18997
201411260MIN,"['Kane Fitzgerald', 'Ken Mauer', 'C.J. Washington']",14710
201411260OKC,"['Mark Lindsay', 'Eli Roe', 'Derrick Stafford']",18203
201411260ORL,"['Bennie Adams', 'Bill Kennedy', 'Haywoode Workman']",17702
201411260PHI,"['Tony Brown', 'Bill Spooner', 'Leon Wood']",11223
201411260PHO,"['Derrick Collins', 'Brian Forte', 'Ed Malloy']",16099
201411260SAS,"['Jason Phillips', 'Dedric Taylor', 'Josh Tiven']",18581
201411280ATL,"['Bennie Adams', 'Bill Kennedy', 'James Williams']",17079
201411280BOS,"['Mitchell Ervin', 'Ken Mauer', 'Leroy Richardson']",18203
201411280CHO,"['Derrick Stafford', 'Leon Wood', 'Gary Zielinski']",19381
201411280DEN,"['Nick Buchert', 'Kevin Cutler', 'David Jones']",15509
201411280DET,"['Matt Boland', 'James Capers Jr.', 'Sean Wright']",13127
201411280HOU,"['Ben Taylor', 'Josh Tiven', 'Tom Washington']",18226
201411280IND,"['Tony Brothers', 'Kane Fitzgerald', 'J.T. Orr']",18165
201411280LAL,"['Derrick Collins', 'Joe Crawford', 'Scott Wall']",18997
201411280OKC,"['Eric Lewis', 'Monty McCutchen', 'Haywoode Workman']",18203
201411280POR,"['Brent Barnaky', 'Brian Forte', 'Ed Malloy']",19459
201411280SAS,"['Mike Callahan', 'Sean Corbin', 'Lauren Holtkamp-Sterling']",18581
201411280TOR,"['David Guthrie', 'Tre Maddox', 'Bill Spooner']",19800
201411290ATL,"['Dan Crawford', 'J.T. Orr', 'Josh Tiven']",14185
201411290CLE,"['Steve Anderson', 'Tony Brown', 'Marc Davis']",20562
201411290MIL,"['Courtney Kirkland', 'Jason Phillips', 'Dedric Taylor']",16119
201411290PHI,"['Curtis Blair', 'John Goble', 'Bill Kennedy']",16145
201411290UTA,"['Mark Ayotte', 'Nick Buchert', 'Scott Foster']",18479
201411290WAS,"['Kane Fitzgerald', 'Eli Roe', 'Zach Zarba']",17581
201411300BOS,"['Tre Maddox', 'Derrick Stafford', 'Sean Wright']",17121
201411300BRK,"['Matt Boland', 'James Capers Jr.', 'Gary Zielinski']",17732
201411300DET,"['Mark Lindsay', 'Gediminas Petraitis', 'Bill Spooner']",12737
201411300LAL,"['Brian Forte', 'Ron Garretson', 'Brett Nansel']",18997
201411300NYK,"['David Guthrie', 'Ken Mauer', 'Kevin Scott']",19812
201411300PHO,"['Brent Barnaky', 'Scott Foster', 'Scott Wall']",15558
201411300POR,"['Michael Smith', 'Scott Twardoski', 'James Williams']",18843
201411300SAC,"['Derrick Collins', 'Joe Crawford', 'Derek Richardson']",16240
201412010LAC,"['Brent Barnaky', 'Kevin Cutler', 'Bill Kennedy']",19060
201412010PHI,"['Matt Boland', 'Eric Lewis', 'Ed Malloy']",12843
201412010UTA,"['Curtis Blair', 'Marc Davis', 'Leroy Richardson']",16768
201412010WAS,"['Mike Callahan', 'Karl Lane', 'Leon Wood']",15150
201412020ATL,"['Steve Anderson', 'Mark Ayotte', 'Monty McCutchen']",12705
201412020CHI,"['Tony Brothers', 'Eric Lewis', 'Eli Roe']",22042
201412020CLE,"['Dan Crawford', 'John Goble', 'Lauren Holtkamp-Sterling']",20562
201412020DEN,"['Bennie Adams', 'Derek Richardson', 'Bill Spooner']",12822
201412020DET,"['Nick Buchert', 'Justin Van Duyne', 'Zach Zarba']",14083
201412020GSW,"['Joe Crawford', 'Brian Forte', 'James Williams']",19596
201412020NOP,"['Ben Taylor', 'Tom Washington', 'Sean Wright']",13903
201412020NYK,"['Sean Corbin', 'Mark Lindsay', 'J.T. Orr']",19812
201412020PHO,"['Ron Garretson', 'Michael Smith', 'Scott Twardoski']",15059
201412020SAC,"['Curtis Blair', 'Scott Foster', 'Scott Wall']",15522
201412030BOS,"['Mike Callahan', 'J.T. Orr', 'Gary Zielinski']",15870
201412030BRK,"['Tony Brown', 'David Jones', 'Haywoode Workman']",15989
201412030CHO,"['Mark Ayotte', 'Marat Kogut', 'Monty McCutchen']",16887
201412030HOU,"['Kevin Cutler', 'Pat Fraher', 'Derrick Stafford']",18151
201412030LAC,"['Marc Davis', 'Leroy Richardson', 'Scott Twardoski']",19060
201412030MIA,"['Derrick Collins', 'Jason Phillips', 'C.J. Washington']",19600
201412030MIL,"['Nick Buchert', 'Ken Mauer', 'Justin Van Duyne']",13568
201412030MIN,"['Karl Lane', 'Mark Lindsay', 'Zach Zarba']",10463
201412030UTA,"['Brent Barnaky', 'James Capers Jr.', 'James Williams']",16677
201412030WAS,"['Tony Brothers', 'David Guthrie', 'Dedric Taylor']",18490
201412040GSW,"['Marc Davis', 'Tre Maddox', 'Michael Smith']",19596
201412040NYK,"['Kane Fitzgerald', 'Ed Malloy', 'Josh Tiven']",19812
201412040POR,"['Curtis Blair', 'Scott Foster', 'Leroy Richardson']",19191
201412050BOS,"['Matt Boland', 'Kane Fitzgerald', 'Bill Kennedy']",18624
201412050BRK,"['Bennie Adams', 'Ron Garretson', 'Derek Richardson']",16146
201412050CHO,"['Steve Anderson', 'Derrick Collins', 'Joe Crawford']",19102
201412050DAL,"['Kevin Cutler', 'Pat Fraher', 'Derrick Stafford']",20010
201412050MEM,"['Nick Buchert', 'John Goble', 'Gary Zielinski']",18119
201412050MIL,"['Haywoode Workman', 'Sean Wright', 'Zach Zarba']",16325
201412050MIN,"['Sean Corbin', 'Ed Malloy', 'Dedric Taylor']",12101
201412050PHI,"['Mike Callahan', 'Mitchell Ervin', 'Brian Forte']",15092
201412050SAC,"['James Capers Jr.', 'James Williams', 'Leon Wood']",15512
201412050TOR,"['David Jones', 'Eric Lewis', 'Justin Van Duyne']",20077
201412050UTA,"['Dan Crawford', 'Courtney Kirkland', 'Kevin Scott']",18997
201412050WAS,"['Mark Ayotte', 'Ken Mauer', 'Gediminas Petraitis']",19451
201412060CHI,"['Brent Barnaky', 'Karl Lane', 'Zach Zarba']",22353
201412060DET,"['Tony Brothers', 'Derrick Collins', 'Lauren Holtkamp-Sterling']",16514
201412060HOU,"['David Guthrie', 'Tre Maddox', 'Jason Phillips']",18060
201412060LAC,"['Marat Kogut', 'Monty McCutchen', 'Josh Tiven']",19060
201412060SAC,"['Mark Lindsay', 'Ben Taylor', 'Tom Washington']",16021
201412060SAS,"['Eli Roe', 'Bill Spooner', 'Scott Wall']",18581
201412070ATL,"['Kevin Cutler', 'Pat Fraher', 'Derrick Stafford']",12143
201412070BOS,"['Sean Corbin', 'Leroy Richardson', 'Haywoode Workman']",16716
201412070DAL,"['Scott Foster', 'David Jones', 'Kevin Scott']",19413
201412070DET,"['Bennie Adams', 'Ron Garretson', 'Derek Richardson']",13090
201412070LAL,"['Dan Crawford', 'John Goble', 'Courtney Kirkland']",18997
201412070MEM,"['Steve Anderson', 'Joe Crawford', 'Eric Lewis']",16572
201412070NYK,"['Brian Forte', 'Bill Kennedy', 'Scott Twardoski']",19812
201412080BRK,"['Brent Barnaky', 'Derrick Collins', 'Ken Mauer']",17732
201412080IND,"['Mike Callahan', 'Tre Maddox', 'Sean Wright']",14519
201412080LAC,"['Mark Lindsay', 'Ben Taylor', 'Tom Washington']",19060
201412080MIN,"['Steve Anderson', 'Joe Crawford', 'David Guthrie']",10296
201412080SAC,"['John Goble', 'Justin Van Duyne', 'Gary Zielinski']",16511
201412080TOR,"['Brian Forte', 'Bill Kennedy', 'Scott Twardoski']",19800
201412080WAS,"['Curtis Blair', 'Bill Spooner', 'Scott Wall']",14828
201412090CLE,"['Bennie Adams', 'Ron Garretson', 'Derek Richardson']",20562
201412090DET,"['Kane Fitzgerald', 'David Jones', 'Dedric Taylor']",12813
201412090LAL,"['Marat Kogut', 'Monty McCutchen', 'Josh Tiven']",18267
201412090MEM,"['Tony Brown', 'Marc Davis', 'James Williams']",16512
201412090NOP,"['Sean Corbin', 'Mitchell Ervin', 'Derrick Stafford']",13789
201412090OKC,"['Matt Boland', 'James Capers Jr.', 'Leroy Richardson']",18203
201412090PHO,"['Dan Crawford', 'Courtney Kirkland', 'J.T. Orr']",14963
201412090UTA,"['Mark Lindsay', 'Ben Taylor', 'Tom Washington']",18382
201412100ATL,"['Gediminas Petraitis', 'Michael Smith', 'Bill Spooner']",11733
201412100CHI,"['Brian Forte', 'Bill Kennedy', 'Scott Twardoski']",11733
201412100CHO,"['Scott Foster', 'David Guthrie', 'Derek Richardson']",15276
201412100DAL,"['Matt Boland', 'Leroy Richardson', 'Zach Zarba']",19988
201412100DEN,"['Marat Kogut', 'Monty McCutchen', 'Josh Tiven']",13433
201412100GSW,"['Mike Callahan', 'John Goble', 'Lauren Holtkamp-Sterling']",19596
201412100IND,"['Ken Mauer', 'Scott Wall', 'Haywoode Workman']",16392
201412100MIN,"['Pat Fraher', 'Ron Garretson', 'Tre Maddox']",10337
201412100ORL,"['Nick Buchert', 'Jason Phillips', 'C.J. Washington']",16081
201412100SAS,"['Tony Brothers', 'Kevin Scott', 'Sean Wright']",18581
201412110OKC,"['Joe Crawford', 'Eli Roe', 'Leon Wood']",18203
201412110SAC,"['Dan Crawford', 'Kevin Cutler', 'Courtney Kirkland']",16676
201412120ATL,"['James Capers Jr.', 'Mitchell Ervin', 'Eric Lewis']",13247
201412120BOS,"['Derrick Collins', 'Ed Malloy', 'Dedric Taylor']",17989
201412120BRK,"['Marc Davis', 'Leroy Richardson', 'C.J. Washington']",16326
201412120CHI,"['Ken Mauer', 'J.T. Orr', 'Scott Wall']",21725
201412120MEM,"['Pat Fraher', 'Jason Phillips', 'Haywoode Workman']",15897
201412120MIN,"['Nick Buchert', 'John Goble', 'Brett Nansel']",13557
201412120NOP,"['Kevin Scott', 'Bill Spooner', 'James Williams']",18069
201412120PHO,"['Bill Kennedy', 'Tre Maddox', 'Josh Tiven']",17007
201412120SAS,"['Bennie Adams', 'Curtis Blair', 'Scott Foster']",18581
201412120TOR,"['Sean Corbin', 'Karl Lane', 'Mark Lindsay']",19800
201412120UTA,"['Mike Callahan', 'Kane Fitzgerald', 'Lauren Holtkamp-Sterling']",19911
201412120WAS,"['Steve Anderson', 'Brian Forte', 'Michael Smith']",17437
