,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201701060LAL,LAL,LAL,MIA,"STAPLES Center, Los Angeles, California",none,2017-01-06 22:30:00,2017-01-07 00:30:00,0,32,26,32,37,[],127,-1,1.0,"['denglu01', 'youngni01', 'russeda01', 'randlju01', 'mozgoti01', 'ingrabr01', 'blackta01', 'willilo02', 'robinth01', 'clarkjo01', 'caldejo01', 'huertma01', 'artesro01']","[13, 26]",0,909113797.0,69931830.53846154,39,23,33,23,21,[],100,1,2.0,"['reedwi02', 'richajo01', 'dragigo01', 'mcgruro01', 'babbilu01', 'johnsty01', 'johnsja01', 'waitedi01', 'ellinwa01', 'willide02', 'hasleud01', 'winslju01', 'whiteha01']","[11, 26]",1,720555672.0,55427359.38461538,37
201701060MIL,NYK,MIL,NYK,"BMO Harris Bradley Center, Milwaukee, Wisconsin",conference,2017-01-06 20:00:00,2017-01-06 22:00:00,0,33,32,31,15,[],111,3,2.0,"['parkeja01', 'antetgi01', 'snellto01', 'brogdma01', 'hensojo01', 'monrogr01', 'terryja01', 'teletmi01', 'beaslmi01', 'plumlmi01', 'novakst01', 'dellama01', 'makerth01']","[18, 16]",1,777042516.0,59772501.23076923,34,32,21,30,33,[],116,-6,2.0,"['anthoca01', 'leeco01', 'rosede01', 'porzikr01', 'noahjo01', 'oquinky01', 'thomala01', 'kuzmimi01', 'bakerro01', 'holidju01', 'jennibr01', 'vujacsa01', 'hernawi01']","[16, 19]",0,904974281.0,69613406.23076923,35
201701060ORL,HOU,ORL,HOU,"Amway Center, Orlando, Florida",none,2017-01-06 19:00:00,2017-01-06 21:00:00,0,22,30,23,18,[],93,-1,2.0,"['gordoaa01', 'fournev01', 'ibakase01', 'paytoel01', 'biyombi01', 'augusdj01', 'vucevni01', 'greenje02', 'meeksjo01', 'zimmest01', 'wilcocj01', 'watsocj01', 'rudezda01', 'onuakar01', 'hezonma01']","[16, 21]",0,824234771.0,54948984.73333333,37,19,25,35,21,[],100,6,1.0,"['hardeja01', 'anderry01', 'beverpa01', 'arizatr01', 'harremo01', 'gordoer01', 'hilarne01', 'dekkesa01', 'breweco01', 'wiltjky01', 'onuakch01', 'ennisty01', 'mcdankj01', 'capelca01', 'brownbo02']","[28, 9]",0,1050920041.0,70061336.06666666,37
201701060SAC,LAC,SAC,LAC,"Golden 1 Center, Sacramento, California",division,2017-01-06 22:30:00,2017-01-07 00:30:00,0,29,12,32,25,[],98,-1,2.0,"['lawsoty01', 'couside01', 'collida01', 'gayru01', 'barnema02', 'templga01', 'afflaar01', 'koufoko01', 'tollian01', 'casspom01', 'caulewi01', 'mclembe01', 'richama01']","[15, 20]",0,648994543.0,49922657.15384615,35,19,34,22,31,[],106,2,2.0,"['jordade01', 'riverau01', 'redicjj01', 'paulch01', 'mbahalu01', 'crawfja01', 'feltora01', 'johnswe01', 'speigma01', 'bassbr01', 'piercpa01', 'anderal01']","[24, 14]",1,1179825505.0,98318792.08333331,38
201701060WAS,WAS,WAS,MIN,"Verizon Center, Washington, District of Columbia",none,2017-01-06 19:00:00,2017-01-06 21:00:00,0,32,24,24,32,[],112,-2,3.0,"['walljo01', 'morrima02', 'porteot01', 'bealbr01', 'gortama01', 'smithja02', 'oubreke01', 'mcclesh01', 'burketr01', 'nichoan01', 'thornma01', 'satorto01', 'ochefda01']","[16, 18]",0,897005867.0,69000451.3076923,34,29,19,37,20,[],105,-2,3.0,"['dienggo01', 'wiggian01', 'townska01', 'lavinza01', 'rubiori01', 'rushbr01', 'dunnkr01', 'bjeline01', 'aldrico01', 'paynead01', 'lucasjo02', 'jonesty01', 'hilljo01']","[11, 24]",0,721633684.0,55510283.38461538,35
201701070BOS,BOS,BOS,NOP,"TD Garden, Boston, Massachusetts",none,2017-01-07 19:30:00,2017-01-07 21:30:00,0,28,29,36,24,[],117,3,1.0,"['thomais02', 'horfoal01', 'smartma01', 'crowdja01', 'johnsam01', 'olynyke01', 'greenge01', 'jerebjo01', 'brownja02', 'roziete01', 'mickejo01', 'jacksde01']","[22, 14]",0,747816346.0,62318028.833333336,36,31,22,20,35,[],108,-2,2.0,"['davisan02', 'holidjr01', 'hieldbu01', 'cunnida01', 'hillso01', 'mooreet01', 'gallola01', 'motiedo01', 'evansty01', 'joneste01', 'fraziti01', 'asikom01', 'ajincal01']","[14, 23]",1,782273002.0,60174846.307692304,37
201701070CHI,CHI,CHI,TOR,"United Center, Chicago, Illinois",conference,2017-01-07 20:00:00,2017-01-07 22:00:00,0,29,19,26,33,[],123,2,3.0,"['butleji01', 'wadedw01', 'lopezro01', 'gibsota01', 'cartemi01', 'mcderdo01', 'mirotni01', 'feliccr01', 'grantje02', 'rondora01', 'valende01', 'portibo01', 'canaais01']","[18, 18]",0,880580819.0,67736986.07692307,36,28,33,25,21,[],118,1,2.0,"['lowryky01', 'derozde01', 'noguelu01', 'carrode01', 'valanjo01', 'rosste01', 'josepco01', 'powelno01', 'poeltja01', 'siakapa01', 'wrighde01', 'pattepa01']","[24, 11]",0,990107047.0,82508920.58333333,35
201701070DAL,ATL,DAL,ATL,"American Airlines Center, Dallas, Texas",none,2017-01-07 20:30:00,2017-01-07 22:30:00,0,20,22,17,23,[],82,-1,2.0,"['matthwe02', 'nowitdi01', 'barneha02', 'bogutan01', 'willide01', 'finnedo01', 'bareajo01', 'poweldw01', 'harride01', 'curryse01', 'anderju01', 'brussni01', 'mejrisa01']","[11, 25]",0,1032195033.0,79399617.92307693,36,22,23,21,31,[],97,5,2.0,"['millspa01', 'howardw01', 'schrode01', 'bazemke01', 'sefolth01', 'hardati02', 'delanma01', 'muscami01', 'princta02', 'humphkr01', 'scottmi01', 'bembrde01']","[20, 16]",0,906829343.0,75569111.91666667,36
201701070IND,IND,IND,NYK,"Bankers Life Fieldhouse, Indianapolis, Indiana",conference,2017-01-07 19:00:00,2017-01-07 21:00:00,0,33,29,34,27,[],123,4,2.0,"['turnemy01', 'teaguje01', 'youngth01', 'georgpa01', 'robingl02', 'ellismo01', 'milescj01', 'serapke01', 'brookaa01', 'jeffeal01', 'niangge01', 'youngjo01', 'allenla01']","[19, 18]",0,895930601.0,68917738.53846154,37,29,14,27,39,[],109,1,1.0,"['porzikr01', 'leeco01', 'anthoca01', 'rosede01', 'noahjo01', 'jennibr01', 'hernawi01', 'thomala01', 'kuzmimi01', 'bakerro01', 'oquinky01', 'holidju01', 'vujacsa01']","[17, 19]",1,904974281.0,69613406.23076923,36
201701070MIN,UTA,MIN,UTA,"Target Center, Minneapolis, Minnesota",division,2017-01-07 20:00:00,2017-01-07 22:00:00,0,24,24,32,12,[],92,-3,1.0,"['townska01', 'dienggo01', 'wiggian01', 'lavinza01', 'rubiori01', 'muhamsh01', 'dunnkr01', 'bjeline01', 'aldrico01', 'rushbr01', 'paynead01', 'hilljo01', 'jonesty01']","[11, 25]",0,726408223.0,55877555.615384616,36,25,22,22,25,[],94,-2,2.0,"['favorde01', 'hillge01', 'haywago01', 'goberru01', 'hoodro01', 'inglejo01', 'lylestr01', 'macksh01', 'johnsjo02', 'diawbo01', 'burksal01', 'witheje01', 'exumda01']","[22, 15]",1,1133183204.0,87167938.76923077,37
201701070OKC,OKC,OKC,DEN,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",division,2017-01-07 20:00:00,2017-01-07 22:00:00,0,24,36,28,33,[],121,-3,2.0,"['roberan03', 'westbru01', 'oladivi01', 'adamsst01', 'sabondo01', 'grantje01', 'kanteen01', 'abrinal01', 'payneca01', 'lauvejo01', 'morroan01', 'collini01', 'chrisse01']","[21, 16]",1,905707568.0,69669812.92307693,37,22,38,20,26,[],106,-4,2.0,"['gallida01', 'bartowi01', 'mudiaem01', 'nurkiju01', 'arthuda01', 'chandwi01', 'nelsoja01', 'farieke01', 'murraja01', 'hernaju01', 'millemi01', 'jokicni01', 'harriga01']","[14, 22]",0,940894187.0,72376475.92307693,36
201701070SAS,SAS,SAS,CHO,"AT&T Center, San Antonio, Texas",none,2017-01-07 20:30:00,2017-01-07 22:30:00,0,24,23,26,29,[],102,2,2.0,"['aldrila01', 'leonaka01', 'parketo01', 'greenda02', 'gasolpa01', 'dedmode01', 'ginobma01', 'millspa02', 'simmojo02', 'bertada01', 'anderky01', 'murrade01', 'leeda02']","[29, 7]",1,1366960885.0,105150837.3076923,36,24,26,14,21,[],85,-1,2.0,"['zelleco01', 'walkeke02', 'kiddgmi01', 'lambje01', 'willima02', 'belinma01', 'kaminfr01', 'hibbero01', 'sessira01', 'grahatr01', 'roberbr01', 'hawessp01']","[20, 17]",0,735754326.0,61312860.5,37
201701080BRK,PHI,BRK,PHI,"Barclays Center, Brooklyn, New York",division,2017-01-08 12:00:00,2017-01-08 14:00:00,0,27,30,16,22,[],95,-5,2.0,"['bogdabo02', 'lopezbr01', 'whiteis01', 'booketr01', 'harrijo01', 'dinwisp01', 'kilpase01', 'hamilju01', 'holliro01', 'leverca01', 'scolalu01', 'foyera01', 'bennean01']","[8, 27]",0,558692918.0,42976378.307692304,35,24,22,32,27,[],105,-1,2.0,"['covinro01', 'mccontj01', 'stausni01', 'ilyaser01', 'embiijo01', 'saricda01', 'noelne01', 'hendege02', 'rodrise01', 'okafoja01', 'luwawti01', 'holmeri01', 'bayleje01']","[9, 25]",1,522745881.0,40211221.615384616,34
201701080LAC,LAC,LAC,MIA,"STAPLES Center, Los Angeles, California",none,2017-01-08 15:30:00,2017-01-08 17:30:00,0,20,32,28,18,[],98,3,2.0,"['feltora01', 'jordade01', 'redicjj01', 'paulch01', 'mbahalu01', 'crawfja01', 'bassbr01', 'speigma01', 'johnswe01', 'piercpa01', 'riverau01', 'anderal01']","[25, 14]",1,1179825505.0,98318792.08333331,39,19,20,27,20,[],86,-1,2.0,"['dragigo01', 'mcgruro01', 'whiteha01', 'willide02', 'ellinwa01', 'johnsty01', 'johnsja01', 'reedwi02', 'waitedi01', 'richajo01', 'winslju01', 'hasleud01', 'babbilu01']","[11, 27]",0,720555672.0,55427359.38461538,38
201701080LAL,LAL,LAL,ORL,"STAPLES Center, Los Angeles, California",none,2017-01-08 21:30:00,2017-01-08 23:30:00,0,40,22,19,30,[],111,1,2.0,"['randlju01', 'denglu01', 'russeda01', 'mozgoti01', 'youngni01', 'clarkjo01', 'ingrabr01', 'willilo02', 'blackta01', 'robinth01', 'caldejo01', 'huertma01', 'zubaciv01']","[14, 26]",0,856952409.0,65919416.07692308,40,34,26,9,26,[],95,-2,2.0,"['ibakase01', 'fournev01', 'biyombi01', 'gordoaa01', 'paytoel01', 'augusdj01', 'vucevni01', 'greenje02', 'meeksjo01', 'hezonma01', 'rudezda01', 'watsocj01', 'wilcocj01']","[16, 22]",1,822801467.0,63292420.538461536,38
201701080MEM,MEM,MEM,UTA,"FedEx Forum, Memphis, Tennessee",conference,2017-01-08 20:00:00,2017-01-08 22:00:00,0,19,23,21,25,[],88,1,2.0,"['conlemi01', 'gasolma01', 'greenja01', 'allento01', 'parsoch01', 'ennisja01', 'randoza01', 'cartevi01', 'danietr01', 'harrian01', 'martija01', 'davisde01']","[23, 16]",1,1035536101.0,86294675.08333333,39,18,17,16,28,[],79,1,1.0,"['goberru01', 'haywago01', 'hillge01', 'hoodro01', 'favorde01', 'diawbo01', 'johnsjo02', 'inglejo01', 'macksh01', 'lylestr01', 'burksal01', 'witheje01', 'exumda01']","[23, 15]",1,1133183204.0,87167938.76923077,38
201701080MIL,WAS,MIL,WAS,"BMO Harris Bradley Center, Milwaukee, Wisconsin",conference,2017-01-08 14:00:00,2017-01-08 16:00:00,0,31,26,21,23,[],101,-1,2.0,"['parkeja01', 'brogdma01', 'snellto01', 'teletmi01', 'hensojo01', 'monrogr01', 'dellama01', 'terryja01', 'beaslmi01', 'plumlmi01', 'makerth01', 'novakst01', 'antetgi01']","[18, 17]",1,777042516.0,59772501.23076923,35,24,25,33,25,[],107,1,2.0,"['porteot01', 'morrima02', 'gortama01', 'walljo01', 'bealbr01', 'oubreke01', 'mcclesh01', 'burketr01', 'smithja02', 'thornma01', 'satorto01', 'ochefda01', 'nichoan01']","[17, 18]",2,897005867.0,69000451.3076923,35
201701080PHO,CLE,PHO,CLE,"Talking Stick Resort Arena, Phoenix, Arizona",none,2017-01-08 20:30:00,2017-01-08 22:30:00,0,28,25,37,26,[],116,2,3.0,"['bookede01', 'bledser01', 'chrisma01', 'chandty01', 'warretj01', 'tuckepj01', 'knighbr03', 'bendedr01', 'lenal01', 'barbole01', 'willial03', 'ulisty01', 'dudleja01']","[12, 25]",0,791769721.0,60905363.15384615,37,41,28,24,27,[],120,1,2.0,"['irvinky01', 'jamesle01', 'loveke01', 'thomptr01', 'liggide01', 'shumpim01', 'jefferi01', 'fryech01', 'feldeka01', 'smithjr01', 'mcraejo01', 'jonesja02']","[27, 8]",0,1299712930.0,108309410.83333331,35
201701080POR,DET,POR,DET,"Moda Center, Portland, Oregon",none,2017-01-08 21:00:00,2017-01-08 23:30:00,0,30,26,31,19,[8],124,1,3.0,"['mccolcj01', 'lillada01', 'plumlma01', 'aminual01', 'harklma01', 'crabbal01', 'turneev01', 'leoname01', 'vonleno01', 'napiesh01', 'davised01', 'laymaja01', 'connapa01']","[16, 22]",0,873054520.0,67158040.0,38,31,22,27,26,[8],125,1,3.0,"['drumman01', 'caldwke01', 'jacksre01', 'morrima03', 'leuerjo01', 'harrito02', 'johnsst04', 'smithis01', 'baynear01', 'marjabo01', 'udrihbe01', 'hillida01', 'ellenhe01']","[17, 21]",0,790393932.0,60799533.23076923,38
201701080SAC,GSW,SAC,GSW,"Golden 1 Center, Sacramento, California",division,2017-01-08 21:00:00,2017-01-08 23:00:00,0,33,25,22,26,[],106,-2,2.0,"['templga01', 'gayru01', 'tollian01', 'collida01', 'couside01', 'lawsoty01', 'barnema02', 'koufoko01', 'afflaar01', 'mclembe01', 'richama01', 'caulewi01', 'casspom01']","[15, 21]",0,648994543.0,49922657.15384615,36,24,27,39,27,[],117,-1,2.0,"['curryst01', 'duranke01', 'thompkl01', 'greendr01', 'pachuza01', 'iguodan01', 'livinsh01', 'westda01', 'clarkia01', 'mcgeeja01', 'mccawpa01', 'varejan01', 'looneke01']","[31, 6]",0,1471390599.0,113183892.23076925,37
201701080TOR,HOU,TOR,HOU,"Air Canada Centre, Toronto, Canada",none,2017-01-08 18:00:00,2017-01-08 20:00:00,0,37,26,36,23,[],122,-1,1.0,"['lowryky01', 'derozde01', 'carrode01', 'valanjo01', 'powelno01', 'rosste01', 'josepco01', 'pattepa01', 'noguelu01', 'siakapa01', 'vanvlfr01', 'poeltja01', 'cabocbr01']","[24, 12]",1,1026555460.0,78965804.61538461,36,27,34,34,34,[],129,7,2.0,"['arizatr01', 'hardeja01', 'anderry01', 'beverpa01', 'hilarne01', 'gordoer01', 'harremo01', 'breweco01', 'dekkesa01', 'onuakch01', 'mcdankj01', 'brownbo02', 'ennisty01']","[29, 9]",0,981564257.0,75504942.84615384,38
201701090CHI,OKC,CHI,OKC,"United Center, Chicago, Illinois",none,2017-01-09 20:00:00,2017-01-09 22:00:00,0,20,26,21,27,[],94,3,2.0,"['butleji01', 'wadedw01', 'lopezro01', 'cartemi01', 'gibsota01', 'mcderdo01', 'feliccr01', 'grantje02', 'mirotni01', 'portibo01', 'canaais01', 'zipsepa01', 'rondora01']","[19, 18]",0,867049603.0,66696123.307692304,37,26,35,28,20,[],109,1,2.0,"['adamsst01', 'westbru01', 'roberan03', 'oladivi01', 'sabondo01', 'kanteen01', 'abrinal01', 'grantje01', 'payneca01', 'lauvejo01', 'morroan01', 'collini01', 'chrisse01']","[22, 16]",0,905707568.0,69669812.92307693,38
201701090MIN,MIN,MIN,DAL,"Target Center, Minneapolis, Minnesota",conference,2017-01-09 20:00:00,2017-01-09 22:00:00,0,33,21,23,24,[],101,-4,2.0,"['townska01', 'wiggian01', 'rubiori01', 'lavinza01', 'dienggo01', 'bjeline01', 'muhamsh01', 'dunnkr01', 'jonesty01', 'aldrico01', 'hilljo01', 'paynead01', 'rushbr01']","[11, 26]",0,726408223.0,55877555.615384616,37,19,27,24,22,[],92,-2,2.0,"['matthwe02', 'barneha02', 'willide01', 'nowitdi01', 'bogutan01', 'curryse01', 'harride01', 'bareajo01', 'mejrisa01', 'finnedo01', 'poweldw01', 'anderju01']","[11, 26]",0,1030746313.0,85895526.08333333,37
201701090NYK,NOP,NYK,NOP,"Madison Square Garden (IV), New York, New York",none,2017-01-09 19:30:00,2017-01-09 21:30:00,0,26,25,15,30,[],96,-1,2.0,"['jennibr01', 'leeco01', 'anthoca01', 'porzikr01', 'noahjo01', 'bakerro01', 'holidju01', 'thomala01', 'ndourma01', 'hernawi01', 'oquinky01', 'vujacsa01', 'rosede01']","[17, 20]",0,900557129.0,69273625.3076923,37,29,31,31,19,[],110,-3,2.0,"['cunnida01', 'davisan02', 'hieldbu01', 'holidjr01', 'hillso01', 'mooreet01', 'evansty01', 'gallola01', 'motiedo01', 'joneste01', 'diallch01', 'fraziti01', 'ajincal01']","[14, 24]",1,712966767.0,54843597.461538464,38
201701100BRK,ATL,BRK,ATL,"Barclays Center, Brooklyn, New York",conference,2017-01-10 19:30:00,2017-01-10 21:30:00,0,29,14,27,27,[],97,-6,2.0,"['lopezbr01', 'whiteis01', 'bogdabo02', 'holliro01', 'harrijo01', 'hamilju01', 'kilpase01', 'leverca01', 'dinwisp01', 'scolalu01', 'foyera01', 'acyqu01', 'mcculch01']","[8, 28]",0,519910206.0,39993092.76923077,36,35,26,25,31,[],117,6,3.0,"['schrode01', 'millspa01', 'howardw01', 'sefolth01', 'bazemke01', 'muscami01', 'hardati02', 'princta02', 'humphkr01', 'delanma01', 'scottmi01', 'bembrde01']","[21, 16]",0,906829343.0,75569111.91666667,37
201701100GSW,GSW,GSW,MIA,"Oracle Arena, Oakland, California",none,2017-01-10 22:30:00,2017-01-11 00:30:00,0,27,26,26,28,[],107,1,2.0,"['duranke01', 'curryst01', 'greendr01', 'pachuza01', 'mccawpa01', 'iguodan01', 'clarkia01', 'livinsh01', 'westda01', 'mcgeeja01', 'mcadoja01', 'varejan01', 'looneke01']","[32, 6]",0,1288514361.0,99116489.3076923,38,29,25,14,27,[],95,-2,2.0,"['dragigo01', 'waitedi01', 'whiteha01', 'mcgruro01', 'babbilu01', 'johnsty01', 'johnsja01', 'reedwi02', 'ellinwa01', 'winslju01', 'willide02', 'richajo01', 'hasleud01']","[11, 28]",0,720555672.0,55427359.38461538,39
201701100HOU,HOU,HOU,CHO,"Toyota Center, Houston, Texas",none,2017-01-10 20:00:00,2017-01-10 22:00:00,0,32,35,29,25,[],121,8,2.0,"['arizatr01', 'hardeja01', 'anderry01', 'beverpa01', 'harremo01', 'breweco01', 'dekkesa01', 'hilarne01', 'onuakch01', 'mcdankj01', 'gordoer01', 'brownbo02', 'ennisty01']","[30, 9]",0,981564257.0,75504942.84615384,39,26,21,32,35,[],114,-2,3.0,"['walkeke02', 'kiddgmi01', 'lambje01', 'willima02', 'hibbero01', 'belinma01', 'kaminfr01', 'hawessp01', 'sessira01', 'grahatr01', 'zelleco01', 'roberbr01', 'batumni01']","[20, 18]",0,902786448.0,69445111.38461539,38
201701100LAL,POR,LAL,POR,"STAPLES Center, Los Angeles, California",conference,2017-01-10 22:30:00,2017-01-11 00:30:00,0,26,31,12,18,[],87,2,2.0,"['russeda01', 'denglu01', 'youngni01', 'randlju01', 'mozgoti01', 'ingrabr01', 'clarkjo01', 'blackta01', 'willilo02', 'robinth01', 'huertma01', 'artesro01', 'caldejo01']","[15, 26]",0,909113797.0,69931830.53846154,41,25,30,23,30,[],108,-1,2.0,"['mccolcj01', 'harklma01', 'lillada01', 'aminual01', 'plumlma01', 'crabbal01', 'turneev01', 'davised01', 'vonleno01', 'laymaja01', 'napiesh01', 'connapa01', 'leoname01']","[16, 23]",1,873054520.0,67158040.0,39
201701100SAC,SAC,SAC,DET,"Golden 1 Center, Sacramento, California",none,2017-01-10 22:30:00,2017-01-11 00:30:00,0,21,22,25,32,[],100,-3,2.0,"['gayru01', 'tollian01', 'couside01', 'templga01', 'collida01', 'lawsoty01', 'koufoko01', 'casspom01', 'afflaar01', 'mclembe01', 'caulewi01', 'richama01']","[15, 22]",0,613319445.0,51109953.75,37,29,27,21,17,[],94,2,2.0,"['caldwke01', 'harrito02', 'drumman01', 'morrima03', 'jacksre01', 'johnsst04', 'smithis01', 'marjabo01', 'ellenhe01', 'baynear01', 'hillida01', 'leuerjo01', 'udrihbe01']","[18, 21]",0,790393932.0,60799533.23076923,39
201701100SAS,MIL,SAS,MIL,"AT&T Center, San Antonio, Texas",none,2017-01-10 20:30:00,2017-01-10 22:30:00,0,23,36,30,18,[],107,3,3.0,"['leonaka01', 'parketo01', 'gasolpa01', 'greenda02', 'leeda02', 'simmojo02', 'dedmode01', 'bertada01', 'millspa02', 'ginobma01', 'murrade01', 'anderky01', 'aldrila01']","[30, 7]",1,1366960885.0,105150837.3076923,37,23,30,30,26,[],109,-2,2.0,"['parkeja01', 'snellto01', 'brogdma01', 'hensojo01', 'antetgi01', 'beaslmi01', 'monrogr01', 'dellama01', 'terryja01', 'makerth01', 'teletmi01', 'plumlmi01', 'vaughra01']","[18, 18]",0,761005497.0,58538884.38461538,36
201701100TOR,TOR,TOR,BOS,"Air Canada Centre, Toronto, Canada",division,2017-01-10 19:30:00,2017-01-10 21:30:00,0,23,23,34,34,[],114,-2,2.0,"['lowryky01', 'derozde01', 'carrode01', 'valanjo01', 'pattepa01', 'josepco01', 'noguelu01', 'rosste01', 'poeltja01', 'powelno01', 'wrighde01', 'siakapa01']","[24, 13]",1,990107047.0,82508920.58333333,37,18,37,29,22,[],106,4,3.0,"['crowdja01', 'smartma01', 'thomais02', 'horfoal01', 'johnsam01', 'olynyke01', 'greenge01', 'jerebjo01', 'brownja02', 'roziete01', 'mickejo01', 'jacksde01']","[23, 14]",0,747816346.0,62318028.833333336,37
201701100UTA,UTA,UTA,CLE,"Vivint Smart Home Arena, Salt Lake City, Utah",none,2017-01-10 21:00:00,2017-01-10 23:00:00,0,29,27,19,25,[],100,-1,2.0,"['haywago01', 'hillge01', 'goberru01', 'hoodro01', 'favorde01', 'inglejo01', 'lylestr01', 'johnsjo02', 'macksh01', 'diawbo01', 'witheje01', 'burksal01', 'exumda01']","[23, 16]",0,1133183204.0,87167938.76923077,39,29,12,25,26,[],92,2,2.0,"['irvinky01', 'loveke01', 'jamesle01', 'thomptr01', 'liggide01', 'shumpim01', 'fryech01', 'korveky01', 'jefferi01', 'feldeka01', 'jonesja02', 'mcraejo01']","[28, 8]",0,1290938945.0,107578245.41666669,36
201701100WAS,WAS,WAS,CHI,"Verizon Center, Washington, District of Columbia",conference,2017-01-10 19:00:00,2017-01-10 21:00:00,0,26,23,32,20,[],101,2,2.0,"['gortama01', 'walljo01', 'bealbr01', 'porteot01', 'morrima02', 'oubreke01', 'smithja02', 'burketr01', 'mcclesh01', 'thornma01', 'satorto01', 'ochefda01', 'nichoan01']","[18, 18]",1,897005867.0,69000451.3076923,36,36,25,16,22,[],99,-1,1.0,"['lopezro01', 'cartemi01', 'gibsota01', 'grantje02', 'mcderdo01', 'valende01', 'rondora01', 'portibo01', 'feliccr01', 'canaais01', 'zipsepa01', 'wadedw01']","[19, 19]",1,660075789.0,55006315.75,38
201701110BOS,BOS,BOS,WAS,"TD Garden, Boston, Massachusetts",conference,2017-01-11 20:00:00,2017-01-11 22:00:00,0,36,19,28,34,[],117,-1,1.0,"['thomais02', 'smartma01', 'crowdja01', 'horfoal01', 'mickejo01', 'roziete01', 'olynyke01', 'jerebjo01', 'greenge01', 'johnsam01', 'jacksde01', 'brownja02']","[23, 15]",0,747816346.0,62318028.833333336,38,35,24,26,23,[],108,3,1.0,"['walljo01', 'morrima02', 'bealbr01', 'porteot01', 'gortama01', 'smithja02', 'mcclesh01', 'oubreke01', 'burketr01', 'thornma01', 'satorto01', 'ochefda01', 'nichoan01']","[19, 18]",1,897005867.0,69000451.3076923,37
201701110LAC,LAC,LAC,ORL,"STAPLES Center, Los Angeles, California",none,2017-01-11 22:30:00,2017-01-12 00:30:00,0,28,28,17,32,[],105,4,3.0,"['redicjj01', 'paulch01', 'riverau01', 'jordade01', 'mbahalu01', 'crawfja01', 'johnswe01', 'feltora01', 'speigma01', 'bassbr01', 'anderal01', 'piercpa01']","[26, 14]",1,1179825505.0,98318792.08333331,40,33,18,24,21,[],96,-3,3.0,"['gordoaa01', 'vucevni01', 'fournev01', 'greenje02', 'paytoel01', 'meeksjo01', 'augusdj01', 'biyombi01', 'hezonma01', 'watsocj01', 'wilcocj01', 'ibakase01', 'rudezda01']","[16, 23]",0,822801467.0,63292420.538461536,39
201701110MIN,MIN,MIN,HOU,"Target Center, Minneapolis, Minnesota",conference,2017-01-11 20:00:00,2017-01-11 22:00:00,0,30,25,34,30,[],119,1,2.0,"['wiggian01', 'townska01', 'rushbr01', 'rubiori01', 'dienggo01', 'muhamsh01', 'bjeline01', 'dunnkr01', 'aldrico01', 'paynead01', 'jonesty01', 'hilljo01']","[12, 26]",0,638760926.0,53230077.16666666,38,23,31,23,28,[],105,9,1.0,"['arizatr01', 'hardeja01', 'anderry01', 'beverpa01', 'harremo01', 'breweco01', 'dekkesa01', 'hilarne01', 'brownbo02', 'ennisty01', 'mcdankj01', 'onuakch01']","[31, 9]",1,822933167.0,68577763.91666667,40
201701110OKC,OKC,OKC,MEM,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2017-01-11 20:00:00,2017-01-11 22:00:00,0,28,27,20,28,[],103,2,2.0,"['adamsst01', 'westbru01', 'oladivi01', 'roberan03', 'sabondo01', 'kanteen01', 'grantje01', 'abrinal01', 'payneca01', 'lauvejo01', 'collini01', 'singlky01', 'morroan01']","[23, 16]",0,926799897.0,71292299.76923077,39,22,22,23,28,[],95,2,3.0,"['conlemi01', 'gasolma01', 'greenja01', 'allento01', 'parsoch01', 'cartevi01', 'randoza01', 'ennisja01', 'harrian01', 'danietr01', 'martija01', 'davisde01']","[24, 16]",1,1035536101.0,86294675.08333333,40
201701110PHI,PHI,PHI,NYK,"Wells Fargo Center, Philadelphia, Pennsylvania",division,2017-01-11 19:00:00,2017-01-11 21:00:00,0,27,20,24,27,[],98,1,3.0,"['mccontj01', 'covinro01', 'ilyaser01', 'embiijo01', 'stausni01', 'hendege02', 'saricda01', 'noelne01', 'rodrise01', 'luwawti01', 'randlch01', 'okafoja01', 'holmeri01']","[10, 25]",0,475763161.0,36597166.23076923,35,32,20,23,22,[],97,-2,2.0,"['anthoca01', 'rosede01', 'porzikr01', 'leeco01', 'noahjo01', 'jennibr01', 'oquinky01', 'thomala01', 'holidju01', 'kuzmimi01', 'hernawi01', 'vujacsa01', 'bakerro01']","[17, 21]",0,904974281.0,69613406.23076923,38
