,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
teamData,winner,teamHome,teamAway,location,rivalry,datetime,endtime,neutral,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,salary,avgSalary,numberOfGamesPlayed
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610290NYK,NYK,NYK,MEM,"Madison Square Garden (IV), New York, New York",none,2016-10-29 19:30:00,2016-10-29 21:30:00,0,32,25,25,29,[],111,-1,4.0,"['porzikr01', 'anthoca01', 'leeco01', 'rosede01', 'noahjo01', 'holidju01', 'oquinky01', 'thomala01', 'jennibr01', 'hernawi01', 'vujacsa01', 'ndourma01', 'kuzmimi01']","[0, 1]",0,896893378.0,68991798.3076923,1,19,30,28,27,[],104,1,3.0,"['gasolma01', 'greenja01', 'ennisja01', 'harrian01', 'conlemi01', 'cartevi01', 'baldwwa01', 'randoza01', 'martija01', 'danietr01', 'willitr02', 'davisde01', 'allento01']","[1, 0]",0,916907094.0,70531314.92307693,1
201610290PHI,ATL,PHI,ATL,"Wells Fargo Center, Philadelphia, Pennsylvania",conference,2016-10-29 12:30:00,2016-10-29 14:30:00,0,24,15,19,14,[],72,-1,3.0,"['rodrise01', 'saricda01', 'covinro01', 'hendege02', 'embiijo01', 'stausni01', 'thompho01', 'holmeri01', 'grantje01', 'mccontj01', 'okafoja01', 'luwawti01']","[0, 1]",0,432975750.0,36081312.5,1,29,24,21,30,[],104,1,2.0,"['schrode01', 'millspa01', 'korveky01', 'bazemke01', 'howardw01', 'humphkr01', 'muscami01', 'delanma01', 'sefolth01', 'hardati02', 'bembrde01', 'princta02', 'tavarwa01']","[1, 0]",0,964719988.0,74209229.84615384,1
201610290SAC,SAC,SAC,MIN,"Golden 1 Center, Sacramento, California",conference,2016-10-29 22:30:00,2016-10-30 00:30:00,0,25,29,31,21,[],106,-1,2.0,"['lawsoty01', 'gayru01', 'couside01', 'afflaar01', 'koufoko01', 'barnema02', 'mclembe01', 'templga01', 'tollian01', 'casspom01', 'caulewi01', 'richama01', 'collida01']","[1, 1]",0,648994543.0,49922657.15384615,2,34,31,12,26,[],103,-1,3.0,"['townska01', 'wiggian01', 'lavinza01', 'dienggo01', 'rubiori01', 'dunnkr01', 'bjeline01', 'aldrico01', 'rushbr01', 'muhamsh01', 'paynead01', 'jonesty01', 'hilljo01']","[0, 1]",0,726408223.0,55877555.615384616,1
201610290SAS,SAS,SAS,NOP,"AT&T Center, San Antonio, Texas",division,2016-10-29 20:00:00,2016-10-29 22:00:00,0,28,27,28,15,[],98,2,2.0,"['leonaka01', 'anderky01', 'aldrila01', 'millspa02', 'gasolpa01', 'simmojo02', 'laproni01', 'dedmode01', 'leeda02', 'forbebr01', 'bertada01', 'murrade01', 'parketo01']","[2, 0]",0,1159131862.0,89163989.38461539,2,23,22,15,19,[],79,-2,1.0,"['davisan02', 'hillso01', 'fraziti01', 'mooreet01', 'asikom01', 'gallola01', 'cunnida01', 'stephla01', 'hieldbu01', 'ajincal01', 'joneste01', 'diallch01', 'holidjr01']","[0, 2]",0,741685057.0,57052696.692307696,2
201610300DET,DET,DET,MIL,"The Palace of Auburn Hills, Auburn Hills, Michigan",division,2016-10-30 18:00:00,2016-10-30 20:00:00,0,24,26,25,23,[],98,1,2.0,"['drumman01', 'morrima03', 'caldwke01', 'harrito02', 'smithis01', 'leuerjo01', 'udrihbe01', 'johnsst04', 'baynear01', 'gbinimi01', 'hillida01', 'marjabo01', 'ellenhe01']","[1, 1]",0,693653757.0,53357981.307692304,2,21,18,26,18,[],83,1,1.0,"['antetgi01', 'dellama01', 'parkeja01', 'snellto01', 'plumlmi01', 'vaughra01', 'monrogr01', 'brogdma01', 'teletmi01', 'beaslmi01', 'hensojo01', 'makerth01', 'novakst01']","[1, 1]",0,674388246.0,51876018.92307692,2
201610300HOU,HOU,HOU,DAL,"Toyota Center, Houston, Texas",division,2016-10-30 20:00:00,2016-10-30 22:00:00,0,34,29,17,13,[],93,1,2.0,"['hardeja01', 'arizatr01', 'gordoer01', 'anderry01', 'capelca01', 'hilarne01', 'mcdankj01', 'dekkesa01', 'breweco01', 'ennisty01', 'wiltjky01', 'harremo01', 'brownbo02']","[1, 1]",1,982492974.0,75576382.61538461,2,25,28,17,22,[],92,-2,2.0,"['matthwe02', 'barneha02', 'willide01', 'bogutan01', 'curryse01', 'bareajo01', 'anderju01', 'mejrisa01', 'poweldw01', 'nowitdi01', 'brussni01', 'finnedo01', 'acyqu01']","[0, 2]",0,964369332.0,74182256.3076923,2
201610300LAC,LAC,LAC,UTA,"STAPLES Center, Los Angeles, California",conference,2016-10-30 16:30:00,2016-10-30 18:30:00,0,19,23,27,19,[],88,1,3.0,"['griffbl01', 'paulch01', 'jordade01', 'redicjj01', 'mbahalu01', 'riverau01', 'crawfja01', 'feltora01', 'johnswe01', 'speigma01', 'bassbr01', 'stonedi01', 'anderal01']","[1, 0]",0,1241979523.0,95536886.3846154,1,22,13,21,19,[],75,1,2.0,"['hillge01', 'hoodro01', 'goberru01', 'johnsjo02', 'diawbo01', 'exumda01', 'favorde01', 'inglejo01', 'lylestr01', 'macksh01', 'bolomjo01', 'netora01', 'witheje01']","[1, 1]",0,867720136.0,66747702.76923077,2
201610300MEM,MEM,MEM,WAS,"FedEx Forum, Memphis, Tennessee",none,2016-10-30 20:00:00,2016-10-30 22:00:00,0,27,31,20,22,[],112,-1,1.0,"['greenja01', 'conlemi01', 'ennisja01', 'gasolma01', 'martija01', 'cartevi01', 'harrian01', 'randoza01', 'baldwwa01', 'davisde01', 'willitr02', 'danietr01', 'allento01']","[1, 1]",0,916907094.0,70531314.92307693,2,22,32,23,23,[],103,-1,3.0,"['bealbr01', 'gortama01', 'walljo01', 'porteot01', 'morrima02', 'nichoan01', 'burketr01', 'thornma01', 'oubreke01', 'smithja02', 'mcclesh01', 'satorto01', 'ochefda01']","[0, 1]",0,897005867.0,69000451.3076923,1
201610300MIA,SAS,MIA,SAS,"AmericanAirlines Arena, Miami, Florida",none,2016-10-30 18:00:00,2016-10-30 20:00:00,0,19,25,28,27,[],99,-1,2.0,"['winslju01', 'whiteha01', 'dragigo01', 'waitedi01', 'babbilu01', 'johnsty01', 'mcgruro01', 'johnsja01', 'reedwi02', 'willide02', 'mcrobjo01', 'richajo01', 'hasleud01']","[1, 1]",0,706408853.0,54339142.538461536,2,24,28,25,29,[],106,3,1.0,"['gasolpa01', 'leonaka01', 'leeda02', 'parketo01', 'anderky01', 'ginobma01', 'millspa02', 'simmojo02', 'bertada01', 'dedmode01', 'laproni01', 'murrade01', 'forbebr01']","[3, 0]",0,1073258861.0,82558373.92307693,3
201610300OKC,OKC,OKC,LAL,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",conference,2016-10-30 19:00:00,2016-10-30 21:00:00,0,30,28,19,36,[],113,2,2.0,"['oladivi01', 'westbru01', 'roberan03', 'adamsst01', 'sabondo01', 'ilyaser01', 'kanteen01', 'chrisse01', 'singlky01', 'lauvejo01', 'morroan01', 'abrinal01', 'collini01']","[2, 0]",0,916177909.0,70475223.76923077,2,24,22,25,25,[],96,-1,2.0,"['randlju01', 'russeda01', 'youngni01', 'mozgoti01', 'denglu01', 'clarkjo01', 'ingrabr01', 'willilo02', 'nancela02', 'blackta01', 'caldejo01', 'artesro01', 'huertma01']","[1, 1]",0,937736422.0,72133570.92307693,2
201610300PHO,GSW,PHO,GSW,"Talking Stick Resort Arena, Phoenix, Arizona",division,2016-10-30 18:00:00,2016-10-30 20:00:00,0,30,27,21,22,[],100,-2,2.0,"['warretj01', 'bledser01', 'bookede01', 'chandty01', 'dudleja01', 'knighbr03', 'lenal01', 'barbole01', 'chrisma01', 'tuckepj01', 'bendedr01', 'ulisty01', 'willial03']","[0, 2]",0,791769721.0,60905363.15384615,2,22,33,26,25,[],106,1,2.0,"['thompkl01', 'duranke01', 'greendr01', 'curryst01', 'pachuza01', 'iguodan01', 'clarkia01', 'livinsh01', 'westda01', 'looneke01', 'varejan01', 'mcgeeja01', 'mcadoja01']","[1, 1]",0,1462417389.0,112493645.3076923,2
201610310ATL,ATL,ATL,SAC,"Philips Arena, Atlanta, Georgia",none,2016-10-31 19:30:00,2016-10-31 21:30:00,0,22,31,26,27,[],106,2,2.0,"['korveky01', 'schrode01', 'millspa01', 'howardw01', 'bazemke01', 'sefolth01', 'muscami01', 'delanma01', 'humphkr01', 'hardati02', 'princta02', 'kellyry01', 'bembrde01']","[2, 0]",0,966997501.0,74384423.15384616,2,15,29,37,14,[],95,1,2.0,"['couside01', 'gayru01', 'afflaar01', 'koufoko01', 'lawsoty01', 'barnema02', 'mclembe01', 'templga01', 'tollian01', 'caulewi01', 'richama01', 'labissk01', 'collida01']","[2, 1]",0,637541699.0,49041669.15384615,3
201610310BRK,CHI,BRK,CHI,"Barclays Center, Brooklyn, New York",conference,2016-10-31 19:30:00,2016-10-31 21:30:00,0,20,24,22,22,[],88,-1,2.0,"['holliro01', 'linje01', 'lopezbr01', 'bogdabo02', 'booketr01', 'kilpase01', 'harrijo01', 'whiteis01', 'hamilju01', 'scolalu01', 'bennean01', 'mcculch01', 'vasqugr01']","[1, 2]",0,530787872.0,40829836.307692304,3,38,27,28,25,[],118,2,2.0,"['wadedw01', 'butleji01', 'rondora01', 'gibsota01', 'lopezro01', 'mirotni01', 'mcderdo01', 'feliccr01', 'canaais01', 'valende01', 'cartemi01', 'portibo01', 'zipsepa01']","[2, 0]",0,874828588.0,67294506.76923077,2
201610310LAC,LAC,LAC,PHO,"STAPLES Center, Los Angeles, California",division,2016-10-31 22:30:00,2016-11-01 00:30:00,0,24,24,34,34,[],116,2,1.0,"['griffbl01', 'jordade01', 'paulch01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'feltora01', 'johnswe01', 'speigma01', 'stonedi01', 'bassbr01', 'anderal01']","[2, 0]",0,1241979523.0,95536886.3846154,2,24,12,34,28,[],98,-3,1.0,"['bledser01', 'knighbr03', 'warretj01', 'dudleja01', 'chandty01', 'tuckepj01', 'lenal01', 'ulisty01', 'chrisma01', 'barbole01', 'bendedr01', 'willial03', 'jenkijo01']","[0, 3]",0,699293377.0,53791798.23076923,3
201610310TOR,TOR,TOR,DEN,"Air Canada Centre, Toronto, Canada",none,2016-10-31 19:30:00,2016-10-31 21:30:00,0,33,29,26,17,[],105,-1,3.0,"['derozde01', 'lowryky01', 'valanjo01', 'carrode01', 'siakapa01', 'pattepa01', 'josepco01', 'poeltja01', 'rosste01', 'powelno01', 'vanvlfr01', 'noguelu01', 'cabocbr01']","[1, 1]",0,1026555460.0,78965804.61538461,2,24,25,35,18,[],102,-1,2.0,"['nurkiju01', 'gallida01', 'mudiaem01', 'bartowi01', 'jokicni01', 'chandwi01', 'nelsoja01', 'farieke01', 'murraja01', 'stokeja01', 'millemi01', 'beaslma01', 'hernaju01']","[1, 1]",0,856265517.0,65866578.23076923,2
201611010CLE,CLE,CLE,HOU,"Quicken Loans Arena, Cleveland, Ohio",none,2016-11-01 18:00:00,2016-11-01 20:00:00,0,29,34,22,43,[],128,3,3.0,"['jamesle01', 'irvinky01', 'smithjr01', 'loveke01', 'thomptr01', 'shumpim01', 'jefferi01', 'dunlemi02', 'fryech01', 'liggide01', 'mcraejo01', 'jonesja02', 'anderch01']","[3, 0]",0,1421700288.0,109361560.6153846,3,35,24,25,36,[],120,2,2.0,"['hardeja01', 'gordoer01', 'arizatr01', 'anderry01', 'capelca01', 'hilarne01', 'breweco01', 'mcdankj01', 'dekkesa01', 'brownbo02', 'ennisty01', 'wiltjky01', 'harremo01']","[2, 1]",0,982492974.0,75576382.61538461,3
201611010DET,DET,DET,NYK,"The Palace of Auburn Hills, Auburn Hills, Michigan",conference,2016-11-01 19:30:00,2016-11-01 21:30:00,0,32,32,22,16,[],102,2,2.0,"['harrito02', 'drumman01', 'caldwke01', 'morrima03', 'smithis01', 'leuerjo01', 'johnsst04', 'udrihbe01', 'baynear01', 'marjabo01', 'gbinimi01', 'hillida01', 'ellenhe01']","[2, 1]",0,693653757.0,53357981.307692304,3,29,26,24,10,[],89,1,3.0,"['anthoca01', 'rosede01', 'noahjo01', 'porzikr01', 'leeco01', 'thomala01', 'jennibr01', 'holidju01', 'oquinky01', 'ndourma01', 'hernawi01', 'vujacsa01', 'kuzmimi01']","[1, 1]",0,896893378.0,68991798.3076923,2
201611010IND,IND,IND,LAL,"Bankers Life Fieldhouse, Indianapolis, Indiana",none,2016-11-01 19:00:00,2016-11-01 21:00:00,0,27,35,22,31,[],115,-2,3.0,"['ellismo01', 'georgpa01', 'teaguje01', 'youngth01', 'turnemy01', 'milescj01', 'allenla01', 'brookaa01', 'jeffeal01', 'serapke01', 'youngjo01', 'robingl02', 'niangge01']","[1, 2]",0,895930601.0,68917738.53846154,3,18,33,28,29,[],108,-2,2.0,"['youngni01', 'denglu01', 'randlju01', 'mozgoti01', 'russeda01', 'clarkjo01', 'nancela02', 'willilo02', 'blackta01', 'caldejo01', 'ingrabr01', 'artesro01', 'huertma01']","[1, 2]",0,937736422.0,72133570.92307693,3
201611010MIA,MIA,MIA,SAC,"AmericanAirlines Arena, Miami, Florida",none,2016-11-01 19:30:00,2016-11-01 21:30:00,0,28,26,19,18,[],108,-2,2.0,"['waitedi01', 'dragigo01', 'winslju01', 'whiteha01', 'babbilu01', 'johnsty01', 'johnsja01', 'hasleud01', 'mcgruro01', 'reedwi02', 'willide02', 'richajo01', 'mcrobjo01']","[1, 2]",0,706408853.0,54339142.538461536,3,26,24,17,24,[],96,-1,1.0,"['gayru01', 'afflaar01', 'lawsoty01', 'couside01', 'barnema02', 'templga01', 'koufoko01', 'mclembe01', 'tollian01', 'richama01', 'labissk01', 'collida01', 'caulewi01']","[2, 2]",0,637541699.0,49041669.15384615,4
201611010MIN,MIN,MIN,MEM,"Target Center, Minneapolis, Minnesota",conference,2016-11-01 20:00:00,2016-11-01 22:00:00,0,29,33,35,19,[],116,-2,3.0,"['dienggo01', 'townska01', 'lavinza01', 'wiggian01', 'dunnkr01', 'jonesty01', 'rushbr01', 'muhamsh01', 'bjeline01', 'aldrico01', 'hilljo01', 'paynead01', 'lucasjo02']","[0, 2]",0,609699756.0,46899981.23076923,2,16,20,23,21,[],80,1,2.0,"['willitr02', 'greenja01', 'martija01', 'baldwwa01', 'ennisja01', 'harrian01', 'davisde01', 'allento01', 'cartevi01', 'danietr01', 'randoza01', 'gasolma01', 'conlemi01']","[2, 1]",1,916907094.0,70531314.92307693,3
201611010NOP,MIL,NOP,MIL,"Smoothie King Center, New Orleans, Louisiana",none,2016-11-01 20:00:00,2016-11-01 22:00:00,0,32,22,32,27,[],113,-3,3.0,"['cunnida01', 'davisan02', 'fraziti01', 'hillso01', 'mooreet01', 'stephla01', 'hieldbu01', 'asikom01', 'gallola01', 'ajincal01', 'holidjr01', 'joneste01', 'diallch01']","[0, 3]",0,741685057.0,57052696.692307696,3,29,34,21,33,[],117,-1,2.0,"['antetgi01', 'snellto01', 'parkeja01', 'dellama01', 'plumlmi01', 'brogdma01', 'monrogr01', 'vaughra01', 'hensojo01', 'beaslmi01', 'teletmi01', 'terryja01', 'makerth01']","[1, 2]",0,761005497.0,58538884.38461538,3
201611010PHI,ORL,PHI,ORL,"Wells Fargo Center, Philadelphia, Pennsylvania",conference,2016-11-01 19:00:00,2016-11-01 21:00:00,0,29,28,30,14,[],101,-2,3.0,"['rodrise01', 'saricda01', 'hendege02', 'covinro01', 'embiijo01', 'thompho01', 'holmeri01', 'stausni01', 'mccontj01', 'luwawti01', 'okafoja01', 'ilyaser01']","[0, 2]",0,440411387.0,36700948.91666666,2,24,19,41,19,[],103,-3,3.0,"['paytoel01', 'fournev01', 'ibakase01', 'gordoaa01', 'vucevni01', 'biyombi01', 'augusdj01', 'hezonma01', 'greenje02', 'watsocj01', 'wilcocj01', 'zimmest01', 'rudezda01']","[0, 3]",0,792560706.0,60966208.15384615,3
201611010POR,GSW,POR,GSW,"Moda Center, Portland, Oregon",conference,2016-11-01 22:00:00,2016-11-02 00:00:00,0,25,28,20,31,[],104,1,3.0,"['lillada01', 'aminual01', 'mccolcj01', 'harklma01', 'plumlma01', 'turneev01', 'crabbal01', 'davised01', 'vonleno01', 'napiesh01', 'leoname01', 'laymaja01', 'connapa01']","[2, 1]",0,873054520.0,67158040.0,3,34,25,41,27,[],127,2,2.0,"['duranke01', 'thompkl01', 'greendr01', 'curryst01', 'pachuza01', 'clarkia01', 'iguodan01', 'livinsh01', 'westda01', 'mcadoja01', 'looneke01', 'mcgeeja01', 'varejan01']","[2, 1]",0,1462417389.0,112493645.3076923,3
201611010SAS,UTA,SAS,UTA,"AT&T Center, San Antonio, Texas",conference,2016-11-01 20:30:00,2016-11-01 22:30:00,0,28,22,21,20,[],91,4,2.0,"['leonaka01', 'aldrila01', 'parketo01', 'simmojo02', 'gasolpa01', 'ginobma01', 'millspa02', 'anderky01', 'leeda02', 'dedmode01', 'forbebr01', 'laproni01', 'murrade01']","[4, 0]",0,1242315395.0,95562722.6923077,4,38,16,19,33,[],106,-1,2.0,"['johnsjo02', 'goberru01', 'hoodro01', 'hillge01', 'favorde01', 'lylestr01', 'macksh01', 'inglejo01', 'exumda01', 'witheje01', 'netora01', 'diawbo01', 'bolomjo01']","[1, 2]",0,867720136.0,66747702.76923077,3
201611020ATL,LAL,ATL,LAL,"Philips Arena, Atlanta, Georgia",none,2016-11-02 19:30:00,2016-11-02 21:30:00,0,37,23,34,22,[],116,3,2.0,"['millspa01', 'howardw01', 'bazemke01', 'schrode01', 'korveky01', 'hardati02', 'sefolth01', 'delanma01', 'muscami01', 'humphkr01', 'princta02', 'kellyry01', 'bembrde01']","[3, 0]",0,966997501.0,74384423.15384616,3,28,23,39,33,[],123,-3,1.0,"['russeda01', 'randlju01', 'denglu01', 'youngni01', 'zubaciv01', 'nancela02', 'clarkjo01', 'willilo02', 'ingrabr01', 'blackta01', 'robinth01', 'huertma01', 'caldejo01']","[1, 3]",0,815708647.0,62746819.0,4
201611020BOS,BOS,BOS,CHI,"TD Garden, Boston, Massachusetts",conference,2016-11-02 20:00:00,2016-11-02 22:00:00,0,36,19,26,26,[],107,1,4.0,"['bradlav01', 'thomais02', 'johnsam01', 'zellety01', 'crowdja01', 'smartma01', 'jerebjo01', 'greenge01', 'roziete01', 'brownja02', 'mickejo01', 'youngja01', 'jacksde01']","[2, 1]",0,524861229.0,40373940.692307696,3,25,27,18,30,[],100,3,2.0,"['butleji01', 'wadedw01', 'rondora01', 'gibsota01', 'lopezro01', 'mirotni01', 'canaais01', 'grantje02', 'portibo01', 'feliccr01', 'valende01', 'zipsepa01', 'hunterj01']","[3, 0]",1,816350672.0,62796205.538461536,3
201611020BRK,BRK,BRK,DET,"Barclays Center, Brooklyn, New York",conference,2016-11-02 19:30:00,2016-11-02 21:30:00,0,38,33,21,17,[],109,-2,2.0,"['bogdabo02', 'booketr01', 'lopezbr01', 'holliro01', 'linje01', 'kilpase01', 'harrijo01', 'hamilju01', 'whiteis01', 'scolalu01', 'vasqugr01', 'mcculch01', 'bennean01']","[1, 3]",0,530787872.0,40829836.307692304,4,30,25,26,20,[],101,3,1.0,"['caldwke01', 'harrito02', 'morrima03', 'smithis01', 'drumman01', 'leuerjo01', 'baynear01', 'udrihbe01', 'johnsst04', 'marjabo01', 'hillida01', 'gbinimi01', 'ellenhe01']","[3, 1]",0,693653757.0,53357981.307692304,4
201611020CHO,CHO,CHO,PHI,"Spectrum Center, Charlotte, North Carolina",conference,2016-11-02 19:00:00,2016-11-02 21:00:00,0,26,20,39,24,[],109,-1,4.0,"['batumni01', 'walkeke02', 'kiddgmi01', 'willima02', 'zelleco01', 'kaminfr01', 'sessira01', 'belinma01', 'hawessp01', 'grahatr01', 'woodch01', 'roberbr01', 'harriaa01']","[2, 1]",0,802330737.0,61717749.0,3,26,27,20,20,[],93,-3,1.0,"['saricda01', 'rodrise01', 'covinro01', 'hendege02', 'holmeri01', 'stausni01', 'okafoja01', 'ilyaser01', 'mccontj01', 'thompho01', 'luwawti01', 'embiijo01']","[0, 3]",0,440411387.0,36700948.91666666,3
201611020LAC,OKC,LAC,OKC,"STAPLES Center, Los Angeles, California",conference,2016-11-02 22:30:00,2016-11-03 00:30:00,0,24,17,25,17,[],83,3,2.0,"['griffbl01', 'paulch01', 'jordade01', 'redicjj01', 'mbahalu01', 'crawfja01', 'riverau01', 'speigma01', 'feltora01', 'bassbr01', 'johnswe01', 'stonedi01', 'anderal01']","[3, 0]",0,1241979523.0,95536886.3846154,3,23,26,16,20,[],85,3,3.0,"['westbru01', 'oladivi01', 'adamsst01', 'roberan03', 'sabondo01', 'kanteen01', 'grantje01', 'lauvejo01', 'chrisse01', 'morroan01', 'abrinal01', 'collini01', 'singlky01']","[3, 0]",0,908742272.0,69903251.6923077,3
201611020MEM,MEM,MEM,NOP,"FedEx Forum, Memphis, Tennessee",division,2016-11-02 20:00:00,2016-11-02 22:00:00,0,21,20,25,9,[],89,-1,1.0,"['gasolma01', 'conlemi01', 'ennisja01', 'greenja01', 'allento01', 'cartevi01', 'baldwwa01', 'randoza01', 'martija01', 'willitr02', 'harrian01', 'davisde01', 'danietr01']","[2, 2]",0,916907094.0,70531314.92307693,4,13,35,11,16,[],83,-4,1.0,"['davisan02', 'mooreet01', 'fraziti01', 'hillso01', 'cunnida01', 'stephla01', 'asikom01', 'gallola01', 'hieldbu01', 'joneste01', 'holidjr01', 'diallch01', 'ajincal01']","[0, 4]",0,741685057.0,57052696.692307696,4
201611020NYK,HOU,NYK,HOU,"Madison Square Garden (IV), New York, New York",none,2016-11-02 19:30:00,2016-11-02 21:30:00,0,25,26,27,21,[],99,-1,1.0,"['anthoca01', 'rosede01', 'leeco01', 'porzikr01', 'noahjo01', 'jennibr01', 'ndourma01', 'holidju01', 'bakerro01', 'vujacsa01', 'thomala01', 'kuzmimi01', 'oquinky01']","[1, 2]",0,896499944.0,68961534.15384616,3,33,35,32,18,[],118,-1,1.0,"['hardeja01', 'arizatr01', 'gordoer01', 'anderry01', 'capelca01', 'harremo01', 'dekkesa01', 'mcdankj01', 'breweco01', 'ennisty01', 'brownbo02', 'wiltjky01', 'hilarne01']","[2, 2]",0,982492974.0,75576382.61538461,4
201611020PHO,PHO,PHO,POR,"Talking Stick Resort Arena, Phoenix, Arizona",conference,2016-11-02 22:00:00,2016-11-03 00:00:00,0,28,29,19,27,[],118,-4,2.0,"['bledser01', 'bookede01', 'warretj01', 'chandty01', 'dudleja01', 'knighbr03', 'lenal01', 'tuckepj01', 'chrisma01', 'barbole01', 'willial03', 'ulisty01', 'bendedr01']","[0, 4]",0,791769721.0,60905363.15384615,4,28,25,20,30,[],115,-1,1.0,"['lillada01', 'mccolcj01', 'harklma01', 'aminual01', 'plumlma01', 'crabbal01', 'leoname01', 'turneev01', 'davised01', 'vonleno01', 'napiesh01', 'laymaja01', 'connapa01']","[2, 2]",0,873054520.0,67158040.0,4
201611020UTA,UTA,UTA,DAL,"Vivint Smart Home Arena, Salt Lake City, Utah",conference,2016-11-02 21:00:00,2016-11-02 23:00:00,0,15,26,25,31,[],97,1,1.0,"['hillge01', 'hoodro01', 'johnsjo02', 'favorde01', 'goberru01', 'inglejo01', 'lylestr01', 'exumda01', 'macksh01', 'witheje01', 'bolomjo01', 'netora01', 'diawbo01']","[2, 2]",0,867720136.0,66747702.76923077,4,14,19,26,22,[],81,-3,3.0,"['barneha02', 'matthwe02', 'willide01', 'nowitdi01', 'bogutan01', 'bareajo01', 'anderju01', 'poweldw01', 'curryse01', 'mejrisa01', 'brussni01', 'acyqu01', 'finnedo01']","[0, 3]",0,964369332.0,74182256.3076923,3
201611020WAS,TOR,WAS,TOR,"Verizon Center, Washington, District of Columbia",conference,2016-11-02 19:00:00,2016-11-02 21:00:00,0,29,27,19,28,[],103,-2,3.0,"['gortama01', 'bealbr01', 'porteot01', 'walljo01', 'morrima02', 'thornma01', 'satorto01', 'nichoan01', 'oubreke01', 'burketr01', 'smithja02', 'ochefda01', 'mcclesh01']","[0, 2]",0,897005867.0,69000451.3076923,2,27,27,30,29,[],113,1,2.0,"['derozde01', 'lowryky01', 'valanjo01', 'carrode01', 'siakapa01', 'pattepa01', 'rosste01', 'poeltja01', 'josepco01', 'powelno01', 'vanvlfr01', 'noguelu01', 'cabocbr01']","[2, 1]",0,1026555460.0,78965804.61538461,3
201611030CLE,CLE,CLE,BOS,"Quicken Loans Arena, Cleveland, Ohio",conference,2016-11-03 20:00:00,2016-11-03 22:00:00,0,36,32,32,28,[],128,4,2.0,"['jamesle01', 'smithjr01', 'irvinky01', 'loveke01', 'thomptr01', 'shumpim01', 'fryech01', 'jefferi01', 'dunlemi02', 'liggide01', 'mcraejo01', 'jonesja02', 'anderch01']","[4, 0]",0,1421700288.0,109361560.6153846,4,25,26,32,39,[],122,2,1.0,"['bradlav01', 'brownja02', 'thomais02', 'zellety01', 'johnsam01', 'smartma01', 'roziete01', 'jerebjo01', 'mickejo01', 'greenge01', 'youngja01', 'jacksde01']","[3, 1]",0,469373840.0,39114486.66666666,4
201611030GSW,GSW,GSW,OKC,"Oracle Arena, Oakland, California",conference,2016-11-03 22:30:00,2016-11-04 00:30:00,0,31,37,30,24,[],122,3,2.0,"['thompkl01', 'duranke01', 'curryst01', 'greendr01', 'pachuza01', 'iguodan01', 'clarkia01', 'livinsh01', 'looneke01', 'mcadoja01', 'westda01', 'mcgeeja01', 'varejan01']","[3, 1]",0,1462417389.0,112493645.3076923,4,32,11,27,26,[],96,4,1.0,"['oladivi01', 'westbru01', 'sabondo01', 'adamsst01', 'roberan03', 'grantje01', 'abrinal01', 'chrisse01', 'lauvejo01', 'singlky01', 'morroan01', 'kanteen01', 'collini01']","[4, 0]",0,908742272.0,69903251.6923077,4
201611030MIL,MIL,MIL,IND,"BMO Harris Bradley Center, Milwaukee, Wisconsin",division,2016-11-03 20:00:00,2016-11-03 22:00:00,0,29,34,27,35,[],125,1,2.0,"['antetgi01', 'parkeja01', 'snellto01', 'dellama01', 'plumlmi01', 'monrogr01', 'brogdma01', 'terryja01', 'teletmi01', 'beaslmi01', 'makerth01', 'vaughra01', 'hensojo01']","[2, 2]",0,761005497.0,58538884.38461538,4,30,27,22,28,[],107,1,2.0,"['georgpa01', 'ellismo01', 'teaguje01', 'youngth01', 'turnemy01', 'milescj01', 'jeffeal01', 'allenla01', 'brookaa01', 'robingl02', 'serapke01', 'niangge01', 'youngjo01']","[2, 2]",0,895930601.0,68917738.53846154,4
201611030MIN,DEN,MIN,DEN,"Target Center, Minneapolis, Minnesota",division,2016-11-03 20:00:00,2016-11-03 22:00:00,0,37,24,14,24,[],99,1,2.0,"['townska01', 'lavinza01', 'wiggian01', 'dunnkr01', 'dienggo01', 'bjeline01', 'jonesty01', 'muhamsh01', 'rushbr01', 'aldrico01', 'paynead01', 'lucasjo02', 'hilljo01']","[1, 2]",0,609699756.0,46899981.23076923,3,25,30,33,14,[],102,-2,3.0,"['gallida01', 'mudiaem01', 'murraja01', 'nurkiju01', 'jokicni01', 'nelsoja01', 'chandwi01', 'farieke01', 'hernaju01', 'arthuda01', 'stokeja01', 'millemi01', 'beaslma01']","[1, 2]",0,830343532.0,63872579.38461538,3
