,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,gameState,home,away,home,away
teamData,winner,teamHome,teamAway,timeOfDay,location,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,q1Score,q2Score,q3Score,q4Score,overtimeScores,points,streak,daysSinceLastGame,playerRoster,record,matchupWins,rivalry,salary,salary,avgSalary,avgSalary
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601130BRK,BRK,BRK,NYK,7:30p,"Barclays Center, Brooklyn, New York",29,25,20,36,[],110,-5,2.0,"['youngth01', 'johnsjo02', 'lopezbr01', 'ellinwa01', 'sloando01', 'larkish01', 'bogdabo02', 'bargnan01', 'karasse01', 'robinth01', 'reedwi02', 'brownma02']","[10, 28]",0,20,31,24,29,[],104,2,1.0,"['porzikr01', 'afflaar01', 'lopezro01', 'caldejo01', 'thomala01', 'willide02', 'gallola01', 'grantje02', 'vujacsa01', 'serapke01', 'oquinky01', 'anthoca01', 'amundlo01']","[20, 20]",1,division,754733771,777823375,62894480.916666664,59832567.307692304
201601130CHO,CHO,CHO,ATL,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",20,25,35,27,[],107,-7,3.0,"['zelleco01', 'walkeke02', 'hairspj02', 'batumni01', 'willima02', 'kaminfr01', 'linje01', 'hawessp01', 'lambje01', 'danietr01', 'roberbr01', 'hansbty01', 'harriaa01']","[17, 20]",0,19,17,22,26,[],84,2,4.0,"['horfoal01', 'millspa01', 'bazemke01', 'korveky01', 'teaguje01', 'schrode01', 'hardati02', 'splitti01', 'scottmi01', 'holidju01', 'macksh01', 'muscami01', 'sefolth01']","[23, 15]",2,division,769840822,1062337675,59218524.76923077,81718282.6923077
201601130DEN,DEN,DEN,GSW,9:00p,"Pepsi Center, Denver, Colorado",32,23,28,29,[],112,1,3.0,"['harriga01', 'gallida01', 'nelsoja01', 'farieke01', 'jokicni01', 'arthuda01', 'bartowi01', 'mudiaem01', 'nurkiju01', 'foyera01', 'millemi01', 'lauvejo01', 'kilpase01']","[14, 24]",0,25,29,19,37,[],110,7,2.0,"['curryst01', 'thompkl01', 'bogutan01', 'rushbr01', 'thompja02', 'iguodan01', 'barneha02', 'livinsh01', 'barbole01', 'ezelife01', 'speigma01', 'greendr01', 'clarkia01']","[36, 2]",3,conference,821638875,1237890739,63202990.384615384,95222364.53846154
201601130HOU,HOU,HOU,MIN,8:00p,"Toyota Center, Houston, Texas",23,34,24,26,[],107,4,1.0,"['howardw01', 'hardeja01', 'arizatr01', 'capelca01', 'terryja01', 'joneste01', 'lawsoty01', 'breweco01', 'thornma01', 'harremo01', 'beverpa01']","[20, 19]",0,24,26,27,27,[],104,-7,1.0,"['wiggian01', 'townska01', 'rubiori01', 'princta01', 'pekovni01', 'martike02', 'dienggo01', 'bjeline01', 'muhamsh01', 'lavinza01', 'rudezda01', 'paynead01', 'millean02']","[12, 27]",0,conference,1056528127,915676256,96048011.54545455,70436635.07692307
201601130LAC,LAC,LAC,MIA,10:30p,"STAPLES Center, Los Angeles, California",17,28,34,25,[],104,9,3.0,"['paulch01', 'redicjj01', 'aldrico01', 'mbahalu01', 'piercpa01', 'crawfja01', 'riverau01', 'johnswe01', 'smithjo03', 'prigipa01', 'stephla01', 'wilcocj01', 'jordade01']","[25, 13]",0,25,27,17,21,[],90,-2,2.0,"['boshch01', 'denglu01', 'wadedw01', 'udrihbe01', 'winslju01', 'greenge01', 'johnsty01', 'whiteha01', 'richajo01', 'anderch01', 'hasleud01', 'stoudam01']","[22, 16]",0,none,1246824802,1197241857,95909600.15384616,99770154.75
201601130OKC,OKC,OKC,DAL,8:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",30,35,18,25,[],108,1,1.0,"['duranke01', 'ibakase01', 'roberan03', 'adamsst01', 'westbru01', 'payneca01', 'waitedi01', 'singlky01', 'kanteen01', 'morroan01', 'augusdj01', 'mcgarmi01', 'collini01']","[27, 12]",1,20,22,22,25,[],89,-1,1.0,"['feltora01', 'bareajo01', 'evansje01', 'mcgeeja01', 'villach01', 'poweldw01', 'anderju01', 'mejrisa01', 'jenkijo01', 'harride01', 'willide01', 'pachuza01', 'nowitdi01']","[22, 17]",0,conference,1268897035,855051289,97607464.23076923,65773176.07692308
201601130POR,POR,POR,UTA,10:00p,"Moda Center, Portland, Oregon",18,25,34,22,[],99,1,3.0,"['mccolcj01', 'lillada01', 'aminual01', 'plumlma01', 'vonleno01', 'leoname01', 'davised01', 'crabbal01', 'hendege02', 'harklma01', 'connapa01', 'fraziti01', 'kamanch01']","[16, 24]",1,19,18,25,23,[],85,2,3.0,"['haywago01', 'hoodro01', 'netora01', 'lylestr01', 'goberru01', 'burketr01', 'booketr01', 'witheje01', 'inglejo01', 'johnsch04', 'favorde01', 'pleisti01']","[17, 20]",1,division,883803966,666255099,67984920.46153846,55521258.25
201601130SAC,NOP,SAC,NOP,10:00p,"Sleep Train Arena, Sacramento, California",19,25,21,32,[],97,-1,4.0,"['couside01', 'gayru01', 'rondora01', 'acyqu01', 'mclembe01', 'casspom01', 'collida01', 'belinma01', 'koufoko01', 'caulewi01', 'curryse01', 'butleca01', 'anderja01']","[15, 22]",0,28,31,31,19,[],109,-4,1.0,"['gordoer01', 'davisan02', 'asikom01', 'cunnida01', 'evansty01', 'holidjr01', 'coleno01', 'anderry01', 'geeal01', 'ajincal01', 'perkike01', 'douglto01', 'babbilu01']","[11, 26]",0,conference,727946733,937711254,55995902.538461536,72131634.92307693
201601130WAS,WAS,WAS,MIL,7:00p,"Verizon Center, Washington, District of Columbia",29,27,15,35,[],106,2,2.0,"['walljo01', 'templga01', 'dudleja01', 'hilarne01', 'porteot01', 'goodedr01', 'bealbr01', 'sessira01', 'oubreke01', 'nealga01', 'blairde01', 'eddieja01']","[17, 19]",2,18,25,31,27,[],101,1,1.0,"['middlkh01', 'antetgi01', 'parkeja01', 'monrogr01', 'cartemi01', 'vaughra01', 'hensojo01', 'obryajo01', 'mayooj01', 'plumlmi01', 'inglida01', 'ennisty01', 'copelch01']","[16, 24]",0,conference,952392322,642990441,79366026.83333333,49460803.15384615
201601140GSW,GSW,GSW,LAL,10:30p,"Oracle Arena, Oakland, California",24,28,34,30,[],116,-1,1.0,"['curryst01', 'thompkl01', 'greendr01', 'bogutan01', 'rushbr01', 'barneha02', 'iguodan01', 'barbole01', 'ezelife01', 'livinsh01', 'clarkia01', 'thompja02', 'speigma01']","[36, 3]",2,23,26,23,26,[],98,1,2.0,"['clarkjo01', 'willilo02', 'bryanko01', 'nancela02', 'hibbero01', 'randlju01', 'russeda01', 'brownan02', 'blackta01', 'kellyry01', 'youngni01', 'artesro01', 'huertma01']","[9, 31]",0,division,1237890739,925422013,95222364.53846154,71186308.6923077
201601140MEM,MEM,MEM,DET,8:00p,"FedEx Forum, Memphis, Tennessee",21,27,31,24,[],103,-1,2.0,"['chalmma01', 'gasolma01', 'allento01', 'randoza01', 'leeco01', 'barnema02', 'greenje02', 'williel01', 'cartevi01', 'greenja01', 'ennisja01', 'conlemi01']","[21, 19]",1,24,19,28,30,[],101,-1,2.0,"['morrima03', 'drumman01', 'caldwke01', 'ilyaser01', 'jacksre01', 'johnsst04', 'jennibr01', 'tollian01', 'baynear01', 'anthojo01', 'hillida01', 'bullore01', 'blakest01']","[21, 17]",0,none,1101730021,681733042,91810835.08333333,52441003.23076923
201601140ORL,TOR,ORL,TOR,3:00p,"The O2 Arena, London, United Kingdom",18,36,19,23,[],103,-1,5.0,"['oladivi01', 'harrito02', 'vucevni01', 'fournev01', 'fryech01', 'smithja02', 'paytoel01', 'hezonma01', 'gordoaa01', 'nichoan01', 'napiesh01', 'dedmode01']","[20, 18]",1,31,30,16,19,[],106,3,5.0,"['lowryky01', 'derozde01', 'valanjo01', 'scolalu01', 'johnsja01', 'pattepa01', 'josepco01', 'biyombi01', 'rosste01', 'powelno01', 'wrighde01', 'noguelu01', 'cabocbr01']","[24, 15]",0,conference,853555021,1053741766,71129585.08333333,81057058.92307693
201601140PHI,CHI,PHI,CHI,7:00p,"Wells Fargo Center, Philadelphia, Pennsylvania",34,28,17,25,[],111,-3,4.0,"['stausni01', 'smithis01', 'okafoja01', 'sampsja02', 'landrca01', 'thompho01', 'covinro01', 'noelne01', 'mccontj01', 'canaais01', 'holmeri01', 'marshke01', 'grantje01']","[4, 36]",0,22,24,31,27,[],115,-3,2.0,"['butleji01', 'noahjo01', 'gibsota01', 'hinriki01', 'mirotni01', 'mcderdo01', 'mooreet01', 'snellto01', 'portibo01', 'brookaa01', 'rosede01', 'feliccr01', 'bairsca01']","[22, 15]",2,conference,353379450,899003258,27183034.615384616,69154096.76923077
201601140SAS,SAS,SAS,CLE,8:00p,"AT&T Center, San Antonio, Texas",20,24,28,27,[],99,9,2.0,"['leonaka01', 'parketo01', 'duncati01', 'aldrila01', 'greenda02', 'ginobma01', 'westda01', 'millspa02', 'diawbo01', 'simmojo02', 'anderky01', 'marjabo01', 'butlera01']","[34, 6]",0,32,18,23,22,[],95,8,2.0,"['jamesle01', 'loveke01', 'thomptr01', 'smithjr01', 'irvinky01', 'dellama01', 'shumpim01', 'mozgoti01', 'jefferi01', 'cunnija01', 'varejan01', 'kaunsa01', 'jonesja02']","[27, 9]",0,none,1399070434,1437266328,107620802.61538461,110558948.3076923
201601140UTA,SAC,UTA,SAC,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",12,33,26,30,[],101,-1,1.0,"['lylestr01', 'haywago01', 'goberru01', 'hoodro01', 'netora01', 'burketr01', 'inglejo01', 'booketr01', 'johnsch04', 'witheje01', 'pleisti01', 'favorde01']","[17, 21]",0,26,30,26,21,[],103,-2,1.0,"['couside01', 'gayru01', 'rondora01', 'caulewi01', 'mclembe01', 'casspom01', 'collida01', 'belinma01', 'koufoko01', 'curryse01', 'butleca01', 'anderja01', 'acyqu01']","[15, 23]",1,conference,666255099,727946733,55521258.25,55995902.538461536
201601150BOS,BOS,BOS,PHO,7:30p,"TD Garden, Boston, Massachusetts",36,32,28,21,[],117,1,2.0,"['bradlav01', 'crowdja01', 'thomais02', 'sullija01', 'johnsam01', 'smartma01', 'olynyke01', 'turneev01', 'jerebjo01', 'hunterj01', 'youngja01', 'zellety01', 'leeda02']","[20, 19]",0,29,18,31,25,[],103,-2,3.0,"['knighbr03', 'tuckepj01', 'bookede01', 'chandty01', 'morrima02', 'weemsso01', 'teletmi01', 'goodwar01', 'warretj01', 'leuerjo01', 'brownlo01', 'lenal01']","[13, 27]",0,none,635808113,667633022,48908316.384615384,55636085.166666664
201601150BRK,POR,BRK,POR,7:30p,"Barclays Center, Brooklyn, New York",23,26,30,25,[],104,1,2.0,"['ellinwa01', 'youngth01', 'johnsjo02', 'sloando01', 'lopezbr01', 'robinth01', 'bogdabo02', 'larkish01', 'bargnan01', 'brownma02', 'karasse01', 'reedwi02']","[11, 28]",0,22,34,27,33,[],116,2,2.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'crabbal01', 'davised01', 'leoname01', 'harklma01', 'hendege02', 'connapa01', 'fraziti01', 'kamanch01']","[17, 24]",0,none,754733771,883803966,62894480.916666664,67984920.46153846
201601150CHI,DAL,CHI,DAL,8:00p,"United Center, Chicago, Illinois",22,24,15,16,[],77,1,1.0,"['butleji01', 'gasolpa01', 'rosede01', 'gibsota01', 'snellto01', 'mooreet01', 'mcderdo01', 'mirotni01', 'hinriki01', 'brookaa01', 'portibo01', 'noahjo01', 'bairsca01']","[23, 15]",0,18,18,23,24,[],83,-2,2.0,"['matthwe02', 'willide01', 'pachuza01', 'nowitdi01', 'parsoch01', 'bareajo01', 'poweldw01', 'harride01', 'feltora01', 'mcgeeja01', 'villach01', 'mejrisa01', 'evansje01']","[22, 18]",1,none,1091044444,1080254780,83926495.6923077,83096521.53846154
201601150DEN,MIA,DEN,MIA,9:00p,"Pepsi Center, Denver, Colorado",31,31,16,17,[],95,2,2.0,"['harriga01', 'gallida01', 'nelsoja01', 'arthuda01', 'farieke01', 'bartowi01', 'mudiaem01', 'jokicni01', 'foyera01', 'kilpase01', 'millemi01', 'hicksjj01', 'lauvejo01']","[15, 24]",0,20,26,30,22,[],98,-3,2.0,"['denglu01', 'whiteha01', 'udrihbe01', 'boshch01', 'greenge01', 'johnsty01', 'winslju01', 'richajo01', 'stoudam01', 'anderch01', 'hasleud01', 'stokeja01', 'wadedw01']","[22, 17]",0,none,792319294,1198961916,60947638.0,92227839.6923077
201601150HOU,CLE,HOU,CLE,9:30p,"Toyota Center, Houston, Texas",21,14,16,26,[],77,5,2.0,"['hardeja01', 'howardw01', 'arizatr01', 'beverpa01', 'capelca01', 'joneste01', 'thornma01', 'terryja01', 'breweco01', 'harremo01', 'lawsoty01', 'mcdankj01']","[21, 19]",0,23,23,22,23,[],91,-1,1.0,"['jamesle01', 'loveke01', 'irvinky01', 'smithjr01', 'mozgoti01', 'shumpim01', 'dellama01', 'thomptr01', 'jefferi01', 'varejan01', 'cunnija01', 'kaunsa01', 'jonesja02']","[27, 10]",0,none,1063802129,1437266328,88650177.41666667,110558948.3076923
201601150IND,WAS,IND,WAS,7:00p,"Bankers Life Fieldhouse, Indianapolis, Indiana",27,19,26,32,[],104,-1,2.0,"['ellismo01', 'georgpa01', 'hillge01', 'milescj01', 'mahinia01', 'allenla01', 'budinch01', 'turnemy01', 'robingl02', 'hilljo01', 'hillso01', 'youngjo01', 'stuckro01']","[22, 17]",1,24,35,29,30,[],118,3,2.0,"['walljo01', 'dudleja01', 'templga01', 'hilarne01', 'oubreke01', 'nealga01', 'sessira01', 'blairde01', 'bealbr01', 'goodedr01', 'eddieja01', 'porteot01']","[18, 19]",0,conference,825451979,952392322,63496306.07692308,79366026.83333333
201601150MIL,MIL,MIL,ATL,8:00p,"BMO Harris Bradley Center, Milwaukee, Wisconsin",22,24,27,22,[],108,-1,2.0,"['antetgi01', 'middlkh01', 'cartemi01', 'parkeja01', 'monrogr01', 'hensojo01', 'obryajo01', 'vaughra01', 'ennisty01', 'plumlmi01', 'mayooj01', 'copelch01', 'bayleje01']","[16, 25]",0,28,23,25,19,[],101,-1,2.0,"['korveky01', 'horfoal01', 'teaguje01', 'millspa01', 'bazemke01', 'sefolth01', 'schrode01', 'scottmi01', 'splitti01', 'hardati02', 'holidju01', 'muscami01', 'macksh01']","[23, 16]",0,conference,689921961,1062337675,53070920.07692308,81718282.6923077
201601150NOP,NOP,NOP,CHO,8:00p,"Smoothie King Center, New Orleans, Louisiana",32,25,27,25,[],109,1,2.0,"['davisan02', 'gordoer01', 'evansty01', 'cunnida01', 'asikom01', 'geeal01', 'anderry01', 'holidjr01', 'coleno01', 'ajincal01', 'perkike01', 'douglto01', 'babbilu01']","[12, 26]",0,34,15,32,26,[],107,1,2.0,"['walkeke02', 'batumni01', 'willima02', 'hairspj02', 'zelleco01', 'linje01', 'kaminfr01', 'danietr01', 'hawessp01', 'roberbr01', 'lambje01', 'harriaa01', 'hansbty01']","[18, 20]",0,none,937711254,769840822,72131634.92307693,59218524.76923077
201601150OKC,OKC,OKC,MIN,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",31,26,25,31,[],113,2,2.0,"['ibakase01', 'duranke01', 'westbru01', 'adamsst01', 'roberan03', 'waitedi01', 'kanteen01', 'payneca01', 'morroan01', 'singlky01', 'collini01', 'mcgarmi01', 'augusdj01']","[28, 12]",1,17,26,22,28,[],93,-8,2.0,"['wiggian01', 'townska01', 'rubiori01', 'princta01', 'garneke01', 'muhamsh01', 'lavinza01', 'bjeline01', 'pekovni01', 'dienggo01', 'millean02', 'rudezda01', 'paynead01']","[12, 28]",0,division,1268897035,1176152299,97607464.23076923,90473253.76923077
201601160ATL,ATL,ATL,BRK,7:30p,"Philips Arena, Atlanta, Georgia",27,28,29,30,[],114,-2,1.0,"['millspa01', 'bazemke01', 'horfoal01', 'teaguje01', 'korveky01', 'hardati02', 'scottmi01', 'schrode01', 'sefolth01', 'splitti01', 'muscami01', 'holidju01', 'macksh01']","[23, 17]",1,23,25,20,18,[],86,-1,1.0,"['lopezbr01', 'ellinwa01', 'johnsjo02', 'youngth01', 'sloando01', 'larkish01', 'bogdabo02', 'robinth01', 'brownma02', 'reedwi02', 'bargnan01', 'karasse01']","[11, 29]",1,conference,1062337675,754733771,81718282.6923077,62894480.916666664
201601160CHO,MIL,CHO,MIL,7:00p,"Time Warner Cable Arena, Charlotte, North Carolina",29,19,23,21,[],92,-1,1.0,"['batumni01', 'walkeke02', 'hairspj02', 'willima02', 'zelleco01', 'kaminfr01', 'linje01', 'hawessp01', 'roberbr01', 'danietr01', 'hansbty01', 'harriaa01', 'lambje01']","[18, 21]",1,19,33,32,21,[],105,1,1.0,"['antetgi01', 'middlkh01', 'parkeja01', 'monrogr01', 'cartemi01', 'bayleje01', 'obryajo01', 'hensojo01', 'vaughra01', 'copelch01', 'ennisty01', 'plumlmi01', 'mayooj01']","[17, 25]",0,conference,769840822,689921961,59218524.76923077,53070920.07692308
201601160DET,DET,DET,GSW,7:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",27,38,20,28,[],113,-2,2.0,"['morrima03', 'caldwke01', 'drumman01', 'jacksre01', 'ilyaser01', 'johnsst04', 'tollian01', 'baynear01', 'jennibr01', 'blakest01', 'hillida01', 'bullore01', 'anthojo01']","[21, 18]",0,30,19,25,21,[],95,1,2.0,"['curryst01', 'greendr01', 'thompkl01', 'barneha02', 'bogutan01', 'ezelife01', 'iguodan01', 'livinsh01', 'barbole01', 'rushbr01', 'clarkia01', 'thompja02', 'speigma01']","[37, 3]",1,none,681733042,1237890739,52441003.23076923,95222364.53846154
201601160LAC,SAC,LAC,SAC,10:30p,"STAPLES Center, Los Angeles, California",30,30,19,24,[],103,0,3.0,"['redicjj01', 'aldrico01', 'paulch01', 'mbahalu01', 'piercpa01', 'crawfja01', 'johnswe01', 'riverau01', 'smithjo03', 'prigipa01', 'wilcocj01', 'stephla01', 'jordade01']","[26, 13]",2,30,34,18,28,[],110,1,2.0,"['gayru01', 'rondora01', 'couside01', 'mclembe01', 'caulewi01', 'collida01', 'casspom01', 'belinma01', 'koufoko01', 'curryse01', 'butleca01', 'anderja01', 'acyqu01']","[16, 23]",0,division,1246824802,727946733,95909600.15384616,55995902.538461536
201601160MEM,MEM,MEM,NYK,8:00p,"FedEx Forum, Memphis, Tennessee",28,24,21,30,[],103,1,2.0,"['gasolma01', 'allento01', 'chalmma01', 'leeco01', 'randoza01', 'greenje02', 'barnema02', 'williel01', 'greenja01', 'cartevi01', 'wrighbr03', 'conlemi01']","[22, 19]",0,31,23,19,22,[],95,-1,3.0,"['gallola01', 'afflaar01', 'caldejo01', 'porzikr01', 'lopezro01', 'willide02', 'oquinky01', 'thomala01', 'grantje02', 'serapke01', 'amundlo01', 'vujacsa01', 'anthoca01']","[20, 21]",0,none,1124948557,777823375,93745713.08333333,59832567.307692304
201601160PHI,PHI,PHI,POR,7:30p,"Wells Fargo Center, Philadelphia, Pennsylvania",29,39,22,24,[],114,-4,2.0,"['canaais01', 'okafoja01', 'noelne01', 'smithis01', 'sampsja02', 'holmeri01', 'covinro01', 'thompho01', 'mccontj01', 'marshke01', 'landrca01', 'stausni01', 'grantje01']","[4, 37]",0,17,26,19,27,[],89,3,1.0,"['lillada01', 'mccolcj01', 'aminual01', 'plumlma01', 'vonleno01', 'leoname01', 'crabbal01', 'hendege02', 'davised01', 'harklma01', 'fraziti01', 'connapa01', 'kamanch01']","[18, 24]",0,none,353379450,883803966,27183034.615384616,67984920.46153846
201601160UTA,UTA,UTA,LAL,9:00p,"Vivint Smart Home Arena, Salt Lake City, Utah",32,28,29,20,[],109,-2,2.0,"['lylestr01', 'goberru01', 'haywago01', 'hoodro01', 'netora01', 'burketr01', 'johnsch04', 'witheje01', 'inglejo01', 'pleisti01', 'obriejj01', 'booketr01', 'favorde01']","[17, 22]",1,18,18,23,23,[],82,-1,2.0,"['willilo02', 'hibbero01', 'clarkjo01', 'bryanko01', 'nancela02', 'brownan02', 'russeda01', 'randlju01', 'blackta01', 'kellyry01', 'huertma01', 'youngni01', 'artesro01']","[9, 32]",0,conference,666360987,925422013,51258537.461538464,71186308.6923077
201601160WAS,BOS,WAS,BOS,7:30p,"Verizon Center, Washington, District of Columbia",31,30,25,31,[],117,4,1.0,"['walljo01', 'dudleja01', 'gortama01', 'templga01', 'oubreke01', 'nealga01', 'sessira01', 'hilarne01', 'blairde01', 'porteot01', 'goodedr01', 'eddieja01']","[19, 19]",0,24,30,29,36,[],119,2,1.0,"['bradlav01', 'crowdja01', 'thomais02', 'johnsam01', 'sullija01', 'turneev01', 'smartma01', 'olynyke01', 'jerebjo01', 'zellety01', 'youngja01', 'leeda02']","[21, 19]",2,conference,869629491,633034233,72469124.25,52752852.75
201601170DEN,DEN,DEN,IND,8:00p,"Pepsi Center, Denver, Colorado",30,24,30,45,[],129,-1,2.0,"['harriga01', 'mudiaem01', 'farieke01', 'jokicni01', 'gallida01', 'bartowi01', 'arthuda01', 'foyera01', 'lauvejo01', 'kilpase01', 'nelsoja01', 'millemi01']","[15, 25]",0,30,36,25,35,[],126,-2,2.0,"['georgpa01', 'ellismo01', 'allenla01', 'hilljo01', 'robingl02', 'turnemy01', 'hillso01', 'milescj01', 'youngjo01', 'budinch01', 'stuckro01', 'mahinia01', 'hillge01']","[22, 18]",0,none,765165570,825451979,63763797.5,63496306.07692308
201601170LAL,HOU,LAL,HOU,9:30p,"STAPLES Center, Los Angeles, California",36,21,18,20,[],95,-2,1.0,"['willilo02', 'clarkjo01', 'randlju01', 'hibbero01', 'bryanko01', 'russeda01', 'brownan02', 'kellyry01', 'bassbr01', 'huertma01', 'blackta01', 'youngni01', 'sacrero01']","[9, 33]",0,32,28,34,18,[],112,-1,2.0,"['hardeja01', 'howardw01', 'arizatr01', 'capelca01', 'terryja01', 'lawsoty01', 'harremo01', 'joneste01', 'thornma01', 'breweco01', 'mcdankj01', 'beverpa01']","[21, 20]",2,conference,849104357,1063802129,65315719.76923077,88650177.41666667
201601170MIN,MIN,MIN,PHO,3:30p,"Target Center, Minneapolis, Minnesota",24,34,25,34,[],117,-9,2.0,"['wiggian01', 'princta01', 'townska01', 'rubiori01', 'garneke01', 'muhamsh01', 'lavinza01', 'bjeline01', 'dienggo01', 'martike02', 'pekovni01', 'millean02', 'paynead01']","[12, 29]",0,23,25,21,18,[],87,-3,2.0,"['knighbr03', 'morrima02', 'tuckepj01', 'bookede01', 'chandty01', 'warretj01', 'leuerjo01', 'weemsso01', 'teletmi01', 'brownlo01', 'goodwar01', 'lenal01']","[13, 28]",1,conference,1256318723,667633022,96639901.76923077,55636085.166666664
201601170OKC,OKC,OKC,MIA,7:00p,"Chesapeake Energy Arena, Oklahoma City, Oklahoma",24,20,31,24,[],99,3,2.0,"['westbru01', 'ibakase01', 'roberan03', 'duranke01', 'adamsst01', 'waitedi01', 'singlky01', 'kanteen01', 'payneca01', 'mcgarmi01', 'morroan01', 'collini01', 'augusdj01']","[29, 12]",0,18,24,16,16,[],74,1,2.0,"['johnsty01', 'whiteha01', 'boshch01', 'denglu01', 'wadedw01', 'winslju01', 'richajo01', 'stoudam01', 'greenge01', 'hasleud01', 'udrihbe01', 'anderch01']","[23, 17]",1,none,1268897035,1197241857,97607464.23076923,99770154.75
201601170SAS,SAS,SAS,DAL,7:00p,"AT&T Center, San Antonio, Texas",14,32,32,34,[],112,0,3.0,"['leonaka01', 'greenda02', 'aldrila01', 'parketo01', 'duncati01', 'ginobma01', 'millspa02', 'diawbo01', 'simmojo02', 'westda01', 'anderky01', 'butlera01', 'marjabo01']","[35, 6]",1,16,20,20,27,[],83,1,2.0,"['parsoch01', 'matthwe02', 'nowitdi01', 'willide01', 'pachuza01', 'feltora01', 'villach01', 'harride01', 'bareajo01', 'poweldw01', 'mcgeeja01', 'evansje01', 'jenkijo01']","[23, 18]",0,division,1399070434,1081197694,107620802.61538461,83169053.38461539
201601180ATL,ATL,ATL,ORL,5:00p,"Philips Arena, Atlanta, Georgia",24,27,21,26,[],98,1,2.0,"['horfoal01', 'millspa01', 'teaguje01', 'bazemke01', 'korveky01', 'sefolth01', 'hardati02', 'scottmi01', 'schrode01', 'splitti01', 'holidju01', 'muscami01', 'macksh01']","[24, 17]",1,17,21,21,22,[],81,-2,4.0,"['harrito02', 'paytoel01', 'vucevni01', 'fournev01', 'fryech01', 'gordoaa01', 'hezonma01', 'smithja02', 'napiesh01', 'dedmode01', 'nichoan01', 'applike01', 'marblde01']","[20, 19]",0,division,1062337675,747569654,81718282.6923077,57505358.0
201601180CHO,CHO,CHO,UTA,2:00p,"Time Warner Cable Arena, Charlotte, North Carolina",29,23,21,22,[13],124,-2,2.0,"['batumni01', 'walkeke02', 'willima02', 'zelleco01', 'hairspj02', 'linje01', 'kaminfr01', 'hawessp01', 'danietr01', 'roberbr01', 'hansbty01', 'harriaa01', 'lambje01']","[18, 22]",0,28,15,21,31,[13],119,1,2.0,"['haywago01', 'goberru01', 'hoodro01', 'lylestr01', 'netora01', 'burketr01', 'booketr01', 'johnsch04', 'inglejo01', 'witheje01', 'pleisti01', 'obriejj01', 'favorde01']","[18, 22]",0,none,769840822,666360987,59218524.76923077,51258537.461538464
201601180CLE,GSW,CLE,GSW,8:00p,"Quicken Loans Arena, Cleveland, Ohio",21,23,23,31,[],98,1,3.0,"['jamesle01', 'irvinky01', 'loveke01', 'smithjr01', 'mozgoti01', 'shumpim01', 'dellama01', 'jefferi01', 'varejan01', 'thomptr01', 'cunnija01', 'jonesja02', 'willima01']","[28, 10]",0,34,36,34,28,[],132,-1,2.0,"['greendr01', 'curryst01', 'barneha02', 'thompkl01', 'bogutan01', 'iguodan01', 'barbole01', 'ezelife01', 'livinsh01', 'clarkia01', 'rushbr01', 'speigma01', 'thompja02']","[37, 4]",1,none,1502244839,1237890739,115557295.3076923,95222364.53846154
201601180DAL,DAL,DAL,BOS,8:30p,"American Airlines Center, Dallas, Texas",29,23,18,28,[],118,-1,1.0,"['matthwe02', 'willide01', 'pachuza01', 'nowitdi01', 'parsoch01', 'feltora01', 'harride01', 'poweldw01', 'bareajo01', 'villach01', 'mcgeeja01', 'evansje01', 'anderju01']","[23, 19]",1,16,23,33,26,[],113,3,2.0,"['bradlav01', 'crowdja01', 'thomais02', 'sullija01', 'johnsam01', 'smartma01', 'olynyke01', 'turneev01', 'jerebjo01', 'zellety01', 'youngja01', 'leeda02']","[22, 19]",0,none,1083209381,633034233,83323798.53846154,52752852.75
201601180DET,CHI,DET,CHI,3:30p,"The Palace of Auburn Hills, Auburn Hills, Michigan",32,21,26,22,[],101,1,2.0,"['morrima03', 'ilyaser01', 'drumman01', 'caldwke01', 'jacksre01', 'johnsst04', 'jennibr01', 'baynear01', 'tollian01', 'hillida01', 'bullore01', 'blakest01', 'anthojo01']","[22, 18]",2,26,30,27,28,[],111,-1,3.0,"['butleji01', 'gasolpa01', 'gibsota01', 'rosede01', 'snellto01', 'mcderdo01', 'mirotni01', 'brookaa01', 'mooreet01', 'portibo01', 'hinriki01', 'feliccr01', 'bairsca01']","[23, 16]",0,division,681733042,979673198,52441003.23076923,75359476.76923077
