,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,homeProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,awayProb,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,homeProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj,awayProbAdj
Bookmaker,1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%),1xBet (%),Coolbet (%),GGBET (%),Marathonbet (%),Pinnacle (%),Unibet (%),William Hill (%),bet-at-home (%),bet365 (%),bwin (%)
game_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201911180BRK,57.44680851063831,58.15899581589959,55.15695067264574,58.15899581589959,57.08154506437768,57.44680851063831,58.50622406639005,57.80590717299579,58.50622406639005,56.14035087719298,44.642857142857146,45.87155963302752,50.24875621890548,44.44444444444444,45.24886877828055,46.728971962616825,45.45454545454545,48.54368932038835,45.45454545454545,49.01960784313725,0.562709341272795,0.5590568613704291,0.5232823942767642,0.5668328047122791,0.5578160286945134,0.551441114716549,0.5627721335268505,0.5435460883633142,0.5627721335268505,0.533856722276742,0.437290658727205,0.4409431386295708,0.47671760572323585,0.43316719528772085,0.4421839713054866,0.44855888528345095,0.4372278664731495,0.4564539116366858,0.4372278664731495,0.46614327772325814
201911180CHI,24.752475247524757,26.45502645502645,28.01120448179272,24.69135802469136,25.51020408163265,25.64102564102564,25.31645569620253,25.57544757033248,25.64102564102564,25.64102564102564,79.38144329896907,77.52808988764045,77.52808988764045,77.52808988764045,77.52808988764045,78.11816192560175,78.11816192560175,80.65764023210832,78.72340425531915,79.38144329896907,0.2376984904920604,0.25441655708650157,0.2654101929442639,0.24155244945040033,0.24757983754311783,0.24712053209322446,0.24475805371823367,0.24074841557740037,0.24568740198640876,0.2441479989932041,0.7623015095079396,0.7455834429134983,0.7345898070557362,0.7584475505495996,0.7524201624568821,0.7528794679067756,0.7552419462817664,0.7592515844225997,0.7543125980135913,0.755852001006796
201911180DAL,64.15770609318996,68.45425867507886,66.66666666666666,64.91228070175438,65.39792387543253,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,67.53246753246754,38.16793893129771,35.587188612099645,38.75968992248063,37.59398496240601,37.3134328358209,37.735849056603776,36.36363636363637,39.37007874015748,37.03703703703704,37.03703703703704,0.6269953742078664,0.6579518111289748,0.6323529411764705,0.6332518337408313,0.6367156074014482,0.6385542168674698,0.6470588235294117,0.6287128712871287,0.6428571428571428,0.6458141674333027,0.3730046257921335,0.3420481888710252,0.3676470588235295,0.3667481662591687,0.36328439259855194,0.3614457831325302,0.35294117647058826,0.37128712871287134,0.3571428571428572,0.35418583256669733
201911180HOU,75.72815533980582,78.11816192560175,76.35933806146572,76.35933806146572,76.35933806146572,76.905311778291,76.905311778291,78.11816192560175,76.905311778291,76.905311778291,26.595744680851062,25.97402597402597,29.15451895043732,26.31578947368421,26.666666666666668,27.027027027027028,27.027027027027028,27.932960893854748,27.3972602739726,27.77777777777778,0.7400827697587565,0.7504709383275546,0.7236901410290746,0.7436984973339796,0.7411656723267553,0.7399555582247312,0.7399555582247312,0.7366085322697774,0.7373290060359732,0.7346488540262287,0.2599172302412436,0.2495290616724453,0.2763098589709254,0.25630150266602036,0.2588343276732446,0.26004444177526875,0.26004444177526875,0.26339146773022254,0.26267099396402677,0.2653511459737713
201911180LAC,76.35933806146572,78.11816192560175,77.52808988764045,76.905311778291,77.52808988764045,76.905311778291,77.52808988764045,78.72340425531915,78.11816192560175,78.11816192560175,25.906735751295333,25.64102564102564,28.01120448179272,25.64102564102564,25.773195876288657,27.027027027027028,25.64102564102564,27.472527472527474,26.666666666666668,26.666666666666668,0.7466732144354347,0.7528794679067756,0.7345898070557362,0.7499566899578449,0.750504597443373,0.7399555582247312,0.7514660709299079,0.7413033905768384,0.7455102324933871,0.7455102324933871,0.2533267855645654,0.24712053209322446,0.2654101929442639,0.2500433100421551,0.24949540255662703,0.26004444177526875,0.24853392907009214,0.2586966094231616,0.25448976750661284,0.25448976750661284
201911180NYK,67.10526315789474,68.94409937888199,69.41896024464832,67.53246753246754,68.45425867507886,69.41896024464832,68.94409937888199,69.96996996996997,69.41896024464832,69.41896024464832,35.3356890459364,34.84320557491289,36.101083032490976,35.08771929824561,34.129692832764505,34.72222222222222,34.48275862068966,36.101083032490976,35.08771929824561,35.08771929824561,0.655062860255072,0.664282586483725,0.6578746377342303,0.6580817051509769,0.6672998814034278,0.6665850972715038,0.6665976392627874,0.659651884179434,0.6642538117973202,0.6642538117973202,0.34493713974492807,0.335717413516275,0.3421253622657697,0.34191829484902303,0.3327001185965722,0.3334149027284963,0.33340236073721274,0.34034811582056607,0.3357461882026798,0.3357461882026798
201911180PHO,58.8477366255144,57.80590717299579,62.546816479400746,58.15899581589959,56.896551724137936,58.50622406639005,57.44680851063831,58.8477366255144,57.44680851063831,61.68582375478927,43.66812227074236,46.2962962962963,42.91845493562232,44.44444444444444,45.662100456621005,45.45454545454545,46.728971962616825,47.16981132075472,46.728971962616825,42.5531914893617,0.5740354444580784,0.5552803422652557,0.5930560424319092,0.5668328047122791,0.5547708605204575,0.5627721335268505,0.551441114716549,0.5550754357697378,0.551441114716549,0.5917728943458199,0.4259645555419216,0.4447196577347444,0.40694395756809076,0.43316719528772085,0.44522913947954246,0.4372278664731495,0.44855888528345095,0.4449245642302622,0.44855888528345095,0.40822710565418
201911180TOR,78.72340425531915,77.52808988764045,78.72340425531915,79.38144329896907,77.52808988764045,80.65764023210832,79.38144329896907,81.30841121495327,78.72340425531915,79.38144329896907,23.58490566037736,25.44529262086514,26.737967914438503,23.25581395348837,25.44529262086514,23.25581395348837,24.449877750611247,24.93765586034913,25.64102564102564,25.64102564102564,0.7694722385717089,0.7528944665019297,0.7464667170137016,0.7734174258350853,0.7528944665019297,0.7762001644950435,0.764523098584711,0.7652839625331783,0.7543125980135913,0.755852001006796,0.23052776142829115,0.24710553349807038,0.2535332829862984,0.22658257416491473,0.24710553349807038,0.22379983550495647,0.23547690141528899,0.2347160374668217,0.24568740198640876,0.2441479989932041
201911180UTA,81.98198198198197,81.30841121495327,81.98198198198197,81.30841121495327,80.65764023210832,81.98198198198197,81.30841121495327,84.02555910543131,81.98198198198197,81.98198198198197,21.645021645021643,22.47191011235955,23.04147465437788,21.27659574468085,22.271714922049,21.78649237472767,21.78649237472767,21.78649237472767,22.22222222222222,22.22222222222222,0.7911256633171503,0.7834665587372255,0.7806063960153378,0.7925954642372554,0.7836213499181779,0.7900470975429835,0.7886753698181028,0.7941019754369577,0.7867435158501441,0.7867435158501441,0.20887433668284971,0.21653344126277443,0.21939360398466223,0.20740453576274473,0.2163786500818221,0.2099529024570164,0.21132463018189718,0.20589802456304226,0.21325648414985593,0.21325648414985593
201911190LAL,85.46511627906976,84.02555910543131,84.7560975609756,86.20689655172413,85.46511627906976,85.46511627906976,87.71498771498771,90.08919722497522,86.96219035202087,85.46511627906976,16.80672268907563,20.0,21.27659574468085,16.528925619834713,17.452006980802793,17.88908765652952,16.666666666666664,16.077170418006432,17.391304347826086,19.047619047619047,0.835666173028233,0.8077395577395577,0.7993392878991803,0.8391123439667129,0.8304265954195463,0.826914755517092,0.8403295409964692,0.8485662571401985,0.8333423868759846,0.8177483443708609,0.1643338269717671,0.19226044226044225,0.2006607121008198,0.16088765603328714,0.16957340458045372,0.17308524448290785,0.15967045900353077,0.1514337428598015,0.16665761312401542,0.1822516556291391
201911190MEM,70.41420118343196,71.91011235955057,72.97297297297297,70.93023255813954,70.93023255813954,72.45179063360881,71.42857142857143,72.45179063360881,72.45179063360881,71.42857142857143,31.84713375796178,32.154340836012864,32.467532467532465,31.64556962025317,31.746031746031743,32.25806451612903,32.25806451612903,33.33333333333333,31.746031746031743,33.33333333333333,0.6885711126672318,0.6910151367865575,0.6920772303595206,0.6914908882192566,0.6908143088261729,0.6919290503267419,0.6888888888888889,0.6848958333333334,0.6953292206974695,0.6818181818181819,0.3114288873327682,0.3089848632134426,0.3079227696404794,0.3085091117807433,0.30918569117382705,0.3080709496732581,0.31111111111111106,0.31510416666666663,0.3046707793025305,0.3181818181818181
201911190NOP,59.83935742971887,62.546816479400746,58.15899581589959,60.629921259842526,60.629921259842526,60.9375,61.68582375478927,62.546816479400746,61.68582375478927,58.8477366255144,42.3728813559322,41.49377593360996,48.07692307692308,42.01680672268908,41.66666666666667,43.290043290043286,41.66666666666667,43.66812227074236,41.66666666666667,45.45454545454545,0.5854421949920086,0.6011770505026365,0.54745133681739,0.5906658931218977,0.5926876202694035,0.5846583165682394,0.5968489341983317,0.5888702400566651,0.5968489341983317,0.5642037302725968,0.4145578050079915,0.39882294949736363,0.45254866318261,0.40933410687810223,0.40731237973059653,0.41534168343176064,0.40315106580166826,0.41112975994333495,0.40315106580166826,0.43579626972740315
201911190SAC,58.50622406639005,59.51417004048582,59.83935742971887,59.18367346938776,58.50622406639005,58.8477366255144,59.18367346938776,59.83935742971887,59.51417004048582,59.83935742971887,44.05286343612335,44.642857142857146,45.662100456621005,43.66812227074236,44.44444444444444,45.45454545454545,44.44444444444444,46.2962962962963,44.44444444444444,44.44444444444444,0.5704635785196144,0.5713889081696397,0.5671898628565469,0.5754267394506543,0.568293775190327,0.5642037302725968,0.5711159737417943,0.5638007147361783,0.5724794461272177,0.5738125802310655,0.42953642148038573,0.42861109183036034,0.4328101371434531,0.4245732605493458,0.4317062248096731,0.43579626972740315,0.42888402625820565,0.4361992852638218,0.42752055387278237,0.42618741976893454
201911200ATL,16.666666666666664,17.123287671232877,18.587360594795538,16.0,16.638935108153078,16.666666666666664,16.666666666666664,15.748031496062993,17.391304347826086,19.047619047619047,86.96219035202087,86.96219035202087,86.96219035202087,86.96219035202087,86.20689655172413,86.96219035202087,87.71498771498771,90.08919722497522,86.96219035202087,85.46511627906976,0.1608303627594883,0.16451178393404084,0.17610080221147706,0.15539684951628424,0.16178521617852162,0.1608303627594883,0.15967045900353077,0.1487948209374516,0.16665761312401542,0.1822516556291391,0.8391696372405116,0.8354882160659591,0.8238991977885229,0.8446031504837158,0.8382147838214784,0.8391696372405116,0.8403295409964692,0.8512051790625483,0.8333423868759846,0.8177483443708609
201911200BRK,63.23529411764706,64.91228070175438,64.53900709219859,64.15770609318996,64.53900709219859,64.91228070175438,64.91228070175438,64.91228070175438,64.91228070175438,63.63636363636363,39.0625,38.31417624521073,40.98360655737705,38.46153846153847,38.02281368821293,39.37007874015748,37.735849056603776,41.1522633744856,37.735849056603776,40.81632653061224,0.6181491464510332,0.6288337565930846,0.6116130453944468,0.6252015045674368,0.629269318749507,0.6224665518611736,0.6323766526926798,0.6120073514396569,0.6323766526926798,0.6092362344582594,0.38185085354896675,0.37116624340691545,0.38838695460555306,0.3747984954325632,0.37073068125049297,0.37753344813882633,0.36762334730732027,0.3879926485603431,0.36762334730732027,0.39076376554174064
201911200CHI,50.98039215686274,51.92307692307693,52.83018867924528,50.24875621890548,51.45631067961165,52.15311004784689,51.21951219512195,53.271028037383175,51.21951219512195,53.48837209302325,51.21951219512195,51.21951219512195,52.60663507109005,52.38095238095239,50.98039215686274,52.15311004784689,53.48837209302325,52.83018867924528,53.70370370370371,51.21951219512195,0.4988301357042583,0.5034106412005457,0.501060130608091,0.48961218836565096,0.5023229882921391,0.5,0.4891657638136511,0.5020774472328403,0.48816185966422726,0.5108342361863488,0.5011698642957417,0.49658935879945426,0.4989398693919091,0.510387811634349,0.49767701170786105,0.5,0.5108342361863488,0.49792255276715974,0.5118381403357727,0.4891657638136511
201911200DAL,90.9090909090909,93.4597776324395,88.49252013808976,90.9090909090909,91.74236168455822,93.4597776324395,92.5925925925926,92.5925925925926,92.5925925925926,90.9090909090909,11.50747986191024,10.526315789473683,16.528925619834713,11.904761904761903,11.198208286674133,9.523809523809524,11.11111111111111,13.333333333333334,11.76470588235294,13.333333333333334,0.8876404494382022,0.898771889172101,0.8426138061559917,0.8842105263157896,0.8912167642961024,0.9075210935373635,0.8928571428571428,0.8741258741258742,0.8872651356993737,0.872093023255814,0.11235955056179774,0.10122811082789897,0.1573861938440084,0.11578947368421053,0.1087832357038976,0.09247890646263647,0.10714285714285714,0.1258741258741259,0.11273486430062629,0.12790697674418605
201911200DEN,52.60663507109005,54.54545454545454,54.337899543379,53.48837209302325,54.337899543379,52.83018867924528,54.54545454545454,55.15695067264574,53.70370370370371,53.48837209302325,49.50495049504951,49.50495049504951,51.21951219512195,49.01960784313725,48.07692307692308,50.98039215686274,50.0,50.73891625615764,51.21951219512195,51.21951219512195,0.5151877211525205,0.5242214532871972,0.5147710487444609,0.521797153024911,0.5305667495498585,0.5089094796863863,0.5217391304347826,0.5208602778589011,0.5118381403357727,0.5108342361863488,0.4848122788474795,0.4757785467128029,0.48522895125553916,0.478202846975089,0.46943325045014145,0.4910905203136137,0.47826086956521746,0.47913972214109896,0.48816185966422726,0.4891657638136511
201911200LAC,72.97297297297297,76.35933806146572,75.18610421836229,74.61928934010153,74.09326424870466,75.72815533980582,75.18610421836229,78.11816192560175,75.18610421836229,74.61928934010153,29.239766081871345,27.77777777777778,29.850746268656717,27.932960893854748,28.653295128939828,27.77777777777778,28.57142857142857,27.6243093922652,29.411764705882355,30.3951367781155,0.7139322715323951,0.7332576617480135,0.715806917950707,0.7276221552415453,0.7211264756455271,0.7316310578426264,0.7246327297574309,0.7387586175357563,0.7188110521909016,0.7105622731880757,0.28606772846760475,0.26674233825198634,0.284193082049293,0.2723778447584548,0.2788735243544728,0.26836894215737367,0.27536727024256913,0.26124138246424367,0.28118894780909853,0.2894377268119242
201911200MIA,81.30841121495327,83.33333333333334,82.63888888888889,81.98198198198197,81.98198198198197,81.98198198198197,83.33333333333334,85.46511627906976,83.33333333333334,83.33333333333334,21.008403361344534,20.66115702479339,22.371364653243848,20.66115702479339,20.876826722338205,21.78649237472767,20.0,20.66115702479339,21.052631578947366,21.052631578947366,0.7946730119742094,0.8013245033112583,0.7869601881851671,0.7987088350500509,0.7970341384922013,0.7900470975429835,0.8064516129032259,0.8053153438674333,0.7983193277310925,0.7983193277310925,0.20532698802579058,0.1986754966887417,0.21303981181483292,0.20129116494994925,0.20296586150779866,0.2099529024570164,0.1935483870967742,0.1946846561325667,0.2016806722689075,0.2016806722689075
201911200MIN,43.290043290043286,44.05286343612335,44.05286343612335,42.73504273504273,43.66812227074236,44.44444444444444,41.66666666666667,45.45454545454545,42.5531914893617,42.5531914893617,60.629921259842526,59.18367346938776,60.9375,59.83935742971887,58.8477366255144,59.51417004048582,61.68582375478927,60.629921259842526,60.9375,61.68582375478927,0.4165709974743333,0.4267177566837934,0.41958958893332465,0.41662483686376867,0.4259645555419216,0.42752055387278237,0.40315106580166826,0.42847503373819157,0.41117892707998716,0.40822710565418,0.5834290025256668,0.5732822433162066,0.5804104110666755,0.5833751631362313,0.5740354444580784,0.5724794461272177,0.5968489341983317,0.5715249662618084,0.5888210729200128,0.5917728943458199
201911200PHI,88.49252013808976,90.9090909090909,87.71498771498771,88.49252013808976,89.28188638799571,90.9090909090909,90.08919722497522,93.4597776324395,90.08919722497522,89.28188638799571,13.513513513513514,13.157894736842104,17.793594306049823,13.88888888888889,14.064697609001406,13.333333333333334,14.285714285714285,12.836970474967908,14.814814814814811,15.384615384615383,0.8675224099030429,0.8735632183908045,0.8313540570329916,0.8643416903431266,0.8639074745865807,0.872093023255814,0.8631307650569723,0.8792345889829404,0.8587774239826447,0.853012997243009,0.13247759009695714,0.1264367816091954,0.16864594296700838,0.13565830965687348,0.13609252541341935,0.12790697674418605,0.13686923494302766,0.12076541101705959,0.14122257601735538,0.14698700275699092
201911200TOR,59.83935742971887,60.629921259842526,60.31746031746032,60.31746031746032,59.18367346938776,60.9375,59.83935742971887,60.31746031746032,60.31746031746032,61.68582375478927,42.3728813559322,43.66812227074236,45.24886877828055,42.3728813559322,43.66812227074236,42.91845493562232,43.66812227074236,45.662100456621005,43.66812227074236,42.5531914893617,0.5854421949920086,0.5813140803745096,0.5713702544563886,0.5873722818967776,0.5754267394506543,0.5867501775682831,0.5781162637027498,0.5691423881821912,0.5800559925343288,0.5917728943458199,0.4145578050079915,0.41868591962549034,0.4286297455436114,0.4126277181032224,0.4245732605493458,0.41324982243171693,0.4218837362972501,0.43085761181780874,0.41994400746567123,0.40822710565418
201911200WAS,46.08294930875576,49.50495049504951,49.01960784313725,45.45454545454545,45.45454545454545,50.0,46.728971962616825,50.0,46.728971962616825,46.728971962616825,57.80590717299579,54.95495495495496,56.14035087719298,57.08154506437768,57.08154506437768,54.95495495495496,57.44680851063831,56.14035087719298,57.44680851063831,58.15899581589959,0.4435793295775702,0.4739134147382803,0.46614327772325814,0.4433028919330289,0.4433028919330289,0.4763948497854077,0.44855888528345095,0.47107438016528924,0.44855888528345095,0.44551317898818177,0.5564206704224298,0.5260865852617197,0.533856722276742,0.556697108066971,0.556697108066971,0.5236051502145923,0.551441114716549,0.5289256198347106,0.551441114716549,0.5544868210118182
201911210MIL,91.74236168455822,92.5925925925926,90.9090909090909,90.9090909090909,90.9090909090909,90.08919722497522,91.74236168455822,91.74236168455822,91.74236168455822,90.9090909090909,10.638297872340424,11.560693641618498,14.5985401459854,11.50747986191024,11.933174224343675,13.333333333333334,12.5,14.285714285714285,12.5,13.79310344827586,0.8960907468423942,0.8890030832476875,0.8616352201257862,0.8876404494382022,0.8839662447257384,0.8710790263847186,0.8800871373403307,0.8652647975077881,0.8800871373403307,0.8682634730538923,0.10390925315760569,0.11099691675231244,0.13836477987421383,0.11235955056179774,0.1160337552742616,0.12892097361528143,0.11991286265966927,0.13473520249221183,0.11991286265966927,0.13173652694610777
201911210PHO,59.83935742971887,62.825278810408925,65.39792387543253,59.83935742971887,59.18367346938776,60.9375,61.68582375478927,59.83935742971887,60.9375,60.629921259842526,42.3728813559322,40.98360655737705,40.16064257028113,42.5531914893617,43.66812227074236,42.91845493562232,41.66666666666667,45.87155963302752,42.5531914893617,44.44444444444444,0.5854421949920086,0.6052013619819185,0.6195416068772133,0.5844112492697988,0.5754267394506543,0.5867501775682831,0.5968489341983317,0.5660660137325293,0.5888210729200128,0.5770191507077436,0.4145578050079915,0.39479863801808146,0.38045839312278673,0.4155887507302011,0.4245732605493458,0.41324982243171693,0.40315106580166826,0.4339339862674706,0.41117892707998716,0.4229808492922564
201911220BRK,56.896551724137936,55.15695067264574,54.337899543379,56.52173913043478,54.95495495495496,56.14035087719298,56.52173913043478,57.80590717299579,56.896551724137936,54.54545454545454,45.45454545454545,47.61904761904761,51.21951219512195,46.08294930875576,47.61904761904761,48.07692307692308,47.61904761904761,48.07692307692308,47.61904761904761,50.0,0.555895865237366,0.5366715146478288,0.5147710487444609,0.5508689709041203,0.5357590966122961,0.5386856587892522,0.5427435387673956,0.545942217794467,0.5443833464257659,0.5217391304347826,0.444104134762634,0.46332848535217114,0.48522895125553916,0.4491310290958797,0.4642409033877038,0.4613143412107479,0.4572564612326043,0.454057782205533,0.45561665357423403,0.47826086956521746
201911220CHI,38.16793893129771,39.37007874015748,38.75968992248063,37.59398496240601,38.16793893129771,38.46153846153847,37.735849056603776,40.48582995951417,38.46153846153847,39.37007874015748,66.66666666666666,64.53900709219859,66.66666666666666,64.91228070175438,64.53900709219859,65.39792387543253,64.91228070175438,65.39792387543253,64.53900709219859,65.39792387543253,0.3640776699029127,0.378889665179771,0.3676470588235295,0.3667481662591687,0.3716198408096568,0.3703229113275244,0.36762334730732027,0.3823611129486789,0.3734110169491526,0.37578342392011027,0.6359223300970873,0.6211103348202289,0.6323529411764705,0.6332518337408313,0.6283801591903432,0.6296770886724756,0.6323766526926798,0.617638887051321,0.6265889830508474,0.6242165760798897
201911220DAL,82.63888888888889,84.7560975609756,82.63888888888889,83.33333333333334,84.02555910543131,83.33333333333334,84.7560975609756,86.96219035202087,84.7560975609756,83.33333333333334,19.41747572815534,19.26782273603083,22.831050228310502,19.047619047619047,19.083969465648856,20.40816326530612,19.047619047619047,19.193857965451052,19.047619047619047,21.052631578947366,0.8097377287441369,0.814775075953513,0.7835302606656445,0.813953488372093,0.8149155589195326,0.8032786885245903,0.8165034965034965,0.8191920453929332,0.8165034965034965,0.7983193277310925,0.19026227125586312,0.18522492404648694,0.21646973933435557,0.18604651162790695,0.18508444108046737,0.1967213114754098,0.1834965034965035,0.1808079546070668,0.1834965034965035,0.2016806722689075
201911220DEN,66.66666666666666,67.53246753246754,70.93023255813954,67.10526315789474,67.53246753246754,68.45425867507886,68.05111821086261,68.45425867507886,68.94409937888199,68.94409937888199,35.587188612099645,35.3356890459364,34.602076124567475,35.587188612099645,35.2112676056338,35.842293906810035,35.08771929824561,37.59398496240601,35.842293906810035,35.842293906810035,0.6519721577726217,0.6564953604568166,0.6721186472987914,0.6534585746204004,0.6572903685241233,0.6563424866927571,0.6598010977664258,0.6455011071101071,0.6579489685355542,0.6579489685355542,0.3480278422273782,0.34350463954318344,0.3278813527012086,0.34654142537959964,0.3427096314758768,0.3436575133072428,0.3401989022335743,0.35449889288989284,0.3420510314644458,0.3420510314644458
201911220DET,71.42857142857143,71.91011235955057,74.09326424870466,71.91011235955057,71.91011235955057,71.42857142857143,72.97297297297297,72.97297297297297,72.45179063360881,73.54497354497354,30.8641975308642,30.76923076923077,31.446540880503143,30.76923076923077,30.76923076923077,32.89473684210527,30.3951367781155,33.11258278145696,31.746031746031743,31.25,0.6982758620689655,0.7003367003367004,0.7020409423534134,0.7003367003367004,0.7003367003367004,0.6846846846846846,0.7059524755622666,0.6878690737303864,0.6953292206974695,0.7017986746607763,0.3017241379310345,0.29966329966329963,0.29795905764658664,0.29966329966329963,0.29966329966329963,0.3153153153153153,0.29404752443773347,0.3121309262696137,0.3046707793025305,0.2982013253392237
201911220LAC,67.10526315789474,66.66666666666666,68.94409937888199,67.53246753246754,67.10526315789474,68.45425867507886,68.05111821086261,69.41896024464832,68.94409937888199,67.53246753246754,35.3356890459364,35.2112676056338,36.496350364963504,35.08771929824561,35.587188612099645,35.842293906810035,35.08771929824561,36.76470588235294,35.842293906810035,37.03703703703704,0.655062860255072,0.6543778801843319,0.6538676527497097,0.6580817051509769,0.6534585746204004,0.6563424866927571,0.6598010977664258,0.6537630765321248,0.6579489685355542,0.6458141674333027,0.34493713974492807,0.34562211981566826,0.34613234725029024,0.34191829484902303,0.34654142537959964,0.3436575133072428,0.3401989022335743,0.34623692346787516,0.3420510314644458,0.35418583256669733
201911220OKC,37.3134328358209,36.63003663003663,40.16064257028113,36.76470588235294,35.842293906810035,38.02281368821293,36.36363636363637,39.68253968253968,37.03703703703704,39.37007874015748,67.10526315789474,67.10526315789474,65.39792387543253,65.75342465753424,67.10526315789474,65.75342465753424,66.66666666666666,66.66666666666666,66.66666666666666,65.39792387543253,0.3573443671243183,0.3531106258421224,0.38045839312278673,0.35861662409117706,0.34816070365110635,0.36639229070467777,0.35294117647058826,0.373134328358209,0.3571428571428572,0.37578342392011027,0.6426556328756818,0.6468893741578776,0.6195416068772133,0.6413833759088229,0.6518392963488937,0.6336077092953222,0.6470588235294117,0.6268656716417911,0.6428571428571428,0.6242165760798897
201911220PHI,72.97297297297297,77.52808988764045,76.905311778291,73.54497354497354,74.09326424870466,75.18610421836229,73.54497354497354,75.72815533980582,74.61928934010153,76.905311778291,29.239766081871345,26.666666666666668,28.57142857142857,29.069767441860467,29.069767441860467,28.57142857142857,29.411764705882355,30.03003003003003,29.850746268656717,27.77777777777778,0.7139322715323951,0.7440690150970525,0.7291210509852988,0.716709634870196,0.7182152660164691,0.7246327297574309,0.7143288996372431,0.7160500634062965,0.7142649938356661,0.7346488540262287,0.28606772846760475,0.2559309849029475,0.2708789490147013,0.283290365129804,0.281784733983531,0.27536727024256913,0.285671100362757,0.2839499365937035,0.28573500616433384,0.2653511459737713
201911220UTA,94.34069043576685,95.23809523809524,91.74236168455822,94.34069043576685,94.34069043576685,94.34069043576685,95.23809523809524,98.0392156862745,95.23809523809524,96.15384615384616,8.0,8.896797153024911,13.75515818431912,8.51063829787234,8.81057268722467,8.695652173913043,8.333333333333332,8.116883116883116,8.16326530612245,8.695652173913043,0.9218297241699661,0.9145646867371847,0.8696162885969702,0.9172530058419285,0.9145858962801119,0.9156059701492537,0.9195402298850576,0.9235382308845578,0.9210526315789473,0.9170653907496013,0.07817027583003383,0.0854353132628153,0.13038371140302996,0.08274699415807157,0.08541410371988815,0.08439402985074626,0.08045977011494251,0.07646176911544228,0.07894736842105263,0.08293460925039871
201911220WAS,69.41896024464832,68.45425867507886,69.41896024464832,69.96996996996997,68.45425867507886,70.41420118343196,68.94409937888199,71.42857142857143,69.96996996996997,71.42857142857143,32.89473684210527,34.48275862068966,36.101083032490976,32.6797385620915,34.36426116838488,33.89830508474576,34.48275862068966,34.602076124567475,34.48275862068966,33.33333333333333,0.6784913674440555,0.6650110958469829,0.6578746377342303,0.6816382722422991,0.6657775153668539,0.6750312469954812,0.6665976392627874,0.6736596736596736,0.6698721126202042,0.6818181818181819,0.3215086325559445,0.334988904153017,0.3421253622657697,0.3183617277577009,0.33422248463314597,0.3249687530045188,0.33340236073721274,0.32634032634032634,0.33012788737979576,0.3181818181818181
201911230ATL,28.901734104046245,28.40909090909091,29.15451895043732,28.57142857142857,28.57142857142857,29.411764705882355,28.57142857142857,29.585798816568047,29.411764705882355,27.77777777777778,75.18610421836229,74.61928934010153,76.35933806146572,74.09326424870466,74.61928934010153,75.18610421836229,75.18610421836229,76.35933806146572,75.18610421836229,76.905311778291,0.2776667723132467,0.27574044006494597,0.2763098589709254,0.2782984859408796,0.2768798313422347,0.28118894780909853,0.27536727024256913,0.2792558458877431,0.28118894780909853,0.2653511459737713,0.7223332276867533,0.7242595599350541,0.7236901410290746,0.7217015140591204,0.7231201686577653,0.7188110521909016,0.7246327297574309,0.7207441541122569,0.7188110521909016,0.7346488540262287
201911230CHO,47.16981132075472,47.61904761904761,48.54368932038835,46.728971962616825,47.16981132075472,48.07692307692308,49.01960784313725,49.50495049504951,49.01960784313725,49.01960784313725,55.15695067264574,55.55555555555556,56.14035087719298,55.947136563876654,55.15695067264574,55.947136563876654,55.55555555555556,56.52173913043478,55.55555555555556,56.14035087719298,0.4609723829998347,0.4615384615384615,0.4637162382037097,0.4551104695456915,0.4609723829998347,0.46217118657871165,0.46875,0.4669102720259846,0.46875,0.46614327772325814,0.5390276170001654,0.5384615384615385,0.5362837617962902,0.5448895304543085,0.5390276170001654,0.5378288134212884,0.53125,0.5330897279740153,0.53125,0.533856722276742
201911230CLE,31.347962382445143,30.8641975308642,32.6797385620915,31.05590062111801,30.8641975308642,32.89473684210527,30.3951367781155,32.6797385620915,31.746031746031743,35.842293906810035,70.93023255813954,71.91011235955057,72.45179063360881,71.42857142857143,71.91011235955057,71.42857142857143,72.97297297297297,73.54497354497354,72.45179063360881,68.94409937888199,0.30649702412773083,0.30031043325684975,0.31084622103478393,0.303030303030303,0.30031043325684975,0.3153153153153153,0.29404752443773347,0.30764723117491943,0.3046707793025305,0.3420510314644458,0.6935029758722692,0.6996895667431502,0.689153778965216,0.696969696969697,0.6996895667431502,0.6846846846846846,0.7059524755622666,0.6923527688250806,0.6953292206974695,0.6579489685355542
