game_id,Y_prob,odds_mean,per_bet,firm,p_return,team_abbr
202211020POR,0.4147391418373127,0.346914397535725,0.016060873148869715,bet365,1.75,POR
202211020LAL,0.4870875123143792,0.44608249683074935,0.014017097961148873,Unibet,1.23,LAL
202211030ORL,0.2618008653669991,0.22006768726833706,0.008936694565576237,Unibet,3.4,ORL
202211030OKC,0.43627036022769206,0.3102514500045073,0.03481410555509116,bet365,2.15,OKC
202211040DET,0.3933463192857801,0.39822094704890754,0.0,,0.0,
202211040IND,0.4312774183008583,0.41593509827361796,0.002000286371409932,bet365,1.35,IND
202211040PHI,0.5693924046127908,0.564094171504379,0.010532658029627974,bet365,0.8333333333333334,PHI
202211040WAS,0.5732763825481126,0.5722751417096075,0.0,,0.0,
202211040BOS,0.6701735044094254,0.7066555651842668,0.006394320948388233,bet365,2.25,CHI
202211040MEM,0.824980637265998,0.8284665616629859,0.0002678457145478486,bet365,4.75,CHO
202211040SAS,0.3706908544732639,0.40370464587934646,0.004275228838116663,Unibet,0.6097560975609756,LAC
202211040DAL,0.5085566041217682,0.6138518277428519,0.03471910366042535,bet365,1.6,TOR
202211040NOP,0.7953679876433909,0.8035829927527454,0.003497320699868134,bet365,4.25,GSW
202211040PHO,0.7701973054135091,0.846381298051373,0.015152646700757827,bet365,5.0,POR
202211040MIN,0.4939036643859468,0.460046273093861,0.005059189244957286,Unibet,1.08,MIN
202211040LAL,0.5086615189518159,0.5926013917600818,0.02810748669904153,bet365,1.45,UTA
202211050ORL,0.3545915490823361,0.3769707969809748,1.0366317562438e-05,bet365,0.5494505494505495,SAC
202211050CHO,0.3841999000439861,0.4032513438179126,0.0,,0.0,
202211050ATL,0.5190658359569778,0.5408686761030698,0.001811226270972144,bet365,1.1,NOP
202211050NYK,0.44216681193209145,0.39035255880727354,0.014055603977363808,bet365,1.5,NYK
202211050MIL,0.605488128065695,0.6569836650769348,0.011250069575051515,bet365,1.79,OKC
202211050MIN,0.6088741973250276,0.7318147930029785,0.03028231035192145,bet365,2.54,HOU
202211050DEN,0.7857581084905989,0.8244375191104532,0.007925795702298044,bet365,4.5,SAS
202211050PHO,0.78084517770682,0.8272189723915432,0.010953272765717254,bet365,4.75,POR
202211060LAL,0.35449574390196575,0.356056598105244,0.0,,0.0,
202211060MEM,0.746169226103124,0.7753657239566727,0.006873847361544384,Unibet,3.4,WAS
202211060TOR,0.6933381339994833,0.6055987555051793,0.03624256355572406,Unibet,0.5988023952095808,TOR
202211060LAC,0.5947896796158151,0.5973200608087458,0.0017367734613949694,bet365,1.5,UTA
202211070CHO,0.5950596514834063,0.5368385117266882,0.016157081773466486,Unibet,0.7874015748031497,CHO
202211070ORL,0.5721788109190117,0.6360368787128696,0.01824908359043158,bet365,1.7,HOU
202211070DET,0.4823405087233924,0.4625989811199194,0.0023481942398407398,bet365,1.1,DET
202211070IND,0.3489716784500494,0.36208122165253426,0.0,,0.0,
202211070PHI,0.42480689250272685,0.4606144656714589,0.014784194868811086,Unibet,0.847457627118644,PHO
202211070ATL,0.40128958387474023,0.34994345484263023,0.013362898213466513,bet365,1.79,ATL
202211070MIA,0.6781097896684234,0.6483142804969212,0.0068658738010540345,bet365,0.5,MIA
202211070CHI,0.46934682483182694,0.5461799324361982,0.023789086817524632,bet365,1.14,TOR
202211070MEM,0.4032596591539516,0.4051202559635363,0.0,,0.0,
202211070MIN,0.5355619713051641,0.5660060760618212,0.0036272771881064817,bet365,1.2,NYK
202211070SAS,0.30709396487125606,0.2782838475231299,0.006859262649153264,Unibet,2.54,SAS
202211070DAL,0.6254544008027277,0.6701605833461229,0.009071814491798903,bet365,1.9,BRK
202211070GSW,0.5996209093402666,0.7315435432436302,0.0348214098798511,bet365,2.65,SAC
202211070UTA,0.6656968882152269,0.7031657567894203,0.006342723428297637,bet365,2.2,LAL
202211070LAC,0.4397578543628168,0.39504111927206176,0.015192850659942159,bet365,1.54,LAC
202211090ORL,0.2681570876891478,0.2485980136636778,0.004841890050439418,bet365,3.0,ORL
202211090CHO,0.5036739455100077,0.46659888266777605,0.012105136514502913,Unibet,1.12,CHO
202211090IND,0.3453725936717306,0.3617500114770737,0.00313762160711355,Unibet,0.5405405405405406,DEN
202211090BOS,0.8137137323836565,0.8617644244184521,0.01013346244381348,bet365,6.0,DET
202211090ATL,0.579194534488749,0.6176778339548126,0.013955694982401824,bet365,1.65,UTA
202211090TOR,0.6637619435783376,0.791875623323271,0.031846974293487804,bet365,3.75,HOU
202211090BRK,0.5717688525101697,0.5817488209354037,0.000939732829792761,Unibet,1.35,NYK
202211090SAS,0.35257530776908863,0.3345397467559453,0.004112529017313993,bet365,1.95,SAS
202211090OKC,0.45171453594874106,0.4848594259694976,0.0057627495420413235,Unibet,0.8695652173913043,MIL
202211090CHI,0.498400772498112,0.4598611590174949,0.008480294953824586,bet365,1.1,CHI
202211090MIN,0.4657771941198004,0.5383612381350088,0.022157798608803504,bet365,1.1,PHO
202211090LAC,0.6564611077453462,0.5815529321669067,0.026856398303654473,bet365,0.6578947368421053,LAC
202211090SAC,0.3111827582732115,0.37553503874333904,0.028849482949733662,Unibet,0.5714285714285714,CLE
202211100WAS,0.3634619012407137,0.33163974589074485,0.007406421401036445,bet365,1.95,WAS
202211100ATL,0.5082894285456362,0.5124144589167847,0.0,,0.0,
202211100MIA,0.7721583572202362,0.8160145524834478,0.011250179346164492,bet365,4.5,CHO
202211100NOP,0.7843672356076822,0.7693922421119515,0.0,,0.0,
202211110BOS,0.4955638428385463,0.6208282738990719,0.03652829080390812,bet365,1.54,DEN
202211110ORL,0.343218862247334,0.28717205991423106,0.012747505406686722,bet365,2.35,ORL
202211110NYK,0.7632104659596689,0.7636089853752983,0.0003911089028558246,bet365,3.25,DET
202211110SAS,0.5534902072499426,0.5321409633828134,0.0,,0.0,
202211110OKC,0.34443153883272354,0.3567835393049833,0.0,,0.0,
202211110MEM,0.6151067709221787,0.6109834518137055,0.0,,0.0,
202211110GSW,0.5740750430278917,0.5771803545948063,0.00013683687177103998,bet365,1.35,CLE
202211110LAL,0.3651433810143284,0.39353043306502655,0.005013434538348616,Unibet,0.5988023952095808,SAC
202211120LAC,0.5944833153570809,0.5247235009351812,0.021572658757115594,Unibet,0.8333333333333334,LAC
202211120WAS,0.3688542807897131,0.38716199309100113,0.0,,0.0,
202211120DET,0.3892674658634489,0.24764198646460778,0.03422974073436471,bet365,2.8,DET
202211120IND,0.49161314976191633,0.5633491001282457,0.01974184508729735,bet365,1.2,TOR
202211120PHI,0.5951924209865614,0.5684622733925018,2.5055967361353737e-05,Unibet,0.6802721088435374,PHI
202211120MIA,0.5952815532795632,0.7434799386119352,0.037650485469210036,Unibet,2.75,CHO
202211120NOP,0.7898967014670449,0.8056782117848992,0.004849050225788899,bet365,4.25,HOU
202211120DAL,0.7450787565898879,0.6818861546689798,0.030222451888865322,Unibet,0.4291845493562232,DAL
202211130NYK,0.6649340349044244,0.6499877336584928,0.0,,0.0,
