index,elo_prob1,raptor_prob1,elo1_pre,elo2_pre,raptor1_pre,raptor2_pre,perMetricEloAway,perMetricEloHome,perMetricEloNAway,perMetricEloNHome,perMetricRaptorAway,perMetricRaptorHome,perMetricRaptorNAway,perMetricRaptorNHome
202103170HOU,0.4382699680404016,0.3606133604118154,1338.84307940992,1481.95745188894,1351.17488665803,1483.99358435353,3.020108675247496,-7.350727757414159,3.244115915401116,-6.507338336528847,2.453804053147131,-5.531515160209789,2.598315615486837,-5.0825013910601085
202103170MEM,0.5907442602893628,0.66735172825391,1522.78526613115,1559.02337345465,1515.95323666178,1510.16412943424,0.8661843165135359,-1.706991816727367,0.0696276478572777,-0.8920649611081503,1.1395704139705565,-0.5847020872608297,0.3643657018815916,0.1891505380721797
202103170DEN,0.7969946095397568,0.850428321381836,1630.35240836044,1492.77328274033,1646.28551723348,1468.53723837488,3.297539554746031,0.4886409035913637,2.535956434987053,0.3095597169814385,4.652058308636274,-1.9322262709449696,3.816825933516424,-2.0581505723680675
202103170DAL,0.5528288823640979,0.5282142851352708,1534.25417648995,1597.40738472114,1579.6467044511,1633.00456230178,0.0399468756201919,0.6960653199429423,0.0951660886917273,0.7548989678685262,0.0143135485855658,-1.0270845435401164,0.177200113559202,-0.9456945122078384
202103180WAS,0.2542888529785148,0.1876699306141326,1384.42917615872,1671.32650104498,1403.00237322424,1683.29942764103,4.574600216480405,0.1932976973219737,4.824800512064555,1.2961737055431797,3.5868073765748,0.3829498186606699,3.8848663001770185,1.239691383337194
202103180ATL,0.7310853488167364,0.747997455947607,1499.35456249993,1425.61311601634,1505.69571854435,1394.38002030039,-0.55666921423785,2.4276528032444453,-0.6090837421930152,1.4428048450868347,2.851331099040589,-1.0871699450177594,2.686871253359506,-1.9084553499849768
202103180NYK,0.7913944901864823,0.6448146540641656,1490.67758179168,1359.05068290126,1431.34775874871,1402.45683509908,-3.968360899338165,2.456861236624203,-3.1690618730939257,2.510429017725683,-4.449868305945515,3.605645492352775,-3.7031704454698975,3.670420918903952
202103180POR,0.6976711857507427,0.5553419796138376,1517.04563001031,1471.77713161724,1483.53035817383,1514.91260862129,-2.929794520686297,2.2627808138368515,-2.797490206076987,2.346321214702189,-4.188533175432237,3.0661717576233016,-3.9950538629344585,2.8753684471268586
202103180PHO,0.908895543898126,0.8451711362245837,1637.42414129611,1337.83439950549,1631.4200433966,1417.69803132653,-2.7915991794422155,2.955594576335667,-3.150023661404297,2.887627502245264,-5.36945151132444,2.167679803275135,-5.361930918471912,2.2191374685729226
202103180LAL,0.8129619420135505,0.7792370050364322,1641.48854788433,1486.23245570518,1558.46291712348,1461.95620063034,3.094534164285786,-1.0777449329868318,2.692057445802069,-1.2490245727163642,4.50248663001811,2.201379284160957,4.019251674696965,1.6709304822963322
202103190CLE,0.414035295798485,0.3051054800792398,1355.52518969464,1515.85882623881,1284.41204447283,1504.47503590059,1.366947418232204,1.5876906859421194,0.6155181010755489,1.41967406209897,1.813854739517492,3.351079053823403,1.2630965804139247,3.095232883748869
202103190BOS,0.7782557843394775,0.7665009563214685,1530.55786318722,1412.44984021456,1603.82548324132,1465.62330530845,-0.7768336553752206,-3.3072377978867493,-1.044990578092311,-2.6215332856856084,-1.088338593316724,-3.442866859525168,-1.151731468124238,-2.406772341300101
202103190ORL,0.2874210396420198,0.2696846351039433,1357.62798182707,1615.35375752638,1414.80650673047,1611.08418028394,4.7727436816188735,-4.176966409151682,3.954442137389111,-3.496568107029487,3.208861415259676,-4.805053651881348,2.420155497442785,-4.040046736358164
202103190TOR,0.4455881737857343,0.6222632030636668,1516.29753332381,1654.25706525783,1602.51129868923,1634.37086796541,3.8288890694589206,-7.092354248978836,4.500140194970392,-5.7796983015074135,2.774477307188932,-4.807878449160505,3.534225526821379,-3.8365432802977466
202103190HOU,0.5226579690221684,0.6139799007150801,1327.9451834928,1412.19002352594,1401.20275660388,1396.9789221289,-1.8930695176252392,-7.788997725454561,-1.7472999078898177,-6.848156577070029,-1.7535578339810396,-5.892128520621604,-1.621233535855084,-5.288888444793302
202103190MIA,0.7074701196306553,0.6715764184245938,1554.09804388512,1500.68289653414,1565.10407158376,1510.97208954322,-3.1576167264970003,0.4569285768028983,-2.8396846222869674,0.3086509040860831,-2.1478300663916805,0.8069221422244652,-1.8611995518748288,0.609458301492627
202103190MEM,0.684879802959855,0.6791734448898434,1527.71059570068,1492.85534780606,1516.65051446626,1460.65455888067,3.4583786432878973,-1.2977360770167294,3.211476968231493,-1.0926216793563943,2.814417413558946,-0.2520538155147385,2.579132554480385,0.0086132449573999
202103190DEN,0.8306717921183594,0.8718940042394494,1636.89323539559,1460.61317498707,1647.59935033678,1435.91641649701,1.5537982305215683,0.6916462940516084,1.836885529520092,0.5192332830698193,2.3780912482022085,-1.7826545923268071,2.626367993899013,-1.877774258448024
202103190PHO,0.8914535119402195,0.8308437249217213,1620.52585510154,1354.73268570006,1622.1358421388,1424.56734974694,-1.8827036355440896,2.046699032437541,-2.903941497055673,2.861934262855827,-4.524280375099856,1.3225086670505526,-5.243579834380832,2.147041195017438
202103190POR,0.6069699531224299,0.450912368647644,1521.96392581255,1546.46734999806,1516.93377337701,1584.91773845578,1.143236437578846,2.565109628086109,0.8781440875413372,2.368605512978284,-0.5552988286753866,3.5108297780094624,-0.8252489766060057,3.0000121138382574
202103200LAL,0.7964759494194823,0.6872845253319453,1644.90913586061,1507.8863643426,1583.38622872996,1529.72581159698,2.696567454427708,-0.890706875000383,1.8547463526642256,-1.3079050301915836,-0.8351674009653678,2.4221422791245253,-1.5582538952275165,1.7490593827878025
202103200MEM,0.6363823472776365,0.6861651609273406,1508.89760479415,1511.66833871259,1506.96291069522,1442.39990659118,4.143258446247753,-1.982615879976585,3.3499524548738884,-1.309798499517982,3.4935908584487905,-0.931227260404583,2.7382317243175645,-0.2109425177455571
202103200PHI,0.8359350290140241,0.7643270896867032,1616.07450869526,1433.21184540292,1561.17987540127,1473.97566043085,0.0014221289642577,3.9481278546337606,-0.8877693239123025,4.0355017296930855,-0.3218376369952551,2.232618012771969,-1.0557969722848275,2.059364469945105
202103200MIL,0.7561030874832056,0.8266554593546808,1618.51712046958,1521.96723693272,1656.07891187688,1503.21136395583,1.7809827140306886,0.1004194067423185,0.8147186050515423,-1.0469722005540705,2.118960219596733,-1.6951926235517334,1.3897162187438028,-2.430447321822585
