,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
201811130DEN,1,DEN,242.5,40.5,87.8,0.4601,10.6,28.5,0.3611,17.6,22.4,0.7896,11.2,32.2,43.4,25.4,8.7,4.2,13.3,20.9,109.2,0.5581,0.52,0.323,0.2587,25.4,75.72,50.08,62.65,8.92,7.36,12.08,100.0,112.03,110.07,50.27,50.80932292,2.1682,0.503
201811130DEN,0,DEN,242.5,40.5,87.8,0.4601,10.6,28.5,0.3611,17.6,22.4,0.7896,11.2,32.2,43.4,25.4,8.7,4.2,13.3,20.9,109.2,0.5581,0.52,0.323,0.2587,25.4,75.72,50.08,62.65,8.92,7.36,12.08,100.0,112.03,110.07,50.27,50.80932292,2.1682,0.503
201811130GSW,1,GSW,242.5,44.2,88.2,0.5014,12.3,30.3,0.4047,18.7,23.8,0.785,9.0,35.5,44.5,28.7,6.5,4.7,14.7,21.3,119.4,0.6053,0.5713,0.3424,0.269,21.83,79.12,51.78,64.62,6.33,8.34,12.95,100.0,117.08,116.49,52.6025,53.20744792,2.272,0.5467
201811130GSW,0,GSW,242.5,44.2,88.2,0.5014,12.3,30.3,0.4047,18.7,23.8,0.785,9.0,35.5,44.5,28.7,6.5,4.7,14.7,21.3,119.4,0.6053,0.5713,0.3424,0.269,21.83,79.12,51.78,64.62,6.33,8.34,12.95,100.0,117.08,116.49,52.6025,53.20744792,2.272,0.5467
201811140ORL,1,ORL,240.0,39.2,86.4,0.455,10.0,30.8,0.3216,16.8,21.5,0.7846,9.2,35.2,44.4,23.9,7.2,7.2,15.1,19.8,105.2,0.5504,0.5133,0.3572,0.2505,21.03,78.28,50.14,60.69,7.27,12.54,13.54,100.0,106.26,110.88,51.25625,51.25625,2.0592,0.4679
201811140ORL,0,ORL,240.0,39.2,86.4,0.455,10.0,30.8,0.3216,16.8,21.5,0.7846,9.2,35.2,44.4,23.9,7.2,7.2,15.1,19.8,105.2,0.5504,0.5133,0.3572,0.2505,21.03,78.28,50.14,60.69,7.27,12.54,13.54,100.0,106.26,110.88,51.25625,51.25625,2.0592,0.4679
201811140WAS,1,WAS,240.0,43.1,86.8,0.4952,12.6,31.4,0.3998,19.7,25.4,0.7702,10.6,33.7,44.3,27.3,8.0,6.0,15.4,21.2,118.5,0.6049,0.5678,0.3638,0.3001,25.12,79.41,52.68,63.39,8.02,10.61,13.56,100.0,117.52,108.66,51.8325,51.8325,2.2851,0.5255
201811140WAS,0,WAS,240.0,43.1,86.8,0.4952,12.6,31.4,0.3998,19.7,25.4,0.7702,10.6,33.7,44.3,27.3,8.0,6.0,15.4,21.2,118.5,0.6049,0.5678,0.3638,0.3001,25.12,79.41,52.68,63.39,8.02,10.61,13.56,100.0,117.52,108.66,51.8325,51.8325,2.2851,0.5255
201811140BOS,1,BOS,242.5,38.5,88.2,0.4385,11.8,36.2,0.3201,16.0,21.1,0.7681,9.7,38.0,47.7,23.5,6.1,4.2,14.3,19.7,104.8,0.5392,0.5056,0.4108,0.2424,21.33,80.31,51.48,60.72,6.1,7.8,12.79,100.0,105.46,105.91,51.41125,51.99992188,2.0418,0.4579
201811140BOS,0,BOS,242.5,38.5,88.2,0.4385,11.8,36.2,0.3201,16.0,21.1,0.7681,9.7,38.0,47.7,23.5,6.1,4.2,14.3,19.7,104.8,0.5392,0.5056,0.4108,0.2424,21.33,80.31,51.48,60.72,6.1,7.8,12.79,100.0,105.46,105.91,51.41125,51.99992188,2.0418,0.4579
201811140TOR,1,TOR,240.0,42.2,89.0,0.4753,10.9,31.5,0.3433,18.7,24.7,0.759,10.1,34.0,44.1,25.3,8.3,4.9,14.3,20.8,114.0,0.5712,0.5364,0.3535,0.282,22.7,72.89,48.21,60.09,8.14,8.27,12.54,100.0,112.1,111.95,52.46625,52.46625,2.1741,0.4818
201811140TOR,0,TOR,240.0,42.2,89.0,0.4753,10.9,31.5,0.3433,18.7,24.7,0.759,10.1,34.0,44.1,25.3,8.3,4.9,14.3,20.8,114.0,0.5712,0.5364,0.3535,0.282,22.7,72.89,48.21,60.09,8.14,8.27,12.54,100.0,112.1,111.95,52.46625,52.46625,2.1741,0.4818
201811140BRK,1,BRK,242.5,42.2,89.9,0.4702,10.5,27.1,0.3831,17.8,23.3,0.7614,11.7,34.1,45.8,23.6,6.6,4.8,13.9,23.9,112.7,0.5642,0.5291,0.3019,0.2615,26.37,72.55,50.26,56.03,6.67,9.13,12.19,100.0,114.44,111.12,51.58375,52.17359375,2.1873,0.4573
201811140BRK,0,BRK,242.5,42.2,89.9,0.4702,10.5,27.1,0.3831,17.8,23.3,0.7614,11.7,34.1,45.8,23.6,6.6,4.8,13.9,23.9,112.7,0.5642,0.5291,0.3019,0.2615,26.37,72.55,50.26,56.03,6.67,9.13,12.19,100.0,114.44,111.12,51.58375,52.17359375,2.1873,0.4573
201811140MIL,1,MIL,242.5,42.7,93.9,0.4586,15.7,41.5,0.3757,17.6,21.3,0.8025,9.7,39.7,49.4,26.2,6.5,6.2,13.7,19.9,118.7,0.5784,0.5428,0.4421,0.2275,20.49,79.78,50.96,61.45,6.23,11.07,11.79,100.0,113.07,108.6,54.00875,54.62763021,2.2027,0.4874
201811140MIL,0,MIL,242.5,42.7,93.9,0.4586,15.7,41.5,0.3757,17.6,21.3,0.8025,9.7,39.7,49.4,26.2,6.5,6.2,13.7,19.9,118.7,0.5784,0.5428,0.4421,0.2275,20.49,79.78,50.96,61.45,6.23,11.07,11.79,100.0,113.07,108.6,54.00875,54.62763021,2.2027,0.4874
201811140MIN,1,MIN,240.0,42.7,91.3,0.473,11.8,31.1,0.3875,18.9,23.4,0.7981,13.0,37.3,50.3,24.9,7.6,6.4,14.7,19.8,116.1,0.5763,0.538,0.3394,0.26,29.15,73.76,52.71,58.33,7.49,10.62,12.72,100.0,115.16,108.52,52.0575,52.0575,2.2348,0.4804
201811140MIN,0,MIN,240.0,42.7,91.3,0.473,11.8,31.1,0.3875,18.9,23.4,0.7981,13.0,37.3,50.3,24.9,7.6,6.4,14.7,19.8,116.1,0.5763,0.538,0.3394,0.26,29.15,73.76,52.71,58.33,7.49,10.62,12.72,100.0,115.16,108.52,52.0575,52.0575,2.2348,0.4804
201811140OKC,1,OKC,240.0,41.0,88.4,0.4656,9.8,29.1,0.3506,17.5,23.7,0.7513,10.1,34.5,44.6,22.8,9.9,4.4,15.5,23.6,109.3,0.5542,0.5215,0.3316,0.2677,23.6,76.08,50.58,55.69,9.79,8.11,13.61,100.0,108.79,104.7,52.52875,52.52875,2.0805,0.4356
201811140OKC,0,OKC,240.0,41.0,88.4,0.4656,9.8,29.1,0.3506,17.5,23.7,0.7513,10.1,34.5,44.6,22.8,9.9,4.4,15.5,23.6,109.3,0.5542,0.5215,0.3316,0.2677,23.6,76.08,50.58,55.69,9.79,8.11,13.61,100.0,108.79,104.7,52.52875,52.52875,2.0805,0.4356
201811140DAL,1,DAL,242.5,40.4,86.6,0.4687,11.5,29.2,0.4057,18.6,23.7,0.7858,8.8,34.7,43.5,25.0,9.3,4.7,15.6,24.4,110.9,0.5737,0.5354,0.3382,0.2738,20.3,77.24,49.15,61.8,9.08,8.75,13.87,100.0,109.43,104.94,52.32875,52.91716146,2.1244,0.4794
201811140DAL,0,DAL,242.5,40.4,86.6,0.4687,11.5,29.2,0.4057,18.6,23.7,0.7858,8.8,34.7,43.5,25.0,9.3,4.7,15.6,24.4,110.9,0.5737,0.5354,0.3382,0.2738,20.3,77.24,49.15,61.8,9.08,8.75,13.87,100.0,109.43,104.94,52.32875,52.91716146,2.1244,0.4794
201811140PHO,1,PHO,242.5,39.3,84.5,0.4674,9.8,27.5,0.3552,18.1,22.8,0.7959,8.6,34.8,43.4,23.7,8.5,4.0,16.6,21.5,106.5,0.5662,0.5266,0.3302,0.2749,20.86,78.64,51.02,60.49,8.48,7.18,15.03,100.0,106.93,108.6,51.665,52.25367187,2.0649,0.4601
201811140PHO,0,PHO,242.5,39.3,84.5,0.4674,9.8,27.5,0.3552,18.1,22.8,0.7959,8.6,34.8,43.4,23.7,8.5,4.0,16.6,21.5,106.5,0.5662,0.5266,0.3302,0.2749,20.86,78.64,51.02,60.49,8.48,7.18,15.03,100.0,106.93,108.6,51.665,52.25367187,2.0649,0.4601
201811140LAL,1,LAL,240.0,41.7,91.3,0.4587,9.4,27.8,0.3397,17.8,23.1,0.768,12.2,33.6,45.8,23.9,8.8,5.7,16.6,19.6,110.6,0.5468,0.51,0.3036,0.2541,25.73,74.75,49.99,56.95,8.48,9.22,14.1,100.0,107.02,109.94,53.33625,53.33625,2.0762,0.4496
201811140LAL,0,LAL,240.0,41.7,91.3,0.4587,9.4,27.8,0.3397,17.8,23.1,0.768,12.2,33.6,45.8,23.9,8.8,5.7,16.6,19.6,110.6,0.5468,0.51,0.3036,0.2541,25.73,74.75,49.99,56.95,8.48,9.22,14.1,100.0,107.02,109.94,53.33625,53.33625,2.0762,0.4496
201811150HOU,1,HOU,240.0,35.0,81.7,0.4317,11.5,33.8,0.3471,17.3,23.8,0.7164,10.2,30.5,40.7,18.9,8.6,4.8,14.3,21.4,98.8,0.5395,0.5025,0.4114,0.2975,22.55,78.76,49.05,53.92,9.13,10.32,13.57,100.0,105.21,109.48,48.5525,48.5525,2.0368,0.3904
201811150HOU,0,HOU,240.0,35.0,81.7,0.4317,11.5,33.8,0.3471,17.3,23.8,0.7164,10.2,30.5,40.7,18.9,8.6,4.8,14.3,21.4,98.8,0.5395,0.5025,0.4114,0.2975,22.55,78.76,49.05,53.92,9.13,10.32,13.57,100.0,105.21,109.48,48.5525,48.5525,2.0368,0.3904
201811150DEN,1,DEN,242.5,39.2,85.5,0.4586,10.6,28.0,0.3684,17.5,22.5,0.7779,10.4,31.2,41.6,25.0,8.7,4.1,13.7,20.7,106.5,0.558,0.5201,0.3256,0.2646,24.19,75.81,49.43,63.68,9.05,7.4,12.68,100.0,110.57,111.13,49.74375,50.28307292,2.1376,0.5012
201811150DEN,0,DEN,242.5,39.2,85.5,0.4586,10.6,28.0,0.3684,17.5,22.5,0.7779,10.4,31.2,41.6,25.0,8.7,4.1,13.7,20.7,106.5,0.558,0.5201,0.3256,0.2646,24.19,75.81,49.43,63.68,9.05,7.4,12.68,100.0,110.57,111.13,49.74375,50.28307292,2.1376,0.5012
201811150LAC,1,LAC,245.0,43.8,94.6,0.4629,10.6,26.6,0.3912,21.3,26.8,0.7828,11.2,35.8,47.0,24.3,8.6,6.4,12.4,25.4,119.5,0.5614,0.5183,0.2801,0.2849,24.09,79.81,51.41,55.31,8.16,10.27,10.37,100.0,114.17,109.54,54.265,55.48882813,2.2038,0.4495
201811150LAC,0,LAC,245.0,43.8,94.6,0.4629,10.6,26.6,0.3912,21.3,26.8,0.7828,11.2,35.8,47.0,24.3,8.6,6.4,12.4,25.4,119.5,0.5614,0.5183,0.2801,0.2849,24.09,79.81,51.41,55.31,8.16,10.27,10.37,100.0,114.17,109.54,54.265,55.48882813,2.2038,0.4495
201811160BOS,1,BOS,242.5,39.0,88.1,0.4445,12.4,35.6,0.3417,16.5,21.6,0.776,9.6,38.1,47.7,24.1,6.7,4.4,14.4,19.4,106.9,0.5495,0.515,0.4046,0.2481,21.2,80.51,51.58,61.47,6.67,8.1,12.86,100.0,107.11,104.38,51.58,52.16867187,2.077,0.4683
201811160BOS,0,BOS,242.5,39.0,88.1,0.4445,12.4,35.6,0.3417,16.5,21.6,0.776,9.6,38.1,47.7,24.1,6.7,4.4,14.4,19.4,106.9,0.5495,0.515,0.4046,0.2481,21.2,80.51,51.58,61.47,6.67,8.1,12.86,100.0,107.11,104.38,51.58,52.16867187,2.077,0.4683
201811160IND,1,IND,240.0,36.6,84.0,0.4369,10.5,28.4,0.3644,17.2,22.7,0.772,9.8,30.1,39.9,21.1,6.7,4.5,14.2,19.6,100.9,0.5388,0.501,0.3432,0.2766,23.21,81.78,50.36,57.29,7.01,8.81,13.11,100.0,105.97,111.77,49.59125,49.59125,2.039,0.4252
201811160IND,0,IND,240.0,36.6,84.0,0.4369,10.5,28.4,0.3644,17.2,22.7,0.772,9.8,30.1,39.9,21.1,6.7,4.5,14.2,19.6,100.9,0.5388,0.501,0.3432,0.2766,23.21,81.78,50.36,57.29,7.01,8.81,13.11,100.0,105.97,111.77,49.59125,49.59125,2.039,0.4252
201811160PHI,1,PHI,245.0,41.4,90.6,0.4571,11.2,31.5,0.3614,21.9,27.1,0.8013,10.2,35.3,45.5,24.9,8.2,6.2,13.5,26.0,115.9,0.5671,0.5198,0.3513,0.3164,21.8,78.24,49.99,60.63,7.97,11.07,11.63,100.0,112.31,104.92,53.38625,54.545625,2.1708,0.4639
201811160PHI,0,PHI,245.0,41.4,90.6,0.4571,11.2,31.5,0.3614,21.9,27.1,0.8013,10.2,35.3,45.5,24.9,8.2,6.2,13.5,26.0,115.9,0.5671,0.5198,0.3513,0.3164,21.8,78.24,49.99,60.63,7.97,11.07,11.63,100.0,112.31,104.92,53.38625,54.545625,2.1708,0.4639
201811160WAS,1,WAS,240.0,42.2,86.8,0.4854,12.4,32.1,0.3868,19.2,25.5,0.7474,10.8,33.1,43.9,26.6,9.1,5.8,15.7,21.5,116.0,0.5925,0.5569,0.3714,0.3012,25.09,78.77,51.95,63.23,9.08,10.17,13.77,100.0,115.4,106.31,51.90625,51.90625,2.2363,0.5119
201811160WAS,0,WAS,240.0,42.2,86.8,0.4854,12.4,32.1,0.3868,19.2,25.5,0.7474,10.8,33.1,43.9,26.6,9.1,5.8,15.7,21.5,116.0,0.5925,0.5569,0.3714,0.3012,25.09,78.77,51.95,63.23,9.08,10.17,13.77,100.0,115.4,106.31,51.90625,51.90625,2.2363,0.5119
201811160MEM,1,MEM,242.5,37.4,79.1,0.4745,10.1,27.4,0.3684,19.3,25.0,0.7789,8.7,33.6,42.3,22.8,7.7,4.8,15.2,22.3,104.2,0.5815,0.5396,0.3515,0.3237,21.28,80.47,52.07,61.53,8.03,9.63,14.57,100.0,109.27,104.88,48.7375,49.29023438,2.1368,0.4689
201811160MEM,0,MEM,242.5,37.4,79.1,0.4745,10.1,27.4,0.3684,19.3,25.0,0.7789,8.7,33.6,42.3,22.8,7.7,4.8,15.2,22.3,104.2,0.5815,0.5396,0.3515,0.3237,21.28,80.47,52.07,61.53,8.03,9.63,14.57,100.0,109.27,104.88,48.7375,49.29023438,2.1368,0.4689
201811160MIN,1,MIN,240.0,41.8,91.4,0.4624,12.1,31.1,0.3969,19.9,24.6,0.8023,13.0,37.6,50.6,25.2,8.1,6.2,14.6,20.2,115.6,0.5701,0.529,0.339,0.2732,28.67,74.86,52.76,60.52,7.92,10.32,12.57,100.0,113.94,107.35,52.3425,52.3425,2.2131,0.4832
201811160MIN,0,MIN,240.0,41.8,91.4,0.4624,12.1,31.1,0.3969,19.9,24.6,0.8023,13.0,37.6,50.6,25.2,8.1,6.2,14.6,20.2,115.6,0.5701,0.529,0.339,0.2732,28.67,74.86,52.76,60.52,7.92,10.32,12.57,100.0,113.94,107.35,52.3425,52.3425,2.2131,0.4832
201811160NOP,1,NOP,240.0,42.3,92.0,0.4608,12.1,31.8,0.3845,19.7,25.0,0.7897,10.8,34.8,45.6,28.1,9.0,5.3,13.9,22.5,116.4,0.5656,0.5269,0.3456,0.2736,23.62,78.38,50.34,66.37,8.7,8.87,11.87,100.0,112.53,107.82,53.4875,53.4875,2.177,0.5264
201811160NOP,0,NOP,240.0,42.3,92.0,0.4608,12.1,31.8,0.3845,19.7,25.0,0.7897,10.8,34.8,45.6,28.1,9.0,5.3,13.9,22.5,116.4,0.5656,0.5269,0.3456,0.2736,23.62,78.38,50.34,66.37,8.7,8.87,11.87,100.0,112.53,107.82,53.4875,53.4875,2.177,0.5264
201811160MIL,1,MIL,242.5,42.7,92.0,0.4682,15.3,40.7,0.3712,17.0,21.0,0.7907,9.7,39.0,48.7,26.0,6.3,6.0,14.2,19.4,117.7,0.5849,0.5515,0.4423,0.2308,21.04,80.35,51.55,60.97,6.1,11.05,12.37,100.0,113.43,110.62,53.2375,53.85638021,2.2153,0.4897
201811160MIL,0,MIL,242.5,42.7,92.0,0.4682,15.3,40.7,0.3712,17.0,21.0,0.7907,9.7,39.0,48.7,26.0,6.3,6.0,14.2,19.4,117.7,0.5849,0.5515,0.4423,0.2308,21.04,80.35,51.55,60.97,6.1,11.05,12.37,100.0,113.43,110.62,53.2375,53.85638021,2.2153,0.4897
201811170BRK,1,BRK,242.5,41.4,90.2,0.4601,8.7,25.2,0.3417,19.2,25.0,0.768,12.5,34.3,46.8,22.0,6.5,4.0,14.1,25.1,110.7,0.5488,0.5087,0.2785,0.2807,27.71,74.3,51.21,53.14,6.54,7.75,12.22,100.0,111.97,110.55,51.8375,52.42734375,2.1401,0.4253
201811170BRK,0,BRK,242.5,41.4,90.2,0.4601,8.7,25.2,0.3417,19.2,25.0,0.768,12.5,34.3,46.8,22.0,6.5,4.0,14.1,25.1,110.7,0.5488,0.5087,0.2785,0.2807,27.71,74.3,51.21,53.14,6.54,7.75,12.22,100.0,111.97,110.55,51.8375,52.42734375,2.1401,0.4253
201811170ORL,1,ORL,240.0,38.9,85.8,0.455,10.0,30.6,0.3245,17.1,21.7,0.791,8.6,35.5,44.1,23.3,7.4,6.9,14.7,19.8,104.9,0.5522,0.5138,0.3573,0.2547,19.86,78.83,50.12,59.7,7.5,12.07,13.25,100.0,106.2,108.82,51.10375,51.10375,2.0603,0.4572
201811170ORL,0,ORL,240.0,38.9,85.8,0.455,10.0,30.6,0.3245,17.1,21.7,0.791,8.6,35.5,44.1,23.3,7.4,6.9,14.7,19.8,104.9,0.5522,0.5138,0.3573,0.2547,19.86,78.83,50.12,59.7,7.5,12.07,13.25,100.0,106.2,108.82,51.10375,51.10375,2.0603,0.4572
201811170IND,1,IND,240.0,36.7,83.4,0.4411,11.3,29.2,0.3847,16.5,22.1,0.7635,8.7,31.3,40.0,21.7,7.4,4.8,14.8,19.4,101.2,0.5454,0.5104,0.3547,0.271,21.16,80.85,49.81,58.83,7.69,9.31,13.7,100.0,105.54,108.38,49.99875,49.99875,2.0288,0.4342
201811170IND,0,IND,240.0,36.7,83.4,0.4411,11.3,29.2,0.3847,16.5,22.1,0.7635,8.7,31.3,40.0,21.7,7.4,4.8,14.8,19.4,101.2,0.5454,0.5104,0.3547,0.271,21.16,80.85,49.81,58.83,7.69,9.31,13.7,100.0,105.54,108.38,49.99875,49.99875,2.0288,0.4342
201811170NOP,1,NOP,240.0,43.1,92.4,0.4672,12.2,31.8,0.3874,19.8,25.3,0.7857,10.8,36.2,47.0,28.6,9.1,5.3,13.8,21.8,118.2,0.5711,0.5336,0.3441,0.2754,23.89,77.91,51.03,66.5,8.78,8.76,11.75,100.0,113.94,106.85,53.70875,53.70875,2.2002,0.5334
201811170NOP,0,NOP,240.0,43.1,92.4,0.4672,12.2,31.8,0.3874,19.8,25.3,0.7857,10.8,36.2,47.0,28.6,9.1,5.3,13.8,21.8,118.2,0.5711,0.5336,0.3441,0.2754,23.89,77.91,51.03,66.5,8.78,8.76,11.75,100.0,113.94,106.85,53.70875,53.70875,2.2002,0.5334
201811170CHO,1,CHO,242.5,43.2,90.1,0.4821,11.8,32.4,0.3763,19.0,23.5,0.8165,12.2,38.2,50.4,25.5,5.7,6.4,14.7,22.1,117.2,0.5867,0.5479,0.3582,0.2651,28.32,81.18,56.2,59.01,5.7,11.13,12.79,100.0,117.1,106.99,51.88125,52.48789063,2.2663,0.491
201811170CHO,0,CHO,242.5,43.2,90.1,0.4821,11.8,32.4,0.3763,19.0,23.5,0.8165,12.2,38.2,50.4,25.5,5.7,6.4,14.7,22.1,117.2,0.5867,0.5479,0.3582,0.2651,28.32,81.18,56.2,59.01,5.7,11.13,12.79,100.0,117.1,106.99,51.88125,52.48789063,2.2663,0.491
201811170BOS,1,BOS,245.0,40.0,87.6,0.4579,12.6,35.4,0.3513,17.1,21.5,0.8033,8.9,37.7,46.6,24.7,7.1,4.4,14.6,19.0,109.7,0.5661,0.5298,0.404,0.2485,20.26,80.18,51.16,61.65,7.01,7.87,13.07,100.0,109.06,105.08,51.75625,52.91471354,2.1224,0.4781
201811170BOS,0,BOS,245.0,40.0,87.6,0.4579,12.6,35.4,0.3513,17.1,21.5,0.8033,8.9,37.7,46.6,24.7,7.1,4.4,14.6,19.0,109.7,0.5661,0.5298,0.404,0.2485,20.26,80.18,51.16,61.65,7.01,7.87,13.07,100.0,109.06,105.08,51.75625,52.91471354,2.1224,0.4781
201811170HOU,1,HOU,240.0,35.0,81.7,0.4317,12.0,34.5,0.3536,18.6,25.0,0.7401,10.6,30.7,41.3,19.3,8.2,4.7,13.3,21.2,100.6,0.546,0.5053,0.4194,0.3113,23.51,78.33,49.6,55.06,8.8,9.99,12.66,100.0,108.34,109.0,48.1375,48.1375,2.0933,0.4023
201811170HOU,0,HOU,240.0,35.0,81.7,0.4317,12.0,34.5,0.3536,18.6,25.0,0.7401,10.6,30.7,41.3,19.3,8.2,4.7,13.3,21.2,100.6,0.546,0.5053,0.4194,0.3113,23.51,78.33,49.6,55.06,8.8,9.99,12.66,100.0,108.34,109.0,48.1375,48.1375,2.0933,0.4023
201811170CHI,1,CHI,247.5,40.1,90.0,0.4454,11.2,30.7,0.3592,16.3,20.8,0.7875,10.1,37.2,47.3,24.3,7.8,5.7,14.4,19.6,107.7,0.544,0.5074,0.3409,0.2336,20.64,79.64,49.94,60.16,7.68,9.53,12.73,100.0,105.8,104.27,52.09,53.8353125,2.0679,0.4688
201811170CHI,0,CHI,247.5,40.1,90.0,0.4454,11.2,30.7,0.3592,16.3,20.8,0.7875,10.1,37.2,47.3,24.3,7.8,5.7,14.4,19.6,107.7,0.544,0.5074,0.3409,0.2336,20.64,79.64,49.94,60.16,7.68,9.53,12.73,100.0,105.8,104.27,52.09,53.8353125,2.0679,0.4688
201811170DAL,1,DAL,242.5,41.2,85.2,0.4864,11.2,28.2,0.4091,18.0,23.0,0.7815,8.5,34.7,43.2,24.6,9.9,4.7,16.0,23.7,111.6,0.5881,0.5527,0.3328,0.2709,20.6,77.4,50.13,59.56,9.74,8.87,14.4,100.0,111.05,102.17,51.8125,52.40091146,2.159,0.4766
201811170DAL,0,DAL,242.5,41.2,85.2,0.4864,11.2,28.2,0.4091,18.0,23.0,0.7815,8.5,34.7,43.2,24.6,9.9,4.7,16.0,23.7,111.6,0.5881,0.5527,0.3328,0.2709,20.6,77.4,50.13,59.56,9.74,8.87,14.4,100.0,111.05,102.17,51.8125,52.40091146,2.159,0.4766
201811170PHO,1,PHO,242.5,39.6,84.5,0.471,10.3,27.5,0.3713,17.3,21.5,0.812,8.2,34.6,42.8,23.7,9.0,4.0,16.3,21.5,106.8,0.5719,0.5332,0.3302,0.2594,20.09,78.2,50.65,60.09,9.02,7.29,14.89,100.0,107.99,105.86,51.40625,51.99492188,2.0823,0.4629
201811170PHO,0,PHO,242.5,39.6,84.5,0.471,10.3,27.5,0.3713,17.3,21.5,0.812,8.2,34.6,42.8,23.7,9.0,4.0,16.3,21.5,106.8,0.5719,0.5332,0.3302,0.2594,20.09,78.2,50.65,60.09,9.02,7.29,14.89,100.0,107.99,105.86,51.40625,51.99492188,2.0823,0.4629
201811180MIN,1,MIN,240.0,42.8,89.4,0.4803,12.3,29.6,0.4165,19.4,23.9,0.8028,12.2,37.8,50.0,26.1,8.2,6.0,15.1,20.3,117.3,0.5883,0.5489,0.331,0.2691,28.27,74.21,53.08,61.33,8.08,9.7,13.12,100.0,116.21,105.2,51.82625,51.82625,2.2647,0.5047
201811180MIN,0,MIN,240.0,42.8,89.4,0.4803,12.3,29.6,0.4165,19.4,23.9,0.8028,12.2,37.8,50.0,26.1,8.2,6.0,15.1,20.3,117.3,0.5883,0.5489,0.331,0.2691,28.27,74.21,53.08,61.33,8.08,9.7,13.12,100.0,116.21,105.2,51.82625,51.82625,2.2647,0.5047
201811180ORL,1,ORL,240.0,39.8,86.9,0.4588,10.1,30.8,0.3256,16.9,21.7,0.7823,9.1,33.4,42.5,23.7,7.3,7.0,13.9,20.2,106.6,0.5539,0.5174,0.3551,0.2514,20.69,78.49,49.3,59.45,7.41,12.19,12.51,100.0,108.03,111.49,51.00375,51.00375,2.0964,0.4656
201811180ORL,0,ORL,240.0,39.8,86.9,0.4588,10.1,30.8,0.3256,16.9,21.7,0.7823,9.1,33.4,42.5,23.7,7.3,7.0,13.9,20.2,106.6,0.5539,0.5174,0.3551,0.2514,20.69,78.49,49.3,59.45,7.41,12.19,12.51,100.0,108.03,111.49,51.00375,51.00375,2.0964,0.4656
201811180WAS,1,WAS,240.0,41.5,86.0,0.4816,11.3,30.2,0.3657,20.5,26.6,0.7659,10.6,32.7,43.3,25.9,8.8,5.8,15.2,22.0,114.8,0.5883,0.5475,0.3532,0.3161,24.95,77.2,51.37,62.41,8.85,9.96,13.44,100.0,115.11,107.49,51.6175,51.6175,2.2249,0.501
201811180WAS,0,WAS,240.0,41.5,86.0,0.4816,11.3,30.2,0.3657,20.5,26.6,0.7659,10.6,32.7,43.3,25.9,8.8,5.8,15.2,22.0,114.8,0.5883,0.5475,0.3532,0.3161,24.95,77.2,51.37,62.41,8.85,9.96,13.44,100.0,115.11,107.49,51.6175,51.6175,2.2249,0.501
201811180MIA,1,MIA,242.5,39.6,88.6,0.45,12.1,31.2,0.3937,19.0,25.7,0.7437,11.5,34.2,45.7,23.8,8.0,6.0,17.1,24.6,110.3,0.5559,0.5198,0.3537,0.2935,24.4,76.57,50.33,59.99,7.79,10.43,14.65,100.0,108.03,109.77,53.20375,53.80947917,2.0773,0.4482
201811180MIA,0,MIA,242.5,39.6,88.6,0.45,12.1,31.2,0.3937,19.0,25.7,0.7437,11.5,34.2,45.7,23.8,8.0,6.0,17.1,24.6,110.3,0.5559,0.5198,0.3537,0.2935,24.4,76.57,50.33,59.99,7.79,10.43,14.65,100.0,108.03,109.77,53.20375,53.80947917,2.0773,0.4482
201811180SAS,1,SAS,242.5,40.3,87.8,0.46,9.2,24.8,0.3682,16.1,20.2,0.7909,8.5,36.5,45.0,23.7,7.9,4.5,13.3,20.9,105.9,0.5496,0.5129,0.2834,0.2331,19.18,78.55,49.34,58.75,7.85,7.72,12.13,100.0,106.95,103.82,51.0975,51.68591146,2.0753,0.464
201811180SAS,0,SAS,242.5,40.3,87.8,0.46,9.2,24.8,0.3682,16.1,20.2,0.7909,8.5,36.5,45.0,23.7,7.9,4.5,13.3,20.9,105.9,0.5496,0.5129,0.2834,0.2331,19.18,78.55,49.34,58.75,7.85,7.72,12.13,100.0,106.95,103.82,51.0975,51.68591146,2.0753,0.464
201811190CHO,1,CHO,245.0,43.7,92.3,0.4764,11.8,32.6,0.3741,18.7,22.7,0.8291,12.2,38.6,50.8,25.7,6.3,6.2,15.0,22.6,117.9,0.5798,0.5409,0.3518,0.2469,27.59,81.16,55.44,58.81,6.13,10.65,12.8,100.0,115.39,105.75,52.94125,54.17197917,2.2378,0.4868
201811190CHO,0,CHO,245.0,43.7,92.3,0.4764,11.8,32.6,0.3741,18.7,22.7,0.8291,12.2,38.6,50.8,25.7,6.3,6.2,15.0,22.6,117.9,0.5798,0.5409,0.3518,0.2469,27.59,81.16,55.44,58.81,6.13,10.65,12.8,100.0,115.39,105.75,52.94125,54.17197917,2.2378,0.4868
