,,teamAbbr,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,eFG%,3pAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ortg,Drtg,poss,pace,poss_per_poss,ass_per_poss
202102200MEM,1,MEM,240.0,43.0,87.0,0.494,10.2,25.4,0.3948,18.4,22.4,0.825,8.8,31.4,40.2,27.2,11.0,2.4,13.8,18.8,114.6,0.5918,0.5532,0.2946,0.2598,21.14,76.36,48.7,63.54,10.96,5.66,12.48,100.0,113.88,114.4,51.32,51.32,2.2324,0.53
202102200MEM,0,MEM,240.0,43.0,87.0,0.494,10.2,25.4,0.3948,18.4,22.4,0.825,8.8,31.4,40.2,27.2,11.0,2.4,13.8,18.8,114.6,0.5918,0.5532,0.2946,0.2598,21.14,76.36,48.7,63.54,10.96,5.66,12.48,100.0,113.88,114.4,51.32,51.32,2.2324,0.53
202102200CHI,1,CHI,245.0,42.6,89.6,0.4796,13.0,34.4,0.3612,14.8,18.0,0.8298,9.8,35.0,44.8,27.4,5.4,4.8,14.2,20.0,113.0,0.5852,0.554,0.3892,0.1998,22.14,80.24,51.28,64.0,5.42,8.84,12.74,100.0,113.76,114.4,51.275,52.4984375,2.2148,0.5402
202102200CHI,0,CHI,245.0,42.6,89.6,0.4796,13.0,34.4,0.3612,14.8,18.0,0.8298,9.8,35.0,44.8,27.4,5.4,4.8,14.2,20.0,113.0,0.5852,0.554,0.3892,0.1998,22.14,80.24,51.28,64.0,5.42,8.84,12.74,100.0,113.76,114.4,51.275,52.4984375,2.2148,0.5402
202102200POR,1,POR,240.0,43.2,89.4,0.4852,17.2,40.2,0.4266,18.2,22.0,0.8084,11.2,31.4,42.6,19.6,5.4,4.6,11.2,23.0,121.8,0.616,0.5812,0.4496,0.2492,25.28,73.36,49.06,45.28,5.66,8.48,10.16,100.0,126.92,119.0,49.925,49.925,2.439,0.3928
202102200POR,0,POR,240.0,43.2,89.4,0.4852,17.2,40.2,0.4266,18.2,22.0,0.8084,11.2,31.4,42.6,19.6,5.4,4.6,11.2,23.0,121.8,0.616,0.5812,0.4496,0.2492,25.28,73.36,49.06,45.28,5.66,8.48,10.16,100.0,126.92,119.0,49.925,49.925,2.439,0.3928
202102210NOP,1,NOP,240.0,45.8,88.4,0.5174,14.2,34.8,0.4058,19.0,24.2,0.782,12.4,31.0,43.4,28.0,8.0,2.6,12.4,17.2,124.8,0.6304,0.5976,0.3936,0.2746,30.36,82.14,55.34,61.16,8.06,5.24,11.08,100.0,127.98,131.16,49.9475,49.9475,2.4952,0.5586
202102210NOP,0,NOP,240.0,45.8,88.4,0.5174,14.2,34.8,0.4058,19.0,24.2,0.782,12.4,31.0,43.4,28.0,8.0,2.6,12.4,17.2,124.8,0.6304,0.5976,0.3936,0.2746,30.36,82.14,55.34,61.16,8.06,5.24,11.08,100.0,127.98,131.16,49.9475,49.9475,2.4952,0.5586
202102210CLE,1,CLE,240.0,38.6,90.4,0.4282,8.6,29.2,0.2996,17.6,24.6,0.7184,13.4,29.2,42.6,23.8,7.0,4.2,15.6,21.0,103.4,0.5118,0.4766,0.3232,0.2742,27.94,80.36,50.6,61.68,7.02,8.32,13.36,100.0,103.66,128.04,52.1425,52.1425,1.984,0.459
202102210CLE,0,CLE,240.0,38.6,90.4,0.4282,8.6,29.2,0.2996,17.6,24.6,0.7184,13.4,29.2,42.6,23.8,7.0,4.2,15.6,21.0,103.4,0.5118,0.4766,0.3232,0.2742,27.94,80.36,50.6,61.68,7.02,8.32,13.36,100.0,103.66,128.04,52.1425,52.1425,1.984,0.459
202102210NYK,1,NYK,240.0,40.2,88.2,0.4564,10.4,28.2,0.359,16.8,21.4,0.783,10.0,38.6,48.6,20.6,7.0,4.8,11.2,20.8,107.6,0.552,0.5168,0.3226,0.2436,21.86,79.94,52.04,51.42,7.26,9.96,10.26,100.0,112.18,105.84,49.7825,49.7825,2.1686,0.415
202102210NYK,0,NYK,240.0,40.2,88.2,0.4564,10.4,28.2,0.359,16.8,21.4,0.783,10.0,38.6,48.6,20.6,7.0,4.8,11.2,20.8,107.6,0.552,0.5168,0.3226,0.2436,21.86,79.94,52.04,51.42,7.26,9.96,10.26,100.0,112.18,105.84,49.7825,49.7825,2.1686,0.415
202102210ORL,1,ORL,240.0,41.0,92.6,0.4428,14.0,35.8,0.3914,13.8,17.4,0.784,10.0,38.0,48.0,22.8,7.2,5.8,12.0,15.6,109.8,0.5476,0.5178,0.3868,0.1886,20.88,80.14,50.34,54.64,7.2,11.38,10.66,100.0,109.66,108.12,51.4325,51.4325,2.1352,0.4434
202102210ORL,0,ORL,240.0,41.0,92.6,0.4428,14.0,35.8,0.3914,13.8,17.4,0.784,10.0,38.0,48.0,22.8,7.2,5.8,12.0,15.6,109.8,0.5476,0.5178,0.3868,0.1886,20.88,80.14,50.34,54.64,7.2,11.38,10.66,100.0,109.66,108.12,51.4325,51.4325,2.1352,0.4434
202102210TOR,1,TOR,240.0,38.2,85.6,0.4466,12.0,35.8,0.3324,19.2,23.2,0.8234,7.6,32.8,40.4,23.4,7.0,5.8,12.6,20.6,107.6,0.5624,0.5168,0.4186,0.271,16.44,79.14,47.18,61.28,7.1,12.28,11.6,100.0,108.98,106.42,50.81,50.81,2.1138,0.46
202102210TOR,0,TOR,240.0,38.2,85.6,0.4466,12.0,35.8,0.3324,19.2,23.2,0.8234,7.6,32.8,40.4,23.4,7.0,5.8,12.6,20.6,107.6,0.5624,0.5168,0.4186,0.271,16.44,79.14,47.18,61.28,7.1,12.28,11.6,100.0,108.98,106.42,50.81,50.81,2.1138,0.46
202102210ATL,1,ATL,240.0,40.0,86.4,0.4656,9.8,30.0,0.3266,24.2,28.8,0.8412,9.8,30.0,39.8,22.8,8.4,4.4,12.2,18.4,114.0,0.5774,0.5222,0.3466,0.336,22.66,76.98,48.44,56.7,8.46,8.2,11.0,100.0,115.66,123.32,51.24,51.24,2.2288,0.4432
202102210ATL,0,ATL,240.0,40.0,86.4,0.4656,9.8,30.0,0.3266,24.2,28.8,0.8412,9.8,30.0,39.8,22.8,8.4,4.4,12.2,18.4,114.0,0.5774,0.5222,0.3466,0.336,22.66,76.98,48.44,56.7,8.46,8.2,11.0,100.0,115.66,123.32,51.24,51.24,2.2288,0.4432
202102210LAC,1,LAC,240.0,44.0,86.8,0.5072,12.0,29.6,0.4028,18.0,22.0,0.8034,8.6,34.4,43.0,24.4,6.8,3.6,11.6,19.0,118.0,0.6116,0.5764,0.341,0.2526,20.92,77.74,50.52,55.68,6.94,6.34,10.72,100.0,120.32,114.34,50.125,50.125,2.3554,0.486
202102210LAC,0,LAC,240.0,44.0,86.8,0.5072,12.0,29.6,0.4028,18.0,22.0,0.8034,8.6,34.4,43.0,24.4,6.8,3.6,11.6,19.0,118.0,0.6116,0.5764,0.341,0.2526,20.92,77.74,50.52,55.68,6.94,6.34,10.72,100.0,120.32,114.34,50.125,50.125,2.3554,0.486
202102210MIL,1,MIL,240.0,39.4,89.2,0.4416,12.0,35.2,0.3404,15.4,21.8,0.7014,9.8,37.0,46.8,22.8,7.6,4.8,13.6,20.4,106.2,0.5378,0.509,0.3956,0.2478,20.48,83.36,50.88,58.48,7.5,10.1,12.12,100.0,105.88,111.86,51.6775,51.6775,2.0524,0.4424
202102210MIL,0,MIL,240.0,39.4,89.2,0.4416,12.0,35.2,0.3404,15.4,21.8,0.7014,9.8,37.0,46.8,22.8,7.6,4.8,13.6,20.4,106.2,0.5378,0.509,0.3956,0.2478,20.48,83.36,50.88,58.48,7.5,10.1,12.12,100.0,105.88,111.86,51.6775,51.6775,2.0524,0.4424
202102220HOU,1,HOU,240.0,37.6,89.0,0.4218,11.8,44.0,0.2646,18.2,24.6,0.7334,10.0,31.0,41.0,22.8,7.8,4.2,14.0,21.2,105.2,0.5264,0.4878,0.4964,0.2766,20.1,78.06,45.88,61.02,7.62,7.38,12.22,100.0,103.84,118.98,52.3425,52.3425,2.007,0.4362
202102220HOU,0,HOU,240.0,37.6,89.0,0.4218,11.8,44.0,0.2646,18.2,24.6,0.7334,10.0,31.0,41.0,22.8,7.8,4.2,14.0,21.2,105.2,0.5264,0.4878,0.4964,0.2766,20.1,78.06,45.88,61.02,7.62,7.38,12.22,100.0,103.84,118.98,52.3425,52.3425,2.007,0.4362
202102220DAL,1,DAL,240.0,44.6,87.2,0.5122,17.2,40.4,0.4194,21.6,25.2,0.8576,8.8,32.0,40.8,26.2,4.2,3.4,11.0,21.6,128.0,0.652,0.6102,0.463,0.2888,21.32,79.32,50.66,58.5,4.26,7.08,9.96,100.0,129.38,125.8,50.685,50.685,2.5278,0.5158
202102220DAL,0,DAL,240.0,44.6,87.2,0.5122,17.2,40.4,0.4194,21.6,25.2,0.8576,8.8,32.0,40.8,26.2,4.2,3.4,11.0,21.6,128.0,0.652,0.6102,0.463,0.2888,21.32,79.32,50.66,58.5,4.26,7.08,9.96,100.0,129.38,125.8,50.685,50.685,2.5278,0.5158
202102220UTA,1,UTA,240.0,42.0,87.4,0.4824,13.8,40.6,0.3414,22.4,27.0,0.8316,9.4,34.8,44.2,19.6,8.6,5.0,13.2,19.6,120.2,0.6064,0.5618,0.466,0.3128,21.52,78.88,51.18,46.96,8.58,8.66,11.7,100.0,119.52,108.3,52.0125,52.0125,2.3096,0.3758
202102220UTA,0,UTA,240.0,42.0,87.4,0.4824,13.8,40.6,0.3414,22.4,27.0,0.8316,9.4,34.8,44.2,19.6,8.6,5.0,13.2,19.6,120.2,0.6064,0.5618,0.466,0.3128,21.52,78.88,51.18,46.96,8.58,8.66,11.7,100.0,119.52,108.3,52.0125,52.0125,2.3096,0.3758
202102220PHO,1,PHO,240.0,46.8,86.6,0.5428,16.8,36.8,0.4484,12.2,14.0,0.8704,5.6,35.0,40.6,30.0,6.8,3.8,10.0,17.4,122.6,0.663,0.6394,0.4232,0.1624,14.12,80.54,49.28,63.9,7.12,7.18,9.72,100.0,128.38,113.18,48.825,48.825,2.5102,0.6124
202102220PHO,0,PHO,240.0,46.8,86.6,0.5428,16.8,36.8,0.4484,12.2,14.0,0.8704,5.6,35.0,40.6,30.0,6.8,3.8,10.0,17.4,122.6,0.663,0.6394,0.4232,0.1624,14.12,80.54,49.28,63.9,7.12,7.18,9.72,100.0,128.38,113.18,48.825,48.825,2.5102,0.6124
202102220OKC,1,OKC,240.0,38.2,84.4,0.4534,13.8,35.6,0.3894,16.4,23.2,0.687,7.6,35.8,43.4,24.4,6.4,3.0,13.2,19.2,106.6,0.5652,0.536,0.4236,0.2792,16.74,75.48,46.76,64.08,6.54,5.76,12.24,100.0,108.84,111.22,50.51,50.51,2.1078,0.4818
202102220OKC,0,OKC,240.0,38.2,84.4,0.4534,13.8,35.6,0.3894,16.4,23.2,0.687,7.6,35.8,43.4,24.4,6.4,3.0,13.2,19.2,106.6,0.5652,0.536,0.4236,0.2792,16.74,75.48,46.76,64.08,6.54,5.76,12.24,100.0,108.84,111.22,50.51,50.51,2.1078,0.4818
202102220LAL,1,LAL,240.0,39.6,83.2,0.4772,8.8,31.8,0.2786,16.8,22.8,0.7516,8.6,34.0,42.6,23.8,6.6,5.2,15.2,17.8,104.8,0.5634,0.5304,0.382,0.273,21.16,79.48,51.0,60.78,6.78,10.58,14.04,100.0,107.84,110.46,50.315,50.315,2.082,0.472
202102220LAL,0,LAL,240.0,39.6,83.2,0.4772,8.8,31.8,0.2786,16.8,22.8,0.7516,8.6,34.0,42.6,23.8,6.6,5.2,15.2,17.8,104.8,0.5634,0.5304,0.382,0.273,21.16,79.48,51.0,60.78,6.78,10.58,14.04,100.0,107.84,110.46,50.315,50.315,2.082,0.472
202102230CLE,1,CLE,240.0,39.2,88.4,0.4444,8.6,28.8,0.3022,17.6,24.6,0.7184,12.6,28.6,41.2,23.2,7.4,3.6,15.2,20.8,104.6,0.5282,0.4938,0.3278,0.2792,27.22,79.6,50.1,59.08,7.5,7.02,13.3,100.0,105.84,125.94,51.3425,51.3425,2.0408,0.4546
202102230CLE,0,CLE,240.0,39.2,88.4,0.4444,8.6,28.8,0.3022,17.6,24.6,0.7184,12.6,28.6,41.2,23.2,7.4,3.6,15.2,20.8,104.6,0.5282,0.4938,0.3278,0.2792,27.22,79.6,50.1,59.08,7.5,7.02,13.3,100.0,105.84,125.94,51.3425,51.3425,2.0408,0.4546
202102230ORL,1,ORL,240.0,40.4,89.4,0.4508,12.8,35.2,0.3604,16.2,19.6,0.8078,8.4,40.0,48.4,23.8,7.2,6.2,11.2,15.8,109.8,0.5596,0.5216,0.3928,0.223,17.9,80.86,50.22,58.36,7.24,11.36,10.26,100.0,110.08,105.54,50.755,50.755,2.1614,0.468
202102230ORL,0,ORL,240.0,40.4,89.4,0.4508,12.8,35.2,0.3604,16.2,19.6,0.8078,8.4,40.0,48.4,23.8,7.2,6.2,11.2,15.8,109.8,0.5596,0.5216,0.3928,0.223,17.9,80.86,50.22,58.36,7.24,11.36,10.26,100.0,110.08,105.54,50.755,50.755,2.1614,0.468
202102230BRK,1,BRK,240.0,46.0,86.6,0.5312,18.4,40.6,0.447,13.4,18.0,0.745,7.6,31.6,39.2,27.6,7.8,4.0,11.4,15.8,123.8,0.6562,0.6384,0.4708,0.2104,19.82,76.46,49.32,59.72,8.08,7.28,10.72,100.0,127.94,118.38,49.475,49.475,2.5008,0.5554
202102230BRK,0,BRK,240.0,46.0,86.6,0.5312,18.4,40.6,0.447,13.4,18.0,0.745,7.6,31.6,39.2,27.6,7.8,4.0,11.4,15.8,123.8,0.6562,0.6384,0.4708,0.2104,19.82,76.46,49.32,59.72,8.08,7.28,10.72,100.0,127.94,118.38,49.475,49.475,2.5008,0.5554
202102230DAL,1,DAL,240.0,42.8,84.0,0.5082,16.0,39.2,0.4032,20.0,24.4,0.8218,6.8,34.4,41.2,24.2,4.4,4.2,11.4,21.4,121.6,0.6408,0.6028,0.4676,0.2912,17.52,77.92,49.66,55.94,4.5,8.34,10.66,100.0,124.02,118.84,50.095,50.095,2.432,0.4828
202102230DAL,0,DAL,240.0,42.8,84.0,0.5082,16.0,39.2,0.4032,20.0,24.4,0.8218,6.8,34.4,41.2,24.2,4.4,4.2,11.4,21.4,121.6,0.6408,0.6028,0.4676,0.2912,17.52,77.92,49.66,55.94,4.5,8.34,10.66,100.0,124.02,118.84,50.095,50.095,2.432,0.4828
202102230NYK,1,NYK,240.0,39.4,86.4,0.456,9.6,26.2,0.3542,20.6,25.8,0.7962,10.0,39.0,49.0,19.6,6.2,4.6,11.0,20.8,109.0,0.5588,0.5126,0.3044,0.3042,21.42,79.68,51.62,49.82,6.34,8.96,10.08,100.0,112.6,104.98,49.8275,49.8275,2.1954,0.3942
202102230NYK,0,NYK,240.0,39.4,86.4,0.456,9.6,26.2,0.3542,20.6,25.8,0.7962,10.0,39.0,49.0,19.6,6.2,4.6,11.0,20.8,109.0,0.5588,0.5126,0.3044,0.3042,21.42,79.68,51.62,49.82,6.34,8.96,10.08,100.0,112.6,104.98,49.8275,49.8275,2.1954,0.3942
202102230TOR,1,TOR,240.0,38.0,85.2,0.4466,13.0,37.0,0.3506,19.4,23.0,0.8434,8.0,33.8,41.8,23.2,6.6,5.2,12.8,20.2,108.4,0.5702,0.5232,0.4352,0.2696,17.42,80.78,48.56,61.1,6.74,10.96,11.82,100.0,110.58,103.74,50.4625,50.4625,2.1446,0.4594
202102230TOR,0,TOR,240.0,38.0,85.2,0.4466,13.0,37.0,0.3506,19.4,23.0,0.8434,8.0,33.8,41.8,23.2,6.6,5.2,12.8,20.2,108.4,0.5702,0.5232,0.4352,0.2696,17.42,80.78,48.56,61.1,6.74,10.96,11.82,100.0,110.58,103.74,50.4625,50.4625,2.1446,0.4594
202102230MIL,1,MIL,240.0,39.8,88.8,0.448,11.8,34.2,0.3462,17.4,23.6,0.7218,11.4,40.0,51.4,23.4,7.6,4.6,15.0,18.6,108.8,0.548,0.5146,0.386,0.2692,24.34,82.48,53.84,59.44,7.5,8.88,13.12,100.0,108.28,109.12,51.805,51.805,2.0948,0.4526
202102230MIL,0,MIL,240.0,39.8,88.8,0.448,11.8,34.2,0.3462,17.4,23.6,0.7218,11.4,40.0,51.4,23.4,7.6,4.6,15.0,18.6,108.8,0.548,0.5146,0.386,0.2692,24.34,82.48,53.84,59.44,7.5,8.88,13.12,100.0,108.28,109.12,51.805,51.805,2.0948,0.4526
202102230DEN,1,DEN,240.0,42.8,85.0,0.504,15.2,37.2,0.4088,16.0,20.0,0.8158,7.8,31.6,39.4,25.0,8.4,3.8,13.0,21.8,116.8,0.623,0.5934,0.4376,0.2356,19.22,75.82,48.14,59.16,8.64,7.58,12.22,100.0,119.54,117.26,49.85,49.85,2.3416,0.5016
202102230DEN,0,DEN,240.0,42.8,85.0,0.504,15.2,37.2,0.4088,16.0,20.0,0.8158,7.8,31.6,39.4,25.0,8.4,3.8,13.0,21.8,116.8,0.623,0.5934,0.4376,0.2356,19.22,75.82,48.14,59.16,8.64,7.58,12.22,100.0,119.54,117.26,49.85,49.85,2.3416,0.5016
202102230LAC,1,LAC,240.0,42.0,87.0,0.483,12.4,30.6,0.402,18.2,22.6,0.7878,11.0,35.0,46.0,25.2,5.2,3.0,13.0,19.8,114.6,0.5904,0.5542,0.3516,0.2592,25.56,77.64,52.34,59.68,5.28,5.18,11.82,100.0,117.12,115.98,49.8675,49.8675,2.298,0.5048
202102230LAC,0,LAC,240.0,42.0,87.0,0.483,12.4,30.6,0.402,18.2,22.6,0.7878,11.0,35.0,46.0,25.2,5.2,3.0,13.0,19.8,114.6,0.5904,0.5542,0.3516,0.2592,25.56,77.64,52.34,59.68,5.28,5.18,11.82,100.0,117.12,115.98,49.8675,49.8675,2.298,0.5048
202102240ATL,1,ATL,240.0,40.0,84.4,0.477,11.0,30.4,0.3608,24.4,28.8,0.8444,11.0,30.0,41.0,21.6,8.6,4.4,12.0,18.0,115.4,0.5964,0.542,0.3602,0.3444,26.44,79.14,51.7,53.94,8.92,8.6,11.02,100.0,120.18,121.88,49.54,49.54,2.3318,0.4366
202102240ATL,0,ATL,240.0,40.0,84.4,0.477,11.0,30.4,0.3608,24.4,28.8,0.8444,11.0,30.0,41.0,21.6,8.6,4.4,12.0,18.0,115.4,0.5964,0.542,0.3602,0.3444,26.44,79.14,51.7,53.94,8.92,8.6,11.02,100.0,120.18,121.88,49.54,49.54,2.3318,0.4366
202102240CLE,1,CLE,240.0,39.8,86.6,0.4622,10.0,29.8,0.3398,15.4,21.0,0.7356,12.0,28.2,40.2,24.8,7.6,5.0,16.0,20.4,105.0,0.5512,0.5216,0.3468,0.243,26.88,77.9,49.92,62.22,7.82,9.2,14.34,100.0,108.2,124.32,50.2875,50.2875,2.0954,0.4966
202102240CLE,0,CLE,240.0,39.8,86.6,0.4622,10.0,29.8,0.3398,15.4,21.0,0.7356,12.0,28.2,40.2,24.8,7.6,5.0,16.0,20.4,105.0,0.5512,0.5216,0.3468,0.243,26.88,77.9,49.92,62.22,7.82,9.2,14.34,100.0,108.2,124.32,50.2875,50.2875,2.0954,0.4966
202102240IND,1,IND,250.0,42.6,91.2,0.4676,12.6,31.8,0.4014,17.4,21.2,0.8092,9.0,36.0,45.0,27.0,7.2,7.4,11.4,20.2,115.2,0.5728,0.5368,0.3496,0.2308,20.76,76.7,49.56,63.28,7.26,12.16,9.92,100.0,114.54,110.96,51.835,54.24697917,2.2338,0.529
202102240IND,0,IND,250.0,42.6,91.2,0.4676,12.6,31.8,0.4014,17.4,21.2,0.8092,9.0,36.0,45.0,27.0,7.2,7.4,11.4,20.2,115.2,0.5728,0.5368,0.3496,0.2308,20.76,76.7,49.56,63.28,7.26,12.16,9.92,100.0,114.54,110.96,51.835,54.24697917,2.2338,0.529
202102240NOP,1,NOP,245.0,44.6,89.2,0.5002,13.0,34.6,0.3752,20.6,27.0,0.7694,13.0,33.2,46.2,26.2,8.0,3.4,13.2,18.2,122.8,0.6094,0.573,0.388,0.3022,30.76,80.76,55.5,58.72,7.96,6.14,11.54,100.0,123.48,123.08,51.1125,52.28515625,2.4064,0.514
202102240NOP,0,NOP,245.0,44.6,89.2,0.5002,13.0,34.6,0.3752,20.6,27.0,0.7694,13.0,33.2,46.2,26.2,8.0,3.4,13.2,18.2,122.8,0.6094,0.573,0.388,0.3022,30.76,80.76,55.5,58.72,7.96,6.14,11.54,100.0,123.48,123.08,51.1125,52.28515625,2.4064,0.514
202102240OKC,1,OKC,240.0,35.6,80.2,0.445,13.6,36.2,0.3778,17.8,23.8,0.7428,6.2,35.0,41.2,22.0,6.0,3.0,14.0,21.2,102.6,0.5676,0.5308,0.4532,0.297,14.14,75.72,45.72,62.36,6.26,5.9,13.4,100.0,106.48,112.86,49.6525,49.6525,2.0632,0.4424
202102240OKC,0,OKC,240.0,35.6,80.2,0.445,13.6,36.2,0.3778,17.8,23.8,0.7428,6.2,35.0,41.2,22.0,6.0,3.0,14.0,21.2,102.6,0.5676,0.5308,0.4532,0.297,14.14,75.72,45.72,62.36,6.26,5.9,13.4,100.0,106.48,112.86,49.6525,49.6525,2.0632,0.4424
202102240CHI,1,CHI,245.0,44.6,91.0,0.494,10.8,30.4,0.3588,14.4,17.8,0.8112,8.8,39.4,48.2,25.2,5.8,5.6,13.4,20.8,114.4,0.5826,0.5536,0.3332,0.196,19.02,78.46,51.28,57.1,5.72,9.2,11.9,100.0,112.74,106.54,52.0275,53.2509375,2.205,0.4864
202102240CHI,0,CHI,245.0,44.6,91.0,0.494,10.8,30.4,0.3588,14.4,17.8,0.8112,8.8,39.4,48.2,25.2,5.8,5.6,13.4,20.8,114.4,0.5826,0.5536,0.3332,0.196,19.02,78.46,51.28,57.1,5.72,9.2,11.9,100.0,112.74,106.54,52.0275,53.2509375,2.205,0.4864
202102240MIA,1,MIA,245.0,42.2,89.8,0.4686,11.2,34.8,0.3194,14.8,18.4,0.8142,8.8,36.6,45.4,29.0,7.6,4.4,12.8,19.6,110.4,0.564,0.5314,0.3896,0.2102,20.6,82.34,51.94,69.16,7.64,10.3,11.54,100.0,111.08,108.98,51.27,52.423125,2.1556,0.5662
202102240MIA,0,MIA,245.0,42.2,89.8,0.4686,11.2,34.8,0.3194,14.8,18.4,0.8142,8.8,36.6,45.4,29.0,7.6,4.4,12.8,19.6,110.4,0.564,0.5314,0.3896,0.2102,20.6,82.34,51.94,69.16,7.64,10.3,11.54,100.0,111.08,108.98,51.27,52.423125,2.1556,0.5662
202102240PHO,1,PHO,240.0,47.2,90.6,0.5222,18.0,38.4,0.4654,12.6,14.2,0.8834,7.4,35.4,42.8,30.8,6.4,4.2,8.8,15.2,125.0,0.6476,0.6224,0.4266,0.1558,17.2,78.94,49.38,65.08,6.66,8.32,8.32,100.0,130.16,110.2,49.3725,49.3725,2.5306,0.6226
202102240PHO,0,PHO,240.0,47.2,90.6,0.5222,18.0,38.4,0.4654,12.6,14.2,0.8834,7.4,35.4,42.8,30.8,6.4,4.2,8.8,15.2,125.0,0.6476,0.6224,0.4266,0.1558,17.2,78.94,49.38,65.08,6.66,8.32,8.32,100.0,130.16,110.2,49.3725,49.3725,2.5306,0.6226
202102240UTA,1,UTA,240.0,42.4,88.0,0.4834,16.6,44.0,0.3696,19.4,23.6,0.8258,9.6,34.4,44.0,22.0,9.2,5.4,14.2,19.0,120.8,0.6162,0.5786,0.5028,0.2698,21.98,77.98,50.8,51.84,9.16,9.6,12.56,100.0,120.26,107.48,51.905,51.905,2.3256,0.4214
202102240UTA,0,UTA,240.0,42.4,88.0,0.4834,16.6,44.0,0.3696,19.4,23.6,0.8258,9.6,34.4,44.0,22.0,9.2,5.4,14.2,19.0,120.8,0.6162,0.5786,0.5028,0.2698,21.98,77.98,50.8,51.84,9.16,9.6,12.56,100.0,120.26,107.48,51.905,51.905,2.3256,0.4214
202102250PHI,1,PHI,240.0,38.6,85.4,0.4506,11.0,29.0,0.3774,24.8,30.0,0.8306,11.6,36.6,48.2,23.0,7.2,6.4,15.0,19.2,113.0,0.5736,0.5164,0.3434,0.354,27.36,81.58,55.32,61.4,7.16,12.68,13.22,100.0,113.5,113.3,51.525,51.525,2.1924,0.4478
202102250PHI,0,PHI,240.0,38.6,85.4,0.4506,11.0,29.0,0.3774,24.8,30.0,0.8306,11.6,36.6,48.2,23.0,7.2,6.4,15.0,19.2,113.0,0.5736,0.5164,0.3434,0.354,27.36,81.58,55.32,61.4,7.16,12.68,13.22,100.0,113.5,113.3,51.525,51.525,2.1924,0.4478
202102250BRK,1,BRK,240.0,44.8,85.8,0.5224,18.6,40.8,0.45,14.2,20.2,0.707,8.0,30.4,38.4,26.6,7.6,4.0,10.4,16.0,122.4,0.6484,0.6316,0.4768,0.237,20.48,76.06,48.72,59.36,7.96,7.28,9.9,100.0,127.84,119.72,48.8975,48.8975,2.5016,0.5432
202102250BRK,0,BRK,240.0,44.8,85.8,0.5224,18.6,40.8,0.45,14.2,20.2,0.707,8.0,30.4,38.4,26.6,7.6,4.0,10.4,16.0,122.4,0.6484,0.6316,0.4768,0.237,20.48,76.06,48.72,59.36,7.96,7.28,9.9,100.0,127.84,119.72,48.8975,48.8975,2.5016,0.5432
202102250NYK,1,NYK,240.0,38.2,86.2,0.4446,10.6,27.2,0.38,21.4,25.8,0.8326,10.6,36.6,47.2,19.6,4.8,4.8,11.4,21.0,108.4,0.557,0.5062,0.3152,0.3048,22.58,79.62,51.44,51.4,5.0,9.46,10.4,100.0,112.62,110.16,49.6275,49.6275,2.1918,0.3958
202102250NYK,0,NYK,240.0,38.2,86.2,0.4446,10.6,27.2,0.38,21.4,25.8,0.8326,10.6,36.6,47.2,19.6,4.8,4.8,11.4,21.0,108.4,0.557,0.5062,0.3152,0.3048,22.58,79.62,51.44,51.4,5.0,9.46,10.4,100.0,112.62,110.16,49.6275,49.6275,2.1918,0.3958
202102250MEM,1,MEM,240.0,39.8,89.6,0.4462,8.2,28.2,0.2954,18.8,23.2,0.8098,11.8,33.2,45.0,22.0,9.6,2.6,13.4,16.8,106.6,0.5356,0.4926,0.3144,0.2616,24.26,80.4,50.2,54.98,9.62,6.64,11.82,100.0,107.08,116.86,51.11,51.11,2.0852,0.4296
202102250MEM,0,MEM,240.0,39.8,89.6,0.4462,8.2,28.2,0.2954,18.8,23.2,0.8098,11.8,33.2,45.0,22.0,9.6,2.6,13.4,16.8,106.6,0.5356,0.4926,0.3144,0.2616,24.26,80.4,50.2,54.98,9.62,6.64,11.82,100.0,107.08,116.86,51.11,51.11,2.0852,0.4296
202102250DEN,1,DEN,240.0,43.0,86.8,0.4974,14.2,35.0,0.4058,14.4,16.8,0.8576,8.0,30.0,38.0,24.4,8.8,3.6,11.4,19.0,114.6,0.61,0.5792,0.4036,0.1938,19.4,75.52,47.24,57.3,9.18,7.52,10.76,100.0,119.38,119.44,49.09,49.09,2.3338,0.4976
202102250DEN,0,DEN,240.0,43.0,86.8,0.4974,14.2,35.0,0.4058,14.4,16.8,0.8576,8.0,30.0,38.0,24.4,8.8,3.6,11.4,19.0,114.6,0.61,0.5792,0.4036,0.1938,19.4,75.52,47.24,57.3,9.18,7.52,10.76,100.0,119.38,119.44,49.09,49.09,2.3338,0.4976
202102250MIL,1,MIL,240.0,41.4,89.2,0.4622,13.2,35.0,0.373,18.8,25.4,0.7328,10.8,41.6,52.4,25.2,8.0,4.6,13.8,18.0,114.8,0.57,0.5356,0.3924,0.287,23.44,84.78,54.98,61.24,7.8,9.46,12.08,100.0,112.94,107.7,52.1325,52.1325,2.1944,0.4834
